GEO_ID,B16005F_001E,B16005F_001M,B16005F_002E,B16005F_002M,B16005F_003E,B16005F_003M,B16005F_004E,B16005F_004M,B16005F_005E,B16005F_005M,B16005F_006E,B16005F_006M,B16005F_007E,B16005F_007M,B16005F_008E,B16005F_008M,B16005F_009E,B16005F_009M,B16005F_010E,B16005F_010M,B16005F_011E,B16005F_011M,NAME,B16005F_001MA,B16005F_001EA,B16005F_002EA,B16005F_002MA,B16005F_003EA,B16005F_003MA,B16005F_004MA,B16005F_004EA,B16005F_005MA,B16005F_005EA,B16005F_006MA,B16005F_006EA,B16005F_007EA,B16005F_007MA,B16005F_008EA,B16005F_008MA,B16005F_009MA,B16005F_009EA,B16005F_010MA,B16005F_010EA,B16005F_011MA,B16005F_011EA,state
0400000US01,60368,5970,28565,3753,9842,2600,18723,2809,14472,2649,4251,1415,31803,3639,3520,1186,28283,3734,8136,1887,20147,2909,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10936,2205,8414,2181,4353,1660,4061,1183,3427,1030,634,444,2522,1121,185,298,2337,1072,521,308,1816,1038,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,402709,18984,274143,14900,106918,9975,167225,11612,144904,10147,22321,3727,128566,9393,6880,1593,121686,9067,41828,4278,79858,6530,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,83405,7183,44407,4900,11859,3091,32548,3998,26532,3474,6016,1792,38998,4534,3043,1291,35955,4021,10357,2206,25598,3412,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5479354,59983,3133516,38566,884719,24401,2248797,33810,1946085,28842,302712,13482,2345838,36375,91948,5601,2253890,35911,648067,16810,1605823,29240,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,204307,10897,141252,8378,73921,5618,67331,5996,60385,5852,6946,1520,63055,6276,2822,905,60233,6143,23533,4014,36700,4110,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,177578,11639,111543,8185,26682,3855,84861,6528,61110,5537,23751,3012,66035,7466,3980,1470,62055,7535,16468,3313,45587,5755,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16232,2994,9124,2179,3086,1118,6038,1863,5159,1824,879,498,7108,1912,643,568,6465,1893,2068,928,4397,1575,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,35847,4000,13898,1970,3588,1412,10310,1742,6867,1641,3443,1632,21949,3356,697,462,21252,3271,5347,1790,15905,2951,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,562241,28032,309930,18600,95272,9415,214658,15265,168177,12463,46481,6035,252311,15875,27972,4863,224339,15241,79672,7477,144667,10908,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,250062,16606,125618,10007,36828,5110,88790,8747,75368,7920,13422,2751,124444,10309,9418,2447,115026,9621,39846,4860,75180,7573,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
