GEO_ID,B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,NAME,B08008_001EA,B08008_001MA,B08008_002EA,B08008_002MA,B08008_003EA,B08008_003MA,B08008_004MA,B08008_004EA,B08008_005MA,B08008_005EA,B08008_006EA,B08008_006MA,B08008_007EA,B08008_007MA,B08008_008EA,B08008_008MA,B08008_009MA,B08008_009EA,B08008_010MA,B08008_010EA,B08008_011EA,B08008_011MA,B08008_012EA,B08008_012MA,B08008_013EA,B08008_013MA,B08008_014MA,B08008_014EA,B08008_015MA,B08008_015EA,state
0400000US01,2041619,17993,1372102,17475,613496,11466,758606,16484,669517,14179,1068859,11296,697758,10146,293819,6835,403939,10843,371101,9404,972760,11973,674344,11498,319677,9121,354667,9721,298416,7920,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351282,6043,338992,5860,242832,5099,96160,4373,12290,1917,193709,4603,186036,4358,128884,3803,57152,3370,7673,1614,157573,3426,152956,3609,113948,3382,39008,2807,4617,733,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3086150,17384,2891888,18571,1325177,18902,1566711,18506,194262,9069,1661218,12054,1557575,12062,688229,11896,869346,11514,103643,5652,1424932,15853,1334313,15857,636948,13713,697365,13353,90619,5793,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1281666,13086,896624,14498,460129,10559,436495,12221,385042,10020,667989,9599,460411,9711,226706,7885,233705,8285,207578,6191,613677,8779,436213,8426,233423,6905,202790,6889,177464,6021,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18320629,48194,17448230,50502,6418611,42034,11029619,46377,872399,18847,9994178,30940,9492426,31686,3285983,29447,6206443,30259,501752,12178,8326451,32140,7955804,32891,3132628,26059,4823176,30894,370647,9518,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2886978,17103,2500147,16586,1080791,15898,1419356,15993,386831,9872,1561365,10740,1349778,11177,549337,10839,800441,10813,211587,6784,1325613,11102,1150369,10447,531454,9899,618915,9243,175244,6055,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1778000,14686,1065494,13525,320701,7938,744793,12679,712506,12167,913679,9217,540134,9579,154066,5840,386068,8968,373545,7941,864321,11609,525360,9377,166635,5406,358725,8531,338961,7636,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430780,6838,178944,6713,42962,3301,135982,6568,251836,8208,222295,3947,90076,4011,21550,2322,68526,4024,132219,4617,208485,4743,88868,4564,21412,2006,67456,4343,119617,5155,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,375380,6102,375380,6102,285786,6174,89594,4628,0,208,182905,3943,182905,3943,136874,3687,46031,3073,0,208,192475,4975,192475,4975,148912,5231,43563,3093,0,208,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9355081,35950,7314940,36559,2379181,26251,4935759,39236,2040141,26170,4926482,21728,3835271,22885,1207340,20810,2627931,28810,1091211,17976,4428599,21669,3479669,22743,1171841,15517,2307828,23244,948930,14934,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
