GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001EA,B06007_001MA,B06007_002EA,B06007_002MA,B06007_003MA,B06007_003EA,B06007_004MA,B06007_004EA,B06007_005MA,B06007_005EA,B06007_006EA,B06007_006MA,B06007_007EA,B06007_007MA,B06007_008MA,B06007_008EA,B06007_009MA,B06007_009EA,B06007_010MA,B06007_010EA,B06007_011EA,B06007_011MA,B06007_012EA,B06007_012MA,B06007_013MA,B06007_013EA,B06007_014MA,B06007_014EA,B06007_015MA,B06007_015EA,B06007_016EA,B06007_016MA,B06007_017EA,B06007_017MA,B06007_018EA,B06007_018MA,B06007_019MA,B06007_019EA,B06007_020MA,B06007_020EA,B06007_021EA,B06007_021MA,B06007_022EA,B06007_022MA,B06007_023EA,B06007_023MA,B06007_024EA,B06007_024MA,B06007_025MA,B06007_025EA,B06007_026EA,B06007_026MA,B06007_027EA,B06007_027MA,B06007_028EA,B06007_028MA,B06007_029EA,B06007_029MA,B06007_030MA,B06007_030EA,B06007_031MA,B06007_031EA,B06007_032EA,B06007_032MA,B06007_033EA,B06007_033MA,B06007_034EA,B06007_034MA,B06007_035EA,B06007_035MA,B06007_036MA,B06007_036EA,B06007_037MA,B06007_037EA,B06007_038MA,B06007_038EA,B06007_039MA,B06007_039EA,B06007_040EA,B06007_040MA,state
0400000US01,4585850,2856,4351451,10150,141616,6321,82684,4854,58932,5151,92783,6723,64347,5637,28436,3306,3152660,20018,3095322,19525,41921,3638,35029,3352,6892,1509,15417,2488,13473,2433,1944,967,1221896,18778,1183889,18732,24639,2855,20665,2558,3974,1375,13368,2191,11650,2105,1718,780,43989,3407,33706,3299,7901,1894,5184,1463,2717,1062,2382,985,1560,681,822,516,167305,6920,38534,4486,67155,4501,21806,3034,45349,4362,61616,4821,37664,4099,23952,3195,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,577422,5800,19892,2779,15136,2293,4756,1552,89562,5332,60933,4037,28629,4113,271408,7883,233338,7785,3611,1143,3557,1137,54,92,34459,3108,29356,2846,5103,1167,338867,7908,321400,7554,7750,1520,7129,1517,621,383,9717,1976,7796,1816,1921,1050,18866,3097,10682,1862,2682,1073,1889,800,793,500,5502,1653,3775,1650,1727,971,57735,4421,12002,2632,5849,1616,2561,761,3288,1377,39884,3619,20006,2453,19878,2719,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,4778292,23692,1375367,20883,930625,16856,444742,12842,427570,13147,297449,10910,130121,7976,2406325,27392,1705566,26407,574241,15535,513950,14538,60291,5782,126518,6350,101517,5585,25001,2290,3158269,25250,2861341,22183,238985,11000,207176,10234,31809,3543,57943,4138,51788,3993,6155,1166,98876,7446,61937,4651,28508,4782,21069,3710,7439,1881,8431,1629,7355,1565,1076,507,917759,18036,149448,5868,533633,14346,188430,8627,345203,11166,234678,10322,136789,8025,97889,7531,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,2607648,8408,152632,6461,86784,5776,65848,4859,57359,5262,34825,4527,22534,3590,1661380,14591,1613818,15574,38282,4255,31363,3920,6919,1762,9280,2426,7771,2404,1509,721,994050,15774,948213,14150,37913,4266,32721,4047,5192,1294,7924,1642,7136,1504,788,628,23198,3431,18654,2986,3287,1589,2254,1096,1033,697,1257,621,1192,595,65,98,139011,5019,26963,3466,73150,4426,20446,2704,52704,4347,38898,3571,18726,2705,20172,3199,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,20596574,61667,10698137,55273,6456847,43699,4241290,36161,5781517,37395,3402589,36167,2378928,31870,19684506,47640,13489496,57636,5178377,41250,4511772,40723,666605,18943,1016633,19161,892224,19441,124409,7562,6268169,40594,5656021,36051,391219,12704,321734,11549,69485,4644,220929,8366,194655,8214,26274,2722,524503,12732,292555,9151,122794,7524,91376,6037,31418,3484,109154,5710,86073,5078,23081,3036,10599050,45818,1158502,18652,5005747,38637,1531965,22117,3473782,32200,4434801,29511,2229637,29685,2205164,29158,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,4383694,16954,609944,15797,410125,12625,199819,9245,280923,10932,189640,9453,91283,6187,2074796,23663,1816375,24279,218535,8345,191042,8610,27493,2811,39886,4313,33585,3644,6301,1532,2566982,23874,2399216,22359,121426,7069,106507,6327,14919,2431,46340,3917,40958,3828,5382,1206,87663,5278,65389,4445,15232,3299,11264,2762,3968,1184,7042,1332,5674,1252,1368,494,545120,12442,102714,5493,254751,10911,101312,7147,153439,8284,187655,8823,109423,7024,78232,5601,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,2641553,12884,414663,8117,240404,8326,174259,8074,349774,10672,229711,9018,120063,5120,1788401,17841,1609700,19386,114542,6437,102462,6196,12080,1999,64159,5216,59256,5016,4903,1072,961877,15016,874627,13919,55424,4890,45519,4613,9905,1717,31826,3800,28811,3727,3015,698,128787,6908,28698,3289,94033,6194,43828,4534,50205,4112,6056,1525,4296,1077,1760,955,526925,11868,128528,6961,150664,7981,48595,4582,102069,6789,247733,7422,137348,5910,110385,4889,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,780824,6812,66227,4003,44209,3868,22018,2890,59981,5935,42410,5180,17571,2524,371583,10079,349490,10148,15231,2311,13710,2205,1521,850,6862,1988,5815,1836,1047,569,423876,10355,406186,10063,11414,2261,10080,2224,1334,438,6276,1229,5504,1175,772,339,14559,2560,5661,1298,8271,2008,5535,1589,2736,841,627,431,409,316,218,301,97014,6157,19487,3103,31311,2991,14884,2630,16427,2656,46216,4902,30682,4286,15534,2361,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,534769,5936,61004,2940,34552,3299,26452,3378,53134,5262,38808,3801,14326,3150,224332,7249,208659,6949,11433,1912,8481,1553,2952,1257,4240,1222,3881,1181,359,261,310035,7003,288927,6744,11664,1860,10457,1850,1207,632,9444,1327,8910,1336,534,305,14644,2769,8404,1774,3034,1001,2134,789,900,596,3206,1633,2175,953,1031,912,99896,5604,28779,3286,34873,2547,13480,2171,21393,2868,36244,4132,23842,2912,12402,2746,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,13966876,40322,4326286,25190,2450476,25663,1875810,25074,1561916,29604,1017644,23488,544272,16567,6562454,45918,5432407,38140,907586,22008,817328,22343,90258,9579,222461,11676,204946,11048,17515,2729,8170148,44681,7477728,42569,524224,16243,467758,14863,56466,4673,168196,9038,151819,8839,16377,2173,771473,25655,227639,11283,503254,20385,309386,15168,193868,11886,40580,4602,34592,4211,5988,1473,4351003,36357,829102,20888,2391222,27416,856004,19348,1535218,24984,1130679,23846,626287,17529,504392,16454,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
