GEO_ID,C17001H_001E,C17001H_001M,C17001H_002E,C17001H_002M,C17001H_003E,C17001H_003M,C17001H_004E,C17001H_004M,C17001H_005E,C17001H_005M,C17001H_006E,C17001H_006M,C17001H_007E,C17001H_007M,C17001H_008E,C17001H_008M,C17001H_009E,C17001H_009M,C17001H_010E,C17001H_010M,C17001H_011E,C17001H_011M,C17001H_012E,C17001H_012M,C17001H_013E,C17001H_013M,C17001H_014E,C17001H_014M,C17001H_015E,C17001H_015M,C17001H_016E,C17001H_016M,C17001H_017E,C17001H_017M,C17001H_018E,C17001H_018M,C17001H_019E,C17001H_019M,NAME,C17001H_001MA,C17001H_001EA,C17001H_002MA,C17001H_002EA,C17001H_003EA,C17001H_003MA,C17001H_004EA,C17001H_004MA,C17001H_005EA,C17001H_005MA,C17001H_006MA,C17001H_006EA,C17001H_007MA,C17001H_007EA,C17001H_008EA,C17001H_008MA,C17001H_009EA,C17001H_009MA,C17001H_010EA,C17001H_010MA,C17001H_011EA,C17001H_011MA,C17001H_012MA,C17001H_012EA,C17001H_013EA,C17001H_013MA,C17001H_014EA,C17001H_014MA,C17001H_015EA,C17001H_015MA,C17001H_016EA,C17001H_016MA,C17001H_017MA,C17001H_017EA,C17001H_018MA,C17001H_018EA,C17001H_019EA,C17001H_019MA,state
0400000US01,3127700,3680,363815,14868,155126,7685,46948,4317,93340,5436,14838,2036,208689,9827,42749,4102,134104,6900,31836,2441,2763885,14948,1370506,8536,270672,4670,843510,6107,256324,2505,1393379,9508,264949,4165,822417,6860,306013,2607,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,439405,1640,33373,3825,16775,2185,3411,1053,11443,1741,1921,659,16598,2356,4405,1262,9977,1477,2216,819,406032,4401,215256,2925,42975,1286,142770,2189,29511,669,190776,2367,38172,1354,125659,1503,26945,914,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3768149,5741,379875,14414,181548,7605,37683,4877,112797,5604,31068,2493,198327,9515,31287,3743,125644,7075,41396,3743,3388274,15501,1673243,8204,282523,5618,977116,6149,413604,2614,1715031,10077,274887,3953,973478,7887,466666,3732,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2114316,3331,281377,13960,128348,7883,39747,4095,75928,5529,12673,1314,153029,7899,34646,3968,94976,4421,23407,2201,1832939,14363,910563,8155,188748,4495,547060,5559,174755,1629,922376,8414,174689,4433,544307,4987,203380,2337,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14349930,9967,1296213,29265,603240,17106,105800,7144,411738,13194,85702,4398,692973,18642,97323,6801,446448,13069,149202,6957,13053717,29827,6551382,17925,1062237,7265,4166943,13915,1322202,4871,6502335,17836,1010386,7427,3960644,13559,1531305,7513,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3743057,4597,308336,10806,143074,6171,27013,3305,100315,4486,15746,1638,165262,7311,24661,3220,113678,5677,26923,2429,3434721,11194,1727567,6937,330893,3738,1119982,5233,276692,1907,1707154,7782,314874,3663,1080209,5712,312071,2507,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2323163,3823,138293,8733,60204,4562,12537,2331,38621,3093,9046,1480,78089,5956,11829,2311,46824,3954,19436,2153,2184870,9284,1072802,4862,193890,2472,672451,3308,206461,1796,1112068,6424,184756,2523,673989,4287,253323,2220,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,585522,1402,57465,5639,25699,3399,6089,1616,15912,2233,3698,990,31766,3526,5971,1507,20602,2451,5193,1081,528057,5796,257154,3588,44502,1652,154664,2578,57988,1018,270903,3312,42745,1507,159312,2281,68846,1160,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238135,2408,14813,2080,6780,1891,406,456,5650,1732,724,488,8033,1467,625,501,7148,1324,260,269,223322,2720,112087,2168,13168,624,86224,1895,12695,518,111235,1882,12630,632,84163,1585,14442,350,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11079559,9218,1114154,30225,498337,15597,112245,8085,299697,10228,86395,4797,615817,19337,101096,6886,380654,13334,134067,6668,9965405,30822,4920997,15665,770081,9100,2820539,10288,1330377,4954,5044408,20616,738292,8234,2804648,13241,1501468,6670,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5369601,5751,526281,20468,231498,10415,62090,5566,142138,6718,27270,2196,294783,13357,53370,4827,193362,9307,48051,3913,4843320,21434,2399006,11706,492350,6772,1496422,7242,410234,2586,2444314,13528,475095,5503,1482612,9491,486607,4177,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,296715,1677,27838,2724,14242,2016,2008,841,9236,1650,2998,824,13596,1784,1489,615,9807,1452,2300,660,268877,3341,144057,2262,19316,891,93311,1882,31430,824,124820,2206,18189,1132,76581,1726,30050,727,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1384257,2311,154918,10280,67123,5564,19162,2864,41688,3972,6273,1333,87795,6771,21267,3508,53755,4185,12773,1815,1229339,10430,621561,5995,149709,3308,363362,4204,108490,1552,607778,6795,138460,3627,354406,4312,114912,1896,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7669329,6716,676599,21409,303561,11650,77164,5208,193463,8107,32934,2720,373038,12549,72440,5362,237705,9173,62893,3370,6992730,22548,3464980,13261,673489,6045,2185936,9488,605555,3244,3527750,13540,638584,5881,2153671,9380,735495,3790,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5130400,4307,562397,20487,248560,10569,77504,6655,149014,6729,22042,2077,313837,13461,68816,5371,204608,9312,40413,3074,4568003,21070,2272512,10764,484833,7112,1412242,6828,375437,2274,2295491,13657,461704,6060,1380563,9404,453224,3270,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2617750,3095,233595,9865,102365,5650,24523,2908,67177,3941,10665,1184,131230,5430,23859,2759,87280,4084,20091,1737,2384155,10127,1191834,5659,263647,3298,722171,4274,206016,1557,1192321,5806,249359,3227,698234,4396,244728,2202,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2152596,2926,203047,9187,90963,5530,24114,3040,57367,3522,9482,1549,112084,5533,23277,2690,71938,3927,16869,1931,1949549,9997,972233,5944,214454,3591,591688,3891,166091,1680,977316,6224,202313,3389,581073,4072,193930,2092,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3662521,3107,584714,19211,260575,8991,80569,5043,157233,6126,22773,2374,324139,12458,76438,5313,206100,8190,41601,2870,3077807,18840,1533607,8956,321390,5269,951014,6127,261203,2519,1544200,12477,299714,5664,937157,7813,307329,3013,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2679547,3946,326172,16886,143255,9525,41384,5515,87931,5689,13940,2089,182917,9914,37790,4263,121177,6929,23950,2352,2353375,16958,1174407,9246,243704,5373,729410,5624,201293,2233,1178968,10648,231961,4723,709793,7284,237214,2413,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1218538,1583,124574,7145,57207,4288,13567,2094,36530,2796,7110,1168,67367,4479,10422,1598,44516,3160,12429,1812,1093964,7233,538087,4187,98494,2271,331265,2842,108328,1211,555877,4761,96602,1730,334213,3313,125062,1956,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
