GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,B25087_030E,B25087_030M,B25087_031E,B25087_031M,B25087_032E,B25087_032M,B25087_033E,B25087_033M,B25087_034E,B25087_034M,B25087_035E,B25087_035M,B25087_036E,B25087_036M,B25087_037E,B25087_037M,B25087_038E,B25087_038M,B25087_039E,B25087_039M,NAME,B25087_001MA,B25087_001EA,B25087_002MA,B25087_002EA,B25087_003EA,B25087_003MA,B25087_004EA,B25087_004MA,B25087_005EA,B25087_005MA,B25087_006MA,B25087_006EA,B25087_007MA,B25087_007EA,B25087_008MA,B25087_008EA,B25087_009EA,B25087_009MA,B25087_010MA,B25087_010EA,B25087_011MA,B25087_011EA,B25087_012EA,B25087_012MA,B25087_013MA,B25087_013EA,B25087_014EA,B25087_014MA,B25087_015EA,B25087_015MA,B25087_016MA,B25087_016EA,B25087_017EA,B25087_017MA,B25087_018EA,B25087_018MA,B25087_019MA,B25087_019EA,B25087_020EA,B25087_020MA,B25087_021MA,B25087_021EA,B25087_022MA,B25087_022EA,B25087_023EA,B25087_023MA,B25087_024MA,B25087_024EA,B25087_025EA,B25087_025MA,B25087_026MA,B25087_026EA,B25087_027MA,B25087_027EA,B25087_028EA,B25087_028MA,B25087_029MA,B25087_029EA,B25087_030MA,B25087_030EA,B25087_031MA,B25087_031EA,B25087_032MA,B25087_032EA,B25087_033MA,B25087_033EA,B25087_034MA,B25087_034EA,B25087_035MA,B25087_035EA,B25087_036EA,B25087_036MA,B25087_037MA,B25087_037EA,B25087_038MA,B25087_038EA,B25087_039MA,B25087_039EA,state
0400000US01,1253199,12678,706185,12254,251,192,1462,568,6894,1426,14824,2005,31532,2586,42413,3094,58768,3647,59298,4032,64182,4330,148830,6685,99631,5417,102657,5033,40787,3259,17825,2279,6746,1174,4299,889,5786,1127,547014,10244,7411,1273,19718,1784,45149,2992,69975,3608,78923,4271,71734,4297,67905,4469,86916,4374,44348,3350,25789,2590,11647,1396,6820,1214,4266,1089,1892,715,1270,422,765,335,621,361,209,152,1656,414,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,102297,3493,116,138,109,65,382,177,434,168,1029,437,779,288,1869,594,1549,602,2392,675,9005,1683,12804,1466,30631,2535,20811,2002,10244,1395,5470,1058,1988,580,2685,862,57047,2852,1153,323,1836,544,1672,354,2166,396,2835,555,3406,788,2902,556,5921,786,7354,1123,7013,1091,7222,1344,4304,1045,3448,752,2062,553,1592,586,637,302,656,337,86,136,782,452,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,1064351,11053,575,303,1122,487,4733,1016,11123,1566,21921,1995,33488,2992,47749,3047,62191,3572,72191,4359,195879,5880,176210,6351,221479,6021,105787,5039,51580,3469,25568,2618,12877,1984,19878,2430,587970,9396,17269,1747,20826,1787,31353,2579,44559,3318,57518,4126,61246,3469,65478,4192,101001,4810,70097,3373,42560,2790,27697,2278,16123,1730,8796,1367,5379,1042,5230,1078,4173,1047,1594,505,906,430,6165,1134,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,416168,10084,79,160,1343,668,4241,1015,11438,1514,24163,2485,32869,2745,41488,3109,43752,3163,40657,3326,82048,4118,46939,3793,52377,3680,19440,2178,7008,1224,3650,1066,2266,647,2410,849,336231,7826,5654,1214,15515,2200,27078,2573,40895,2782,50913,3600,49353,3447,38279,3196,50743,3417,26554,2070,12721,1764,7407,1447,3452,862,1872,628,1958,797,922,370,1163,482,238,205,527,305,987,468,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,5026144,24796,1541,473,2170,599,5880,1066,12771,1805,20681,1907,39549,3549,53546,3062,80050,4132,99441,4520,323326,8317,428296,11290,963774,13662,895989,14295,696716,12530,454019,10815,309635,8579,638760,11318,2098946,18787,27260,2773,32090,2305,52568,3206,78113,4075,106670,4670,125458,4658,135285,6317,291402,7405,275750,7929,224977,7886,176276,5906,131700,4756,99500,5026,75151,4432,56416,3422,45650,3322,31337,2750,22010,2210,111333,4616,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,994409,10836,285,196,844,348,3095,1406,6885,1287,9521,1468,16054,1651,21565,1970,28600,2295,36615,2815,122000,6200,144820,4523,269910,7419,161708,5220,88793,4423,36828,2567,19108,2020,27778,2443,400415,7760,3695,742,6104,1096,13161,1468,22802,1842,32111,2565,35282,2612,45012,2631,77542,3792,57530,3479,38773,2987,24160,2266,15183,1896,9476,1431,5261,1228,3885,912,1981,551,1723,473,1254,419,5480,1049,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,611242,8820,138,134,44,71,323,200,410,214,1288,563,2088,629,4380,970,7858,1446,11415,2024,45737,3292,73126,3724,166362,5622,116534,4967,68455,3571,38080,3012,25632,2242,49372,3061,286992,5911,752,353,422,253,568,339,710,352,1037,365,2511,736,2810,784,14518,1621,25615,2236,38603,3124,40967,2939,34981,2896,27564,2281,22950,2017,15441,1841,11851,1532,8604,1161,6878,1194,30210,2393,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,164071,5348,0,198,246,199,514,310,1393,561,1678,590,3261,921,3781,834,4883,1061,6010,1243,27524,2525,32104,2916,44892,2990,20941,2087,9091,1619,3373,688,1811,668,2569,758,89877,3601,543,272,962,578,3056,803,5281,1205,8465,1248,9486,1277,11965,1826,18347,1920,12770,1845,7047,1071,4499,1168,1913,597,1617,512,1332,460,676,321,858,417,479,303,105,136,476,298,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,90270,3334,57,109,93,155,233,252,152,224,395,292,1116,726,713,392,1731,624,1339,525,4790,942,6869,1110,15515,1882,14046,1613,11973,1496,8887,1434,7334,1277,15027,1704,28535,2032,387,251,485,320,258,229,1122,495,1352,625,1155,452,1420,453,2009,587,4183,1059,2490,756,2467,754,1572,512,1583,533,805,403,1346,565,571,358,644,353,889,377,3797,1056,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,2850011,25547,1076,451,3936,900,11842,1723,29423,2642,58169,4167,87876,5267,126507,5442,154557,6109,179661,7433,467885,11654,438786,12146,595809,10949,319363,10741,167945,7249,78826,4725,43339,3279,85011,3933,2160176,20634,32027,2672,61358,4282,94875,5359,136798,5594,161308,6239,176253,5954,171988,7289,322735,8821,272812,8904,193266,6148,144453,6439,98304,4937,66440,4123,47242,3020,34023,2778,24879,2512,18391,2055,14664,1820,88360,3774,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
