GEO_ID,C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,C17010_008E,C17010_008M,C17010_009E,C17010_009M,C17010_010E,C17010_010M,C17010_011E,C17010_011M,C17010_012E,C17010_012M,C17010_013E,C17010_013M,C17010_014E,C17010_014M,C17010_015E,C17010_015M,C17010_016E,C17010_016M,C17010_017E,C17010_017M,NAME,C17010_001EA,C17010_001MA,C17010_002MA,C17010_002EA,C17010_003EA,C17010_003MA,C17010_004MA,C17010_004EA,C17010_005EA,C17010_005MA,C17010_006EA,C17010_006MA,C17010_007MA,C17010_007EA,C17010_008EA,C17010_008MA,C17010_009MA,C17010_009EA,C17010_010EA,C17010_010MA,C17010_011EA,C17010_011MA,C17010_012EA,C17010_012MA,C17010_013MA,C17010_013EA,C17010_014EA,C17010_014MA,C17010_015EA,C17010_015MA,C17010_016EA,C17010_016MA,C17010_017EA,C17010_017MA,state
0400000US01,1203689,13513,154370,6386,46628,2879,25102,2488,107742,5689,12997,1904,8212,1533,94745,5195,80329,5041,1049319,13531,810346,11402,298545,7865,238973,8210,64559,3977,29637,2960,174414,6972,95642,5764,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,12388,1464,5212,876,3352,846,7176,1230,2056,670,1887,664,5120,1123,4532,1098,155013,3917,118613,4050,54704,3082,36400,2549,12946,1688,7851,1303,23454,2079,14752,1921,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,176062,6641,74404,4198,42086,3275,101658,5296,21609,2410,15821,1862,80049,4515,69133,4299,1476263,14537,1132114,14104,430864,9350,344149,9644,116465,6113,62695,4741,227684,7610,130773,6183,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,87890,4894,31694,2922,19014,2407,56196,3862,8966,1471,6282,1286,47230,3488,41245,3214,666809,11484,521158,9536,203183,6756,145651,6741,44835,3793,25834,2769,100816,5019,57321,3890,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,858067,15922,373259,9802,241754,7704,484808,12165,98151,5701,69985,4673,386657,9764,320644,9296,8052550,26039,6073706,28866,2745230,23272,1978844,20951,675061,15412,336428,10613,1303783,17677,658619,13906,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,91960,4848,38461,3259,22082,2576,53499,4065,9483,1794,6924,1653,44016,3823,36042,3679,1274847,10110,1023853,11173,430876,7719,250994,6370,91058,4575,54091,3645,159936,5822,90192,4535,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,55756,4613,17623,1988,9434,1461,38133,3858,5613,1375,4128,1124,32520,3518,26981,3282,821537,8644,631938,8173,252444,5443,189599,7241,55704,3805,26959,2808,133895,5727,71057,4132,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,21665,2390,9611,1790,4809,1195,12054,1765,2402,945,1549,669,9652,1519,7983,1356,214130,5465,167336,5179,58673,3669,46794,3453,14114,1743,7460,1423,32680,3052,18573,2168,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,15929,1763,2406,868,1454,720,13523,1678,1628,658,1088,518,11895,1619,9108,1665,103428,3668,68170,3209,27347,2124,35258,2731,8363,1370,3542,910,26895,2298,12794,1763,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,499029,11818,213722,7908,101466,5662,285307,9019,50716,3727,35763,3472,234591,8437,193746,7688,4444477,28838,3374573,27825,1160958,19109,1069904,19401,326912,10597,160381,8258,742992,15642,376368,10353,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
