GEO_ID,B17010H_001E,B17010H_001M,B17010H_002E,B17010H_002M,B17010H_003E,B17010H_003M,B17010H_004E,B17010H_004M,B17010H_005E,B17010H_005M,B17010H_006E,B17010H_006M,B17010H_007E,B17010H_007M,B17010H_008E,B17010H_008M,B17010H_009E,B17010H_009M,B17010H_010E,B17010H_010M,B17010H_011E,B17010H_011M,B17010H_012E,B17010H_012M,B17010H_013E,B17010H_013M,B17010H_014E,B17010H_014M,B17010H_015E,B17010H_015M,B17010H_016E,B17010H_016M,B17010H_017E,B17010H_017M,B17010H_018E,B17010H_018M,B17010H_019E,B17010H_019M,B17010H_020E,B17010H_020M,B17010H_021E,B17010H_021M,B17010H_022E,B17010H_022M,B17010H_023E,B17010H_023M,B17010H_024E,B17010H_024M,B17010H_025E,B17010H_025M,B17010H_026E,B17010H_026M,B17010H_027E,B17010H_027M,B17010H_028E,B17010H_028M,B17010H_029E,B17010H_029M,B17010H_030E,B17010H_030M,B17010H_031E,B17010H_031M,B17010H_032E,B17010H_032M,B17010H_033E,B17010H_033M,B17010H_034E,B17010H_034M,B17010H_035E,B17010H_035M,B17010H_036E,B17010H_036M,B17010H_037E,B17010H_037M,B17010H_038E,B17010H_038M,B17010H_039E,B17010H_039M,B17010H_040E,B17010H_040M,B17010H_041E,B17010H_041M,NAME,B17010H_001EA,B17010H_001MA,B17010H_002MA,B17010H_002EA,B17010H_003MA,B17010H_003EA,B17010H_004MA,B17010H_004EA,B17010H_005EA,B17010H_005MA,B17010H_006EA,B17010H_006MA,B17010H_007MA,B17010H_007EA,B17010H_008MA,B17010H_008EA,B17010H_009MA,B17010H_009EA,B17010H_010EA,B17010H_010MA,B17010H_011EA,B17010H_011MA,B17010H_012EA,B17010H_012MA,B17010H_013MA,B17010H_013EA,B17010H_014MA,B17010H_014EA,B17010H_015MA,B17010H_015EA,B17010H_016EA,B17010H_016MA,B17010H_017EA,B17010H_017MA,B17010H_018MA,B17010H_018EA,B17010H_019MA,B17010H_019EA,B17010H_020MA,B17010H_020EA,B17010H_021MA,B17010H_021EA,B17010H_022MA,B17010H_022EA,B17010H_023MA,B17010H_023EA,B17010H_024MA,B17010H_024EA,B17010H_025MA,B17010H_025EA,B17010H_026MA,B17010H_026EA,B17010H_027MA,B17010H_027EA,B17010H_028MA,B17010H_028EA,B17010H_029MA,B17010H_029EA,B17010H_030MA,B17010H_030EA,B17010H_031MA,B17010H_031EA,B17010H_032MA,B17010H_032EA,B17010H_033MA,B17010H_033EA,B17010H_034EA,B17010H_034MA,B17010H_035MA,B17010H_035EA,B17010H_036MA,B17010H_036EA,B17010H_037MA,B17010H_037EA,B17010H_038MA,B17010H_038EA,B17010H_039EA,B17010H_039MA,B17010H_040EA,B17010H_040MA,B17010H_041EA,B17010H_041MA,state
0400000US13,1457537,12065,94697,4826,45713,3580,21539,2589,3155,1009,6013,1466,12371,1978,24174,2089,48984,3343,9746,1715,6869,1421,1126,547,792,566,4951,1127,2877,868,39238,3405,30721,3085,7059,1360,7748,1700,15914,2141,8517,1305,1362840,13054,1145826,12430,437645,9171,88121,4829,78339,4840,271185,7049,708181,10788,217014,7169,72153,4493,35119,3584,6272,1296,4178,1399,24669,3267,37034,3325,144861,6000,73874,4549,10212,1789,7193,1525,56469,3885,70987,4590,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,87559,3232,5263,1179,2327,697,778,365,327,300,434,267,17,30,1549,573,2936,909,756,497,526,447,0,187,0,187,526,447,230,196,2180,737,2144,743,1019,495,79,93,1046,494,36,59,82296,2973,70066,3020,26490,2043,7842,1322,6091,1032,12557,1136,43576,2709,12230,1806,5030,1171,2837,1130,251,216,659,572,1927,883,2193,649,7200,1212,3954,1036,545,330,558,323,2851,936,3246,615,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,358973,6218,26672,2723,13037,1637,6742,1250,1446,661,2315,743,2981,812,6295,1192,13635,2054,2095,757,1785,695,101,123,760,527,924,506,310,277,11540,1852,10351,1642,1834,594,2326,842,6191,1330,1189,630,332301,6127,282634,5858,113647,4089,22009,2081,25260,2338,66378,3523,168987,5094,49667,3994,18484,2736,10318,1900,1453,605,1298,764,7567,1508,8166,1591,31183,2412,18120,2002,1917,732,1683,665,14520,1993,13063,1790,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2056190,14366,116720,6145,50671,4130,23199,2564,4493,1155,7115,1477,11591,1725,27472,2638,66049,3950,12748,1649,8730,1421,2457,693,1517,527,4756,1197,4018,1106,53301,3461,45009,3054,9782,1476,11277,1643,23950,2304,8292,1199,1939470,14910,1616688,13443,598235,9472,115585,3867,104250,4440,378400,7613,1018453,11101,322782,7653,106158,4598,52301,3851,13396,2003,6003,1075,32902,2998,53857,3468,216624,6244,108851,4904,15572,1890,10737,1596,82542,4494,107773,4543,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1383726,10024,98073,5415,36292,2528,18161,1981,2237,563,5939,1153,9985,1505,18131,1856,61781,4712,10954,1773,7285,1360,2051,768,1151,545,4083,1069,3669,988,50827,3959,44201,3607,8576,1411,12803,2346,22822,2635,6626,1402,1285653,10770,1048437,10419,391522,7237,68185,4090,76862,3869,246475,6258,656915,7917,237216,6644,85063,4605,48901,3497,11352,1799,5594,1035,31955,2916,36162,3068,152153,5283,84505,5032,13535,1710,10743,1856,60227,3877,67648,3594,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,711526,7344,37739,2684,16626,1862,6966,1204,718,366,2448,689,3800,774,9660,1225,21113,1933,3761,920,2998,812,426,291,976,532,1596,534,763,325,17352,1685,15374,1568,4741,1009,3437,874,7196,1148,1978,634,673787,7337,568311,6771,214254,5318,39383,2682,43751,2413,131120,4411,354057,5374,105476,4897,38293,3078,24511,2604,4823,1101,2905,765,16783,2109,13782,1567,67183,3528,41892,2717,5448,1067,6201,1268,30243,2279,25291,2565,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,590452,5816,34042,2118,13561,1526,6451,1225,1037,472,2117,682,3297,870,7110,1128,20481,1907,3922,1052,3048,889,1000,624,890,492,1158,428,874,500,16559,1677,14504,1606,2274,560,3479,820,8751,1226,2055,754,556410,6051,466082,5832,179518,5299,32661,2447,38423,2555,108434,4257,286564,5825,90328,4190,31441,2535,18341,2114,4247,1041,3334,1144,10760,1449,13100,1544,58887,3692,34769,3274,4270,845,3899,1062,26600,2900,24118,1986,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,991405,10568,116943,4891,52661,3680,26879,2534,3932,1042,7615,1470,15332,1805,25782,2603,64282,3476,11792,1788,8062,1442,1857,628,1482,734,4723,931,3730,1044,52490,3267,42729,3047,9294,1602,10426,1788,23009,2560,9761,1547,874462,11078,711988,10585,273921,7502,51220,3189,51432,3434,171269,5430,438067,7686,162474,6056,54717,3627,30249,3034,6275,1376,3162,944,20812,2343,24468,2361,107757,4428,57553,3555,8347,1477,7702,1298,41504,2925,50204,3031,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,707243,8929,55800,4337,21234,2728,11035,1765,1522,580,3677,1113,5836,1380,10199,1652,34566,3475,6973,1650,5330,1468,604,354,1015,584,3711,1280,1643,713,27593,3037,22168,2765,4823,1354,5089,1284,12256,2121,5425,1077,651443,8873,532536,8154,203739,5817,40034,3273,38193,3207,125512,4701,328797,6420,118907,5791,41212,3550,21725,2850,4403,1261,2611,950,14711,2422,19487,2446,77695,4503,40345,3507,5021,1177,4709,1306,30615,2699,37350,3241,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,316432,6155,18428,2255,7763,1208,3200,855,698,433,868,395,1634,540,4563,985,10665,1819,2959,928,2454,861,537,363,446,295,1471,656,505,259,7706,1346,7166,1369,2094,703,1583,641,3489,819,540,282,298004,5648,247712,5804,79084,3365,17111,2222,12288,1361,49685,2552,168628,4396,50292,3600,17115,1842,10443,1527,2226,734,1687,754,6530,1282,6672,959,33177,2869,17616,1987,2283,723,1050,446,14283,1795,15561,1919,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,820704,7508,30420,2438,13197,1529,4582,1036,1209,503,1632,587,1741,550,8615,1357,17223,2179,3935,1150,2129,748,495,437,506,413,1128,481,1806,813,13288,1949,10288,1776,1807,610,2355,877,6126,1372,3000,776,790284,7823,656700,7391,248662,5566,52941,3393,43923,2859,151798,4918,408038,5895,133584,5524,40557,3237,18849,2276,2740,762,1546,694,14563,1931,21708,2281,93027,4725,47064,3218,5885,1232,5183,1481,35996,2920,45963,3329,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1240127,12351,48718,3569,16720,2080,5474,1233,1190,759,1134,451,3150,868,11246,1678,31998,3180,4234,1156,2555,984,738,491,66,108,1751,891,1679,706,27764,3002,22588,2559,4388,1456,4028,1288,14172,1968,5176,1178,1191409,12873,969245,12029,359056,7892,73477,4307,53267,3233,232312,6136,610189,10603,222164,9031,68157,4722,29424,3272,6477,1621,2890,1098,20057,2556,38733,3306,154007,6874,72442,4233,10911,2167,7197,1586,54334,4006,81565,5024,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1998450,12023,142356,5360,60976,3303,31384,2500,4275,1080,11928,1623,15181,1731,29592,2470,81380,3981,17960,2019,12731,1868,2954,765,2986,966,6791,1197,5229,1036,63420,3691,52201,3320,11182,1689,13392,1674,27627,2631,11219,1462,1856094,11874,1526338,12554,543765,6452,99333,3718,97753,4023,346679,5599,982573,10117,329756,7309,113793,4165,60178,3773,14207,1905,5922,1324,40049,2712,53615,3111,215963,7189,106663,4920,15606,1873,10643,1397,80414,4214,109300,5289,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1177289,8820,40196,3161,17877,2009,7879,1305,1468,698,3033,781,3378,757,9998,1334,22319,2286,4405,793,3339,706,669,398,388,219,2282,599,1066,422,17914,2030,15127,1856,3898,786,3044,669,8185,1502,2787,629,1137093,8653,964688,8286,367216,5192,70100,3127,73186,3271,223930,4521,597472,6954,172405,5123,61891,3383,36559,2580,6567,1141,4226,771,25766,2319,25332,1875,110514,4126,64987,3248,8531,1459,7228,1223,49228,2762,45527,2655,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,437110,7115,34262,2948,16054,2175,7975,1635,1714,805,1786,793,4475,946,8079,1491,18208,2278,2616,930,1981,746,400,285,496,387,1085,559,635,401,15592,2091,13412,1915,1874,741,2962,975,8576,1609,2180,794,402848,7174,335732,7265,126490,4781,20256,2140,24801,2665,81433,4326,209242,5732,67116,3909,23073,2627,12550,2216,3122,891,1233,752,8195,1807,10523,1599,44043,3526,22620,2428,3424,1075,2205,737,16991,2210,21423,2447,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1273500,12598,95620,4876,37921,3164,17127,2023,2717,743,6739,1434,7671,1364,20794,2310,57699,4057,11248,2066,8663,1742,2591,1106,1059,405,5013,1243,2585,790,46451,3501,40286,3091,7846,1599,10555,1437,21885,2402,6165,1489,1177880,12237,965164,11159,361981,7528,68762,3565,74531,3854,218688,6078,603183,8645,212716,7667,72986,4187,39804,3322,9085,1666,5692,1422,25027,2467,33182,2783,139730,5657,78253,4017,10552,1606,9055,1458,58646,3350,61477,3938,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236691,4958,14853,2124,8231,1768,4267,1326,1256,841,1289,658,1722,764,3964,997,6622,1190,1382,486,832,388,284,275,179,205,369,232,550,389,5240,1070,4720,1037,1245,567,891,424,2584,711,520,263,221838,5006,188253,5683,64793,3436,12568,1616,12865,1737,39360,2507,123460,4563,33585,3070,12903,1799,7236,1652,1403,580,733,454,5100,1407,5667,1002,20682,2238,10602,1524,1820,714,1321,702,7461,1271,10080,1653,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
