GEO_ID,C17024_001E,C17024_001M,C17024_002E,C17024_002M,C17024_003E,C17024_003M,C17024_004E,C17024_004M,C17024_005E,C17024_005M,C17024_006E,C17024_006M,C17024_007E,C17024_007M,C17024_008E,C17024_008M,C17024_009E,C17024_009M,C17024_010E,C17024_010M,C17024_011E,C17024_011M,C17024_012E,C17024_012M,C17024_013E,C17024_013M,C17024_014E,C17024_014M,C17024_015E,C17024_015M,C17024_016E,C17024_016M,C17024_017E,C17024_017M,C17024_018E,C17024_018M,C17024_019E,C17024_019M,C17024_020E,C17024_020M,C17024_021E,C17024_021M,C17024_022E,C17024_022M,C17024_023E,C17024_023M,C17024_024E,C17024_024M,C17024_025E,C17024_025M,C17024_026E,C17024_026M,C17024_027E,C17024_027M,C17024_028E,C17024_028M,NAME,C17024_001EA,C17024_001MA,C17024_002EA,C17024_002MA,C17024_003EA,C17024_003MA,C17024_004MA,C17024_004EA,C17024_005MA,C17024_005EA,C17024_006MA,C17024_006EA,C17024_007EA,C17024_007MA,C17024_008EA,C17024_008MA,C17024_009EA,C17024_009MA,C17024_010MA,C17024_010EA,C17024_011MA,C17024_011EA,C17024_012EA,C17024_012MA,C17024_013EA,C17024_013MA,C17024_014EA,C17024_014MA,C17024_015MA,C17024_015EA,C17024_016MA,C17024_016EA,C17024_017EA,C17024_017MA,C17024_018EA,C17024_018MA,C17024_019EA,C17024_019MA,C17024_020EA,C17024_020MA,C17024_021MA,C17024_021EA,C17024_022EA,C17024_022MA,C17024_023MA,C17024_023EA,C17024_024EA,C17024_024MA,C17024_025EA,C17024_025MA,C17024_026MA,C17024_026EA,C17024_027EA,C17024_027MA,C17024_028MA,C17024_028EA,state
0400000US01,4752560,2493,1078642,2905,121359,9847,143719,9954,71950,6835,173878,10644,177003,9916,142005,7510,98588,6954,150140,7715,2891002,3400,211030,10786,248671,9740,142105,7909,401211,15110,473607,14656,414691,14760,308982,12774,690705,16442,782916,3004,19680,1970,58197,3709,47934,3707,128889,6261,147460,6295,113663,5280,79042,4407,188051,6403,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720472,1555,180073,1528,12744,2036,14121,3843,7679,1687,26625,4193,32404,3950,26677,3627,18685,2904,41138,4172,458887,1080,26518,2526,20586,2743,13239,1812,48417,4938,69644,6372,66986,5239,50035,4741,163462,6634,81512,1039,1774,604,4269,1143,3602,891,8626,1424,10061,1302,10447,1385,8641,1293,34092,2088,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6856067,3981,1601106,4271,141800,11515,190499,12705,113282,10498,284737,14568,279018,13942,214228,11732,130198,8468,247344,10981,4065939,1922,283980,10508,295133,13276,173420,10208,545534,17650,680269,22020,594132,19437,424859,16228,1068612,19820,1189022,1729,43108,4058,64415,4188,51332,3780,165674,7122,211047,7068,175597,6590,137928,6726,339921,8128,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2916321,2511,696657,3036,66707,7034,89720,7240,48055,6041,141994,9117,130761,7902,82960,6354,54264,5452,82196,6508,1739345,2535,118855,7335,154271,7546,90600,6686,270785,13303,317985,12108,242049,11537,181367,10305,363433,12354,480319,2445,14107,1850,34705,2642,28434,2760,86369,4759,102561,5337,65874,4303,48788,4022,99481,5296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38793027,8845,8921391,8979,644223,23476,974666,28264,556309,22851,1403361,33270,1432040,32616,1012637,22119,737774,20883,2160381,26689,24461558,4865,1432774,29616,1557671,30338,941692,27844,2985988,48777,3679984,55776,3167523,40123,2360979,37030,8334947,50183,5410078,4040,173525,7666,377349,10933,269694,10263,686333,14339,812615,15906,676099,13239,515585,11767,1898878,20623,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5483104,3121,1241469,3448,64790,5652,84253,8117,60647,6935,184777,10457,213539,10039,175473,9614,139734,8885,318256,10051,3482864,2655,173593,8346,182748,8997,106390,7274,370129,12043,499508,13533,502953,15816,398235,12782,1249308,17683,758771,2088,22851,2880,36077,2512,29636,2705,84532,4359,126201,5000,107072,4495,84109,4969,268293,6971,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482584,1446,733501,1772,43416,6159,49167,5533,34026,5052,94279,7793,101318,7600,89081,7154,72789,5160,249425,7710,2169597,1557,102115,6142,98387,6979,53700,5631,188321,9845,273417,13026,270316,13477,239700,11191,943641,17963,579486,1389,14725,2157,26318,2632,18636,2659,59385,3686,88474,4730,83640,5406,61832,3895,226476,5132,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,934947,1486,199186,1551,14718,2770,22037,4326,12178,3405,28040,4578,34574,4672,23057,3688,17210,3134,47372,4281,566630,915,43826,3575,32047,3806,20447,3998,56480,6014,73538,6675,81268,6721,65847,5839,193177,7879,169131,788,6170,1417,8188,1648,7262,1285,15167,1905,27457,2762,23254,2459,22676,2721,58957,3283,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660642,544,123351,775,17390,3352,14228,3321,7600,2552,13673,2905,12381,3070,8228,2677,7424,2487,42427,3292,455807,617,37121,3597,29622,3624,13176,2246,33815,4239,40901,4892,45404,4481,41346,4329,214422,5961,81484,478,4510,1388,7049,1446,4334,1345,7409,1422,9034,1416,6351,1358,5635,1331,37162,2300,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20569920,5871,4136520,6599,362118,20691,478061,20699,296371,16236,758575,20196,753348,19400,483674,17927,330673,12978,673700,18121,12286657,5614,767803,22027,858001,23675,541351,20194,1798435,32617,2189283,38759,1783492,35137,1255743,29731,3092549,34961,4146743,5008,148154,7668,275369,10444,207203,8936,633055,16507,757409,16457,576021,13766,416091,12805,1133441,15978,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
