GEO_ID,B25007_001E,B25007_001M,B25007_002E,B25007_002M,B25007_003E,B25007_003M,B25007_004E,B25007_004M,B25007_005E,B25007_005M,B25007_006E,B25007_006M,B25007_007E,B25007_007M,B25007_008E,B25007_008M,B25007_009E,B25007_009M,B25007_010E,B25007_010M,B25007_011E,B25007_011M,B25007_012E,B25007_012M,B25007_013E,B25007_013M,B25007_014E,B25007_014M,B25007_015E,B25007_015M,B25007_016E,B25007_016M,B25007_017E,B25007_017M,B25007_018E,B25007_018M,B25007_019E,B25007_019M,B25007_020E,B25007_020M,B25007_021E,B25007_021M,NAME,B25007_001MA,B25007_001EA,B25007_002MA,B25007_002EA,B25007_003EA,B25007_003MA,B25007_004EA,B25007_004MA,B25007_005EA,B25007_005MA,B25007_006MA,B25007_006EA,B25007_007MA,B25007_007EA,B25007_008MA,B25007_008EA,B25007_009EA,B25007_009MA,B25007_010EA,B25007_010MA,B25007_011MA,B25007_011EA,B25007_012MA,B25007_012EA,B25007_013MA,B25007_013EA,B25007_014EA,B25007_014MA,B25007_015EA,B25007_015MA,B25007_016MA,B25007_016EA,B25007_017MA,B25007_017EA,B25007_018MA,B25007_018EA,B25007_019EA,B25007_019MA,B25007_020EA,B25007_020MA,B25007_021MA,B25007_021EA,state
0400000US15,458078,4221,268078,4714,869,419,15578,1774,32779,2368,47503,2358,29585,2576,33782,2350,62674,2421,30861,1875,14447,1443,190000,4482,13062,1635,44326,2208,41806,2562,29495,2506,14464,1773,12573,1522,19123,2297,10247,1441,4904,1114,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,625135,5980,435493,6933,4192,935,45999,2955,71850,3827,80991,3805,47480,3197,48315,3334,82216,2771,39550,2152,14900,1522,189642,6433,27061,2318,48311,3275,37027,3120,30234,2925,11845,1971,10314,1680,13443,1923,6494,1359,4913,1055,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4808672,14430,3182232,18239,25697,2566,301303,7707,522364,8267,658145,8300,365611,6788,359196,7217,545777,5921,289969,6003,114170,4468,1626440,15529,134174,5944,433905,8674,326153,7788,248862,7572,125073,5666,101492,4487,135939,5207,74365,3929,46477,2658,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2557299,10669,1765500,14956,22094,2805,189370,6930,278710,7085,357214,5233,202603,5562,195779,5373,305480,4975,153161,4502,61089,2798,791799,11302,97869,4879,209222,7399,149249,6582,117490,4748,51796,3590,51037,3834,60542,3643,32231,2519,22363,2188,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1257505,6773,900362,9741,15727,2173,108660,3664,146361,4192,166178,3525,98999,3337,99748,3799,147833,3190,84177,3133,32679,1960,357143,7725,59885,3164,88265,3968,58314,3739,48377,3026,25561,2593,17798,1922,25430,1956,16258,1814,17255,1677,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1128983,6821,743508,8948,8460,1335,84250,3474,121647,4017,138505,4138,86906,3243,84960,3764,128245,2851,65272,2734,25263,1831,385475,6561,57713,3653,103011,4022,66097,4364,52274,3492,23545,2276,23100,2625,27684,2090,17002,1681,15049,1730,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1725034,10346,1146668,12735,10543,1572,113479,5162,175359,4611,221050,4645,136602,4563,127335,4761,217782,3476,108571,3893,35947,2570,578366,9268,59663,3913,146573,5276,103680,4586,98772,4538,47674,3740,39269,2973,48193,3575,22523,2428,12019,1849,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737123,11255,1132229,12824,12012,2083,114045,5881,173252,6407,214701,5670,132092,5057,129329,3886,207272,4198,109933,3698,39593,2948,604894,11475,49831,3515,165905,7673,123235,6572,93532,5018,46116,3607,42438,3912,52772,3498,20404,2062,10661,1536,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,540959,6050,395809,5987,3468,903,32524,2304,51500,2631,79685,2864,50089,2671,47356,2387,80929,2099,36897,2095,13361,1584,145150,5231,12322,1786,32187,2553,21470,2324,21837,2481,14381,2038,10498,1574,14784,1840,10316,1344,7355,1303,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2207343,8135,1472500,10315,8381,1534,131060,4745,230242,5250,325654,7100,183936,4733,168796,5453,254900,4317,126030,3671,43501,2902,734843,11524,41870,3112,185070,5768,157170,6644,129115,5735,56650,3931,48970,3173,62484,3800,31705,2480,21809,2608,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2604954,9148,1623515,11340,5624,1338,130850,5041,242649,6514,361156,5553,198643,5699,191002,5814,290406,4876,139092,4450,64093,3720,981439,10805,65259,4529,246051,6813,182677,6764,158983,5593,76339,4315,66957,4356,91763,4588,58905,3777,34505,2916,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3930017,12926,2803372,15813,30892,2623,271302,6081,411435,5905,559810,7873,331414,6572,329956,6068,503167,5335,262104,4801,103292,4248,1126645,12484,127811,5169,279014,6494,197060,5724,178173,5414,84897,4422,74933,3240,100292,4153,49864,3386,34601,2454,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2162211,7968,1547594,10546,14804,1834,180048,5198,263349,4833,315356,4117,183666,4008,171453,4485,251492,3381,128743,3823,38683,2103,614617,8292,72405,3338,170209,5191,100265,4763,77899,3604,44506,3076,35341,2503,46657,2225,32402,2053,34933,2490,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091980,9693,748055,10139,6623,1514,65375,4176,110713,4918,142886,5511,84899,4240,89100,4580,145143,4282,77533,3789,25783,2434,343925,10085,30673,3328,83261,5310,77401,5157,56596,4278,24735,2542,24858,2342,27981,2604,12341,1879,6079,1151,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2385135,13054,1596870,15553,15105,2251,167126,6819,242927,5722,303187,5948,187451,5638,181563,5055,289083,4656,157880,4730,52548,3355,788265,11974,90649,4937,202621,6021,139449,5302,123196,5385,57163,4131,52596,3690,62902,3835,36026,2422,23663,2443,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,423091,4068,292585,4359,3493,1029,28839,2090,42875,2411,50773,2025,33862,2221,37668,2193,58834,1880,27891,1588,8350,1128,130506,4275,20033,2109,31194,2488,21701,2027,16329,1911,9593,1551,8894,1635,11022,1568,7061,1272,4679,843,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,754490,4583,500086,6928,6017,1118,59586,2996,86785,2816,92365,2977,55867,2717,55774,2487,81928,2328,45358,1937,16406,1600,254404,6618,35525,2650,69497,3420,42018,3133,35893,3223,17250,2048,14571,1540,19301,2076,10705,1127,9644,1256,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1094613,6821,619309,7889,5972,1334,61440,3778,97039,4518,117971,4731,73680,3713,68656,3076,120842,2913,58784,2708,14925,1956,475304,8814,33826,2744,117870,4969,99847,5355,86525,4280,37246,2784,28920,2671,44586,2625,18040,2045,8444,1524,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,528700,4349,369037,5901,2144,784,28738,2556,50792,2476,82287,2559,49998,2804,45396,2139,68488,2322,29700,2106,11494,1474,159663,4888,13224,1609,39854,2927,26506,2675,26405,2639,14396,1838,10919,1693,13649,1865,8948,1444,5762,1457,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3218798,8951,2053929,12820,5828,1144,136783,5598,315893,7127,464394,6676,255004,6455,242163,6139,359740,4859,192426,4664,81698,3838,1164869,11609,46477,3375,259856,7211,256764,7452,218947,6652,97936,5923,81369,4861,111135,4158,59265,3893,33120,2964,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767705,6614,521450,7322,6262,1658,44924,3747,73458,3766,93531,4303,62434,3379,60922,3618,106757,2940,54531,2409,18631,1932,246255,6801,26128,2761,61898,4173,49351,3766,36776,3019,18801,2205,18470,2334,20102,1882,9310,1491,5419,1061,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7304332,18884,3930033,20800,22158,2472,287895,7725,567892,8055,837126,11588,488701,9065,467934,8090,719985,8639,375545,8082,162797,6111,3374299,21042,171045,7053,774759,10621,648661,11019,594311,10404,279587,7857,250565,7786,352706,7920,198496,6338,104169,5485,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3955069,14774,2586616,16311,22422,2705,224757,6531,408274,8589,540902,8178,291071,7344,285166,6181,490771,6031,240943,5194,82310,3695,1368453,16087,126714,6075,373752,8758,269325,9117,221775,7984,99304,4424,84316,5543,108824,4646,54200,3489,30243,2800,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,316306,3300,200554,4137,4400,947,27224,1976,35018,2092,34003,1711,22139,1574,21762,1540,32009,1252,17099,1489,6900,940,115752,3667,23634,2455,34582,2524,15140,2013,13493,1998,6581,1002,6273,1158,6525,1092,5362,1050,4162,918,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4667192,13650,3070181,16573,28296,2879,292871,6920,447362,8082,603649,7256,357205,7230,367136,7742,562785,6741,299051,5031,111826,4210,1597011,16099,164320,5374,409609,7440,288134,8925,254608,8158,125848,5856,105842,4688,132560,6341,68879,3925,47211,3285,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1470364,5913,962483,6980,12360,1453,103809,3898,150157,3996,173499,4067,108971,3307,108968,3467,178109,3253,94312,2947,32298,2107,507881,7566,63155,3708,138831,4502,96666,3610,75534,3663,35210,1904,29069,2313,38358,2597,19667,1895,11391,1229,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1603635,8695,1007015,9420,8376,1688,88064,4796,159457,4913,180790,4362,106702,4193,121966,4578,214363,4556,96132,3425,31165,2205,596620,10301,56461,3391,154394,4834,120485,4917,93307,4125,41929,3446,36327,2924,49069,2997,24647,2375,20001,2279,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5008751,12653,3421017,18098,20839,2057,301613,6110,493629,6859,694173,8102,407279,8296,416017,7709,626693,6578,324239,7102,136535,5340,1587734,16243,128638,5021,402606,8578,264658,8515,240356,8171,121157,5247,104097,4872,152484,5404,102457,4668,71281,4006,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,408748,4427,248723,5299,1286,658,20389,2315,34929,2456,53403,2630,31478,2408,31872,2459,44691,2108,22723,1976,7952,1253,160025,4702,10586,1775,38211,2964,27589,2346,26295,2599,11369,1579,11414,1528,17552,1757,10896,1453,6113,1249,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1905100,10277,1309670,12305,9357,1679,113873,5069,189371,5871,251404,5436,141950,4751,154163,4771,275250,5040,134413,4089,39889,2934,595430,11967,54447,3852,152999,6571,125501,5835,97866,5471,47775,3753,37970,3438,47284,3106,19993,1841,11595,1959,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,344260,3147,233092,4186,3403,792,30274,2069,35954,1790,42238,1793,27944,1971,25601,1601,41256,1559,19444,1373,6978,972,111168,3817,16994,1587,26340,2470,15634,1713,15119,2014,7423,1298,6599,1355,9590,1341,7105,983,6364,1076,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2588655,10916,1693790,16621,16253,2327,157501,6533,248471,6346,337563,7969,190348,6333,195103,5829,328095,5234,165402,4632,55054,3676,894865,13978,89385,4187,247519,6156,178160,6389,146415,6317,64850,4489,52953,4253,71122,3871,30587,2605,13874,1712,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9623874,22217,5964183,30479,49834,4380,600091,12516,1099062,13440,1281146,16704,678827,12572,640193,12059,975820,11557,485281,8696,153929,6133,3659691,28117,352038,9675,1085616,16655,799080,13481,569892,14288,242222,10397,196243,7078,241247,7708,109315,5431,64038,4008,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,975448,5045,681563,7026,11217,1611,92610,3650,150313,3934,125000,3571,66392,2873,66802,2495,100933,2950,50271,2320,18025,1609,293885,6727,46233,2800,91071,4245,57065,3874,41295,3239,17075,2032,12665,1781,14670,1800,8444,1576,5367,907,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256629,3631,178405,3788,1861,645,12548,1284,24588,1912,34168,1661,22795,1570,23838,1584,35963,1434,17013,987,5631,833,78224,3675,10097,1525,17730,1731,11710,1604,10968,1453,5863,1224,5112,1156,9252,1219,4384,1007,3108,768,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3120880,13665,2077417,16923,13856,1977,185781,6141,329609,6971,446745,7516,241527,5940,233919,6816,375447,6414,185405,5096,65128,3284,1043463,11870,93708,3981,279526,7062,220296,7751,169253,6331,77378,4757,65107,4112,77097,3965,37716,2913,23382,2434,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2840377,11168,1783549,14805,12400,1886,178616,5829,293537,7494,353225,7117,205208,5740,213765,5644,331215,4485,145828,4256,49755,3156,1056828,14219,111649,4577,303714,8070,204469,6797,154304,5624,69698,5071,62193,4277,78879,3952,39742,2865,32180,2976,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,715308,7000,518882,7414,5151,1261,43047,3042,69301,3460,91720,3215,53544,3040,66990,2917,108840,3185,59281,2411,21008,1945,196426,6466,20836,2403,43260,3369,33745,2858,34647,2906,17516,2197,14796,1774,17806,2063,10361,1644,3459,856,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2350293,7563,1565599,10504,15547,1769,152795,3877,245389,4692,319957,5007,192938,4525,180640,4715,274101,3521,136115,3128,48117,2520,784694,9580,100862,4494,197626,5249,132988,4602,110322,4509,53216,3662,45854,2737,67739,3387,42066,2481,34021,2808,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,225796,3968,159792,4280,3043,1200,21576,2090,24107,2016,28780,1851,18320,1617,17157,1785,29534,1477,12251,1439,5024,1185,66004,3869,10575,1748,14993,2286,12094,1738,7892,1402,6390,1173,4347,939,5553,1160,2660,669,1500,625,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1191305,10722,802024,10541,3346,1181,35054,3116,99767,5990,147731,6146,88117,4401,95149,5126,188256,3629,110501,4515,34103,3051,389281,10101,22967,2375,76139,4868,82839,5800,69146,4386,33260,3291,29144,2940,43773,3391,25001,2734,7012,1378,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
