GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,NAME,B17001_001MA,B17001_001EA,B17001_002EA,B17001_002MA,B17001_003EA,B17001_003MA,B17001_004EA,B17001_004MA,B17001_005MA,B17001_005EA,B17001_006MA,B17001_006EA,B17001_007MA,B17001_007EA,B17001_008EA,B17001_008MA,B17001_009MA,B17001_009EA,B17001_010EA,B17001_010MA,B17001_011EA,B17001_011MA,B17001_012MA,B17001_012EA,B17001_013EA,B17001_013MA,B17001_014MA,B17001_014EA,B17001_015MA,B17001_015EA,B17001_016EA,B17001_016MA,B17001_017MA,B17001_017EA,B17001_018MA,B17001_018EA,B17001_019MA,B17001_019EA,B17001_020MA,B17001_020EA,B17001_021EA,B17001_021MA,B17001_022MA,B17001_022EA,B17001_023MA,B17001_023EA,B17001_024MA,B17001_024EA,B17001_025MA,B17001_025EA,B17001_026MA,B17001_026EA,B17001_027MA,B17001_027EA,B17001_028MA,B17001_028EA,B17001_029EA,B17001_029MA,B17001_030MA,B17001_030EA,B17001_031MA,B17001_031EA,B17001_032MA,B17001_032EA,B17001_033MA,B17001_033EA,B17001_034EA,B17001_034MA,B17001_035MA,B17001_035EA,B17001_036MA,B17001_036EA,B17001_037EA,B17001_037MA,B17001_038MA,B17001_038EA,B17001_039MA,B17001_039EA,B17001_040MA,B17001_040EA,B17001_041EA,B17001_041MA,B17001_042EA,B17001_042MA,B17001_043MA,B17001_043EA,B17001_044MA,B17001_044EA,B17001_045MA,B17001_045EA,B17001_046EA,B17001_046MA,B17001_047EA,B17001_047MA,B17001_048EA,B17001_048MA,B17001_049MA,B17001_049EA,B17001_050MA,B17001_050EA,B17001_051MA,B17001_051EA,B17001_052EA,B17001_052MA,B17001_053EA,B17001_053MA,B17001_054MA,B17001_054EA,B17001_055MA,B17001_055EA,B17001_056MA,B17001_056EA,B17001_057EA,B17001_057MA,B17001_058EA,B17001_058MA,B17001_059MA,B17001_059EA,state
0400000US01,4752560,2493,802656,24897,347538,12956,40124,3175,7257,1749,48317,4284,22150,3240,8972,1803,12629,1928,46848,4422,37230,3734,31345,3223,32566,3238,34953,2915,16382,2024,8765,1381,455118,14817,39957,3012,8188,1693,42631,3899,18842,2608,5875,1486,10136,1795,61287,4936,67818,4300,53751,4354,43190,3149,50713,3427,28573,2706,24157,2239,3949904,24843,1941344,13438,103379,4304,21300,2365,140557,5391,73875,4637,22483,2108,51011,2670,167183,5600,259301,4758,249377,3998,267430,4288,269489,3255,202322,2837,113637,1744,2008560,15316,99310,3514,17687,2391,137171,5051,67881,4102,28096,2950,50814,3395,150467,5029,249444,4690,248558,5160,280145,4097,289907,3882,227803,2854,161277,2826,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720472,1555,80012,7303,40894,3907,4271,978,1141,419,4855,1189,1950,600,407,203,1528,663,6335,1534,5929,1140,3584,747,3729,789,4647,1058,1681,511,837,462,39118,4325,3664,998,421,209,4493,1210,1969,840,1278,570,888,257,4485,1219,6795,1194,4277,1114,3854,1053,3469,760,1881,645,1644,601,640460,7366,331333,4604,21053,1445,4193,1291,25948,1954,13190,1349,4383,1102,8762,942,28468,2256,55582,1756,45256,2055,42175,1461,43879,1235,27638,999,10806,613,309127,4959,22138,1477,5439,1360,24319,2132,12351,1745,4344,736,7088,1234,26374,1526,47130,1960,42481,2022,38592,1758,41846,1040,25226,980,11799,898,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6856067,3981,1018935,28419,468950,13761,47029,4260,6299,1174,60874,5130,24675,2686,8749,1332,17174,2196,69085,4751,53553,4696,47570,4049,42922,3515,44952,2918,27618,2488,18450,1918,549985,17566,51234,3920,9489,1631,58613,3888,23570,2742,8781,1636,15812,2063,71053,5136,80849,5167,61411,3878,49845,3742,57873,4123,33698,3377,27757,2495,5837132,28204,2907152,14142,169408,4147,33066,2858,220687,6127,112784,5133,35277,2495,78906,3238,252297,5496,416751,5284,367870,4845,364973,4159,353373,2900,298194,2625,203566,2299,2929980,17835,157662,3862,28488,3225,208336,5548,111668,4500,38688,2902,73837,3532,230737,5549,375977,5650,362006,3973,379257,4181,383585,4188,336622,3709,243117,2459,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2916321,2511,478365,17030,216159,9606,23922,2691,4419,988,27828,2984,11700,1703,5224,1458,8181,1536,27833,3537,26458,2996,19682,2349,20947,2578,22869,2562,11794,1570,5302,1093,262206,9969,20934,2397,4918,1286,27224,2950,11648,1935,3918,1026,6511,1532,34204,2908,36927,2904,32855,2733,25457,2626,25894,2593,14868,1661,16848,1872,2437956,17140,1212412,11036,71617,2900,14802,1863,91962,3826,49264,3413,17491,2137,33574,2497,101039,4482,162075,4527,155539,3848,159875,2738,156578,2843,122855,2594,75741,1605,1225544,9957,66784,3014,15294,2431,93008,3934,40221,3151,15927,1940,30286,2086,91969,3644,149137,4092,153993,3842,163574,2974,172440,2665,138272,2404,94639,2102,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38793027,8845,5160208,71947,2340073,36042,238022,9165,45033,3855,289280,10478,127393,6772,42865,3335,89665,4757,317755,12725,291734,9707,244299,8388,227914,8719,225218,7641,117334,5321,83561,4168,2820135,43110,216668,8513,42128,3603,273266,10167,127415,6199,41846,3688,85308,5549,369139,11332,419483,11961,347939,9889,283997,8120,262967,7583,177220,6829,172759,6490,33632819,72987,16842168,36415,1001650,9635,192858,7573,1255597,15879,635475,12411,208289,7242,433549,6873,1488313,13033,2730769,11028,2332357,9288,2302612,9445,2057259,8654,1351449,5104,851991,4717,16790651,44596,965156,9418,184863,7143,1195925,16101,615313,12904,203465,5849,410362,7555,1348247,12100,2486298,12470,2245071,10606,2300762,8479,2179425,8296,1521802,6921,1133962,7341,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5483104,3121,564312,17223,257815,10096,23455,3208,3235,819,25976,2926,11662,1814,3093,998,8182,1605,46986,3871,34712,3353,25056,2568,25278,2980,27900,3026,15810,1700,6470,1175,306497,10775,19873,2684,4376,1130,25600,3029,12045,2200,3091,980,8455,1508,53257,3889,48055,3629,32510,2902,28334,2939,34253,2706,20324,2034,16324,1860,4918792,17310,2484404,10296,143280,3530,32078,3045,188272,5613,100647,4877,34015,2766,62586,3121,198554,4203,402059,4492,356987,3996,329722,3590,310574,3405,211716,1887,113914,2006,2434388,11238,139504,3847,26603,2460,179120,4931,94119,4641,29398,2410,62804,2494,175052,4218,366661,4483,335641,3657,324975,3509,326298,2935,229272,2751,144941,2494,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482584,1446,334128,18741,145395,9057,12518,2257,1977,748,16524,2640,6280,1394,2873,984,5164,1260,20369,2509,17491,2376,15560,2382,15720,2313,17705,2073,7510,1166,5704,1233,188733,12135,12236,2186,1949,647,18199,2940,6684,1517,3182,913,4997,1272,24291,2800,26008,2584,23561,2890,19291,2648,20506,2489,14186,1569,13643,1508,3148456,18868,1550401,9442,81139,2806,13053,1830,108020,4710,64833,4273,22652,2062,40461,2227,132727,2752,202501,2831,186698,2613,230924,2879,227731,2258,149424,1490,90238,1720,1598055,12570,74874,2450,15832,2391,102340,3746,57558,3314,19910,2076,40246,2075,117758,3112,191807,3159,190356,3038,245463,2962,243130,2630,165026,2007,133755,1940,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,934947,1486,126986,9341,54069,4837,6417,1837,348,235,5761,1354,2461,925,700,376,1898,786,6603,1326,7551,1585,6142,1343,5411,1247,5733,1219,3397,828,1647,646,72917,5950,7138,1618,958,608,6762,1799,1714,832,1351,553,1247,626,8575,1590,9544,1826,8971,1832,8761,1572,8582,1592,5776,1209,3538,992,807961,9034,396622,4820,20379,1647,4164,1030,29860,2103,14751,2032,4315,942,10459,1457,30135,1808,55655,2032,46601,1996,53280,1632,56441,1233,44095,958,26487,900,411339,5898,18795,1650,4077,1208,25080,1960,16399,2233,4131,982,10021,1151,26934,1911,55874,2004,47766,1887,55800,1645,62271,1692,50195,1359,33996,1118,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660642,544,109920,7135,45030,3830,4501,1306,578,375,5321,1352,1613,636,992,416,1217,495,5743,1120,5781,1467,4464,1090,4802,1199,5225,1187,2946,1138,1847,680,64890,5512,6901,1740,1176,700,4482,1244,2787,1074,545,480,1505,711,9290,1634,12496,1771,6677,1223,5973,1040,6292,1394,3978,1047,2788,711,550722,7081,267938,3727,18172,1345,2774,738,15725,1737,5735,1021,2372,798,3302,692,17518,1453,69158,1543,45260,1325,32887,1166,27189,1179,17043,1182,10803,740,282784,5853,15369,1718,2243,721,14953,1811,5730,1407,1578,791,3780,895,16592,1718,73465,1779,44795,1256,31829,1092,30371,1380,23121,1105,18958,859,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20569920,5871,2889506,57828,1300570,28864,125407,7487,22551,3167,152475,9494,68239,5030,22673,2758,45071,4206,149348,6711,134158,7335,124438,7206,134502,6376,154185,7444,95638,5294,71885,5114,1588936,33857,115675,6846,20294,2931,145274,7682,62540,5069,20530,2483,39450,3899,170061,8703,222536,8954,180958,8050,168688,7620,186930,7379,129038,6629,126962,5652,17680414,58572,8690714,30410,442500,8054,86410,5930,549379,11576,296216,10134,93048,5443,201680,5664,694073,7035,1179586,9091,1097360,8383,1190805,7253,1154577,8202,976439,6097,728641,5736,8989700,35053,427263,7693,78469,5226,546481,11038,275402,8981,95908,4474,203585,5629,625597,8857,1113091,9244,1090087,9339,1233426,9295,1282251,8199,1125305,7422,892835,6711,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
