GEO_ID,C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,NAME,C23002H_001EA,C23002H_001MA,C23002H_002EA,C23002H_002MA,C23002H_003MA,C23002H_003EA,C23002H_004MA,C23002H_004EA,C23002H_005MA,C23002H_005EA,C23002H_006EA,C23002H_006MA,C23002H_007EA,C23002H_007MA,C23002H_008EA,C23002H_008MA,C23002H_009MA,C23002H_009EA,C23002H_010MA,C23002H_010EA,C23002H_011EA,C23002H_011MA,C23002H_012EA,C23002H_012MA,C23002H_013EA,C23002H_013MA,C23002H_014EA,C23002H_014MA,C23002H_015EA,C23002H_015MA,C23002H_016EA,C23002H_016MA,C23002H_017EA,C23002H_017MA,C23002H_018EA,C23002H_018MA,C23002H_019EA,C23002H_019MA,C23002H_020MA,C23002H_020EA,C23002H_021MA,C23002H_021EA,C23002H_022MA,C23002H_022EA,C23002H_023EA,C23002H_023MA,C23002H_024EA,C23002H_024MA,C23002H_025EA,C23002H_025MA,C23002H_026EA,C23002H_026MA,C23002H_027EA,C23002H_027MA,state
0400000US01,2633806,3302,1274625,1880,998640,1827,753473,7072,8233,1664,745240,7181,710772,7864,34468,3194,245167,7090,275985,660,54366,2926,53433,2987,933,475,221619,2879,1359181,2583,1011519,2487,635636,8368,1173,591,634463,8361,602228,8904,32235,3288,375883,8593,347662,582,39933,2524,39036,2581,897,569,307729,2630,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366511,946,196703,698,165088,710,134960,2981,9165,1380,125795,2980,117627,3308,8168,1361,30128,3000,31615,155,7932,1262,7622,1224,310,221,23683,1258,169808,707,139956,713,101691,2359,783,445,100908,2362,96405,2483,4503,1003,38265,2359,29852,178,5780,955,5703,945,77,100,24072,981,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3274802,4654,1611047,2662,1162250,2628,910256,6908,8429,1206,901827,7331,855207,7871,46620,3892,251994,6932,448797,279,77657,3486,75720,3459,1937,633,371140,3489,1663755,2914,1150784,2915,800028,7540,1721,779,798307,7548,762022,8698,36285,3315,350756,7234,512971,220,62388,3864,60435,3633,1953,633,450583,3845,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1781010,2653,865988,2352,674200,2276,497486,7441,3171,873,494315,7319,467945,7904,26370,2977,176714,7309,191788,437,37242,2418,36580,2443,662,390,154546,2502,915022,1550,678195,1491,448750,6841,530,362,448220,6851,426785,7129,21435,2351,229445,6627,236827,239,29128,2558,28070,2535,1058,488,207699,2560,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12579171,8169,6262440,4387,4833583,4252,3836949,15077,62964,4294,3773985,14689,3578442,14598,195543,6684,996634,14831,1428857,1141,361256,7274,346266,7368,14990,1838,1067601,7175,6316731,6098,4601586,5909,3240871,16953,7950,1620,3232921,17126,3078935,16475,153986,7491,1360715,16602,1715145,1209,266577,7360,257244,7097,9333,1301,1448568,7348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3194213,3615,1594280,2531,1297890,2495,1083790,7068,21026,2319,1062764,7213,1019535,7344,43229,2832,214100,7030,296390,339,78550,3191,76323,3212,2227,588,217840,3168,1599933,1980,1252404,1905,945731,7541,3398,883,942333,7811,907621,7748,34712,3329,306673,7653,347529,340,57668,2996,56017,3043,1651,686,289861,3029,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2040671,2964,985243,2057,763143,2027,625360,4505,6222,1052,619138,4829,587797,5544,31341,2889,137783,4809,222100,182,58137,3441,56558,3377,1579,583,163963,3477,1055428,1977,770514,1962,588075,6029,884,590,587191,6052,559717,7039,27474,3283,182439,6556,284914,147,51058,3055,49468,3101,1590,613,233856,3042,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,509137,1215,244317,871,181695,813,141899,2818,2243,706,139656,2763,132579,3107,7077,1365,39796,2802,62622,271,13342,1075,12960,1042,382,210,49280,1091,264820,836,188982,788,133902,3253,229,264,133673,3238,128154,3510,5519,1316,55080,3410,75838,316,11793,1688,11125,1568,668,398,64045,1705,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,227919,794,113783,395,100192,395,88811,1501,1517,381,87294,1457,84880,1878,2414,856,11381,1470,13591,208,5502,1022,5370,1022,132,161,8089,1022,114136,581,99267,560,84539,1949,334,254,84205,1956,81786,1944,2419,741,14728,1990,14869,125,4691,850,4511,845,180,256,10178,860,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9754246,7168,4751818,4611,3318754,4083,2549668,14288,27513,2622,2522155,14870,2399791,15509,122364,6173,769086,14346,1433064,1433,256414,6578,248013,6828,8401,1200,1176650,6891,5002428,4849,3335881,4568,2267442,14203,3665,870,2263777,14164,2165398,15405,98379,5861,1068439,13614,1666547,1069,202098,6701,194719,6600,7379,1167,1464449,6695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
