GEO_ID,B07408_001E,B07408_001M,B07408_002E,B07408_002M,B07408_003E,B07408_003M,B07408_004E,B07408_004M,B07408_005E,B07408_005M,B07408_006E,B07408_006M,B07408_007E,B07408_007M,B07408_008E,B07408_008M,B07408_009E,B07408_009M,B07408_010E,B07408_010M,B07408_011E,B07408_011M,B07408_012E,B07408_012M,B07408_013E,B07408_013M,B07408_014E,B07408_014M,B07408_015E,B07408_015M,B07408_016E,B07408_016M,B07408_017E,B07408_017M,B07408_018E,B07408_018M,B07408_019E,B07408_019M,B07408_020E,B07408_020M,B07408_021E,B07408_021M,B07408_022E,B07408_022M,B07408_023E,B07408_023M,B07408_024E,B07408_024M,B07408_025E,B07408_025M,B07408_026E,B07408_026M,B07408_027E,B07408_027M,B07408_028E,B07408_028M,B07408_029E,B07408_029M,B07408_030E,B07408_030M,NAME,B07408_001EA,B07408_001MA,B07408_002MA,B07408_002EA,B07408_003MA,B07408_003EA,B07408_004MA,B07408_004EA,B07408_005MA,B07408_005EA,B07408_006MA,B07408_006EA,B07408_007MA,B07408_007EA,B07408_008MA,B07408_008EA,B07408_009MA,B07408_009EA,B07408_010MA,B07408_010EA,B07408_011MA,B07408_011EA,B07408_012EA,B07408_012MA,B07408_013MA,B07408_013EA,B07408_014MA,B07408_014EA,B07408_015EA,B07408_015MA,B07408_016MA,B07408_016EA,B07408_017EA,B07408_017MA,B07408_018MA,B07408_018EA,B07408_019MA,B07408_019EA,B07408_020EA,B07408_020MA,B07408_021MA,B07408_021EA,B07408_022MA,B07408_022EA,B07408_023EA,B07408_023MA,B07408_024EA,B07408_024MA,B07408_025EA,B07408_025MA,B07408_026EA,B07408_026MA,B07408_027MA,B07408_027EA,B07408_028MA,B07408_028EA,B07408_029EA,B07408_029MA,B07408_030EA,B07408_030MA,state
0400000US01,3952736,9968,1256264,14698,1846498,19845,487519,12879,89594,5495,272861,7330,3443202,15231,1021213,16769,1681338,19064,420430,11776,69655,4907,250566,6557,297156,13108,131443,8568,96381,6317,41887,3531,13460,2224,13985,2413,126526,6790,64977,4860,36827,4261,15793,2289,4381,1202,4548,1078,85852,6995,38631,3488,31952,4652,9409,2089,2098,802,3762,1087,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,589846,5323,202386,6954,282801,7150,71490,4187,10754,1692,22415,1991,478023,6546,151030,5762,241221,7616,58175,3871,6979,1309,20618,1883,62594,5583,28856,3072,22077,3404,8303,1643,2829,999,529,292,13535,2159,6860,1555,4130,1263,1747,673,280,287,518,369,35694,4157,15640,2450,15373,2743,3265,1108,666,413,750,336,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5536575,11797,1851789,19647,2597721,26632,684421,15439,101039,7011,301605,9114,4676492,19337,1455338,22118,2302101,24144,573300,15876,75674,5695,270079,8688,616117,16106,286394,10982,205260,9496,83366,5916,19675,2593,21422,2757,107109,7237,53579,4202,33421,4322,14134,2063,2369,801,3606,921,136857,8050,56478,3786,56939,5753,13621,1825,3321,926,6498,1259,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2405764,9045,671393,12490,1182943,19180,323583,10074,60831,4836,167014,6391,2051490,11886,526491,11888,1064884,20343,270053,9563,41108,4202,148954,6144,194661,9462,75692,4717,67863,5219,31192,3327,10784,1895,9130,1676,99523,6399,42749,4414,30648,3189,15746,2388,6025,1646,4355,1108,60090,5494,26461,3228,19548,3064,6592,1520,2914,1007,4575,1342,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31853505,24883,11830651,42986,14833105,58788,2996882,34301,629802,14232,1563065,17966,27811712,52265,9859099,51965,13413971,59213,2580408,31230,520050,13430,1438184,18256,2548136,42145,1217337,25197,908960,20686,264103,11107,77081,5602,80655,5129,933268,22631,493453,12774,299502,13365,92143,6521,21787,2297,26383,2663,560389,13410,260762,8039,210672,9493,60228,4790,10884,1983,17843,2343,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4502266,15910,1431882,18517,2268346,21079,543834,12998,62005,5323,196199,5911,3727610,18705,1065890,19596,1989630,20728,452069,11685,45252,4469,174769,5728,367847,13990,169562,8072,136105,9134,41659,3956,9206,1636,11315,1905,241117,9278,124136,6390,74860,6278,30950,2874,4923,1351,6248,1209,165692,9936,72294,5293,67751,6420,19156,2678,2624,687,3867,937,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2983243,9031,1051391,11765,1392968,16129,328243,9004,37636,3664,173005,6080,2638807,12766,868794,13281,1288462,14754,289788,9157,30644,3329,161119,6105,196950,9142,96557,6387,63104,5433,23397,2565,5012,1379,8880,1640,59836,5473,35627,3788,14622,2634,7443,1419,925,575,1219,615,87650,6051,50413,3964,26780,4013,7615,1641,1055,489,1787,661,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,785107,5447,266641,7585,371171,11224,86626,5304,13908,2322,46761,2953,691831,6748,218165,7687,344392,10986,74816,4868,11410,2037,43048,2815,55071,5308,28509,3516,15371,2609,7096,1481,1783,801,2312,575,8151,2060,4050,1327,1324,1116,1932,697,473,504,372,381,30054,3578,15917,2091,10084,2456,2782,971,242,233,1029,438,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,579266,5789,321618,7556,169034,7115,50710,3491,12219,1942,25685,2163,465389,6444,248966,6973,142100,6112,42542,3199,9398,1667,22383,2030,57085,5198,38303,4187,10615,1840,3905,1170,2392,857,1870,872,0,198,0,198,0,198,0,198,0,198,0,198,56792,4713,34349,3756,16319,2590,4263,909,429,322,1432,513,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17195067,24340,5491029,40954,7896118,53322,2249993,31378,374457,12673,1183470,18637,14838142,36289,4453323,39282,7079502,51705,1935069,28617,298576,11299,1071672,18232,1410678,31671,598691,18163,494799,17305,200187,9098,47406,4506,69595,4661,566684,18557,278349,11504,179028,11408,69361,4639,18046,2799,21900,3407,379563,14458,160666,7163,142789,8987,45376,4024,10429,2212,20303,2647,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8284972,17207,2839495,28373,3880180,36263,934953,18408,183878,7289,446466,11894,7103719,27904,2267799,30051,3491888,31140,790274,16699,146480,7181,407278,11269,570181,16596,273882,11978,186925,11225,70251,5798,20303,2605,18820,2868,399916,14002,206866,9082,116069,8050,50794,4912,11978,1921,14209,2169,211156,10799,90948,5802,85298,6396,23634,2711,5117,1458,6159,1492,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1168225,7104,393639,7747,574229,10015,113219,5811,13339,1905,73799,3838,1022489,8326,334126,7786,510424,10319,97862,5231,10382,1612,69695,3593,85790,6665,34373,3712,36511,4160,9932,1702,2084,678,2890,837,6527,1443,3019,872,2253,993,1157,537,52,84,46,76,53419,5167,22121,2779,25041,3432,4268,1161,821,448,1168,582,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1334752,6745,371418,10292,713331,13675,162668,7538,13409,2123,73926,4114,1124601,11161,288258,9171,629871,14106,129848,5751,8725,1408,67899,4131,119657,9202,43961,4719,49684,5389,19512,3034,2943,1227,3557,934,42886,4469,19297,2611,14267,2630,6915,1684,970,442,1437,631,47608,4248,19902,2504,19509,3223,6393,1328,771,392,1033,488,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10476249,13309,3745371,25560,4952887,29156,1009828,14740,161622,7411,606541,10358,9078340,27695,3006227,26567,4513830,28212,872643,14063,130406,6450,555234,10215,825540,20400,427242,13228,256977,10496,85720,4672,20239,2615,35362,3486,283446,13011,156301,8634,83015,6554,27854,2897,6236,1285,10040,1513,288923,10919,155601,7339,99065,7005,23611,2515,4741,1220,5905,1301,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5336829,10949,1671160,17100,2613016,22257,663221,11679,71543,4870,317889,7700,4595608,15891,1309918,15289,2389710,21116,555530,10236,51190,4575,289260,7200,422363,12215,198211,8618,131195,7644,64462,4389,10734,1618,17761,2237,205990,8476,106611,6101,55717,4844,29485,3130,6379,1430,7798,1350,112868,6335,56420,4356,36394,3702,13744,2647,3240,950,3070,867,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2528233,7282,747937,9436,1329545,14048,269616,8603,29687,3344,151448,4135,2165131,11084,558348,9760,1221524,13684,228631,7699,20956,2619,135672,4206,203991,9132,103686,6181,58883,4630,25119,2782,5477,1036,10826,1695,95097,5669,56916,4181,23070,2971,10122,1603,2102,1414,2887,629,64014,5001,28987,2070,26068,3981,5744,1105,1152,855,2063,737,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
