B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003EA,B08124_003MA,B08124_004MA,B08124_004EA,B08124_005MA,B08124_005EA,B08124_006EA,B08124_006MA,B08124_007EA,B08124_007MA,B08124_008EA,B08124_008MA,B08124_009MA,B08124_009EA,B08124_010MA,B08124_010EA,B08124_011MA,B08124_011EA,B08124_012EA,B08124_012MA,B08124_013EA,B08124_013MA,B08124_014MA,B08124_014EA,B08124_015MA,B08124_015EA,B08124_016MA,B08124_016EA,B08124_017MA,B08124_017EA,B08124_018MA,B08124_018EA,B08124_019MA,B08124_019EA,B08124_020EA,B08124_020MA,B08124_021MA,B08124_021EA,B08124_022MA,B08124_022EA,B08124_023MA,B08124_023EA,B08124_024MA,B08124_024EA,B08124_025EA,B08124_025MA,B08124_026MA,B08124_026EA,B08124_027MA,B08124_027EA,B08124_028MA,B08124_028EA,B08124_029EA,B08124_029MA,B08124_030MA,B08124_030EA,B08124_031MA,B08124_031EA,B08124_032MA,B08124_032EA,B08124_033MA,B08124_033EA,B08124_034MA,B08124_034EA,B08124_035MA,B08124_035EA,B08124_036EA,B08124_036MA,B08124_037EA,B08124_037MA,B08124_038EA,B08124_038MA,B08124_039MA,B08124_039EA,B08124_040MA,B08124_040EA,B08124_041EA,B08124_041MA,B08124_042EA,B08124_042MA,B08124_043EA,B08124_043MA,B08124_044MA,B08124_044EA,B08124_045MA,B08124_045EA,B08124_046EA,B08124_046MA,B08124_047EA,B08124_047MA,B08124_048EA,B08124_048MA,B08124_049MA,B08124_049EA,NAME,B08124_001EA,B08124_001MA,B08124_002EA,B08124_002MA,state
795669,13596,1003661,13504,357224,8836,722784,12872,1886,645,3760333,20616,1421503,15618,617472,11398,834191,12257,291235,7609,594324,12648,1608,617,397111,11645,109098,5343,86293,5257,77343,4698,42841,3625,81492,4530,44,60,58769,4645,10974,1567,18278,2393,13745,1971,2796,864,12976,2233,0,170,99437,5070,30742,2685,30383,2536,22840,2191,4330,951,11014,1778,128,117,53981,3425,14541,1441,13044,1617,10402,1797,4541,1338,11444,1702,9,16,191015,6427,92564,3808,30199,2773,45140,2920,11481,1677,11534,1929,97,111,0400000US26,4560646,19707,1679422,17142,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,26
475408,10254,637901,10731,233246,5792,369349,8679,924,410,2269447,14781,937409,12829,344373,9017,499816,9620,189739,5501,297321,8155,789,375,237068,7334,78378,4321,44802,3547,49479,3473,25881,2762,38475,2967,53,82,106880,5363,44728,3740,23411,2579,25376,2090,2421,778,10884,1483,60,96,76587,4193,27868,2289,21925,1742,15943,1810,3758,1028,7071,1409,22,37,47720,3367,16666,1767,11114,1774,9279,1748,2761,672,7900,1163,0,153,171069,6475,86894,4446,29783,2728,38008,2780,8686,1259,7698,1391,0,153,0400000US27,2908771,11921,1191943,13725,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,27
212564,8766,273671,7780,128039,6874,198244,8109,4497,788,1038393,14112,343674,9872,179020,8404,238996,7856,105497,6388,169528,7376,1678,632,110724,6502,32086,3080,21299,2654,20785,2585,16112,2253,20442,3022,0,217,3718,1217,580,485,1347,710,309,211,194,217,1197,635,91,140,16547,1910,4534,992,3679,1068,2323,846,1811,779,1472,607,2728,634,17712,2745,4304,1210,3057,1092,3935,1351,2499,988,3917,1267,0,217,27835,3390,12736,1977,4162,1262,7323,1879,1926,756,1688,628,0,217,0400000US28,1214929,13583,397914,10566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,28
503621,12760,660725,13894,251106,7924,396273,10728,6032,1554,2367511,20171,884811,13347,396353,11632,549409,12064,206968,7272,326710,9003,3260,901,242764,9080,75022,4599,50056,3841,49998,3867,28169,2829,39396,3873,123,119,36897,4063,7469,1394,13282,2243,8677,1921,1078,665,6094,1410,297,361,55850,4683,17168,2107,18481,2814,10115,1698,3246,880,5436,1126,1404,1168,33113,3151,8026,1443,8428,1814,5219,1232,3161,861,8241,1465,38,64,145557,6430,71439,4512,17021,2102,37307,3355,8484,1826,10396,2363,910,558,0400000US29,2881692,17530,1063935,14821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,29
99368,5284,116508,5365,59947,3514,52481,3322,471,255,388996,7954,135136,5851,72472,5408,94507,5134,45375,3328,41111,2727,395,242,45362,3808,14910,2049,10665,1643,8655,1483,6335,1167,4721,1185,76,73,3997,1019,670,420,1047,545,830,626,562,355,888,363,0,174,25114,2171,8874,1365,7557,1532,4465,1039,2648,804,1570,546,0,174,11902,1703,3148,768,3623,1143,1528,599,1372,559,2231,822,0,174,33242,2771,17100,1868,4004,1017,6523,1188,3655,990,1960,741,0,174,0400000US30,508613,6858,179838,5797,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,30
158204,5249,228037,6604,97386,4004,134475,5842,2101,730,814254,8691,311515,6471,123174,4591,190702,5720,80485,3814,106729,5019,1649,612,90480,5245,29266,2613,15964,2113,17768,1774,8616,1245,18463,2857,403,380,6867,1728,1466,797,1657,832,2115,805,329,222,1300,683,0,163,27271,2136,8215,1363,8025,1216,6255,1164,1909,632,2818,750,49,99,10891,1624,2608,622,2220,888,1630,733,1874,774,2559,806,0,163,46876,3129,23366,2137,7164,1196,9567,1236,4173,1000,2606,743,0,163,0400000US31,996639,7497,376436,7767,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,31
373743,9867,344827,9665,125155,6307,150053,6473,3425,788,1101151,12742,321603,8842,288562,9186,270114,8870,99862,5783,118030,6144,2980,763,137487,6747,34686,3213,40337,3907,33579,3442,13002,1919,15607,2737,276,235,43262,4012,5334,1424,17044,2537,10453,1866,5635,1374,4755,1190,41,55,27197,2850,5385,1099,10778,1929,6910,1458,1221,721,2903,989,0,211,33230,3372,6419,1435,10815,2121,7415,1541,2991,1011,5590,1388,0,211,60284,4284,31981,3079,6207,1283,16356,2352,2444,1008,3168,1089,128,213,0400000US32,1402611,11140,405408,9353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,32
112262,5446,162285,6072,61842,3923,77975,4895,892,395,576670,7644,243129,6969,88567,4613,132056,5295,49380,3340,63181,4277,357,267,59118,4295,17748,2228,11306,2259,12649,2296,7243,1422,9949,1961,223,240,5162,1204,2582,821,970,501,863,357,169,189,578,379,0,192,17018,2287,6170,1152,4461,1098,4470,983,891,448,749,379,277,138,10225,2197,2943,927,1800,890,2070,754,1903,1390,1474,607,35,58,44508,3568,24873,2525,5158,905,10177,1508,2256,750,2044,829,0,192,0400000US33,712701,7576,297445,7121,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,33
710818,14021,1025327,14600,309752,10001,467824,12072,3862,1149,3129181,18787,1349518,14639,482647,11731,731738,13578,225587,7937,336637,10925,3054,1048,349334,11707,104770,6205,73599,5189,75168,4774,40985,4011,54685,4615,127,113,521066,11220,264161,7933,78146,5456,116396,5822,21865,2722,40498,3333,0,206,130035,7135,33634,3305,34932,3250,33885,3566,10018,2181,17260,2419,306,273,78315,6302,22278,2981,21110,3355,17443,2500,4944,1365,12165,2209,375,351,201670,6892,117657,4926,20384,2617,50697,3900,6353,1457,6579,1648,0,206,0400000US34,4409601,22026,1892018,19003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,34
180107,7772,199301,7803,89857,5427,71887,4896,3481,917,688146,11605,254138,9068,137729,7187,163204,7088,72373,4772,57945,4316,2757,816,92079,6102,32335,3941,19961,2610,20115,2807,11557,1997,7692,1695,419,284,9231,2264,4297,1741,2444,961,1526,618,748,502,154,155,62,97,17589,2637,6040,1332,5532,1873,3845,890,1003,437,926,523,243,237,15399,2292,5835,1184,4293,1455,2703,1036,1207,479,1361,674,0,201,44128,3712,19294,2035,10148,2103,7908,1608,2969,1148,3809,1518,0,201,0400000US35,866572,11960,321939,9916,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,35
1887154,22570,2119035,21742,680380,16304,863336,15849,13768,1801,5007277,29816,2025035,20554,876618,14252,1140646,16398,413781,11833,544156,13122,7041,1252,589896,14308,191241,6418,124922,6459,129271,6356,68841,5475,74419,4772,1202,691,2644978,23106,1118129,17326,632768,14092,585690,12746,144242,7306,163750,8010,399,361,584649,16592,227972,8936,147747,8326,142726,6674,22790,2593,40939,3744,2475,843,190867,8377,79830,4910,39913,3656,37641,3663,10993,1579,22174,2620,316,266,410013,10362,221800,7735,65186,4768,83061,4599,19733,2607,17898,2452,2335,1032,0400000US36,9427680,30893,3864007,26504,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,36
819752,17374,1056482,15006,449329,10407,627776,13753,44741,3103,3876587,26194,1460732,21155,654674,14793,876077,14825,334944,9549,519291,13310,30869,2914,423062,12913,109373,4588,91009,5919,78004,5519,72930,4862,69492,5108,2254,782,46327,3946,16844,1968,13063,1977,8611,1743,3242,1238,4282,1223,285,275,82854,4978,25928,2506,19406,3168,16667,2309,7781,2106,4831,1293,8241,1855,59843,4269,17912,1946,11072,2061,10795,1876,7079,1684,12136,1986,849,572,291677,9011,151481,6836,30528,3179,66328,4522,23353,3554,17744,2373,2243,965,0400000US37,4780350,24489,1782270,22432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,37
70442,4051,87628,4851,48207,3081,45951,2800,2324,970,330690,5492,122329,4882,53330,3177,72880,4025,40463,2836,39742,2732,1946,951,33135,3318,10554,1770,6335,1384,8361,1898,4589,891,3186,761,110,115,2137,803,1037,658,556,423,233,177,53,79,191,155,67,115,15495,1925,5833,1115,5387,1566,2016,554,1062,475,1052,410,145,221,4925,1160,1626,625,1013,520,737,318,474,349,1019,369,56,87,18763,2227,9214,1383,3821,1192,3401,892,1566,446,761,443,0,161,0400000US38,405145,4371,150593,5372,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,38
944662,15059,1236770,16261,403619,9786,867784,15969,4116,1003,4564251,23989,1719556,18239,744849,13311,1035888,15143,336752,8565,723863,13446,3343,981,419640,11908,114082,6343,91797,5551,83939,4746,42788,3845,86679,5672,355,311,79760,4594,17072,2201,25256,2808,19925,2363,1624,591,15883,2131,0,193,114359,6359,32500,2906,37651,3039,25659,2401,5577,1528,12972,1930,0,193,65889,4505,15243,1760,16323,2243,12190,1715,4867,1287,16894,2263,372,414,232684,7941,121179,5194,28786,3220,59169,3950,12011,1869,11493,1964,46,76,0400000US39,5476583,23581,2019632,19655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,39
308092,6424,396805,8030,194750,5167,224751,7141,9853,1425,1435851,12825,511841,7368,241287,5480,337389,7640,154469,4703,185805,6759,5060,1280,171438,6761,52063,4198,35789,3156,32917,2393,26527,2699,23679,2714,463,279,5737,1228,1388,514,1916,814,1053,403,328,285,1052,587,0,161,33298,3292,7889,1357,10685,1692,5679,1068,3425,853,4247,1156,1373,758,23750,2355,5170,951,6034,1220,4095,906,2887,857,5400,1200,164,216,74603,3994,32075,2539,12381,1515,15672,1632,7114,1518,4568,776,2793,852,0400000US40,1744677,12690,610426,8932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,40
345492,10115,434251,10958,183281,8562,231669,7718,519,337,1399966,16563,536329,12239,233860,7545,317898,9816,135677,7300,175790,7246,412,284,189746,7312,58971,3583,39167,3682,37745,3421,26565,3749,27298,3224,0,207,87100,5097,33796,2826,20584,2828,21944,2743,4339,1204,6349,1322,88,147,72559,5221,26037,2543,18777,2358,17224,2316,4503,1346,6002,1336,16,55,59977,4204,27970,3020,11022,1863,10795,1779,2664,833,7526,1555,0,207,143707,6831,74740,4640,22082,2860,28645,3005,9533,1937,8704,1503,3,15,0400000US41,1953055,14969,757843,14316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,41
1033043,15745,1377781,16932,489818,10037,809938,14219,3270,822,4614474,20262,1795645,16934,727617,11778,1056147,14634,392219,8734,640206,12595,2640,706,515172,13916,144902,6143,113688,6637,107500,5951,55074,3214,93925,5298,83,138,323271,9054,133341,5571,75149,5621,77416,5032,11137,2313,26116,2972,112,184,213841,6602,81900,4179,55010,3677,48607,3117,9786,1695,18274,2274,264,227,89219,5273,28517,2861,22082,3469,15509,1881,7426,1267,15685,1842,0,179,300183,8741,158005,6492,39497,3098,72602,4339,14176,2096,15732,2308,171,247,0400000US42,6056160,22146,2342310,18373,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,42
103558,5564,120899,6400,38005,3388,57388,4084,1907,763,414455,7067,162989,4737,78124,4888,97854,6045,30144,2993,44556,3754,788,611,49305,5259,13280,2089,12159,2393,9959,2300,5495,1451,8412,1977,0,217,11452,1745,4487,1076,2718,1017,2644,793,555,445,1048,615,0,217,18555,1929,6743,1104,5376,1418,3546,786,446,359,2022,705,422,249,4793,1498,1311,439,827,445,1553,1053,84,137,926,567,92,141,23654,2537,11647,1650,4354,1450,5343,1116,1281,787,424,298,605,488,0400000US44,522214,6772,200457,4939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,44
410669,12733,529450,10980,207737,7869,330197,10641,21064,1921,1849628,18872,635699,11975,327960,11353,445616,9438,160000,6909,273383,8926,6970,1628,214454,8964,52945,3216,46165,4660,43394,4004,31084,3742,39931,3870,935,587,11198,1951,2560,860,4317,1398,1566,545,783,531,1972,819,0,211,48223,3742,10397,1690,10794,2356,7898,1368,3515,1021,4745,1166,10874,1363,31011,3318,6435,1509,9588,2225,4703,1262,4522,1422,5045,1167,718,384,105422,5959,52783,3473,11845,2065,26273,3010,7833,1753,5121,1569,1567,1399,0400000US45,2259936,17207,760819,12029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,45
76077,3992,102617,4445,48688,3011,54391,3094,1501,599,354488,5522,122653,4795,59919,3482,86373,4048,39937,2980,44256,2728,1350,618,34059,3028,10289,1314,6652,1280,6227,1239,4626,1129,6129,1484,136,136,2956,1063,349,332,1431,953,533,298,211,199,432,431,0,163,14795,1826,5444,968,3794,824,3117,855,845,283,1595,477,0,163,4569,977,1449,599,860,407,760,416,793,546,707,361,0,163,25509,1951,12918,1484,3421,801,5607,958,2276,733,1272,495,15,28,0400000US46,436376,5284,153102,5062,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,46
522566,12354,724194,13144,268147,9292,477112,13571,12260,1896,2562137,22030,900510,16778,423450,11642,608167,12478,213589,8244,405256,11338,11165,1825,270357,11128,71664,5086,57012,4978,57780,5322,34561,3502,48669,4173,671,388,19744,2803,5346,1392,5634,1351,5328,1311,621,346,2815,1009,0,208,41231,3528,13209,2044,11659,1962,9861,1552,2939,1102,3487,883,76,99,35571,3917,7897,1675,9950,1983,4865,1176,4865,1443,7704,1642,290,283,150118,7072,76253,4721,14861,2368,38193,3634,11572,2388,9181,1811,58,72,0400000US47,3079158,18127,1074879,18431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,47
2254041,30352,3063744,35183,1409293,25738,1533314,26045,46750,3366,10516631,40631,3893177,35122,1744769,26588,2497194,30551,1083094,22145,1269530,22742,28867,2784,1285104,23498,356413,10582,267252,9230,273322,10575,225964,11372,159419,7830,2734,720,176746,9378,55549,4125,49290,3982,42404,4119,10034,2188,19426,2807,43,72,200474,9550,54111,4562,65164,5626,42601,3408,14939,2519,16247,2657,7412,1341,209639,10115,51538,3825,48620,4408,38896,4261,34076,4126,33715,4284,2794,1224,662408,17371,333072,10567,78946,5294,169327,9080,41186,4007,34977,4234,4900,1381,0400000US48,13051002,37723,4743860,37065,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,48
225019,6629,358840,9053,135873,6407,183454,6531,1911,645,1131247,11000,442652,9678,162601,5717,276741,7969,106513,5947,141289,5970,1451,523,159591,7456,50140,4077,30936,3586,34066,3568,19138,2421,25111,2942,200,238,34465,3069,15147,1876,7432,1683,7096,1707,1178,549,3539,1177,73,118,35016,2990,14358,1837,7982,1408,7343,1133,2022,968,3230,1055,81,141,25093,2935,9086,1702,5555,1332,4927,1494,1819,628,3600,1330,106,146,101269,6222,50201,3825,10513,1471,28667,3041,5203,1360,6685,1400,0,192,0400000US49,1486681,9125,581584,9943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,49
55424,3946,66291,3199,32588,2593,33135,2620,331,181,238797,5178,100545,4275,36398,2600,50460,2987,25334,2074,25935,2376,125,111,29243,2280,9892,1362,6712,1316,4846,1085,3977,1247,3816,967,0,157,4782,1590,1195,560,1078,616,2280,1233,36,62,193,179,0,157,18272,2129,5096,885,6230,1566,4191,1049,1111,437,1502,560,142,169,5248,1123,1830,598,1087,555,1123,441,472,251,736,282,0,157,22653,2127,12668,1308,3919,1130,3391,947,1658,586,953,404,64,70,0400000US50,318995,4208,131226,4932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,50
699821,15772,873877,13637,351857,10376,392535,10424,47195,3182,3246194,21680,1417194,17171,515897,13388,690950,12800,271296,9120,319730,9484,31127,2597,363154,10367,127844,6414,75288,5064,70042,4840,49407,3767,36531,3548,4042,1031,175257,6809,99548,4166,31554,2952,28469,2672,6063,1921,7817,1755,1806,701,108589,4891,32614,2829,27254,3487,23945,2964,10057,1704,7296,1814,7423,1575,76117,4799,25037,2407,20302,2687,12105,1973,5959,1328,11357,2263,1357,691,226076,6684,127865,5141,29526,2679,48366,3473,9075,1820,9804,1794,1440,638,0400000US51,4195387,19113,1830102,20195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,51
