GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001EA,B08014_001MA,B08014_002MA,B08014_002EA,B08014_003MA,B08014_003EA,B08014_004EA,B08014_004MA,B08014_005EA,B08014_005MA,B08014_006EA,B08014_006MA,B08014_007MA,B08014_007EA,B08014_008MA,B08014_008EA,B08014_009MA,B08014_009EA,B08014_010MA,B08014_010EA,B08014_011EA,B08014_011MA,B08014_012EA,B08014_012MA,B08014_013MA,B08014_013EA,B08014_014MA,B08014_014EA,B08014_015MA,B08014_015EA,B08014_016MA,B08014_016EA,B08014_017EA,B08014_017MA,B08014_018MA,B08014_018EA,B08014_019MA,B08014_019EA,B08014_020MA,B08014_020EA,B08014_021MA,B08014_021EA,state
0400000US13,4740180,26466,143441,8433,959675,20443,1959116,28336,1031786,25317,437447,16297,208715,12129,2482130,15430,72907,6107,439948,14167,1048872,16528,564000,15993,236789,9301,119614,7853,2258050,18678,70534,4800,519727,13561,910244,17574,467786,12343,200658,10500,89101,6535,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,682842,7782,21088,3023,140922,7180,243744,10367,136231,7366,81074,7827,59783,7106,363530,5218,12052,2193,76088,4961,133251,6601,68391,4035,40870,3930,32878,3888,319312,4937,9036,1373,64834,4006,110493,4946,67840,4555,40204,4464,26905,3752,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,769253,10036,14541,2993,121822,6810,294192,11032,186162,8957,94135,7823,58401,6603,417536,7321,7543,1834,58788,4366,163513,6833,101005,5511,54222,4880,32465,4102,351717,7110,6998,1640,63034,4326,130679,6135,85157,4966,39913,4019,25936,3695,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6079238,25249,319071,11084,1374722,18206,2475959,31429,1216003,24143,479343,18868,214140,12095,3190553,16177,160341,7465,653910,12755,1337304,18438,652610,13967,265712,11806,120676,7431,2888685,18206,158730,7154,720812,12379,1138655,17859,563393,13815,213631,9892,93464,6143,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3095358,19409,85554,5423,570200,11434,1307087,20481,702565,16994,289132,12983,140820,9249,1633147,12588,46279,3618,264217,8045,701853,11842,382145,9709,159267,7651,79386,5355,1462211,13449,39275,3638,305983,7343,605234,11862,320420,9585,129865,6854,61434,4578,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1573186,9228,34558,3822,267990,8109,653222,12818,370914,12920,163565,7686,82937,7362,827403,6045,19016,2512,128235,5982,350772,7357,195536,7443,87261,3933,46583,4127,745783,6520,15542,2285,139755,5536,302450,7560,175378,6894,76304,4894,36354,3815,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1412914,8531,24331,2752,249882,7616,595549,13627,326500,11739,146404,8661,70248,5952,759932,6905,12588,1693,122520,5119,324333,7924,180025,7671,81712,5142,38754,3682,652982,6811,11743,2030,127362,5248,271216,7345,146475,5974,64692,4349,31494,3033,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1922833,13545,49801,4118,361896,9212,818361,13599,431485,13589,173021,9309,88269,7711,1010569,9450,27333,3126,168727,6652,437166,8856,234999,8232,94010,5293,48334,4694,912264,10483,22468,2439,193169,5739,381195,8049,196486,6683,79011,5063,39935,3870,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1984703,18454,61342,5334,464799,13382,854741,17248,400688,14841,153667,13434,49466,5887,1022125,12715,28797,2931,208686,8608,462432,11450,211273,8522,82856,7540,28081,3624,962578,11738,32545,3942,256113,8259,392309,9708,189415,9173,70811,7219,21385,2986,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,649813,7144,12038,2317,126709,5935,294328,8862,138018,8112,53806,5338,24914,3907,328194,4875,5357,1248,57950,3680,150105,4850,71609,4654,29343,3208,13830,2538,321619,5498,6681,1544,68759,3889,144223,5722,66409,4298,24463,2909,11084,1692,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3041953,13636,121611,6768,630895,14340,1220948,21951,631584,17520,283610,13228,153305,10839,1557209,9987,55958,4266,286991,8998,639237,13441,335627,10011,153219,7771,86177,6452,1484744,12774,65653,4556,343904,9203,581711,12468,295957,9057,130391,7215,67128,5297,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3461770,17298,201037,8375,823017,17276,1441534,24311,627830,20043,261933,14524,106419,10071,1775382,11236,98079,5842,385501,10535,755404,13698,337580,11431,140713,8949,58105,6038,1686388,11435,102958,5627,437516,11785,686130,13204,290250,11238,121220,7222,48314,4808,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4520391,19839,123028,6052,884987,13647,1977576,19706,961195,20000,395549,14097,178056,9797,2367816,13477,62948,3694,417054,10099,1057735,12491,518259,12094,212914,8324,98906,6098,2152575,15027,60080,4566,467933,8464,919841,12109,442936,10898,182635,7441,79150,5154,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2875425,11931,70026,5053,488427,10590,1259076,14375,662957,14071,251368,9375,143571,7458,1505540,8111,33153,3449,228866,6504,669924,8952,356595,7613,135095,5558,81907,4732,1369885,9328,36873,3295,259561,6696,589152,9244,306362,8277,116273,5263,61664,4198,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1204542,13370,19855,2472,246133,10570,476336,13435,288820,12282,118089,8858,55309,6407,617977,9441,10006,1613,107532,6542,248486,7664,157749,7229,63559,4772,30645,3922,586565,8934,9849,1882,138601,6536,227850,8061,131071,7529,54530,5775,24664,3522,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2852118,18040,74965,5339,569144,13726,1177229,17723,639967,16170,261272,13480,129541,8703,1481016,11697,40599,3985,257800,7962,623190,10896,346200,9668,139825,7898,73402,5591,1371102,12586,34366,2998,311344,9274,554039,10502,293767,8435,121447,6773,56139,4235,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,501521,6919,12142,2024,83074,4824,188350,7796,131270,6148,51170,4872,35515,4649,264331,4828,6382,1466,39278,3173,100148,4624,70586,3619,28183,2881,19754,2759,237190,4751,5760,1360,43796,3429,88202,4524,60684,3429,22987,2555,15761,2399,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,984156,7456,19311,2578,166241,5917,418568,9517,225794,8965,108749,6479,45493,4415,525718,4472,11742,2025,78660,3690,227943,6029,122803,5435,59444,4102,25126,2689,458438,5133,7569,1190,87581,4196,190625,5185,102991,4481,49305,3054,20367,1980,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1399498,11233,44251,4182,308504,11347,566417,13816,304014,11950,119450,9275,56862,6641,759688,8028,24792,3070,156456,7478,307157,8714,171284,7862,66804,5408,33195,4517,639810,7964,19459,2331,152048,5990,259260,7733,132730,6367,52646,4863,23667,3312,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,702426,7659,10617,1677,112394,6373,311736,8848,165350,7911,68428,6688,33901,5489,367880,4953,6421,1221,52509,3101,165859,4907,88533,4675,37409,3857,17149,3141,334546,5442,4196,1133,59885,4472,145877,5316,76817,4290,31019,3468,16752,2740,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4390366,22073,275103,11800,958058,19148,1752190,25823,876867,19939,375060,14947,153088,11548,2316175,12139,145122,8093,476115,12374,941348,14261,466491,12243,201333,8892,85766,7273,2074191,14618,129981,5730,481943,11553,810842,14943,410376,10958,173727,7944,67322,5506,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,859571,11867,16470,2916,176134,8180,335754,11687,199009,8524,86639,7591,45565,6366,449768,8310,9921,2202,78910,5021,176516,7164,111762,5312,47010,4299,25649,3675,409803,7750,6549,1444,97224,4910,159238,7483,87247,5272,39629,4413,19916,3658,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9339567,30473,2066263,23832,2392569,29957,2802194,31656,1286412,26531,548818,18391,243311,14660,4833075,20820,1010650,15663,1203689,17965,1500980,17990,690649,15187,291718,11146,135389,8868,4506492,20935,1055613,15140,1188880,17913,1301214,18966,595763,14239,257100,9816,107922,6927,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4719287,24147,101914,7144,926050,18268,1948795,24784,1087353,21218,453991,16488,201184,12643,2450886,15563,54374,4948,418038,11692,1035847,16036,584809,12014,245623,9790,112195,7799,2268401,16775,47540,4312,508012,12783,912948,14498,502544,13130,208368,9030,88989,6489,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,398263,4100,8216,1622,75217,5110,165921,5982,86781,5875,41888,4439,20240,2835,219231,3092,5024,1327,40973,3599,90991,3955,48292,3625,21852,2493,12099,1882,179032,3089,3192,975,34244,2571,74930,3411,38489,3059,20036,2384,8141,1230,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5429289,23456,162315,7314,1040837,17285,2318279,26893,1180558,20679,500416,15311,226884,13683,2819473,15709,84187,4782,469961,12059,1241686,15921,628987,11789,268328,9641,126324,8981,2609816,17411,78128,4207,570876,11131,1076593,16013,551571,12322,232088,8296,100560,5910,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1722770,12605,34782,3724,346670,9401,728849,14430,389309,11449,152288,7927,70872,6257,919380,7794,19541,2501,165011,6080,396934,8282,214090,7480,83867,4799,39937,3899,803390,8111,15241,1931,181659,5330,331915,8167,175219,5978,68421,4361,30935,2807,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1938391,14931,61602,5900,389702,11883,786356,15072,416492,13782,170447,9380,113792,9760,1023611,10375,32632,4018,187896,7812,422140,9295,224936,8587,92992,6181,63015,5608,914780,10228,28970,3032,201806,8200,364216,9177,191556,7489,77455,4612,50777,5607,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5986262,22759,289983,10891,1256273,16944,2503045,27861,1262428,22258,472993,15098,201540,9902,3137742,15519,139891,6670,606503,11553,1338070,15802,682323,13639,259353,8853,111602,6085,2848520,17282,150092,7722,649770,11722,1164975,16348,580105,12492,213640,7965,89938,5033,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,509863,6808,14901,2969,114187,6378,214730,9018,108378,6594,43516,5908,14151,3653,265156,4990,7324,1879,56315,4165,114936,5880,55907,4006,22434,3585,8240,2263,244707,4878,7577,1616,57872,4372,99794,5126,52471,3657,21082,2813,5911,1710,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2224199,17187,50613,5524,473257,13124,915442,19721,499468,14274,205364,11142,80055,7429,1145355,9636,25595,3649,216101,8537,483871,11285,269451,8271,106669,6461,43668,4178,1078844,12436,25018,3926,257156,8043,431571,11619,230017,8196,98695,6463,36387,4284,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,428770,5177,7107,1422,72332,4332,163358,7164,105106,5418,49455,3887,31412,4265,231193,3530,3932,988,34856,2718,89138,4168,57764,3258,26508,2320,18995,2820,197577,3556,3175,870,37476,3004,74220,4105,47342,2816,22947,2163,12417,1850,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3056412,18068,54649,4418,577841,13905,1243477,20329,715020,19756,315322,12970,150103,10210,1606543,11119,31208,3556,257892,9183,676310,12206,386112,11544,172973,7344,82048,5646,1449869,14942,23441,2867,319949,9981,567167,12286,328908,11167,142349,6835,68055,5804,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,12969672,37336,270943,12570,2583843,35160,5587509,48934,2855396,42172,1143297,33859,528684,25073,7089978,23569,144981,9113,1251805,23717,3122949,30732,1610738,26424,647834,21660,311671,15562,5879694,29384,125962,7064,1332038,20650,2464560,28392,1244658,20690,495463,16550,217013,12115,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1475031,9177,24899,2855,202161,8427,568794,14390,371446,10784,190317,12379,117414,11279,825662,6399,13443,1975,104050,5972,323445,9392,207346,6748,108970,8131,68408,7054,649369,6568,11456,1618,98111,5022,245349,7452,164100,6317,81347,5336,49006,5321,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,311797,4171,6859,1539,66428,3699,142837,6341,66946,4557,18549,3134,10178,2284,157844,3197,3818,963,29594,2417,73469,3826,35053,2741,10033,2050,5877,1369,153953,2903,3041,956,36834,2748,69368,3733,31893,2439,8516,1591,4301,1138,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4126072,18899,110582,7436,772970,15745,1657517,24421,951030,18790,406690,17092,227283,14205,2156644,12605,55143,4781,353134,10047,888333,15613,511081,10974,220593,9725,128360,8885,1969428,15446,55439,4632,419836,10578,769184,14335,439949,10935,186097,9577,98923,6740,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3536147,16034,99531,6958,675132,14634,1408119,27053,781136,20593,366208,15870,206021,12227,1915669,11570,55359,5129,330713,9754,776850,15856,431961,11868,203478,10579,117308,6978,1620478,12237,44172,4015,344419,9818,631269,14398,349175,11025,162730,7113,88713,6577,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,705883,10733,17678,2624,146538,7080,296035,9042,156353,8231,60247,6193,29032,4554,374481,6629,9489,1777,73718,4859,159097,5688,82816,4884,32938,3849,16423,2925,331402,7236,8189,1570,72820,4619,136938,5226,73537,4539,27309,2874,12609,2184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2910076,12263,79922,5677,525115,10692,1290565,15358,650935,13744,245391,9910,118148,7366,1521027,9626,43645,3761,241371,6727,686863,9517,345877,8085,137278,6021,65993,4538,1389049,9109,36277,3196,283744,7143,603702,8574,305058,8256,108113,5264,52155,3668,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,275945,4796,4765,1337,45278,3863,99642,5440,75104,5310,31827,3673,19329,3251,151697,3766,2708,1001,21722,2621,55396,3448,42225,3261,18618,2393,11028,1915,124248,3597,2057,749,23556,2581,44246,3289,32879,3044,13209,1787,8301,1806,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,976157,16409,35863,3761,266932,11738,404820,14832,176170,12258,64238,8394,28134,5771,505881,10524,17779,3156,123585,6655,215719,7959,97084,7621,35262,4611,16452,3987,470276,11288,18084,2114,143347,8583,189101,9933,79086,6788,28976,4658,11682,2535,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
