GEO_ID,C18130_001E,C18130_001M,C18130_002E,C18130_002M,C18130_003E,C18130_003M,C18130_004E,C18130_004M,C18130_005E,C18130_005M,C18130_006E,C18130_006M,C18130_007E,C18130_007M,C18130_008E,C18130_008M,C18130_009E,C18130_009M,C18130_010E,C18130_010M,C18130_011E,C18130_011M,C18130_012E,C18130_012M,C18130_013E,C18130_013M,C18130_014E,C18130_014M,C18130_015E,C18130_015M,C18130_016E,C18130_016M,C18130_017E,C18130_017M,C18130_018E,C18130_018M,C18130_019E,C18130_019M,C18130_020E,C18130_020M,C18130_021E,C18130_021M,C18130_022E,C18130_022M,NAME,C18130_001EA,C18130_001MA,C18130_002MA,C18130_002EA,C18130_003MA,C18130_003EA,C18130_004MA,C18130_004EA,C18130_005EA,C18130_005MA,C18130_006EA,C18130_006MA,C18130_007EA,C18130_007MA,C18130_008MA,C18130_008EA,C18130_009MA,C18130_009EA,C18130_010EA,C18130_010MA,C18130_011EA,C18130_011MA,C18130_012EA,C18130_012MA,C18130_013MA,C18130_013EA,C18130_014MA,C18130_014EA,C18130_015EA,C18130_015MA,C18130_016EA,C18130_016MA,C18130_017EA,C18130_017MA,C18130_018MA,C18130_018EA,C18130_019MA,C18130_019EA,C18130_020EA,C18130_020MA,C18130_021EA,C18130_021MA,C18130_022EA,C18130_022MA,state
0400000US01,4740475,3228,1078642,2905,47945,4931,17167,2228,30778,3989,1030697,5743,247911,13183,782786,12481,2878917,3852,416473,13168,122261,5914,294212,11916,2462444,13765,337347,13868,2125097,18900,782916,3004,322026,7191,42619,3097,279407,6351,460890,6791,35258,2864,425632,6938,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,709548,2461,180073,1528,5383,1266,835,464,4548,1138,174690,2095,26030,4386,148660,4480,447963,2644,53087,4008,10226,1828,42861,3614,394876,4133,36743,3357,358133,5002,81512,1039,31556,2078,2446,730,29110,2067,49956,1901,3597,882,46359,2033,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6841639,4503,1601106,4271,63684,5525,16329,2632,47355,4884,1537422,6581,315970,14405,1221452,14345,4051511,3072,426121,10493,103621,6394,322500,9472,3625390,10903,475413,14273,3149977,17493,1189022,1729,406888,7792,45232,3473,361656,7136,782134,7790,62291,4480,719843,8840,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2911683,3113,696657,3036,43320,4238,12845,2284,30475,3304,653337,4992,143582,9059,509755,9235,1734707,2822,283183,11150,80319,5389,202864,9044,1451524,11415,192807,9219,1258717,13643,480319,2445,201667,4844,26130,2676,175537,4468,278652,5168,22682,2385,255970,5072,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38718989,10195,8921391,8979,288299,10993,64766,5614,223533,8843,8633092,14820,1554123,34465,7078969,38951,24387520,7573,1971817,27801,458529,11139,1513288,25669,22415703,29030,2529851,40492,19885852,48200,5410078,4040,1874864,17981,253189,8907,1621675,17426,3535214,17847,297685,9584,3237529,18253,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5458913,4153,1241469,3448,44825,3901,9296,1877,35529,3128,1196644,5257,139747,9438,1056897,10043,3458673,4072,309913,10775,70811,5277,239102,8405,3148760,11136,285268,9851,2863492,14706,758771,2088,245207,6073,24406,2444,220801,6388,513564,6439,34522,2643,479042,6374,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3477454,1756,733501,1772,30235,2816,5929,1498,24306,2578,703266,3233,86654,8574,616612,9468,2164467,2097,187572,8500,44308,4541,143264,6552,1976895,8586,156045,9277,1820850,12178,579486,1389,171766,5418,17227,2023,154539,5019,407720,5123,23816,2701,383904,5296,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,932232,1691,199186,1551,5972,1228,1642,647,4330,1000,193214,1853,35113,4884,158101,4873,563915,1418,52313,3910,11767,1817,40546,3639,511602,4072,63969,4993,447633,5906,169131,788,48629,2727,4120,1068,44509,2729,120502,2701,10238,1905,110264,3117,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,658491,842,123351,775,5438,1569,2340,1111,3098,1033,117913,1679,29278,3526,88635,3852,453656,878,52314,4473,16879,2390,35435,3992,401342,4492,49864,4158,351478,5297,81484,478,32133,1985,6982,1609,25151,2112,49351,1975,4577,1097,44774,2176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20530378,6648,4136520,6599,184308,8703,57020,5768,127288,6710,3952212,11184,783159,23506,3169053,27369,12247115,6616,1255911,22850,319319,12648,936592,18888,10991204,23556,1305551,28756,9685653,35934,4146743,5008,1365165,16150,163913,7199,1201252,15754,2781578,16442,259610,9571,2521968,20374,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10121586,5983,2475479,6583,97160,6127,28534,4105,68626,4870,2378319,9658,490565,24398,1887754,25296,6273971,5257,658083,15917,174953,9394,483130,14792,5615888,16429,683836,22378,4932052,27848,1372136,4076,491150,8396,63456,4263,427694,8780,880986,9401,75364,4588,805622,8591,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1358623,2688,299100,1668,7883,1385,1068,488,6815,1313,291217,2203,33373,4501,257844,5355,810096,2729,59410,4250,12352,1957,47058,3635,750686,5157,61668,3882,689018,6684,249427,864,81241,3156,11239,1778,70002,2986,168186,3378,11837,1537,156349,3754,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1682628,2028,437983,2333,21380,2614,3449,917,17931,2476,416603,3142,63698,7106,352905,7641,986107,2561,125028,7235,28297,3860,96731,5849,861079,7415,99915,6232,761164,8347,258538,1852,92326,3854,8775,1370,83551,3908,166212,4091,12124,1900,154088,3953,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12494117,3650,2856679,4227,90562,4767,26269,3321,64293,3469,2766117,6763,459927,18487,2306190,18606,7755964,4443,686859,15072,174993,6992,511866,13320,7069105,15495,745908,17499,6323197,22079,1881474,3204,619802,9254,73491,4016,546311,9069,1261672,9563,88753,4369,1172919,10344,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6460375,3884,1537987,4572,80386,5013,21427,3177,58959,4211,1457601,6392,260963,13010,1196638,13922,3934725,4376,474421,12216,125497,6517,348924,9292,3460304,12545,387558,13257,3072746,19123,987663,3468,354588,6975,38722,3117,315866,6563,633075,7215,37080,2825,595995,7787,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3043079,2002,716709,3321,26705,2910,6932,1749,19773,2190,690004,4838,81138,5684,608866,6696,1825887,2873,167496,6364,44567,3670,122929,5012,1658391,6633,160677,7050,1497714,8463,500483,1796,151128,4681,14228,1369,136900,4578,349355,4574,18775,1934,330580,4854,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2816106,2930,699231,3574,27104,2570,6786,1384,20318,2336,672127,4562,96898,8004,575229,8383,1688683,3355,190159,6330,45181,3587,144978,5877,1498524,6411,155813,7385,1342711,9629,428192,2189,153804,5237,16885,2024,136919,4859,274388,4982,14520,1903,259868,5233,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4307755,3226,992905,4296,56454,3440,19274,2389,37180,2987,936451,5159,203632,10442,732819,10809,2629916,3953,427085,11997,145091,7308,281994,9061,2202831,13090,305083,10702,1897748,14960,684934,2637,277584,6219,35191,2584,242393,6863,407350,6139,35667,3213,371683,6779,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4542000,3040,1094414,3060,55693,5075,19628,2946,36065,4231,1038721,5994,286885,13292,751836,12886,2772489,3655,359141,11228,106231,6780,252910,9958,2413348,11787,405107,14182,2008241,17034,675097,2832,260885,6471,39073,3347,221812,6963,414212,6761,41746,3050,372466,7301,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1300042,1179,248499,1596,15620,2333,3294,906,12326,2127,232879,2571,29273,3720,203606,3795,791651,1654,111321,5933,31801,3164,79520,5084,680330,6250,58659,4201,621671,6577,259892,1188,89947,3717,10142,1678,79805,3654,169945,3798,10843,1536,159102,3904,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5895118,3384,1332363,2673,49978,4175,11556,2201,38422,3351,1282385,4501,148330,9853,1134055,10899,3684301,3179,333207,9423,71864,5361,261343,7444,3351094,9610,247355,10756,3103739,14075,878454,2031,273675,6572,33043,2879,240632,6690,604779,6845,36765,3154,568014,6738,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6618205,3591,1348827,3543,56994,5588,15086,2555,41908,4914,1291833,6762,167384,10367,1124449,11317,4197960,2265,389479,11784,99490,6404,289989,10536,3808481,12480,313999,13041,3494482,17581,1071418,1776,349129,8290,46169,3406,302960,8049,722289,8374,50024,3359,672265,8546,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
