GEO_ID,B05003F_001E,B05003F_001M,B05003F_002E,B05003F_002M,B05003F_003E,B05003F_003M,B05003F_004E,B05003F_004M,B05003F_005E,B05003F_005M,B05003F_006E,B05003F_006M,B05003F_007E,B05003F_007M,B05003F_008E,B05003F_008M,B05003F_009E,B05003F_009M,B05003F_010E,B05003F_010M,B05003F_011E,B05003F_011M,B05003F_012E,B05003F_012M,B05003F_013E,B05003F_013M,B05003F_014E,B05003F_014M,B05003F_015E,B05003F_015M,B05003F_016E,B05003F_016M,B05003F_017E,B05003F_017M,B05003F_018E,B05003F_018M,B05003F_019E,B05003F_019M,B05003F_020E,B05003F_020M,B05003F_021E,B05003F_021M,B05003F_022E,B05003F_022M,B05003F_023E,B05003F_023M,NAME,B05003F_001MA,B05003F_001EA,B05003F_002MA,B05003F_002EA,B05003F_003EA,B05003F_003MA,B05003F_004EA,B05003F_004MA,B05003F_005EA,B05003F_005MA,B05003F_006MA,B05003F_006EA,B05003F_007MA,B05003F_007EA,B05003F_008EA,B05003F_008MA,B05003F_009MA,B05003F_009EA,B05003F_010EA,B05003F_010MA,B05003F_011MA,B05003F_011EA,B05003F_012MA,B05003F_012EA,B05003F_013EA,B05003F_013MA,B05003F_014EA,B05003F_014MA,B05003F_015EA,B05003F_015MA,B05003F_016EA,B05003F_016MA,B05003F_017MA,B05003F_017EA,B05003F_018MA,B05003F_018EA,B05003F_019MA,B05003F_019EA,B05003F_020MA,B05003F_020EA,B05003F_021EA,B05003F_021MA,B05003F_022MA,B05003F_022EA,B05003F_023MA,B05003F_023EA,state
0400000US01,67308,6742,35273,4407,14472,2940,12667,2822,1805,1105,56,98,1749,1096,20801,2797,5131,1394,15670,2105,2439,855,13231,1989,32035,3789,13027,2112,10724,1982,2303,893,636,482,1667,805,19008,2675,6595,1660,12413,1928,2485,1274,9928,1603,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,11279,2328,6538,1403,1269,762,1183,753,86,103,0,153,86,103,5269,1040,4220,1096,1049,477,550,293,499,409,4741,1261,900,592,789,572,111,137,0,153,111,137,3841,1077,2565,841,1276,712,923,667,353,262,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,432853,21141,222384,11786,64380,6704,62214,6803,2166,956,372,474,1794,804,158004,7986,96057,6437,61947,5551,20292,2626,41655,5015,210469,12243,60125,6215,58043,6044,2082,952,490,452,1592,737,150344,7871,87573,6305,62771,4671,24143,3058,38628,3835,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,91890,7755,48601,4445,18685,2502,17267,2074,1418,891,155,219,1263,885,29916,3002,9993,1918,19923,2584,5157,1397,14766,2450,43289,4140,16509,2304,15735,2293,774,513,16,33,758,513,26780,2483,9312,1697,17468,2287,4715,1105,12753,2036,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5911803,64869,3008490,36216,856507,15971,813269,16465,43238,3979,5911,1557,37327,3546,2151983,25635,1001512,15213,1150471,22483,395922,13113,754549,18491,2903313,34658,825548,15810,784146,15915,41402,4393,6868,1909,34534,3947,2077765,23898,960620,17241,1117145,18053,424314,10475,692831,15208,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,219189,11815,112643,6848,31846,3172,29971,3055,1875,867,212,172,1663,839,80797,5052,49170,3756,31627,3657,7318,1499,24309,3077,106546,6699,31368,3312,29603,3373,1765,973,355,315,1410,954,75178,4623,46012,3631,29166,3096,8764,1567,20402,2897,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,191373,12750,97223,7539,28303,3340,26492,3250,1811,888,109,175,1702,865,68920,5906,36199,4112,32721,3955,8981,1888,23740,3493,94150,7333,26506,3449,23250,3124,3256,1664,504,399,2752,1543,67644,5337,38710,3677,28934,3598,8884,2037,20050,2614,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18372,3423,9871,2094,3624,1410,3354,1413,270,313,256,311,14,26,6247,1416,2772,971,3475,952,973,673,2502,717,8501,1816,3166,1050,2750,961,416,412,243,304,173,257,5335,1189,2316,946,3019,907,751,473,2268,843,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40116,5076,21631,2894,6527,1401,6381,1412,146,223,0,208,146,223,15104,2090,3055,956,12049,2282,1713,722,10336,2413,18485,2760,6299,1714,4879,1768,1420,1074,168,264,1252,1034,12186,1558,3036,801,9150,1480,1985,870,7165,1311,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,602032,29652,313469,16578,83470,7957,74086,7682,9384,2152,1740,841,7644,2131,229999,12372,111926,8238,118073,8915,52615,5454,65458,7038,288563,15956,72107,7323,65270,6889,6837,1776,1701,710,5136,1525,216456,11814,96688,7637,119768,8228,60246,6049,59522,5366,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
