GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,B16002_015E,B16002_015M,B16002_016E,B16002_016M,B16002_017E,B16002_017M,B16002_018E,B16002_018M,B16002_019E,B16002_019M,B16002_020E,B16002_020M,B16002_021E,B16002_021M,B16002_022E,B16002_022M,B16002_023E,B16002_023M,B16002_024E,B16002_024M,B16002_025E,B16002_025M,B16002_026E,B16002_026M,B16002_027E,B16002_027M,B16002_028E,B16002_028M,B16002_029E,B16002_029M,B16002_030E,B16002_030M,B16002_031E,B16002_031M,B16002_032E,B16002_032M,B16002_033E,B16002_033M,B16002_034E,B16002_034M,B16002_035E,B16002_035M,B16002_036E,B16002_036M,B16002_037E,B16002_037M,B16002_038E,B16002_038M,NAME,B16002_001EA,B16002_001MA,B16002_002EA,B16002_002MA,B16002_003EA,B16002_003MA,B16002_004EA,B16002_004MA,B16002_005MA,B16002_005EA,B16002_006MA,B16002_006EA,B16002_007EA,B16002_007MA,B16002_008EA,B16002_008MA,B16002_009EA,B16002_009MA,B16002_010EA,B16002_010MA,B16002_011MA,B16002_011EA,B16002_012MA,B16002_012EA,B16002_013MA,B16002_013EA,B16002_014EA,B16002_014MA,B16002_015EA,B16002_015MA,B16002_016MA,B16002_016EA,B16002_017MA,B16002_017EA,B16002_018MA,B16002_018EA,B16002_019EA,B16002_019MA,B16002_020EA,B16002_020MA,B16002_021MA,B16002_021EA,B16002_022MA,B16002_022EA,B16002_023MA,B16002_023EA,B16002_024EA,B16002_024MA,B16002_025EA,B16002_025MA,B16002_026MA,B16002_026EA,B16002_027MA,B16002_027EA,B16002_028MA,B16002_028EA,B16002_029EA,B16002_029MA,B16002_030EA,B16002_030MA,B16002_031MA,B16002_031EA,B16002_032MA,B16002_032EA,B16002_033MA,B16002_033EA,B16002_034EA,B16002_034MA,B16002_035EA,B16002_035MA,B16002_036MA,B16002_036EA,B16002_037MA,B16002_037EA,B16002_038MA,B16002_038EA,state
0400000US01,1841665,12421,1740274,11973,55082,3264,12019,1918,43063,3148,5921,1137,536,414,5385,1026,6649,1179,372,298,6277,1122,1708,695,144,175,1564,726,7273,1110,1217,575,6056,1076,4161,1002,1136,463,3025,988,3682,803,857,394,2825,776,2616,807,769,484,1847,629,1626,525,60,97,1566,508,6674,1369,719,510,5955,1336,2451,909,426,408,2025,796,3548,1071,69,87,3479,1069,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,203821,3392,10814,1673,1424,750,9390,1518,1048,472,63,108,985,462,2708,839,181,293,2527,800,2586,688,303,239,2283,642,1573,572,11,21,1562,572,2252,663,1285,477,967,442,361,242,23,30,338,243,313,263,89,117,224,241,5853,980,1109,434,4744,929,5295,1093,114,108,5181,1067,472,538,0,153,472,538,13645,1581,605,268,13040,1571,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1845876,12664,505707,8625,73950,5082,431757,9706,11505,1516,909,386,10596,1456,15113,1778,858,406,14255,1764,12040,1729,1867,564,10173,1609,31365,2531,2317,751,29048,2366,5172,1168,1023,526,4149,974,15840,1670,4657,955,11183,1546,8863,1268,2608,683,6255,1197,12832,1787,585,282,12247,1775,17412,1733,2569,813,14843,1475,8982,1480,2372,794,6610,1283,62265,3216,9362,1103,52903,3091,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,1069277,8702,55464,2932,12108,2116,43356,3201,1783,692,90,154,1693,665,3632,1026,127,138,3505,1025,1601,676,122,159,1479,638,4438,1021,449,489,3989,1020,596,388,329,351,267,196,3703,1232,1197,655,2506,990,2628,826,885,517,1743,673,1447,549,126,139,1321,526,5636,1155,1934,958,3702,931,1780,825,261,224,1519,766,1097,483,0,201,1097,483,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7267604,22038,3365758,17218,653537,11949,2712221,17877,84014,5609,4513,1245,79501,5363,79037,4350,2694,710,76343,4261,119040,6205,28676,2319,90364,5406,485886,9943,80609,4551,405277,9527,158095,5463,61637,4459,96458,4245,507250,10097,177712,6722,329538,8341,183957,5854,61038,3134,122919,4936,314506,7715,29541,2852,284965,7202,286153,7484,46537,3156,239616,6906,68809,4575,12077,1984,56732,3623,84988,4836,12991,2062,71997,3975,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1756787,10949,246351,6290,37429,3333,208922,5397,10661,1640,457,289,10204,1651,19525,2293,740,385,18785,2192,14939,1790,2280,796,12659,1624,21572,2489,2340,764,19232,2415,5240,969,1066,461,4174,934,11065,1662,3505,966,7560,1499,7634,1136,2694,804,4940,1003,3823,932,651,504,3172,882,17563,2087,2466,832,15097,1775,6711,1635,1089,535,5622,1485,17336,2320,2058,790,15278,2213,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,1027953,8742,165622,4218,44051,3110,121571,4242,17850,2186,1785,609,16065,2019,7072,1084,103,120,6969,1072,25758,2111,6428,1143,19330,2017,58120,3995,9696,1658,48424,3704,2889,847,700,446,2189,666,13756,1361,4455,981,9301,1021,3752,990,609,444,3143,903,3069,828,181,159,2888,809,11935,1615,1770,680,10165,1540,4806,1199,1396,572,3410,1013,14180,1988,1406,652,12774,1996,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,305831,4789,24542,1848,4970,1337,19572,2033,3813,1033,1076,579,2737,877,2026,642,216,206,1810,619,1853,714,48,63,1805,728,5861,983,705,400,5156,976,752,353,341,228,411,265,3061,683,1044,400,2017,679,449,270,78,59,371,265,1950,695,0,198,1950,695,4093,901,24,41,4069,898,559,350,0,198,559,350,3147,965,72,120,3075,953,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,227152,4367,23988,1963,5605,1296,18383,1908,5126,1070,805,498,4321,936,2870,793,86,140,2784,780,2163,814,0,208,2163,814,6935,1224,450,286,6485,1245,790,422,236,266,554,318,2307,747,608,385,1699,599,690,551,451,535,239,181,1048,470,157,228,891,413,1916,580,242,261,1674,554,1471,650,173,228,1298,615,5019,1049,1322,560,3697,830,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5440649,23736,1585228,15396,419532,10514,1165696,15188,200643,8234,38783,3415,161860,7692,54245,3708,2911,799,51334,3610,53765,3823,13420,1910,40345,3184,153428,7427,22709,3033,130719,6264,9148,1507,2195,720,6953,1411,31168,2692,8865,1657,22303,2558,23172,2026,6909,1229,16263,1802,30568,2944,2340,743,28228,2927,45592,3580,7593,1669,37999,3174,22076,2696,4107,1268,17969,2356,40282,3004,4629,1153,35653,2773,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
