GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001MA,B21001H_001EA,B21001H_002EA,B21001H_002MA,B21001H_003EA,B21001H_003MA,B21001H_004EA,B21001H_004MA,B21001H_005EA,B21001H_005MA,B21001H_006EA,B21001H_006MA,B21001H_007MA,B21001H_007EA,B21001H_008EA,B21001H_008MA,B21001H_009MA,B21001H_009EA,B21001H_010EA,B21001H_010MA,B21001H_011MA,B21001H_011EA,B21001H_012MA,B21001H_012EA,B21001H_013EA,B21001H_013MA,B21001H_014MA,B21001H_014EA,B21001H_015EA,B21001H_015MA,B21001H_016MA,B21001H_016EA,B21001H_017MA,B21001H_017EA,B21001H_018MA,B21001H_018EA,B21001H_019EA,B21001H_019MA,B21001H_020MA,B21001H_020EA,B21001H_021MA,B21001H_021EA,B21001H_022MA,B21001H_022EA,B21001H_023MA,B21001H_023EA,B21001H_024EA,B21001H_024MA,B21001H_025MA,B21001H_025EA,B21001H_026EA,B21001H_026MA,B21001H_027MA,B21001H_027EA,B21001H_028EA,B21001H_028MA,B21001H_029EA,B21001H_029MA,B21001H_030MA,B21001H_030EA,B21001H_031MA,B21001H_031EA,B21001H_032EA,B21001H_032MA,B21001H_033EA,B21001H_033MA,state
0400000US13,4358520,3754,2108620,3206,568664,2635,24661,2906,544003,3490,717991,2799,77888,5572,640103,6589,378635,389,63245,3994,315390,3913,281769,822,111303,4418,170466,4324,161561,862,85493,2693,76068,2737,2249900,1669,568618,1862,4862,1037,563756,2131,732814,1473,12276,2302,720538,2624,399944,560,6032,1342,393912,1506,317644,654,3947,1014,313697,1169,230880,543,3317,895,227563,1017,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,243558,1802,123907,1559,25127,1370,4024,1100,21103,1572,38721,897,6835,1112,31886,1324,25355,114,6535,1121,18820,1111,23490,187,8986,1074,14504,1074,11214,27,5974,847,5240,846,119651,827,30064,559,2052,681,28012,873,33747,319,1347,513,32400,633,22946,491,886,424,22060,645,20672,103,294,198,20378,228,12222,166,324,298,11898,347,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1072020,1724,529799,1285,150201,1473,6785,1687,143416,2057,170929,896,20577,2304,150352,2640,92478,167,14325,2229,78153,2207,72637,282,29414,2157,43223,2153,43554,432,23693,1601,19861,1587,542221,1078,145046,913,1453,556,143593,1095,170262,624,3154,1000,167108,1191,96901,422,1841,598,95060,711,75887,398,788,369,75099,535,54125,309,382,230,53743,375,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6339958,3744,3081444,2850,830918,1881,28022,2677,802896,3221,1012140,1197,80662,4094,931478,4270,583707,498,56193,2961,527514,2950,395574,457,134368,3573,261206,3577,259105,414,129096,3940,130009,3989,3258514,1814,805919,1179,4080,1074,801839,1603,1011115,1022,12179,1536,998936,1745,607650,637,5645,1035,602005,1158,441695,200,3398,839,438297,836,392135,307,3837,950,388298,1000,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4156836,1899,2020200,1508,578319,849,21584,2874,556735,3012,665799,1013,67304,4097,598495,4069,368742,398,53833,3408,314909,3481,252333,432,92480,3120,159853,3131,155007,389,76101,2682,78906,2663,2136636,1078,565295,762,2882,891,562413,1243,671042,838,8241,1489,662801,1604,385045,375,6238,1116,378807,1223,283049,117,2530,694,280519,729,232205,189,2326,642,229879,679,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2128395,1777,1040865,1359,294718,861,9841,1631,284877,1867,328293,663,29998,2456,298295,2513,192942,181,23563,1952,169379,1945,134101,301,49492,2167,84609,2209,90811,284,46300,2034,44511,2044,1087530,693,284323,399,1525,530,282798,662,325140,353,3707,813,321433,843,197745,311,2436,590,195309,651,144282,152,1513,476,142769,500,136040,126,1262,512,134778,523,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1725637,1825,839130,1561,236837,1461,12108,1553,224729,2227,265879,884,27913,2517,237966,2679,155421,314,21462,1742,133959,1773,109342,589,41471,1822,67871,1731,71651,590,35161,1947,36490,1904,886507,603,232350,500,1929,850,230421,928,267329,396,3622,908,263707,1027,163686,216,2692,635,160994,650,117787,161,1511,518,116276,581,105355,116,1004,414,104351,427,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2966649,2568,1432735,2043,404354,1523,16286,2166,388068,2480,481845,1336,47322,3560,434523,3787,255657,371,34568,2523,221089,2467,183707,191,67189,2986,116518,2982,107172,108,48122,2278,59050,2297,1533914,986,400313,1288,1916,648,398397,1297,493479,1127,7453,1327,486026,1803,275334,349,3728,934,271606,997,207055,129,2717,661,204338,680,157733,215,1795,660,155938,716,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2166205,2607,1052204,1563,294722,1989,13336,1960,281386,2798,346448,1701,33057,3017,313391,3254,191150,312,19459,2056,171691,2100,137011,605,45186,2910,91825,3008,82873,550,42711,2165,40162,2151,1114001,1813,292990,1775,2877,1164,290113,1953,347623,1436,4528,1476,343095,1671,201283,307,1961,759,199322,873,151139,481,1111,460,150028,692,120966,86,1074,520,119892,526,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1021995,895,493874,721,122122,621,4902,1031,117220,1093,155030,351,19212,2177,135818,2171,98640,121,15792,1463,82848,1442,74287,175,27712,1803,46575,1803,43795,31,25718,1473,18077,1475,528121,444,120072,187,860,371,119212,414,161415,250,2754,775,158661,764,105054,250,1697,556,103357,627,80139,29,976,387,79163,388,61441,25,1097,520,60344,520,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2485125,3316,1198687,2675,315985,1971,18296,2215,297689,2418,383044,1398,45074,3224,337970,3270,233718,428,33283,2843,200435,2799,161268,354,58230,2798,103038,2778,104672,45,55202,2077,49470,2086,1286438,1403,312670,1002,3814,1091,308856,1301,398289,728,10076,1499,388213,1820,244622,433,4543,980,240079,1074,178873,248,1616,562,177257,607,151984,125,2439,615,149545,640,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4067983,5934,1944701,3168,542261,2446,12850,2143,529411,3315,616813,1891,41962,3025,574851,3283,368748,827,38469,2746,330279,2824,254172,356,73222,3486,180950,3515,162707,333,86021,3338,76686,3295,2123282,3518,545347,1729,2024,809,543323,2030,642439,2348,5382,1054,637057,2401,393678,776,4356,837,389322,1109,290442,801,2108,679,288334,1019,251376,538,2727,756,248649,852,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6016614,1888,2946850,1104,803566,812,25144,2129,778422,2200,936480,868,80881,3677,855599,3565,565564,276,70078,3295,495486,3266,395799,155,140640,4096,255159,4093,245441,164,121559,3331,123882,3349,3069764,1145,766524,1008,3860,1035,762664,1515,936680,821,11888,1338,924792,1602,587534,292,6755,996,580779,1072,429586,221,3637,725,425949,796,349440,91,3435,653,346005,653,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3554416,1384,1748609,870,474122,635,15369,2232,458753,2405,574348,540,41616,2973,532732,3089,334797,273,44903,2749,289894,2798,221319,97,86883,2772,134436,2765,144023,35,75890,2024,68133,2018,1805807,798,458374,497,2492,530,455882,735,565751,539,4965,817,560786,995,341193,225,5520,1075,335673,1081,236882,180,1724,451,235158,476,203607,273,2003,575,201604,604,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1332665,1245,643496,1200,172144,3024,5428,1195,166716,3230,210385,2812,23337,2209,187048,3622,115261,536,18473,2255,96788,2341,90071,821,30661,2416,59410,2468,55635,763,26957,1502,28678,1514,689169,547,167967,1713,1026,699,166941,1821,216033,1554,3288,1009,212745,1939,120985,622,2777,1002,118208,1233,101468,809,750,434,100718,946,82716,574,621,304,82095,652,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3842751,2571,1865400,1988,523867,2119,21216,2737,502651,3112,602006,1394,69234,4200,532772,4766,342038,286,55264,2988,286774,2942,240197,689,100658,3754,139539,3784,157292,669,80870,2899,76422,3013,1977351,1125,516308,1094,4204,1243,512104,1778,605865,1014,10719,1706,595146,2043,360173,322,5037,1011,355136,1093,269019,665,2839,663,266180,973,225986,662,2745,745,223241,990,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,725391,1039,363310,660,99381,454,6241,1219,93140,1246,109059,513,13597,1893,95462,1993,68270,238,11798,1708,56472,1705,54363,10,22956,1676,31407,1676,32237,138,17539,1300,14698,1303,362081,710,92254,526,1081,558,91173,782,105868,555,2550,683,103318,852,71088,189,1831,675,69257,679,53340,273,784,389,52556,495,39531,249,431,230,39100,301,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1186111,866,580732,844,167112,720,6458,1265,160654,1472,184205,643,20434,1697,163771,1825,106487,64,15192,1661,91295,1660,74038,104,29990,1733,44048,1727,48890,89,25722,1400,23168,1391,605379,506,162146,464,1485,459,160661,643,182263,516,3133,722,179130,839,109366,154,1817,640,107549,632,79919,54,1097,442,78822,444,71685,12,929,346,70756,347,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1218489,1938,617856,1534,142025,992,8554,1669,133471,2018,198543,1118,25424,2553,173119,2888,117820,64,23995,2140,93825,2142,100149,125,43096,2292,57053,2293,59319,407,33179,1839,26140,1806,600633,1140,133615,1203,2029,802,131586,1444,184572,1353,4214,1094,180358,1548,115213,293,3413,939,111800,972,101234,212,1832,602,99402,666,65999,285,1121,492,64878,566,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,991337,1333,484208,1187,127408,881,4045,1014,123363,1314,154895,730,15384,2031,139511,2171,97774,260,13942,1430,83832,1453,66014,119,25111,1645,40903,1632,38117,40,22589,1352,15528,1353,507129,347,123449,193,955,486,122494,568,158850,217,2897,1030,155953,1072,101180,129,1651,582,99529,605,70323,192,850,438,69473,438,53327,108,1247,652,52080,656,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4020969,2919,1936314,1924,474632,1427,9746,1501,464886,1997,627523,897,29646,2939,597877,2852,390469,502,28835,2585,361634,2740,263368,244,81260,2799,182108,2832,180322,263,91310,2911,89012,2907,2084655,1566,455543,1222,983,531,454560,1282,643652,744,3597,965,640055,1164,406551,414,2591,782,403960,887,299368,286,1523,513,297845,544,279541,179,2028,630,277513,638,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,657627,1726,320778,1452,70703,1498,5818,1560,64885,2132,88876,1277,14784,1735,74092,2321,65542,581,15283,1682,50259,1816,60135,697,25595,1877,34540,1828,35522,495,19209,1637,16313,1636,336849,810,68051,1237,916,506,67135,1328,86951,1313,2753,987,84198,1377,71797,519,2616,737,69181,848,64058,791,1160,460,62898,959,45992,794,1028,441,44964,882,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8944580,5354,4326991,3273,1199803,2544,30033,2784,1169770,3762,1365120,1556,78568,4554,1286552,4994,803785,883,73012,3761,730773,3787,568163,427,160375,4321,407788,4356,390120,514,181015,5136,209105,5029,4617589,2852,1192020,1541,5206,1432,1186814,2274,1370121,1303,11152,1950,1358969,2368,832425,1152,7835,1307,824590,1794,638408,624,2938,616,635470,884,584615,577,5364,982,579251,1117,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5212771,3616,2490993,3247,645040,3309,33688,3612,611352,4680,826390,2323,92379,4794,734011,5156,452852,520,68302,3743,384550,3716,353305,499,127998,3943,225307,3909,213406,303,112966,3430,100440,3498,2721778,1507,661288,1936,4803,1089,656485,2181,859009,1478,15946,1858,843063,2253,492175,345,10052,1416,482123,1464,401988,429,4247,960,397741,933,307318,393,3797,975,303521,1121,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,498328,1273,252621,1115,83007,968,3713,1043,79294,1439,75207,609,9390,1647,65817,1653,44717,72,7006,1008,37711,996,29505,9,9670,874,19835,875,20185,38,9722,1065,10463,1061,245707,547,73834,510,688,365,73146,611,69653,462,1169,378,68484,617,43428,146,611,305,42817,374,29109,35,245,180,28864,184,29683,29,147,115,29536,120,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
