GEO_ID,B22005A_001E,B22005A_001M,B22005A_002E,B22005A_002M,B22005A_003E,B22005A_003M,NAME,B22005A_001EA,B22005A_001MA,B22005A_002EA,B22005A_002MA,B22005A_003EA,B22005A_003MA,state
0400000US01,1283039,9632,112567,5075,1170472,9217,Alabama,null,null,null,null,null,null,01
0400000US02,181774,3200,12186,1691,169588,3354,Alaska,null,null,null,null,null,null,02
0400000US04,2104338,11676,191145,6801,1913193,11878,Arizona,null,null,null,null,null,null,04
0400000US05,907964,7326,86408,4182,821556,8352,Arkansas,null,null,null,null,null,null,05
0400000US06,8372857,23711,639005,15540,7733852,25629,California,null,null,null,null,null,null,06
0400000US08,1864952,9353,120651,5125,1744301,9856,Colorado,null,null,null,null,null,null,08
0400000US09,1083145,7443,101466,5260,981679,7927,Connecticut,null,null,null,null,null,null,09
0400000US10,261482,4251,20333,2029,241149,4094,Delaware,null,null,null,null,null,null,10
0400000US11,128669,2932,2078,654,126591,2983,District of Columbia,null,null,null,null,null,null,11
0400000US12,6130945,21038,683098,15372,5447847,19549,Florida,null,null,null,null,null,null,12
0400000US13,2317485,13010,180175,7682,2137310,14504,Georgia,null,null,null,null,null,null,13
0400000US15,152428,3786,12224,1752,140204,3937,Hawaii,null,null,null,null,null,null,15
0400000US16,574554,6719,53843,3679,520711,6294,Idaho,null,null,null,null,null,null,16
0400000US17,3618658,14313,325414,7783,3293244,16606,Illinois,null,null,null,null,null,null,17
0400000US18,2198699,11648,166261,6608,2032438,12200,Indiana,null,null,null,null,null,null,18
0400000US19,1168129,6630,100349,4538,1067780,6988,Iowa,null,null,null,null,null,null,19
0400000US20,989369,6235,62987,3587,926382,7237,Kansas,null,null,null,null,null,null,20
0400000US21,1524795,9699,199247,6759,1325548,10554,Kentucky,null,null,null,null,null,null,21
0400000US22,1130363,9093,107719,4947,1022644,9521,Louisiana,null,null,null,null,null,null,22
0400000US23,521031,5785,63446,3745,457585,5632,Maine,null,null,null,null,null,null,23
0400000US24,1311217,8188,84552,4514,1226665,8347,Maryland,null,null,null,null,null,null,24
0400000US25,2144863,9989,205844,7740,1939019,12118,Massachusetts,null,null,null,null,null,null,25
0400000US26,3176729,11661,310426,7559,2866303,13472,Michigan,null,null,null,null,null,null,26
0400000US27,1889135,7927,102877,4386,1786258,9336,Minnesota,null,null,null,null,null,null,27
0400000US28,664133,6451,53460,4172,610673,7492,Mississippi,null,null,null,null,null,null,28
0400000US29,2003343,11052,175167,6621,1828176,12257,Missouri,null,null,null,null,null,null,29
0400000US30,391113,4269,32179,3111,358934,5109,Montana,null,null,null,null,null,null,30
0400000US31,678752,4398,46919,3026,631833,5193,Nebraska,null,null,null,null,null,null,31
0400000US32,766239,7502,69869,4528,696370,7440,Nevada,null,null,null,null,null,null,32
0400000US33,500712,4638,34672,2711,466040,5215,New Hampshire,null,null,null,null,null,null,33
0400000US34,2297752,10784,145238,6234,2152514,10074,New Jersey,null,null,null,null,null,null,34
0400000US35,612876,6604,94911,5391,517965,7247,New Mexico,null,null,null,null,null,null,35
0400000US36,4967839,22630,488017,11748,4479822,21838,New York,null,null,null,null,null,null,36
0400000US37,2846979,12825,233685,7957,2613294,14101,North Carolina,null,null,null,null,null,null,37
0400000US38,282446,3182,13821,1791,268625,3197,North Dakota,null,null,null,null,null,null,38
0400000US39,3874691,12661,406094,10102,3468597,14598,Ohio,null,null,null,null,null,null,39
0400000US40,1130728,6373,122637,4618,1008091,7630,Oklahoma,null,null,null,null,null,null,40
0400000US41,1412145,9338,203022,6853,1209123,10170,Oregon,null,null,null,null,null,null,41
0400000US42,4219332,13204,432376,8226,3786956,13110,Pennsylvania,null,null,null,null,null,null,42
0400000US44,350242,4423,45578,3130,304664,4875,Rhode Island,null,null,null,null,null,null,44
0400000US45,1340388,8293,103804,4539,1236584,8443,South Carolina,null,null,null,null,null,null,45
0400000US46,311279,3254,19209,2143,292070,3295,South Dakota,null,null,null,null,null,null,46
0400000US47,2066175,11356,227413,7416,1838762,14038,Tennessee,null,null,null,null,null,null,47
0400000US48,7266357,21664,751271,16634,6515086,22103,Texas,null,null,null,null,null,null,48
0400000US49,866393,5938,54317,3506,812076,6808,Utah,null,null,null,null,null,null,49
0400000US50,246693,3318,27750,2383,218943,3566,Vermont,null,null,null,null,null,null,50
0400000US51,2228414,12725,129871,7393,2098543,13722,Virginia,null,null,null,null,null,null,51
0400000US53,2285180,12057,249818,8822,2035362,14542,Washington,null,null,null,null,null,null,53
0400000US54,675947,6747,109868,5090,566079,7329,West Virginia,null,null,null,null,null,null,54
0400000US55,2086503,8142,174553,5157,1911950,9143,Wisconsin,null,null,null,null,null,null,55
0400000US56,211174,3966,11968,2034,199206,4170,Wyoming,null,null,null,null,null,null,56
0400000US72,782616,10710,281043,8147,501573,10665,Puerto Rico,null,null,null,null,null,null,72
