GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001MA,B21001_001EA,B21001_002EA,B21001_002MA,B21001_003EA,B21001_003MA,B21001_004EA,B21001_004MA,B21001_005MA,B21001_005EA,B21001_006EA,B21001_006MA,B21001_007MA,B21001_007EA,B21001_008EA,B21001_008MA,B21001_009EA,B21001_009MA,B21001_010EA,B21001_010MA,B21001_011EA,B21001_011MA,B21001_012MA,B21001_012EA,B21001_013MA,B21001_013EA,B21001_014MA,B21001_014EA,B21001_015EA,B21001_015MA,B21001_016EA,B21001_016MA,B21001_017MA,B21001_017EA,B21001_018MA,B21001_018EA,B21001_019MA,B21001_019EA,B21001_020EA,B21001_020MA,B21001_021EA,B21001_021MA,B21001_022MA,B21001_022EA,B21001_023MA,B21001_023EA,B21001_024MA,B21001_024EA,B21001_025EA,B21001_025MA,B21001_026EA,B21001_026MA,B21001_027MA,B21001_027EA,B21001_028MA,B21001_028EA,B21001_029MA,B21001_029EA,B21001_030EA,B21001_030MA,B21001_031EA,B21001_031MA,B21001_032EA,B21001_032MA,B21001_033MA,B21001_033EA,B21001_034MA,B21001_034EA,B21001_035EA,B21001_035MA,B21001_036EA,B21001_036MA,B21001_037EA,B21001_037MA,B21001_038MA,B21001_038EA,B21001_039MA,B21001_039EA,state
0400000US01,3767665,2622,334186,8730,3433479,9046,1788798,3157,301508,7754,1487290,8586,537609,3336,22238,2930,515371,4433,593574,3374,72124,4431,521450,4994,308768,2084,62963,3625,245805,3863,222172,2362,82802,3930,139370,3909,126675,1496,61381,2718,65294,3079,1978867,2806,32678,3306,1946189,4120,554622,4029,4644,1485,549978,4076,627750,3627,14666,2090,613084,4119,342126,1926,6751,1396,335375,2422,258741,2249,3738,902,255003,2197,195628,1680,2879,938,192749,1958,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,538005,2201,64057,3778,473948,4737,277091,2087,55426,3142,221665,3933,92944,2214,8042,1648,84902,2678,93850,1792,16045,1824,77805,2433,48758,919,11016,1241,37742,1347,29538,863,14439,1293,15099,1424,12001,545,5884,597,6117,677,260914,1153,8631,1719,252283,1855,85056,1417,2681,858,82375,1533,88919,1650,3182,984,85737,1762,45437,797,1646,627,43791,958,27300,813,961,433,26339,911,14202,584,161,176,14041,589,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5364972,2463,480778,9881,4884194,10504,2640969,2292,437382,9317,2203587,9705,833053,2672,36486,2976,796567,4178,850210,2110,90709,4654,759501,5172,404150,1091,68680,3670,335470,3797,328927,1243,125043,3367,203884,3585,224629,1188,116464,3658,108165,3788,2724003,1610,43396,3828,2680607,4203,779499,2107,7149,1386,772350,2444,854073,1881,13401,1978,840672,2814,443137,997,12305,2188,430832,2432,372238,1388,5780,1146,366458,1831,275056,1209,4761,948,270295,1645,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2290421,2250,203639,7500,2086782,7833,1109733,2675,189899,7011,919834,7477,338338,2978,16454,2160,321884,3443,367430,2668,42433,3570,324997,3989,182641,1645,34496,2317,148145,2791,137198,2081,52386,2754,84812,3201,84126,1070,44130,2018,39996,2272,1180688,2581,13740,1655,1166948,3018,328450,3047,2322,961,326128,3044,377474,2832,4983,1143,372491,2945,199064,1809,3135,884,195929,2022,154397,1916,2218,707,152179,2092,121303,1413,1082,497,120221,1543,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30351316,6002,1564913,17321,28786403,17358,14908084,5617,1439566,15951,13468518,16438,4972332,6472,133724,6769,4838608,8676,5180442,4497,295876,9016,4884566,9243,2311883,2654,231615,6909,2080268,6809,1487488,2147,390128,7246,1097360,7367,955939,2394,388223,6453,567716,6726,15443232,3219,125347,5945,15317885,6585,4742253,3759,27965,3377,4714288,4781,5188157,3437,43816,3737,5144341,4505,2451432,2563,27267,2168,2424165,3140,1711067,2991,13055,1680,1698012,3348,1350323,2571,13244,1801,1337079,3063,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4310059,3475,372857,8651,3937202,9135,2142976,3361,333295,7094,1809681,7483,701804,3503,34458,3229,667346,4125,745205,3039,84847,4309,660358,5476,342759,1607,58715,3170,284044,3197,229565,1741,86921,2786,142644,3206,123643,1477,68354,2354,55289,2366,2167083,2134,39562,2949,2127521,3780,662824,2545,6440,1437,656384,3127,722318,2152,17129,2399,705189,3522,361450,1409,8779,1276,352671,1923,251779,1823,3893,798,247886,2090,168712,1572,3321,745,165391,1692,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2836991,1571,164988,5354,2672003,5437,1362460,2126,154478,5180,1207982,5589,399877,2072,10934,2054,388943,2700,454888,1862,25873,2245,429015,2734,246510,1215,19883,2201,226627,2466,158173,995,44966,2345,113207,2403,103012,782,52822,2379,50190,2333,1474531,1520,10510,1484,1464021,2076,389871,1611,1999,656,387872,1832,479589,1198,3093,852,476496,1487,265162,1078,2886,735,262276,1306,180905,1101,1023,404,179882,1252,159004,746,1509,677,157495,1023,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754546,1051,64027,3686,690519,3875,358624,988,58307,3337,300317,3571,105584,1336,3824,1297,101760,1767,113110,1430,12783,1879,100327,2046,62916,673,9545,1364,53371,1481,47878,665,18213,1737,29665,1813,29136,634,13942,1220,15194,1278,395922,615,5720,1310,390202,1381,107412,1045,897,532,106515,1181,121303,1055,2374,869,118929,1252,71004,501,1448,776,69556,934,56480,465,433,204,56047,533,39723,480,568,342,39155,606,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,565970,617,27903,2555,538067,2581,263370,613,24166,2285,239204,2350,108533,359,3250,1124,105283,1116,87619,531,5564,1256,82055,1352,33017,5,3776,1105,29241,1105,20859,379,4676,865,16183,921,13342,413,6900,943,6442,974,302600,399,3737,881,298863,986,126580,281,476,289,126104,439,89383,345,1736,687,87647,748,36846,3,795,376,36051,376,27330,368,359,301,26971,523,22461,425,371,268,22090,488,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16731122,4263,1438337,19139,15292785,19095,8070403,4659,1300540,17727,6769863,18084,2242966,5508,84504,6241,2158462,7965,2603008,4636,252009,7434,2350999,8799,1326287,3960,218721,8074,1107566,8271,1083163,3620,364849,8667,718314,8335,814979,2936,380457,6773,434522,7564,8660719,4015,137797,6819,8522922,8385,2190420,4885,18504,2636,2171916,5687,2679701,5497,53649,4634,2626052,6554,1473508,3233,33404,3166,1440104,4398,1261706,3184,17419,2354,1244287,3739,1055384,2988,14821,1758,1040563,3463,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
