GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001EA,B21001A_001MA,B21001A_002MA,B21001A_002EA,B21001A_003MA,B21001A_003EA,B21001A_004EA,B21001A_004MA,B21001A_005EA,B21001A_005MA,B21001A_006EA,B21001A_006MA,B21001A_007EA,B21001A_007MA,B21001A_008MA,B21001A_008EA,B21001A_009EA,B21001A_009MA,B21001A_010MA,B21001A_010EA,B21001A_011EA,B21001A_011MA,B21001A_012EA,B21001A_012MA,B21001A_013MA,B21001A_013EA,B21001A_014MA,B21001A_014EA,B21001A_015MA,B21001A_015EA,B21001A_016MA,B21001A_016EA,B21001A_017EA,B21001A_017MA,B21001A_018EA,B21001A_018MA,B21001A_019MA,B21001A_019EA,B21001A_020EA,B21001A_020MA,B21001A_021MA,B21001A_021EA,B21001A_022EA,B21001A_022MA,B21001A_023EA,B21001A_023MA,B21001A_024MA,B21001A_024EA,B21001A_025MA,B21001A_025EA,B21001A_026MA,B21001A_026EA,B21001A_027EA,B21001A_027MA,B21001A_028EA,B21001A_028MA,B21001A_029EA,B21001A_029MA,B21001A_030MA,B21001A_030EA,B21001A_031EA,B21001A_031MA,B21001A_032EA,B21001A_032MA,B21001A_033EA,B21001A_033MA,state
0400000US13,4762484,12149,2319202,7721,657046,5376,27076,3149,629970,5681,806857,5196,82798,5797,724059,8555,400322,2384,66077,4101,334245,4133,289487,1777,113061,4522,176426,4498,165490,1594,86526,2828,78964,2965,2443282,6932,644947,4357,5119,1057,639828,4509,815620,4032,13713,2531,801907,4413,420844,2384,6416,1377,414428,2644,325887,1569,4064,1030,321823,1795,235984,1109,3317,895,232667,1355,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,272466,3419,136995,2369,30382,1982,4726,1205,25656,2230,43210,1267,7577,1192,35633,1528,26942,737,6961,1211,19981,1343,24887,455,9947,1082,14940,1103,11574,220,6155,904,5419,872,135471,1932,36363,1305,2200,687,34163,1405,40079,1127,1539,540,38540,1299,24900,659,937,430,23963,834,21232,258,294,198,20938,335,12897,285,324,298,12573,411,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1156360,5225,573326,2957,170369,2592,7812,1724,162557,3093,186583,2108,21298,2366,165285,3149,97206,890,14843,2241,82363,2406,74988,840,29713,2178,45275,2369,44180,589,23895,1666,20285,1631,583034,3179,163440,2071,1736,591,161704,2170,184687,1547,3260,1019,181427,2006,101609,1115,1863,595,99746,1253,78275,815,788,369,77487,913,55023,800,382,230,54641,880,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7214342,18033,3528453,10897,1010412,7073,32464,2995,977948,7081,1189410,5573,86453,4250,1102957,7485,634986,2595,59605,3169,575381,3851,421216,1793,138579,3896,282637,3757,272429,1558,131040,3929,141389,4199,3685889,9389,972132,6077,4647,1158,967485,6159,1177021,4904,13105,1596,1163916,5128,656213,2559,5989,1077,650224,2799,469138,1973,3593,873,465545,2152,411385,1506,3837,950,407548,1791,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4343006,5596,2117250,3862,620639,2532,22673,2997,597966,4049,705808,2324,68915,4097,636893,4336,376830,1404,55006,3371,321824,3937,256730,1133,93045,3213,163685,3282,157243,713,76984,2657,80259,2701,2225756,3791,603479,2347,2971,908,600508,2467,707423,2619,9127,1522,698296,2835,393037,1146,6249,1122,386788,1705,287761,1158,2530,694,285231,1400,234056,664,2326,642,231730,881,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2208023,4180,1082302,2453,313219,1869,10087,1631,303132,2593,344978,1665,30707,2509,314271,3027,197761,822,23838,1954,173923,1996,135239,480,49759,2177,85480,2267,91105,350,46356,2024,44749,2089,1125721,2396,302393,1480,1728,569,300665,1546,338341,1798,3818,851,334523,1884,201906,967,2436,590,199470,1065,146017,557,1513,476,144504,788,137064,469,1262,512,135802,764,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1878199,5285,914570,3334,272704,2769,14408,1807,258296,3288,293055,2202,29481,2587,263574,3646,162886,1092,22594,1826,140292,1874,112720,921,42257,1875,70463,1783,73205,758,35858,2036,37347,1900,963629,2738,267357,2172,2176,943,265181,2431,296325,1992,3671,910,292654,2360,170813,975,2692,635,168121,1277,121722,897,1511,518,120211,1147,107412,534,1004,414,106408,682,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3028595,4657,1466063,3275,417200,2424,16668,2162,400532,3402,496056,2001,48684,3575,447372,4114,259634,1008,35047,2556,224587,2633,185276,493,67606,3034,117670,3050,107897,364,48446,2291,59451,2271,1562532,2527,412888,2160,2070,661,410818,2147,504521,1531,7874,1344,496647,1977,277923,778,3878,947,274045,1172,208697,521,2717,661,205980,782,158503,523,1845,654,156658,873,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2273887,5352,1108841,3753,316618,3142,13637,1960,302981,3836,368299,2633,34568,3027,333731,3762,198200,1508,20450,2179,177750,2481,140099,812,45892,2936,94207,3013,85625,757,43518,2239,42107,2208,1165046,3537,312712,2381,3463,1311,309249,2456,365335,2504,4679,1473,360656,2567,206992,1117,2010,759,204982,1396,155009,769,1161,477,153848,941,124998,637,1115,523,123883,857,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1032096,1372,499448,1094,125007,1036,4968,1057,120039,1409,156566,662,19341,2199,137225,2179,98683,104,15792,1463,82891,1438,74898,306,28105,1806,46793,1794,44294,428,25825,1514,18469,1469,532648,886,121533,535,860,371,120673,679,163272,561,2754,775,160518,958,105593,480,1697,556,103896,711,80518,229,976,387,79542,431,61732,205,1097,520,60635,555,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2660026,8442,1286151,5159,349165,3466,20045,2315,329120,3714,421373,3139,48676,3575,372697,3862,243408,1196,34236,2890,209172,2913,165804,922,58985,2812,106819,2976,106401,479,56065,2176,50336,2131,1373875,4371,344031,2663,4012,1137,340019,2669,433373,2661,10822,1468,422551,3033,255913,1405,4657,978,251256,1867,185250,1153,1616,562,183634,1297,155308,720,2483,620,152825,854,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4401589,11135,2107056,7050,617219,4749,14310,2329,602909,5172,676262,3565,44666,3217,631596,4345,384284,1895,38874,2753,345410,3291,262186,963,73966,3448,188220,3549,167105,836,86548,3351,80557,3395,2294533,6216,616126,3216,2287,837,613839,3256,706063,4337,5709,1148,700354,4450,412525,1721,4455,840,408070,1861,301462,1285,2108,679,299354,1480,258357,1293,2792,776,255565,1391,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6233165,6177,3056442,3736,846438,2753,26060,2290,820378,3349,980469,2666,83068,3762,897401,4442,578229,1168,71509,3337,506720,3648,402396,837,142221,3950,260175,4103,248910,716,123246,3290,125664,3381,3176723,3638,811909,2432,3947,1034,807962,2780,975928,2187,12061,1324,963867,2912,599367,1213,6819,990,592548,1507,435485,916,3838,757,431647,1154,354034,767,3475,644,350559,1108,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3652716,4808,1799240,3008,498137,2181,15826,2308,482311,3347,593318,1783,42500,3017,550818,3295,339680,905,45626,2787,294054,2846,223058,667,87112,2811,135946,2906,145047,443,76372,1996,68675,2015,1853476,2903,480523,1968,2522,528,478001,1929,582907,1554,5274,873,577633,1787,346155,868,5646,1079,340509,1463,238956,577,1724,451,237232,810,204935,563,2003,575,202932,747,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1363260,3186,659331,2284,179179,3471,5873,1277,173306,3570,216467,2958,23851,2204,192616,3801,116836,729,18660,2258,98176,2455,90987,1005,30983,2422,60004,2524,55862,788,27006,1493,28856,1515,703929,1695,174408,2282,1026,699,173382,2371,220746,2009,3492,1041,217254,2257,122517,898,2880,1004,119637,1449,102688,977,788,437,101900,1110,83570,708,652,312,82918,807,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3941373,5461,1914721,4175,545652,3627,21638,2746,524014,3891,619379,2587,70170,4199,549209,5507,346853,1069,56346,3010,290507,2922,243568,1072,101623,3926,141945,3786,159269,996,81786,2934,77483,3090,2026652,3162,538323,2141,4488,1256,533835,2619,621099,2192,11094,1775,610005,3077,366749,1300,5049,1011,361700,1546,272473,1019,2839,663,269634,1195,228008,973,2816,740,225192,1241,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,740843,2000,371373,1384,102382,934,6832,1303,95550,1566,112337,920,13765,1900,98572,2073,69222,598,11805,1708,57417,1752,54997,400,23015,1674,31982,1706,32435,243,17708,1277,14727,1301,369470,1148,95197,855,1081,558,94116,967,108767,991,2805,721,105962,1081,71997,548,1831,675,70166,817,53644,355,784,389,52860,550,39865,390,467,250,39398,421,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1283374,3225,631918,2168,189336,1918,7016,1294,182320,2395,203652,2055,21267,1688,182385,2434,112036,833,15683,1685,96353,1880,77065,796,30679,1812,46386,1959,49829,448,25892,1420,23937,1466,651456,1890,183187,1794,1757,571,181430,1919,198817,1568,3275,749,195542,1862,114311,902,1840,637,112471,1082,82394,566,1097,442,81297,748,72747,288,975,367,71772,419,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1535809,11843,779982,6532,208764,3845,11133,2139,197631,4336,261175,3423,29035,2816,232140,4929,137064,1597,26092,2332,110972,2763,109072,1185,46339,2354,62733,2608,63907,1161,34163,1971,29744,2050,755827,6944,195411,3342,2202,840,193209,3440,243543,3952,4436,1065,239107,4009,133025,1866,3454,925,129571,2105,110844,1264,1952,646,108892,1285,73004,960,1422,618,71582,1196,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1015639,2266,495786,1866,132220,1231,4329,1043,127891,1567,159528,1269,15825,2077,143703,2445,99040,728,14035,1463,85005,1593,66859,465,25403,1674,41456,1690,38139,57,22589,1352,15550,1345,519853,1285,129618,934,1093,523,128525,1001,162399,731,3079,1024,159320,1331,102778,486,1651,582,101127,717,71495,592,850,438,70645,773,53563,248,1330,669,52233,674,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4856828,15607,2346894,9059,624915,5147,11560,1608,613355,5489,793060,5079,35179,3130,757881,5772,444779,2229,32271,2600,412508,3511,288793,1669,83409,2977,205384,3408,195347,1525,93656,2983,101691,3093,2509934,8599,598304,4495,1240,559,597064,4407,810964,4786,4586,980,806378,4859,464761,2177,2775,805,461986,2360,331704,2162,1836,662,329868,2215,304201,1332,2094,642,302107,1500,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1227640,8188,597154,4648,174269,4070,8294,1803,165975,4369,181738,2881,22267,2626,159471,3787,105638,1816,21307,2258,84331,2838,83892,1234,33269,2269,50623,2496,51617,989,26319,2114,25298,2129,630486,5286,170726,3443,1981,994,168745,3186,184818,2754,4255,1234,180563,2904,113995,1816,3775,984,110220,1983,94272,1499,1271,482,93001,1547,66675,1370,1413,543,65262,1436,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10120392,25789,4911657,15340,1415768,9172,33499,3045,1382269,9398,1586462,6905,86018,4882,1500444,9008,877804,3485,78444,3997,799360,4926,612705,2768,166175,4124,446530,4462,418918,2246,185952,5186,232966,5132,5208735,14320,1391932,6987,5709,1454,1386223,7393,1571674,8234,12334,2018,1559340,8895,916500,4089,7979,1312,908521,4412,697607,3831,3236,654,694371,3720,631022,2748,5446,998,625576,2850,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5573559,10543,2673244,6897,722187,5423,36824,3773,685363,6632,906734,4647,97626,4940,809108,6026,467922,2032,70549,3827,397373,3986,360201,1347,129633,3908,230568,4153,216200,974,113943,3491,102257,3476,2900315,5964,731061,4387,5638,1230,725423,4529,937333,3826,16762,1953,920571,4169,508925,2053,10759,1481,498166,2525,410766,1488,4339,981,406427,1655,312230,1153,3895,961,308335,1592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
