GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,NAME,B07009_001MA,B07009_001EA,B07009_002EA,B07009_002MA,B07009_003MA,B07009_003EA,B07009_004MA,B07009_004EA,B07009_005EA,B07009_005MA,B07009_006MA,B07009_006EA,B07009_007EA,B07009_007MA,B07009_008EA,B07009_008MA,B07009_009MA,B07009_009EA,B07009_010EA,B07009_010MA,B07009_011EA,B07009_011MA,B07009_012EA,B07009_012MA,B07009_013EA,B07009_013MA,B07009_014MA,B07009_014EA,B07009_015EA,B07009_015MA,B07009_016EA,B07009_016MA,B07009_017EA,B07009_017MA,B07009_018EA,B07009_018MA,B07009_019EA,B07009_019MA,B07009_020MA,B07009_020EA,B07009_021EA,B07009_021MA,B07009_022EA,B07009_022MA,B07009_023EA,B07009_023MA,B07009_024EA,B07009_024MA,B07009_025MA,B07009_025EA,B07009_026EA,B07009_026MA,B07009_027MA,B07009_027EA,B07009_028EA,B07009_028MA,B07009_029EA,B07009_029MA,B07009_030MA,B07009_030EA,B07009_031MA,B07009_031EA,B07009_032EA,B07009_032MA,B07009_033EA,B07009_033MA,B07009_034MA,B07009_034EA,B07009_035MA,B07009_035EA,B07009_036MA,B07009_036EA,state
0400000US01,3309607,5907,446943,10716,1029982,16141,987978,13566,528019,10136,316685,8377,2930912,12246,391303,9857,921427,16004,866814,13301,468086,9900,283282,7766,220992,10194,37054,4286,66568,5084,68389,4795,31935,3444,17046,2381,84142,5248,12766,2234,25006,3229,26948,3028,12488,1822,6934,1412,64448,5277,4735,903,14977,2271,23207,3106,13557,2298,7972,1640,9113,1866,1085,573,2004,789,2620,1009,1953,952,1451,723,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,481561,2194,40036,2946,133132,5152,169709,5313,86444,4760,52240,3278,403539,6136,33174,2529,112049,5026,140611,5469,73276,4337,44429,3084,47248,4752,4052,1243,14472,2261,17566,2801,7084,1531,4074,1057,9749,1730,1741,686,2852,786,2975,844,1444,660,737,419,17197,2249,676,365,2898,842,7372,1598,3779,914,2472,944,3828,1304,393,518,861,684,1185,616,861,564,528,316,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4711362,2707,604898,13931,1136493,15865,1586879,18647,863062,15327,520030,11588,3971494,16316,521177,12827,960647,15249,1329108,19292,713273,14717,447289,11047,459519,13442,54098,3901,112723,6995,164283,7755,88458,5437,39957,3637,75446,5645,11780,1753,18420,2684,30702,3560,10402,1645,4142,1018,174435,7772,10773,2565,39174,3796,57389,3737,44147,3872,22952,2430,30468,3698,7070,1592,5529,1543,5397,1281,6782,1729,5690,1405,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2008398,4671,267542,7996,683285,11877,587457,11564,301294,8647,168820,6386,1750211,10550,231091,7707,598537,11559,508140,10513,265195,7881,147248,6405,140746,7811,18548,2590,48342,4616,42902,3629,19332,2747,11622,1736,66832,5107,11140,1895,23357,2397,20074,2761,7644,1821,4617,1227,45148,4202,5757,1564,11812,2029,14875,2467,7848,1400,4856,1267,5461,1541,1006,546,1237,550,1466,1163,1275,595,477,339,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26679273,5961,4449302,35163,5541182,36178,7712542,40490,5616449,40234,3359798,29625,23493434,48052,4032453,33901,4934626,35030,6830600,41666,4822859,40638,2872896,28304,1977771,35914,271846,12333,406111,14239,584921,15333,458341,12474,256552,9727,673066,19086,86837,5842,125596,7340,192947,8195,167770,7158,99916,6549,326664,11608,20924,2670,44993,4290,75527,5182,101122,5872,84098,5407,208338,11046,37242,4507,29856,3881,28547,3124,66357,5599,46336,4268,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3822068,3950,319636,10562,815595,14267,1112140,14640,994894,11943,579803,11528,3213630,16592,271697,10742,700252,15506,933363,14133,818968,11039,489350,10800,271548,12179,23238,3427,55723,4439,84036,5171,70958,5306,37593,3992,177162,7895,14326,2807,35446,3772,51887,3891,50991,3524,24512,2644,139518,7355,6948,1408,20754,2686,39841,4192,47555,3770,24420,2719,20210,3361,3427,1065,3420,1073,3013,886,6422,1705,3928,1156,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2493854,1813,239289,8960,676911,14998,613047,12994,533791,10420,430816,8488,2232336,10234,210107,8095,612596,13749,548913,12452,478158,10160,382562,8726,154019,7982,18431,2713,41818,3558,38065,3407,30306,3435,25399,2899,41327,4061,4511,1090,10907,2337,11841,1761,7917,1168,6151,1396,50625,4757,2706,1009,8841,1981,12597,2203,13948,2029,12533,1984,15547,2580,3534,1263,2749,1153,1631,769,3462,1062,4171,1195,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,673686,1263,63551,5133,218309,7652,179743,5855,121442,5053,90641,4975,600623,5111,56824,4707,193305,7543,161332,5596,108000,5180,81162,4823,40877,3745,3843,1055,15729,2342,10285,1631,6650,1373,4370,1199,5978,1840,659,514,2032,871,1475,715,1105,733,707,588,23385,3168,1217,618,6618,1459,6420,1623,5372,1588,3758,1033,2823,1126,1008,910,625,420,231,167,315,254,644,428,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,494614,192,48331,4147,85033,5097,77731,4684,118172,5279,165347,5508,409895,5252,43786,3809,74832,4955,68028,4365,93696,5565,129553,5076,45384,4182,2991,1073,7817,1571,6030,1215,12567,2062,15979,2401,0,208,0,208,0,208,0,208,0,208,0,208,32278,3198,1129,738,2010,741,3149,940,9978,1725,16012,1793,7057,1485,425,325,374,324,524,501,1931,892,3803,994,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15020177,8023,1745933,28467,4330040,38469,4489712,31639,2839500,31510,1614992,19343,12886828,31724,1499502,27982,3738963,37797,3876263,30707,2394017,29359,1378083,19128,1135294,26567,140225,9060,329443,12425,333360,13023,223023,10004,109243,6231,426338,16982,53405,4281,123332,9610,124485,6681,84522,7214,40594,4027,406304,13677,28965,4114,100252,6411,120497,6809,94080,5125,62510,4953,165413,10868,23836,3057,38050,5067,35107,4458,43858,5067,24562,3196,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
