GEO_ID,B17003_001E,B17003_001M,B17003_002E,B17003_002M,B17003_003E,B17003_003M,B17003_004E,B17003_004M,B17003_005E,B17003_005M,B17003_006E,B17003_006M,B17003_007E,B17003_007M,B17003_008E,B17003_008M,B17003_009E,B17003_009M,B17003_010E,B17003_010M,B17003_011E,B17003_011M,B17003_012E,B17003_012M,B17003_013E,B17003_013M,B17003_014E,B17003_014M,B17003_015E,B17003_015M,B17003_016E,B17003_016M,B17003_017E,B17003_017M,B17003_018E,B17003_018M,B17003_019E,B17003_019M,B17003_020E,B17003_020M,B17003_021E,B17003_021M,B17003_022E,B17003_022M,B17003_023E,B17003_023M,NAME,B17003_001MA,B17003_001EA,B17003_002MA,B17003_002EA,B17003_003MA,B17003_003EA,B17003_004EA,B17003_004MA,B17003_005MA,B17003_005EA,B17003_006MA,B17003_006EA,B17003_007MA,B17003_007EA,B17003_008MA,B17003_008EA,B17003_009MA,B17003_009EA,B17003_010MA,B17003_010EA,B17003_011MA,B17003_011EA,B17003_012EA,B17003_012MA,B17003_013MA,B17003_013EA,B17003_014MA,B17003_014EA,B17003_015MA,B17003_015EA,B17003_016MA,B17003_016EA,B17003_017MA,B17003_017EA,B17003_018EA,B17003_018MA,B17003_019EA,B17003_019MA,B17003_020EA,B17003_020MA,B17003_021MA,B17003_021EA,B17003_022MA,B17003_022EA,B17003_023MA,B17003_023EA,state
0400000US01,3248133,6104,429443,12284,161241,6877,50793,3924,60727,4167,35001,3382,14720,2125,268202,8663,73815,4793,97713,4813,74497,4082,22177,2559,2818690,13233,1361556,7232,161212,6955,432420,10390,395665,9552,372259,8069,1457134,9725,140522,4744,415021,10066,469885,9383,431706,9207,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,474737,2182,42327,3248,20407,1973,4051,800,10094,1422,4981,1103,1281,465,21920,2209,5172,1298,7516,1170,6712,1357,2520,963,432410,4201,225336,3131,15416,2107,68614,3321,79671,3633,61635,2957,207074,2848,13993,1752,43838,2761,76680,4178,72563,3950,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4631789,3298,546498,15878,235065,8221,65171,4897,75240,4732,63919,4548,30735,3308,311433,10330,80873,5194,95722,5921,95988,5484,38850,3599,4085291,15476,2004727,8154,227830,6909,469598,10745,661423,11558,645876,10767,2080564,10294,205672,7360,471654,11030,741434,13259,661804,12012,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1964619,4664,259901,8803,107052,5310,28889,2990,43987,4205,23796,2621,10380,1784,152849,5733,35280,2944,59431,3359,46859,3353,11279,2171,1704718,10349,832663,7139,103723,4890,297184,7405,227195,6771,204561,6988,872055,6237,88422,4470,262798,7961,281182,8282,239653,6622,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26348182,6215,2854425,37852,1190060,20409,378772,11727,316143,10168,293536,10290,201609,7382,1664365,24365,558096,13517,432907,12769,431586,11607,241776,8121,23493757,38064,11626437,21217,1736197,21735,2412031,25880,3334704,26830,4143505,25645,11867320,24350,1673536,18971,2278197,22524,3558423,25524,4357164,27870,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3767786,4028,315026,10001,135226,6066,27145,3420,40469,3189,36787,3006,30825,2989,179800,6810,33059,3257,49902,3966,60791,4548,36048,3096,3452760,10748,1724972,6697,132524,6650,363257,9575,493230,10713,735961,9176,1727788,7317,117695,5287,334431,8410,510492,8933,765170,9118,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2453938,2007,196885,9725,79690,5294,25762,3081,28207,3336,13445,1856,12276,1867,117195,6719,29678,3030,39768,3719,26039,3160,21710,2576,2257053,9817,1087516,5666,91860,5496,303188,10808,255860,8277,436608,7267,1169537,7324,82628,4233,290708,8391,307763,9379,488438,8500,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,663514,1232,75053,5280,29881,2680,6187,1422,15108,2192,4725,1239,3861,993,45172,3711,8739,1723,20699,2804,10685,1585,5049,1332,588461,5622,282559,2926,26370,2526,89828,4848,71838,3726,94523,4264,305902,3763,18566,2555,88560,4708,90617,3818,108159,4288,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,488148,787,63269,4437,25065,3160,5037,1227,9193,1646,4070,1079,6765,2014,38204,3358,8230,1741,13520,2178,7179,1391,9275,1831,424879,4437,202340,3119,17068,2608,28708,3117,28933,3099,127631,3526,222539,3415,15677,2233,31654,3087,36045,3281,139163,3568,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14794321,7924,1729918,34302,714806,18219,173932,8772,264149,11556,166248,7380,110477,7264,1015112,22252,240155,11554,361079,14831,267494,8416,146384,9016,13064403,35923,6327408,18481,658964,18276,1788582,21229,1864318,19354,2015544,19033,6736995,23336,605691,13799,1821846,24153,2143550,23315,2165908,23341,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6771447,7765,799274,22740,311679,10600,101421,6116,118296,6908,59254,5162,32708,2698,487595,15940,134142,8739,166806,8481,132089,7762,54558,4454,5972173,24424,2867268,12489,332400,11781,811420,18240,783334,17621,940114,13539,3104905,16794,285112,9213,787329,15680,936153,14224,1096311,15190,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,983998,1798,83497,5266,35190,2825,5326,1126,14197,2096,9292,1556,6375,1137,48307,3602,9491,1679,17494,1940,13972,1905,7350,1530,900501,5249,445899,3066,28033,2710,123405,5070,146599,4670,147862,4225,454602,3625,32131,2514,119028,4551,137815,5288,165628,5770,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1096808,3221,116006,7455,46808,4188,8710,1838,17681,2809,13554,2308,6863,1458,69198,4751,12047,2097,24836,3022,22927,2693,9388,1713,980802,7747,491029,5230,44982,3429,136621,5520,168074,5992,141352,5996,489773,5193,33652,3401,127055,5995,189778,6426,139288,5445,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8558094,4944,856155,18986,346956,10815,84101,4965,120690,5522,81781,5143,60384,4879,509199,11428,112854,5798,174778,6841,147258,6857,74309,4051,7701939,18861,3762917,11191,375757,9863,963646,16044,1071114,16240,1352400,15327,3939022,11986,335128,9223,955005,13821,1151000,15193,1497889,15702,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4348752,5470,452530,13574,181041,7728,49794,4269,69708,4099,39324,3184,22215,2645,271489,9140,61854,4355,105432,4877,77112,4996,27091,2917,3896222,15565,1904375,8951,196602,7362,630780,11235,547366,11737,529627,9702,1991847,10336,173562,7536,607028,11291,609672,11754,601585,11626,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2056631,4209,170011,6614,68509,3806,14293,1885,25140,1892,18257,2070,10819,1851,101502,4283,17798,1868,37327,2366,34067,2707,12310,1718,1886620,7449,934076,4965,69888,3427,295929,6523,298556,6288,269703,5584,952544,5408,56661,3141,262600,6230,324073,6983,309210,7366,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1866711,4619,167546,7052,68272,3655,13690,1674,24817,2801,20106,2711,9659,1396,99274,4939,19724,2326,32803,3026,33962,2830,12785,2016,1699165,8587,841926,4738,72420,4142,215789,5495,257534,6691,296183,6935,857239,5992,57050,3402,200697,6230,279532,7006,319960,6797,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2956224,4250,430716,12610,179470,6433,62397,4210,72335,5145,32416,2907,12322,1693,251246,8145,66273,4425,90105,4895,74179,4117,20689,2451,2525508,13639,1234423,7364,145555,6251,421633,7917,349623,8770,317612,8263,1291085,8555,120185,5514,387993,7935,413171,8508,369736,7895,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3043231,5452,474014,16120,181815,8075,63475,5377,68977,4538,34088,3346,15275,2480,292199,10936,85692,5621,107627,5806,78272,6218,20608,2461,2569217,17809,1247338,9434,161348,5703,437484,10032,342251,8891,306255,7271,1321879,11771,125182,6172,417302,10385,384227,10982,395168,9590,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,960046,1774,93173,4966,40091,2860,9437,1572,16804,1823,8864,1528,4986,1104,53082,3647,9543,1870,22202,2457,14843,1903,6494,1012,866873,5120,421291,3131,32913,2704,132773,4920,125341,4109,130264,4938,445582,3807,20140,1475,124049,5312,133850,4904,167543,4973,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4107046,3637,324540,11684,130671,6302,35743,4017,48518,3653,24738,2400,21672,2848,193869,7856,47328,4530,66552,4764,49563,4155,30426,2849,3782506,11726,1800506,7256,170539,7872,452559,9861,444512,9843,732896,11038,1982000,8098,153410,5891,428509,9746,540133,10631,859948,12016,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4721576,2903,413642,13257,162719,7742,44384,3587,50371,4376,30410,2999,37554,3482,250923,7888,60718,4661,80816,4408,59773,4373,49616,3648,4307934,13770,2080318,8837,161865,6261,529131,10849,457579,10974,931743,11808,2227616,7946,159374,6419,476393,11308,542791,11719,1049058,12059,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
