GEO_ID,C17026_001E,C17026_001M,C17026_002E,C17026_002M,C17026_003E,C17026_003M,C17026_004E,C17026_004M,C17026_005E,C17026_005M,C17026_006E,C17026_006M,C17026_007E,C17026_007M,C17026_008E,C17026_008M,NAME,C17026_001EA,C17026_001MA,C17026_002EA,C17026_002MA,C17026_003EA,C17026_003MA,C17026_004MA,C17026_004EA,C17026_005EA,C17026_005MA,C17026_006EA,C17026_006MA,C17026_007EA,C17026_007MA,C17026_008EA,C17026_008MA,state
0400000US01,1203689,13513,62288,4349,92082,5088,52993,3789,44994,3828,78540,5202,30292,2943,842500,12072,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,5828,1066,6560,1053,4363,937,5233,1178,8921,1513,2687,805,133809,4069,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,72957,4896,103105,5252,67586,4704,66599,4568,98618,6124,36851,3066,1206609,12610,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,34429,3099,53461,3282,34465,3140,37772,3050,58077,4157,20911,1970,515584,10825,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,327290,9542,530777,12000,354988,10868,338337,10298,481265,11168,197502,7367,6680458,27194,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,38342,3226,53618,3558,38209,3359,36760,3204,64493,4612,28438,2828,1106947,9660,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,24771,2796,30985,3002,21292,2536,24310,2859,35644,3136,13078,2406,727213,8952,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,10363,1619,11302,1681,8409,1676,6565,1568,11115,1883,3638,941,184403,5365,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,7493,1117,8436,1766,4322,1206,2521,780,4199,1220,1671,612,90715,3408,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,200277,9064,298752,8979,207531,8314,207949,7282,321040,9042,126079,5768,3581878,25232,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2525783,17938,114939,6887,164809,9022,106200,6011,107763,5343,157180,6637,60998,4401,1813894,15074,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,11345,1861,12202,1654,6158,1261,8678,1492,14280,1711,4500,938,263173,5126,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,13564,2061,22661,2895,15858,1997,18660,2198,28615,2862,13460,2187,306956,7090,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,114748,5975,163118,7179,105773,6202,98121,5429,151430,6886,64515,3912,2385838,18285,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,64105,4671,89266,5018,59108,4085,59838,3929,90614,4936,37768,2864,1259403,13392,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,19863,2005,33360,2934,24245,2167,24123,2022,41389,2865,18050,1887,633584,7302,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,24120,2228,34115,2889,23793,2632,25672,2596,42456,3475,16194,1811,567299,7639,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,61078,4021,84919,4471,47410,3607,45185,3354,68888,3564,28494,2832,793854,11271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,72949,4866,90332,4570,54224,4497,51944,3732,70746,4547,27724,2875,739326,10452,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,7835,1437,13084,1749,10025,1555,10980,1571,15814,1840,7542,1267,264826,5751,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,41659,3294,50121,3433,33084,2987,40715,3641,62981,4126,22306,2392,1218964,13317,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,54970,3786,64724,4427,40113,4009,41285,3277,61480,3716,24315,3005,1365327,11870,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,98367,4086,146293,5904,87285,3571,88737,4787,132977,5277,58615,3041,1905729,12204,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,29091,2231,51359,4048,32005,2683,34835,2540,56953,3086,22822,2009,1161677,10547,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,44385,4064,62536,3818,36739,2913,33977,2661,51073,4347,18856,2323,468885,8912,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,52547,4009,88387,5059,60364,3898,54780,3985,86845,5185,36245,2454,1148092,13544,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,9015,1673,11313,1544,10343,1411,8468,1334,14742,1659,7127,1087,201718,5335,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
