GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001MA,B14004_001EA,B14004_002MA,B14004_002EA,B14004_003EA,B14004_003MA,B14004_004EA,B14004_004MA,B14004_005MA,B14004_005EA,B14004_006MA,B14004_006EA,B14004_007MA,B14004_007EA,B14004_008EA,B14004_008MA,B14004_009EA,B14004_009MA,B14004_010MA,B14004_010EA,B14004_011MA,B14004_011EA,B14004_012MA,B14004_012EA,B14004_013MA,B14004_013EA,B14004_014EA,B14004_014MA,B14004_015EA,B14004_015MA,B14004_016MA,B14004_016EA,B14004_017EA,B14004_017MA,B14004_018MA,B14004_018EA,B14004_019EA,B14004_019MA,B14004_020EA,B14004_020MA,B14004_021MA,B14004_021EA,B14004_022MA,B14004_022EA,B14004_023MA,B14004_023EA,B14004_024MA,B14004_024EA,B14004_025EA,B14004_025MA,B14004_026EA,B14004_026MA,B14004_027MA,B14004_027EA,B14004_028MA,B14004_028EA,B14004_029MA,B14004_029EA,B14004_030MA,B14004_030EA,B14004_031EA,B14004_031MA,B14004_032MA,B14004_032EA,B14004_033MA,B14004_033EA,state
0400000US01,3972124,3503,1895814,3709,112630,5661,365,248,70462,4425,27437,3019,14366,2429,17910,2585,0,200,7977,1680,4052,988,5881,1406,1765274,6890,95547,2648,156219,4938,278088,4494,1235420,4447,2076310,3989,154516,6535,635,455,99489,5342,30726,2941,23666,2433,25053,2863,35,60,13034,2072,6077,1385,5907,1352,1896741,7890,94856,2791,123898,5406,282498,4251,1395489,4771,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,583639,1229,307088,1526,17494,2013,0,153,9081,1706,3813,968,4600,1246,2784,984,13,22,971,642,490,322,1310,579,286810,2460,15360,1215,31058,2108,59217,1877,181175,2198,276551,1567,20896,2188,211,296,9251,1448,5331,1142,6103,1208,3269,797,0,153,669,341,742,342,1858,616,252386,2309,13441,1101,22023,1391,48556,2222,168366,1638,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5663228,2008,2797660,2475,180174,6918,769,418,106320,5259,43688,3275,29397,2771,34563,4483,353,482,14307,3137,10413,1793,9490,1572,2582923,6419,141142,1924,228418,4926,440038,4600,1773325,3966,2865568,1852,208181,7416,1515,640,120834,5302,44836,3411,40996,2943,42006,2939,409,502,13110,1907,12325,1752,16162,1794,2615381,8360,135498,1499,189191,5455,402027,4156,1888665,3997,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2418049,3055,1179013,3349,64293,4712,247,336,41245,3426,14031,2263,8770,1508,13322,2115,0,201,8628,1888,2528,835,2166,760,1101398,6027,64758,2475,95722,4614,178518,4114,762400,3470,1239036,3521,80809,4674,243,241,46412,3385,16971,2153,17183,2411,18169,2841,0,201,11376,2387,3303,1103,3490,1009,1140058,5288,56955,2297,84065,3642,167435,4121,831603,3945,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32009857,3422,15802609,4183,1205389,18635,9153,1659,745885,12746,292424,10235,157927,5431,282341,9630,1042,476,117152,6207,91747,5997,72400,4527,14314879,20295,774853,2952,1096415,13917,2716401,11312,9727210,7356,16207248,3926,1378419,15828,14542,2124,818053,11490,328657,10026,217167,7195,363895,10241,1519,667,153928,6147,111440,6456,97008,5077,14464934,15923,729481,3215,868561,11756,2477556,10839,10389336,9976,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4558575,2194,2281955,2677,151328,5290,992,564,91224,4085,37681,3340,21431,2056,31023,3301,0,200,13503,2501,8086,1439,9434,1301,2099604,6061,108366,1724,169073,4774,403970,4770,1418195,3336,2276620,2384,160960,7044,603,335,93445,5008,37219,3089,29693,2582,34331,3156,158,198,14519,2259,9917,1601,9737,1705,2081329,8076,103661,1851,140963,5327,370297,4850,1466408,3826,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2986837,1938,1442504,2026,78162,4573,462,351,53033,3387,14723,2333,9944,1488,42844,3748,179,168,26879,3081,9119,1798,6667,1441,1321498,6356,71452,1236,99824,4023,201847,2906,948375,2895,1544333,1981,97554,5384,929,578,60628,3707,18038,2927,17959,2275,56636,3735,134,127,34772,2747,10488,1540,11242,1815,1390143,6363,67775,1318,76916,3846,189926,3283,1055526,3473,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,792511,507,379153,1265,23356,2579,93,134,15087,1641,5859,1691,2317,843,5558,1105,0,198,2152,653,1423,596,1983,625,350239,2922,17633,962,24803,1984,58080,2042,249723,1687,413358,1113,33632,3058,398,320,20044,1859,8141,1862,5049,1189,6439,1241,0,198,2558,846,1529,576,2352,699,373287,3198,16761,927,19296,1801,55917,2215,281313,1856,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,585161,295,274333,549,9304,1696,64,70,3606,1033,3365,808,2269,833,20504,2858,65,111,12465,1547,5626,1764,2348,932,244525,3269,7932,528,18038,1717,67161,1930,151394,1229,310828,574,11599,1753,57,94,4497,1037,4221,1076,2824,673,32778,2285,276,297,21096,1705,8042,1548,3364,791,266451,2855,7393,528,15058,1724,73939,1748,170061,1128,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17514198,4283,8482987,5321,473961,13762,4079,1308,283433,10866,117177,6518,69272,5109,138123,6779,323,259,62289,4532,39166,4003,36345,3176,7870903,16502,364363,3724,564497,10983,1208566,9455,5733477,8474,9031211,5206,573451,12908,3788,906,325807,8882,140776,7598,103080,5414,187965,9520,424,269,78162,6759,52681,4691,56698,3962,8269795,13894,357601,3636,449255,9697,1149471,9113,6313468,8798,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
