GEO_ID,B01002I_001E,B01002I_001M,B01002I_002E,B01002I_002M,B01002I_003E,B01002I_003M,NAME,B01002I_001EA,B01002I_001MA,B01002I_002EA,B01002I_002MA,B01002I_003EA,B01002I_003MA,state
0400000US01,23.4,0.7,24.5,1.1,22.3,1.0,Alabama,null,null,null,null,null,null,01
0400000US02,25.8,1.0,26.4,1.2,24.6,1.2,Alaska,null,null,null,null,null,null,02
0400000US04,27.6,0.2,27.1,0.2,28.2,0.2,Arizona,null,null,null,null,null,null,04
0400000US05,23.9,0.5,23.9,0.9,23.9,0.8,Arkansas,null,null,null,null,null,null,05
0400000US06,29.4,0.1,28.9,0.1,30.0,0.1,California,null,null,null,null,null,null,06
0400000US08,28.2,0.2,27.8,0.4,28.6,0.2,Colorado,null,null,null,null,null,null,08
0400000US09,29.4,0.2,28.5,0.4,30.4,0.3,Connecticut,null,null,null,null,null,null,09
0400000US10,26.6,0.7,26.4,1.3,26.8,0.9,Delaware,null,null,null,null,null,null,10
0400000US11,30.7,0.2,30.8,0.4,30.6,0.4,District of Columbia,null,null,null,null,null,null,11
0400000US12,35.8,0.1,34.6,0.2,37.2,0.2,Florida,null,null,null,null,null,null,12
0400000US13,26.3,0.3,26.5,0.4,26.0,0.4,Georgia,null,null,null,null,null,null,13
0400000US15,25.7,0.6,24.9,0.6,26.4,0.4,Hawaii,null,null,null,null,null,null,15
0400000US16,24.0,0.6,24.5,0.9,23.6,0.6,Idaho,null,null,null,null,null,null,16
0400000US17,28.7,0.1,28.7,0.2,28.6,0.2,Illinois,null,null,null,null,null,null,17
0400000US18,25.0,0.4,24.7,0.7,25.2,0.6,Indiana,null,null,null,null,null,null,18
0400000US19,22.9,0.9,23.0,1.4,22.8,1.1,Iowa,null,null,null,null,null,null,19
0400000US20,24.5,0.4,24.4,0.5,24.6,0.5,Kansas,null,null,null,null,null,null,20
0400000US21,24.4,1.1,25.7,1.4,22.7,1.1,Kentucky,null,null,null,null,null,null,21
0400000US22,29.8,0.7,29.3,1.2,30.3,1.0,Louisiana,null,null,null,null,null,null,22
0400000US23,24.1,3.3,22.3,2.1,34.1,3.0,Maine,null,null,null,null,null,null,23
0400000US24,28.9,0.3,28.8,0.3,29.1,0.5,Maryland,null,null,null,null,null,null,24
0400000US25,28.1,0.2,27.3,0.3,29.2,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US26,26.0,0.3,25.7,0.6,26.2,0.4,Michigan,null,null,null,null,null,null,26
0400000US27,24.7,0.4,25.3,1.4,24.1,0.7,Minnesota,null,null,null,null,null,null,27
0400000US28,24.1,2.5,27.4,2.3,21.9,1.9,Mississippi,null,null,null,null,null,null,28
0400000US29,25.1,0.7,25.1,0.8,25.2,0.9,Missouri,null,null,null,null,null,null,29
0400000US30,24.4,1.0,25.0,1.6,23.5,2.2,Montana,null,null,null,null,null,null,30
0400000US31,24.0,0.6,24.5,0.7,23.4,0.9,Nebraska,null,null,null,null,null,null,31
0400000US32,28.4,0.2,28.3,0.2,28.5,0.3,Nevada,null,null,null,null,null,null,32
0400000US33,27.5,1.0,27.5,1.7,27.5,1.8,New Hampshire,null,null,null,null,null,null,33
0400000US34,31.8,0.2,30.8,0.2,32.9,0.2,New Jersey,null,null,null,null,null,null,34
0400000US35,31.9,0.2,31.0,0.3,32.7,0.3,New Mexico,null,null,null,null,null,null,35
0400000US36,32.0,0.2,30.9,0.1,33.4,0.2,New York,null,null,null,null,null,null,36
0400000US37,24.7,0.3,24.6,0.4,24.9,0.4,North Carolina,null,null,null,null,null,null,37
0400000US38,25.0,1.6,26.1,2.7,23.3,1.8,North Dakota,null,null,null,null,null,null,38
0400000US39,26.2,0.5,26.0,0.5,26.5,0.7,Ohio,null,null,null,null,null,null,39
0400000US40,23.3,0.4,23.4,0.5,23.3,0.5,Oklahoma,null,null,null,null,null,null,40
0400000US41,25.6,0.3,25.9,0.4,25.3,0.4,Oregon,null,null,null,null,null,null,41
0400000US42,26.7,0.3,26.4,0.3,27.0,0.3,Pennsylvania,null,null,null,null,null,null,42
0400000US44,27.5,0.7,26.4,0.6,28.6,0.5,Rhode Island,null,null,null,null,null,null,44
0400000US45,26.6,0.4,26.6,0.7,26.6,0.9,South Carolina,null,null,null,null,null,null,45
0400000US46,25.1,1.0,27.1,3.4,22.7,3.0,South Dakota,null,null,null,null,null,null,46
0400000US47,24.0,0.6,25.3,0.8,22.9,0.9,Tennessee,null,null,null,null,null,null,47
0400000US48,28.7,0.1,28.1,0.2,29.3,0.1,Texas,null,null,null,null,null,null,48
0400000US49,24.8,0.2,24.7,0.3,24.9,0.3,Utah,null,null,null,null,null,null,49
0400000US50,23.9,2.0,23.5,1.9,25.3,3.0,Vermont,null,null,null,null,null,null,50
0400000US51,28.7,0.3,28.2,0.5,29.2,0.6,Virginia,null,null,null,null,null,null,51
0400000US53,25.2,0.2,25.7,0.2,24.7,0.3,Washington,null,null,null,null,null,null,53
0400000US54,28.4,4.5,25.5,6.3,31.8,7.2,West Virginia,null,null,null,null,null,null,54
0400000US55,24.8,0.4,25.3,0.6,24.4,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,27.3,1.5,29.1,2.8,25.3,2.4,Wyoming,null,null,null,null,null,null,56
0400000US72,41.4,0.3,39.4,0.3,43.4,0.3,Puerto Rico,null,null,null,null,null,null,72
