GEO_ID,B08505G_001E,B08505G_001M,B08505G_002E,B08505G_002M,B08505G_003E,B08505G_003M,B08505G_004E,B08505G_004M,B08505G_005E,B08505G_005M,B08505G_006E,B08505G_006M,B08505G_007E,B08505G_007M,NAME,B08505G_001MA,B08505G_001EA,B08505G_002MA,B08505G_002EA,B08505G_003EA,B08505G_003MA,B08505G_004EA,B08505G_004MA,B08505G_005MA,B08505G_005EA,B08505G_006MA,B08505G_006EA,B08505G_007MA,B08505G_007EA,state
0400000US01,28018,3230,21213,2509,3155,1111,180,244,1641,844,693,572,1136,726,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21079,2642,14163,2163,3044,997,135,148,1681,790,950,631,1106,653,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,88568,6145,65562,5021,11494,1804,2164,841,1828,539,2631,920,4889,1400,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27668,2903,20842,2435,3888,973,0,198,566,380,708,506,1664,761,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,710124,16747,520991,14753,72574,5373,38296,3280,21972,2550,19064,2900,37227,2953,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,76561,5630,56840,4320,7971,1708,3464,1118,2511,847,1587,724,4188,1022,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40969,4242,28818,3452,5064,1401,1900,802,2590,1056,797,521,1800,788,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22735,2766,9728,1941,1832,679,7783,1359,1366,529,1090,470,936,514,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,200909,10279,153964,8188,23530,3498,3201,1012,3085,1082,5797,1798,11332,2292,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
