GEO_ID,B01001D_001E,B01001D_001M,B01001D_002E,B01001D_002M,B01001D_003E,B01001D_003M,B01001D_004E,B01001D_004M,B01001D_005E,B01001D_005M,B01001D_006E,B01001D_006M,B01001D_007E,B01001D_007M,B01001D_008E,B01001D_008M,B01001D_009E,B01001D_009M,B01001D_010E,B01001D_010M,B01001D_011E,B01001D_011M,B01001D_012E,B01001D_012M,B01001D_013E,B01001D_013M,B01001D_014E,B01001D_014M,B01001D_015E,B01001D_015M,B01001D_016E,B01001D_016M,B01001D_017E,B01001D_017M,B01001D_018E,B01001D_018M,B01001D_019E,B01001D_019M,B01001D_020E,B01001D_020M,B01001D_021E,B01001D_021M,B01001D_022E,B01001D_022M,B01001D_023E,B01001D_023M,B01001D_024E,B01001D_024M,B01001D_025E,B01001D_025M,B01001D_026E,B01001D_026M,B01001D_027E,B01001D_027M,B01001D_028E,B01001D_028M,B01001D_029E,B01001D_029M,B01001D_030E,B01001D_030M,B01001D_031E,B01001D_031M,NAME,B01001D_001EA,B01001D_001MA,B01001D_002EA,B01001D_002MA,B01001D_003EA,B01001D_003MA,B01001D_004MA,B01001D_004EA,B01001D_005MA,B01001D_005EA,B01001D_006MA,B01001D_006EA,B01001D_007EA,B01001D_007MA,B01001D_008EA,B01001D_008MA,B01001D_009EA,B01001D_009MA,B01001D_010MA,B01001D_010EA,B01001D_011MA,B01001D_011EA,B01001D_012EA,B01001D_012MA,B01001D_013EA,B01001D_013MA,B01001D_014EA,B01001D_014MA,B01001D_015MA,B01001D_015EA,B01001D_016MA,B01001D_016EA,B01001D_017MA,B01001D_017EA,B01001D_018EA,B01001D_018MA,B01001D_019EA,B01001D_019MA,B01001D_020MA,B01001D_020EA,B01001D_021MA,B01001D_021EA,B01001D_022MA,B01001D_022EA,B01001D_023EA,B01001D_023MA,B01001D_024EA,B01001D_024MA,B01001D_025EA,B01001D_025MA,B01001D_026MA,B01001D_026EA,B01001D_027MA,B01001D_027EA,B01001D_028EA,B01001D_028MA,B01001D_029EA,B01001D_029MA,B01001D_030EA,B01001D_030MA,B01001D_031EA,B01001D_031MA,state
0400000US01,66908,2994,31671,1745,1431,711,1482,575,2443,725,2075,637,1306,644,2757,540,2931,815,2627,840,4234,1031,5242,895,3197,710,1418,438,513,305,15,23,35237,2379,2159,781,2366,938,2367,637,1720,619,738,406,2457,850,1915,585,2128,913,5796,1146,6181,962,3831,759,2636,742,809,396,134,163,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,49385,2179,23618,1255,1421,289,1834,568,1953,497,1268,141,729,438,1624,565,1982,572,1887,538,2631,607,3468,771,2774,394,1435,413,430,243,182,171,25767,1364,1387,347,1960,644,1049,522,1094,194,1093,600,1733,798,1730,802,1521,699,4325,830,3617,479,2999,374,2070,397,794,408,395,321,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,232517,4814,108396,3048,6525,722,5948,1053,5450,1047,3596,620,4266,903,10430,1163,9463,813,9204,795,17667,1040,15095,886,10771,694,5811,513,2891,623,1279,552,124121,2818,6115,782,6116,1190,6830,1056,3563,635,3612,1015,8358,799,10007,1088,10863,831,20666,977,19005,949,13241,770,10353,590,3737,644,1655,623,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,47885,3261,23566,1921,1799,732,1646,487,1797,687,1042,525,479,344,1966,735,2530,620,2542,882,3901,750,2210,666,2410,652,1134,426,72,110,38,47,24319,1953,1384,571,2119,665,1651,703,1093,580,574,325,2038,719,1508,656,2300,633,3715,825,3503,849,2359,689,1540,677,501,388,34,91,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5765305,20570,2723625,11402,140362,3219,145179,4583,154360,4611,95848,1973,67781,1881,183268,3270,235386,3304,224729,3227,404317,3283,377282,3218,325255,2341,220077,2377,111672,3217,38109,3288,3041680,13167,138065,3553,140038,5607,140704,5252,88960,2144,63746,2208,172895,3637,238797,3603,244356,3179,471818,2949,445713,2707,399511,2586,279361,1874,147673,3807,70043,3300,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,179251,4255,83475,2870,4451,765,6098,1093,5117,1115,4249,885,2605,708,7840,1062,7519,927,7446,926,13259,1179,11264,1287,6627,1105,4645,971,1590,600,765,398,95776,2742,4369,728,6369,972,6551,989,3619,796,2626,828,6599,1200,7924,980,7635,690,16032,843,12979,780,9916,643,6801,787,3088,733,1268,532,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,163924,3110,77157,2257,3741,612,4571,706,4784,861,2733,477,2037,731,6301,1059,7141,700,8098,749,12726,622,11803,844,7138,501,4425,526,1458,537,201,169,86767,2027,3539,488,4371,919,5383,926,3541,711,2191,668,6881,914,8079,603,8296,558,15485,791,13035,982,8218,588,5327,785,1739,463,682,390,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38930,1658,18437,966,1304,178,1075,492,1065,456,769,542,308,222,1464,297,1709,39,2029,248,3077,332,2136,409,1978,237,759,360,682,383,82,124,20493,994,1257,120,1256,281,1062,300,455,314,646,367,1279,503,2257,631,2145,224,3015,362,2656,492,2163,252,1585,389,438,254,279,211,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28499,1656,12149,871,961,348,456,276,43,78,96,95,318,274,1224,412,1784,354,1920,189,2644,240,1299,223,630,155,561,184,175,177,38,68,16350,1047,386,353,314,301,254,181,195,152,323,246,2162,363,2501,379,2809,265,3253,377,1528,184,1318,447,664,321,546,344,97,105,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,588087,7774,269240,5456,13040,1497,14200,1967,18099,2367,9198,1634,6709,1217,20318,1895,21641,1587,21571,1429,42297,2474,39193,2433,30194,1377,21140,1468,8905,1012,2735,1017,318847,4484,13379,1276,13685,1746,17847,2148,11195,1256,8562,1579,20135,2184,21262,1419,24788,2472,52153,2186,49508,2065,38819,1390,30875,1522,13313,1540,3326,956,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
