GEO_ID,B19121_001E,B19121_001M,B19121_002E,B19121_002M,B19121_003E,B19121_003M,B19121_004E,B19121_004M,B19121_005E,B19121_005M,NAME,B19121_001MA,B19121_001EA,B19121_002MA,B19121_002EA,B19121_003EA,B19121_003MA,B19121_004MA,B19121_004EA,B19121_005EA,B19121_005MA,state
0400000US01,61512,726,32544,1124,46521,1280,86523,1230,106440,4084,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,86831,2820,45100,5512,61539,3506,105784,3811,126050,11807,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,67886,759,43327,1274,51086,677,88277,1520,106578,1610,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,57421,1216,31927,1410,42546,1881,79699,1853,103187,5692,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,82009,339,37901,861,56580,647,105661,781,117999,1122,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,84918,1121,46967,1850,61005,1151,102539,1706,122308,2648,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,93870,1823,45848,1721,63564,2844,119475,2127,139503,5402,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,77082,2857,45595,5070,56095,2271,104452,5279,129018,8268,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,106528,4406,15570,2444,64324,9225,167255,9499,141443,15134,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,64003,508,40622,813,48000,686,83502,890,102367,1771,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,67983,976,34107,1259,46810,873,89861,1193,108599,2578,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,91460,1555,45389,3687,68294,2977,104505,2896,148148,4917,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,64178,1252,44618,1999,48667,1998,76633,3001,92918,3865,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,79168,702,40426,864,52945,956,100328,852,120111,1839,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,68085,763,38449,1011,48243,1195,87284,998,112976,1907,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,75076,976,42560,1492,49607,1358,91297,934,110798,2460,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,72057,917,41509,1503,49214,1996,88589,1926,108924,3398,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,61593,809,29855,1004,44552,1100,84143,1594,113798,2311,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,60510,868,26707,1057,43971,1343,89169,1528,115453,4669,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,72177,1780,35988,2665,51677,1416,90805,1849,106833,3890,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,98393,858,46443,1863,64615,1900,119949,1956,141656,3539,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,98758,1414,36730,1368,64907,1805,124162,2532,146037,2676,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,69664,611,40781,752,50179,600,90478,741,112978,1762,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,86416,733,46679,1147,57050,1128,104559,1102,124973,2143,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,55937,988,26029,850,41177,1142,79715,1803,101425,3496,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,67317,630,37615,1284,47125,954,85926,1059,112039,2583,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,68994,1978,40828,2788,50661,2248,83837,2733,101561,7438,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,75112,1202,40671,2734,48867,1672,90670,1232,111923,3963,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68276,1415,40054,2406,51781,1033,86495,2006,102916,3938,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,91029,2083,47068,2586,63898,3369,106787,2545,136485,4700,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,97300,1088,43198,1927,66719,1202,121855,1376,142501,2331,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58308,1906,31463,1888,45147,1876,81876,2039,101804,4920,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,80114,555,34044,972,54014,1064,104782,1133,129944,1753,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,65964,573,35966,822,47470,980,86748,1117,104467,2610,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,81869,1830,40484,3483,55274,4454,95586,3437,119618,5600,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,69632,729,37976,552,48441,775,89760,900,111385,1579,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,61471,655,32293,1020,45641,857,82154,1285,105012,3068,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,73202,1289,43965,2385,55246,1928,92335,1452,108516,3171,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,75949,581,38248,783,53803,876,96178,730,119580,1655,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,84557,2741,35134,2694,54620,3581,105361,3910,117272,7308,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,62432,754,37523,1533,45596,1263,84740,1615,101084,2455,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,73236,1941,36740,3207,47459,3463,86424,2081,109842,5340,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,62926,737,34078,1033,46088,906,82868,1420,105058,3050,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,70136,511,32797,782,48948,809,91346,724,106932,1620,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,77940,1192,48569,2866,61044,1090,84979,1468,113867,2059,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,74426,2366,39046,4198,50366,2299,91223,2315,108327,8037,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,86279,890,45121,1771,60389,1189,108425,1422,127143,3318,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,84594,908,48554,1354,62551,1236,106618,1030,124304,2495,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,56086,1573,30103,1020,47449,2390,82318,1524,109356,5040,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,75413,643,41533,868,51048,703,93681,1088,114319,2259,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,74868,2059,42574,6282,57300,3510,91527,4522,104017,11637,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23190,694,11978,569,23768,928,46806,1111,66973,3834,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
