GEO_ID,B24012_001E,B24012_001M,B24012_002E,B24012_002M,B24012_003E,B24012_003M,B24012_004E,B24012_004M,B24012_005E,B24012_005M,B24012_006E,B24012_006M,B24012_007E,B24012_007M,B24012_008E,B24012_008M,B24012_009E,B24012_009M,B24012_010E,B24012_010M,B24012_011E,B24012_011M,B24012_012E,B24012_012M,B24012_013E,B24012_013M,B24012_014E,B24012_014M,B24012_015E,B24012_015M,B24012_016E,B24012_016M,B24012_017E,B24012_017M,B24012_018E,B24012_018M,B24012_019E,B24012_019M,B24012_020E,B24012_020M,B24012_021E,B24012_021M,B24012_022E,B24012_022M,B24012_023E,B24012_023M,B24012_024E,B24012_024M,B24012_025E,B24012_025M,B24012_026E,B24012_026M,B24012_027E,B24012_027M,B24012_028E,B24012_028M,B24012_029E,B24012_029M,B24012_030E,B24012_030M,B24012_031E,B24012_031M,B24012_032E,B24012_032M,B24012_033E,B24012_033M,B24012_034E,B24012_034M,B24012_035E,B24012_035M,B24012_036E,B24012_036M,B24012_037E,B24012_037M,B24012_038E,B24012_038M,B24012_039E,B24012_039M,B24012_040E,B24012_040M,B24012_041E,B24012_041M,B24012_042E,B24012_042M,B24012_043E,B24012_043M,B24012_044E,B24012_044M,B24012_045E,B24012_045M,B24012_046E,B24012_046M,B24012_047E,B24012_047M,B24012_048E,B24012_048M,B24012_049E,B24012_049M,B24012_050E,B24012_050M,B24012_051E,B24012_051M,B24012_052E,B24012_052M,B24012_053E,B24012_053M,B24012_054E,B24012_054M,B24012_055E,B24012_055M,B24012_056E,B24012_056M,B24012_057E,B24012_057M,B24012_058E,B24012_058M,B24012_059E,B24012_059M,B24012_060E,B24012_060M,B24012_061E,B24012_061M,B24012_062E,B24012_062M,B24012_063E,B24012_063M,B24012_064E,B24012_064M,B24012_065E,B24012_065M,B24012_066E,B24012_066M,B24012_067E,B24012_067M,B24012_068E,B24012_068M,B24012_069E,B24012_069M,B24012_070E,B24012_070M,B24012_071E,B24012_071M,B24012_072E,B24012_072M,B24012_073E,B24012_073M,NAME,B24012_001EA,B24012_001MA,B24012_002MA,B24012_002EA,B24012_003MA,B24012_003EA,B24012_004EA,B24012_004MA,B24012_005EA,B24012_005MA,B24012_006EA,B24012_006MA,B24012_007EA,B24012_007MA,B24012_008MA,B24012_008EA,B24012_009EA,B24012_009MA,B24012_010EA,B24012_010MA,B24012_011EA,B24012_011MA,B24012_012EA,B24012_012MA,B24012_013MA,B24012_013EA,B24012_014MA,B24012_014EA,B24012_015EA,B24012_015MA,B24012_016EA,B24012_016MA,B24012_017EA,B24012_017MA,B24012_018EA,B24012_018MA,B24012_019MA,B24012_019EA,B24012_020MA,B24012_020EA,B24012_021MA,B24012_021EA,B24012_022MA,B24012_022EA,B24012_023EA,B24012_023MA,B24012_024MA,B24012_024EA,B24012_025MA,B24012_025EA,B24012_026MA,B24012_026EA,B24012_027MA,B24012_027EA,B24012_028EA,B24012_028MA,B24012_029EA,B24012_029MA,B24012_030MA,B24012_030EA,B24012_031MA,B24012_031EA,B24012_032MA,B24012_032EA,B24012_033EA,B24012_033MA,B24012_034EA,B24012_034MA,B24012_035MA,B24012_035EA,B24012_036MA,B24012_036EA,B24012_037MA,B24012_037EA,B24012_038EA,B24012_038MA,B24012_039EA,B24012_039MA,B24012_040EA,B24012_040MA,B24012_041MA,B24012_041EA,B24012_042MA,B24012_042EA,B24012_043EA,B24012_043MA,B24012_044EA,B24012_044MA,B24012_045EA,B24012_045MA,B24012_046MA,B24012_046EA,B24012_047MA,B24012_047EA,B24012_048EA,B24012_048MA,B24012_049EA,B24012_049MA,B24012_050EA,B24012_050MA,B24012_051EA,B24012_051MA,B24012_052MA,B24012_052EA,B24012_053EA,B24012_053MA,B24012_054EA,B24012_054MA,B24012_055EA,B24012_055MA,B24012_056EA,B24012_056MA,B24012_057MA,B24012_057EA,B24012_058MA,B24012_058EA,B24012_059EA,B24012_059MA,B24012_060EA,B24012_060MA,B24012_061EA,B24012_061MA,B24012_062EA,B24012_062MA,B24012_063MA,B24012_063EA,B24012_064EA,B24012_064MA,B24012_065EA,B24012_065MA,B24012_066EA,B24012_066MA,B24012_067EA,B24012_067MA,B24012_068MA,B24012_068EA,B24012_069MA,B24012_069EA,B24012_070MA,B24012_070EA,B24012_071MA,B24012_071EA,B24012_072EA,B24012_072MA,B24012_073EA,B24012_073MA,state
0400000US01,32267,257,40547,451,64524,2027,70675,2856,75209,3303,61021,2281,73497,3801,70054,5121,78029,4755,51776,6188,50009,2389,43798,4548,101742,6675,47817,3270,41288,9353,60397,5934,80316,14495,36053,2802,22167,948,31095,1995,40684,3349,31330,5286,47480,4978,14345,1320,23228,1436,19715,5617,32380,1781,41452,1178,25996,1362,37278,1386,23835,2222,31830,825,45622,3460,34427,1923,36876,1321,39800,2928,22592,1613,26849,424,42451,1067,50093,2136,49783,4525,50215,2348,54477,10193,65857,9153,52434,17909,44526,12099,37274,1413,37240,2254,41661,4874,38966,1651,26565,5556,44732,2580,52187,1827,31454,1290,15573,437,22066,1186,27269,4921,18254,4653,35240,5344,12777,1073,14198,1047,14607,1328,23331,863,16243,936,27049,588,28176,7558,20904,8959,36341,8951,23744,6951,22577,1730,24924,1902,18781,4041,21249,1881,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41926,792,50098,1749,70887,2360,68968,4589,71220,6580,65273,5723,82280,3603,74364,10702,101181,4312,67837,9975,52108,8225,46928,10395,112016,31276,59855,10970,37237,7814,82224,27573,106792,23778,66489,3094,28491,5294,36714,18508,65552,5973,49060,12388,66705,2349,24332,4332,22304,5223,10487,9488,35514,3702,38107,10865,35200,3931,55129,7347,30598,11384,56149,7877,60260,9860,40315,3792,41552,9535,46931,9161,26265,4723,35402,1003,52379,3362,52127,5117,55331,6757,49173,6308,63374,11627,55913,1984,81463,13866,63802,12145,41673,5932,42161,11080,70386,16253,34635,8036,34902,18943,62842,7565,76759,5927,44587,4708,21823,879,35034,4482,27302,10823,21399,13250,63589,35967,20123,3017,21114,1001,20938,2833,30408,1158,21815,1125,35194,3388,32917,27642,28349,9864,50487,35350,52692,15765,25906,5525,20552,4340,39789,9448,22331,8936,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,34759,551,38552,758,65854,1499,71048,1516,76145,1506,57462,5452,77817,4426,76074,3419,82540,5790,60446,9800,41956,1608,38457,3650,96982,9653,40342,1290,41235,3196,66436,7092,86635,8253,40060,4426,22058,525,25860,2445,41886,1475,30438,2363,54280,4932,15556,745,22499,1049,18309,2185,34785,1519,40759,1004,30030,1212,35283,877,26104,3730,32368,1358,40697,837,31093,647,33798,2323,35819,2257,21869,645,30837,273,46329,646,51901,833,54372,2970,50310,1704,60108,3395,63881,4997,72188,7648,50824,1033,35809,689,39005,1670,60652,4520,33791,2156,27377,3599,57053,2196,65381,2183,35358,2333,17974,710,25247,968,36973,2329,28589,6145,43110,2373,15481,834,16063,927,15801,939,28303,688,22746,1290,30353,374,28397,5681,16053,1862,30645,10318,36030,5010,21477,640,22375,1473,22266,2604,17757,2335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31663,314,36910,519,57464,3475,61415,1873,61173,2392,62065,3283,64287,3918,68696,3926,62438,4054,53788,5335,47121,2603,41648,4940,101405,18113,48397,3334,40324,4767,60671,7006,85729,9242,34440,3218,20969,841,24113,1889,41061,6014,36635,11591,42229,4249,12196,944,21624,1308,20030,3075,35111,2905,42398,4588,28371,1992,34645,1722,26642,1277,31183,919,43672,4341,32782,1616,32428,1553,38006,2895,26804,1437,26969,480,40896,628,43698,3801,45670,4908,42016,3253,54343,7530,60816,9884,48415,16280,42070,11119,33159,2234,35167,2016,46005,11719,32842,3288,24984,5336,46504,1549,52321,1828,36810,2628,15895,640,21701,831,35910,7661,26519,21730,36545,4001,12209,1059,14774,1645,14676,1622,25122,837,19293,1652,27566,821,26464,3677,20102,11995,25205,10740,30768,2890,25386,1001,25897,1205,23052,3938,23865,2812,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38170,307,42362,133,81105,358,85268,1367,90333,784,75807,1764,97100,1531,101225,453,94492,2759,71490,2177,55920,939,44569,2238,125077,7129,51078,958,52206,982,80162,3486,101445,770,43595,2398,25103,387,31676,1155,54137,3931,31850,708,86355,3540,20427,286,25957,555,20294,662,36314,351,41032,457,31886,362,36342,393,22047,461,36887,515,43240,1924,32082,256,35594,589,36731,564,25352,540,32334,138,57291,514,62655,1376,66908,794,60576,532,74179,2475,80724,1507,77169,3809,62100,2565,41990,483,45748,1302,76415,1781,36471,710,40211,3047,65868,1103,81367,558,41190,730,18594,334,27475,825,40425,2379,25104,3079,67341,7741,16205,366,17106,375,16576,320,30472,226,22325,316,33255,604,17974,673,15705,628,33253,5744,40553,4382,22171,286,23672,668,26406,1211,18377,801,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40330,220,46642,527,72214,781,75782,1763,77488,2887,71113,2516,85823,1687,87032,2146,89920,4268,64285,6807,48016,1996,42776,4468,101335,15066,46194,1967,41650,2370,80295,12090,105669,15583,39883,6006,23376,760,27338,2280,52583,3500,33687,5034,65154,3446,18358,1921,24207,1695,17971,4165,39422,2009,42916,3550,32983,2576,40133,1349,26306,2961,39047,2947,45804,2063,36813,826,38795,1862,41615,950,28149,2697,34161,712,50053,754,55097,1267,55914,1736,53390,2451,64632,2972,72185,4021,67688,5645,51855,4029,37726,1486,41061,1491,61129,5288,35916,1366,30727,3037,52259,1394,60462,2319,40001,4280,18597,935,25881,960,35983,5021,20956,3942,49010,6480,14639,1248,18922,2382,16819,1050,30442,661,24526,2194,31992,654,25782,4065,21072,2426,25767,6002,53728,20405,24691,1848,25111,2562,27162,4219,21497,1709,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45234,533,51936,478,83633,2183,95291,5914,100230,3260,85290,6065,84854,3126,81673,2239,88391,3186,85222,12757,60706,3606,53109,8790,141454,24892,54936,4668,52101,5411,82891,7370,101397,2625,47483,10845,30634,853,31083,4909,66579,2795,36116,7937,80928,2341,21424,1601,30164,1273,30243,3658,41965,1507,50874,1512,34682,4246,46050,1166,25406,33490,42298,3747,50577,1057,38222,2942,45239,2444,40393,5181,27090,2739,37044,560,59552,1658,65503,2228,70661,3669,62213,2099,70837,3922,77171,5905,69214,6512,60240,9458,47516,3044,48315,2862,80144,7800,43298,5923,40896,4807,62404,1663,70750,1721,44897,3648,20159,899,27471,1502,41095,31065,16608,12430,61875,6113,12768,1609,18290,2662,20276,1378,31993,718,22612,2277,35756,838,33534,6140,12570,11622,30665,18172,60033,25052,27250,1205,30205,1609,21566,3892,17615,3796,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40347,821,45431,2202,70209,2914,71074,2560,71423,3906,67273,10204,78781,7190,78860,8701,80690,19187,72257,32835,48208,6685,40613,4413,151094,131858,50227,6015,41551,15559,97833,41610,126279,47341,51356,38961,26579,1309,31762,3383,46081,2578,26219,10164,60767,8530,20169,5392,26342,1316,25137,14512,33809,5466,39247,7326,31585,2021,42233,2465,22474,18273,42070,2428,48122,7967,32313,3698,35600,9261,36835,3349,25088,6266,35580,1396,56548,2356,61241,2623,61195,4418,61303,6259,74808,16985,79226,20731,33750,45516,80489,31437,45406,6145,41555,2698,65074,14153,47883,6302,40851,5910,63623,5493,71761,4235,50314,8655,18846,4092,27389,3420,41298,2439,40456,3956,46854,9453,10778,1544,15939,3258,17212,3311,28840,2170,18835,2708,31696,913,30640,36493,55252,43585,20980,4702,75325,29624,26141,6413,31372,1135,19348,1858,21492,1229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,60252,1635,63991,3183,83953,4598,93551,6268,100999,2650,81409,3128,79104,6874,79403,8676,82143,23965,72046,21838,79598,6543,57483,7824,126722,14169,61352,3276,63088,4718,86688,24154,101769,65204,46998,26379,30610,1561,40275,63327,45462,8073,45421,15788,60278,60333,27961,4731,31059,2665,27074,12340,40943,5037,40051,7568,44185,9903,31736,3962,-666666666,-222222222,32200,7131,30250,9662,30788,9644,50247,25929,32426,16578,16504,5734,55626,1469,71196,1235,76339,3406,85524,4979,68654,2807,71500,7442,77451,12035,80885,27364,61886,6617,62035,5763,51795,3298,116611,22510,51163,7174,56429,7545,61317,6703,62053,13215,33875,49637,25132,2799,31071,6486,28286,12250,26744,6710,102083,40992,22038,5948,25484,4098,19871,5840,41105,2019,27193,12241,42068,2852,37500,212247,-666666666,-222222222,-666666666,-222222222,202507,382995,23768,4169,30342,41002,21769,11222,24498,7147,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,**,-,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31797,138,36039,265,61129,348,65974,946,68333,2709,60312,2475,67262,2250,70316,2448,68326,3852,50108,3665,44386,2006,40648,1745,95957,13790,42324,1235,36235,2708,68034,3603,84123,6607,40375,2143,23401,548,26811,2634,40379,1244,30627,1355,55302,2722,20406,467,23095,680,20120,1510,31783,408,36752,881,27684,1060,31646,341,19846,1571,30751,433,36986,733,29638,951,32817,1441,30832,621,22382,1033,28373,427,43377,678,50276,566,51758,783,46644,974,53071,3341,58274,5166,51700,9814,48925,4260,36160,532,36385,1063,48942,3683,35640,856,27771,2524,50270,634,59124,2957,34170,1426,18444,440,23705,630,29763,1474,22087,1676,40555,2167,16475,364,15710,529,16944,688,26084,280,21237,442,28146,601,21406,1605,12463,1743,25214,2804,31344,6101,21511,528,21254,648,25769,935,17239,1464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
