GEO_ID,C15010I_001E,C15010I_001M,C15010I_002E,C15010I_002M,C15010I_003E,C15010I_003M,C15010I_004E,C15010I_004M,C15010I_005E,C15010I_005M,C15010I_006E,C15010I_006M,NAME,C15010I_001MA,C15010I_001EA,C15010I_002MA,C15010I_002EA,C15010I_003MA,C15010I_003EA,C15010I_004MA,C15010I_004EA,C15010I_005EA,C15010I_005MA,C15010I_006EA,C15010I_006MA,state
0400000US27,24675,2720,9515,1593,1640,528,4705,932,2438,821,6377,1265,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7515,1526,2248,930,901,496,1501,732,1087,509,1778,779,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25671,2727,9004,1623,3544,962,5919,1449,2450,918,4754,983,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3447,846,1559,596,372,236,848,416,126,124,542,288,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11159,1611,3796,802,1069,479,2458,754,1097,528,2739,728,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,50033,3669,14389,1941,3354,1053,12651,2157,6762,1705,12877,1955,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6671,1144,2487,738,314,220,2002,717,322,224,1546,692,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,219314,7208,78263,4660,18823,2799,55486,4145,23985,2513,42757,3035,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,97478,6416,33991,3119,8925,1696,18949,2621,15515,2160,20098,2500,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,437278,10477,142053,6920,35831,3388,95514,6622,46562,4658,117318,6188,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,71758,4545,27416,2882,5946,1637,15778,2259,8060,1648,14558,2203,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1649,536,695,328,500,423,266,197,30,45,158,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,41896,3427,17839,2434,2814,836,7511,1290,5185,1059,8547,1460,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23254,2363,7276,1263,3269,1073,5425,1256,2662,824,4622,1152,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,45799,3008,16493,2091,3668,1065,8453,1579,4270,1248,12915,1860,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,79830,5079,29461,2969,6690,1500,15906,2109,7855,2014,19918,2154,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11841,2372,4352,1267,711,517,2700,1145,1447,655,2631,985,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23622,2713,7745,1513,2164,747,5494,1483,3174,836,5045,1452,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2800,946,1049,638,170,163,670,346,274,219,637,438,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,26844,3324,8615,1620,2780,891,6116,1306,2702,1098,6631,1690,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,901164,19613,301821,9144,85164,5703,215860,9873,123964,6560,174355,9012,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30966,2754,10168,1959,2131,786,8728,1780,3458,981,6481,1259,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2608,649,1167,542,53,74,331,335,151,123,906,475,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,109133,6840,45482,4584,7070,1578,24364,2946,8827,1681,23390,2766,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,76043,5239,31863,2819,6059,1259,15130,2107,5984,1386,17007,2397,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3009,1040,677,420,241,147,880,609,542,388,669,376,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,29482,3048,9796,1637,2982,851,5435,1277,3361,897,7908,1364,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4451,1227,1840,687,336,297,447,305,610,581,1218,568,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,593710,14665,145263,7492,73384,6198,180855,9057,114092,5709,80116,5644,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
