GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,NAME,B24011_001EA,B24011_001MA,B24011_002EA,B24011_002MA,B24011_003EA,B24011_003MA,B24011_004EA,B24011_004MA,B24011_005MA,B24011_005EA,B24011_006MA,B24011_006EA,B24011_007MA,B24011_007EA,B24011_008MA,B24011_008EA,B24011_009EA,B24011_009MA,B24011_010EA,B24011_010MA,B24011_011MA,B24011_011EA,B24011_012MA,B24011_012EA,B24011_013MA,B24011_013EA,B24011_014EA,B24011_014MA,B24011_015EA,B24011_015MA,B24011_016MA,B24011_016EA,B24011_017MA,B24011_017EA,B24011_018MA,B24011_018EA,B24011_019EA,B24011_019MA,B24011_020EA,B24011_020MA,B24011_021EA,B24011_021MA,B24011_022MA,B24011_022EA,B24011_023MA,B24011_023EA,B24011_024EA,B24011_024MA,B24011_025EA,B24011_025MA,B24011_026EA,B24011_026MA,B24011_027MA,B24011_027EA,B24011_028MA,B24011_028EA,B24011_029EA,B24011_029MA,B24011_030EA,B24011_030MA,B24011_031EA,B24011_031MA,B24011_032EA,B24011_032MA,B24011_033MA,B24011_033EA,B24011_034EA,B24011_034MA,B24011_035EA,B24011_035MA,B24011_036EA,B24011_036MA,state
0400000US01,32267,257,50930,363,58814,2695,62142,2121,52157,1339,70995,1673,69292,4259,75709,3812,50575,2624,40789,817,39848,2201,65717,9883,41085,935,31720,3538,47172,1789,55997,1606,31979,1227,17309,474,23016,2120,36321,2864,26872,3544,45508,5759,13372,927,19923,1393,15072,1099,25997,518,24491,1315,26832,519,36870,1119,23525,2219,31979,898,44726,3376,31124,622,31848,780,36257,1486,22234,1069,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41926,792,61482,1429,61704,2722,65088,4753,57530,5016,76958,7527,63815,15539,99181,14595,64865,4400,45739,4779,45545,7850,76873,18390,44757,9512,36691,7120,70805,2517,81297,5337,52931,10162,24516,2116,35204,3678,60394,13532,44900,7958,66567,1765,21221,1310,21388,1478,18387,4575,31474,1055,25404,2649,35196,2578,52220,6628,28501,4401,55507,8499,60063,10130,36821,3108,34879,5671,43316,6515,25906,3747,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,34759,551,53129,1359,60835,713,65681,1452,52063,1002,74581,3353,72493,3839,81413,1927,51740,1981,37652,773,38876,1740,74514,6846,36248,894,33157,3106,59725,3259,70146,1812,36592,1497,20343,321,25373,834,40843,1218,30253,2363,50565,3073,15519,510,20729,524,16448,749,30541,294,31223,745,30265,312,35085,1243,23723,3049,32318,1194,40548,1015,28725,1476,30893,807,32468,2462,21279,623,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31663,314,46879,757,52320,2332,55064,4156,49277,4300,62015,2165,65888,2708,61650,2092,51298,7527,36834,1280,36325,2007,62238,15227,36500,1389,31716,2350,48512,2087,56672,3447,36139,2269,17418,690,21964,889,38683,4073,35657,9627,40288,3993,12203,710,18485,1623,15668,1463,27387,722,26373,1924,27747,780,33586,1840,26333,1237,30948,938,42212,2349,30974,556,30586,701,35909,1619,26227,1147,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38170,307,67561,700,73918,1203,80121,872,65451,854,90716,574,97277,1762,91242,805,67149,2541,47776,816,45448,1076,91877,2362,40942,620,47258,1442,70179,1500,86205,1426,41721,579,21330,145,28598,1117,50424,1816,31099,665,81852,812,18160,426,22037,277,17163,290,31938,180,30959,365,32524,401,35038,766,20214,376,36857,519,43007,1840,30207,227,31125,355,35362,532,22464,458,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40330,220,59471,1434,65461,1123,67262,1749,61075,1009,80404,1422,83677,2635,83236,3769,57409,4082,41170,685,41634,1082,71780,5032,38788,1844,35492,2870,56505,1344,64329,2714,39970,3881,20776,332,26218,845,45448,3107,28735,5065,62214,2394,16316,749,21410,701,16959,954,32463,817,33821,2471,32174,514,39124,2136,24050,2862,37773,2295,45963,2096,33794,1650,35057,1633,40453,1104,26050,2317,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45234,533,68783,1779,80816,1071,86405,2059,71844,2596,81289,1255,81055,1753,84668,4516,70864,10818,51255,907,48973,2290,101164,6372,47504,5858,47838,6128,65004,1940,75568,2405,45070,3413,22664,1189,27792,1671,62120,4421,33315,5244,79998,3575,16266,885,25000,2225,21137,959,35292,796,34439,2899,35540,772,45712,1370,14147,19720,42069,3315,50597,1146,34358,2036,39516,3465,34950,3007,25979,1297,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40347,821,61644,1057,67439,2418,68453,2928,65327,6504,78421,7287,78895,8716,73328,16342,78938,28280,46790,4639,41358,2003,71071,13443,48486,4583,41165,3056,68375,5286,76614,3814,50500,8347,22322,1574,28492,3700,42419,6388,35517,9079,57755,12388,12482,3216,24124,3532,18094,3443,30521,837,26067,3023,31665,865,42149,2462,30841,13791,41709,1915,49097,6065,31016,1491,32416,3829,35431,4869,22458,4862,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,60252,1635,76894,2121,82109,2233,92586,5393,73394,3502,76457,4912,78882,7514,81395,18245,65380,7728,69020,3865,53597,4669,124026,9957,55391,6129,60875,4320,66574,15677,80994,16446,46754,19856,26708,1405,31253,7167,32452,16569,30765,9875,84333,43207,25893,3696,27111,2386,20562,4583,41056,1728,36006,7230,42295,3258,31793,4180,-666666666,-222222222,32091,6290,30840,9543,27536,8291,43053,17171,31024,10566,18358,5016,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31797,138,50741,212,57097,756,61176,522,51193,576,62918,2024,65992,1736,65875,1822,49616,2701,38872,772,37278,1010,59418,2977,37487,953,31692,835,52116,508,62447,2163,35487,1234,20836,169,24075,561,36650,1439,27159,1134,50189,3148,17748,569,20113,344,17499,706,27676,510,27234,471,28024,564,31331,337,18126,1203,30656,432,36789,694,26991,369,29268,1243,30029,1015,21469,731,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
