GEO_ID,C27010_001E,C27010_001M,C27010_002E,C27010_002M,C27010_003E,C27010_003M,C27010_004E,C27010_004M,C27010_005E,C27010_005M,C27010_006E,C27010_006M,C27010_007E,C27010_007M,C27010_008E,C27010_008M,C27010_009E,C27010_009M,C27010_010E,C27010_010M,C27010_011E,C27010_011M,C27010_012E,C27010_012M,C27010_013E,C27010_013M,C27010_014E,C27010_014M,C27010_015E,C27010_015M,C27010_016E,C27010_016M,C27010_017E,C27010_017M,C27010_018E,C27010_018M,C27010_019E,C27010_019M,C27010_020E,C27010_020M,C27010_021E,C27010_021M,NAME,C27010_001EA,C27010_001MA,C27010_002EA,C27010_002MA,C27010_003MA,C27010_003EA,C27010_004EA,C27010_004MA,C27010_005EA,C27010_005MA,C27010_006EA,C27010_006MA,C27010_007EA,C27010_007MA,C27010_008MA,C27010_008EA,C27010_009MA,C27010_009EA,C27010_010EA,C27010_010MA,C27010_011MA,C27010_011EA,C27010_012EA,C27010_012MA,C27010_013EA,C27010_013MA,C27010_014EA,C27010_014MA,C27010_015EA,C27010_015MA,C27010_016MA,C27010_016EA,C27010_017EA,C27010_017MA,C27010_018EA,C27010_018MA,C27010_019EA,C27010_019MA,C27010_020MA,C27010_020EA,C27010_021MA,C27010_021EA,state
0400000US01,4793512,2005,1169489,4837,597727,11701,490568,12564,45145,5228,36049,4266,994978,6979,659512,12040,111571,6572,35015,3497,188880,9175,1846129,5936,1260299,13845,252775,8995,112143,5064,220912,9144,782916,3004,14933,2008,284559,7313,480339,7619,3085,925,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,194383,1506,98963,4463,66102,4813,10596,2396,18722,3289,165661,3051,91895,4414,29631,2987,8198,1844,35937,3143,274622,2524,175375,4506,39937,3261,17155,2306,42155,3658,81512,1039,3882,925,29803,2165,46845,2311,982,427,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,1729440,4779,918096,17734,610910,15472,67290,5742,133144,8957,1479241,5808,909650,13745,289386,10649,42859,4155,237346,9333,2510418,3824,1648780,16062,444616,12617,102293,4908,314729,9236,1189022,1729,31434,2568,516677,9038,631340,8678,9571,1584,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,751794,3640,320574,10107,363534,12331,34286,4624,33400,4211,609451,5032,373305,8732,122178,6720,27265,3106,86703,5521,1107741,4099,705466,11472,224455,8467,67368,4943,110452,6185,480319,2445,9009,1879,200309,6601,269754,6809,1247,523,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,9567473,11581,5072174,37468,3819082,33206,375585,14556,300632,12391,9081098,13158,5751368,35387,2055760,26807,231120,9011,1042850,19891,14988186,6979,10193541,36443,2915415,31160,483697,11578,1395533,23070,5410078,4040,241412,8270,2635690,21237,2475402,21657,57574,4292,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,1334235,4186,797131,14798,429398,14685,50223,4977,57483,5471,1272734,5074,867838,9800,211038,8594,36926,3492,156932,7407,2148330,3785,1575705,11165,288336,8921,90318,4600,193971,7683,758771,2088,27034,2373,308888,6724,417158,6609,5691,1558,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,792881,3386,493910,9275,242188,10895,32427,4004,24356,3787,729590,3896,504232,8723,136436,7733,19375,3030,69547,5518,1434565,2784,1078179,10080,219701,8431,40835,3252,95850,6917,579486,1389,22926,2738,220433,6268,332084,6105,4043,1570,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,218473,1832,133441,5707,65389,5677,11998,2444,7645,2101,195083,2509,141129,4431,27559,3275,7427,1930,18968,3012,364572,2125,272655,5755,51330,4376,17559,2430,23028,2804,169131,788,3503,863,54732,3244,109294,3444,1602,774,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,133635,1598,67579,4182,58289,3631,6192,2454,1575,972,224229,1624,174796,3606,34570,3185,3669,963,11194,2064,244460,1046,163287,4697,57931,4010,10490,2139,12752,2590,81484,478,5043,1193,27866,2280,48085,2167,490,389,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,4450443,8185,2190747,26537,1791325,27117,143511,9917,324860,15379,4097550,10626,2607947,25087,450573,12663,98065,6919,940965,21698,7983968,9056,5368654,31966,932651,18934,321669,11417,1360994,27158,4146743,5008,125173,7258,1993198,22006,1979044,20801,49328,4836,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
