GEO_ID,C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,NAME,C23008_001MA,C23008_001EA,C23008_002EA,C23008_002MA,C23008_003EA,C23008_003MA,C23008_004EA,C23008_004MA,C23008_005EA,C23008_005MA,C23008_006MA,C23008_006EA,C23008_007MA,C23008_007EA,C23008_008MA,C23008_008EA,C23008_009EA,C23008_009MA,C23008_010EA,C23008_010MA,C23008_011MA,C23008_011EA,C23008_012MA,C23008_012EA,C23008_013MA,C23008_013EA,C23008_014EA,C23008_014MA,C23008_015EA,C23008_015MA,C23008_016EA,C23008_016MA,C23008_017MA,C23008_017EA,C23008_018EA,C23008_018MA,C23008_019MA,C23008_019EA,state
0400000US17,2775962,7077,882170,8229,576361,9608,347209,8894,206871,8776,15929,2343,6352,1694,305809,8182,251396,7821,54413,5305,1893792,9442,1266473,13137,838624,14660,362825,13369,47731,5752,17293,3147,627319,16036,535319,14600,92000,7557,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1482780,6433,482644,5797,306103,7881,187818,7122,108133,6621,6246,1707,3906,1370,176541,7662,141933,7601,34608,4006,1000136,7560,665341,12812,450556,13108,177408,8640,26389,3725,10988,2613,334795,11330,276477,10465,58318,5958,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,699868,3693,231076,3846,165902,4672,116653,4726,44310,3421,4264,1080,675,423,65174,3992,55539,3683,9635,1872,468792,4370,334291,7021,257298,6385,63230,4991,9875,1890,3888,1732,134501,5943,119198,5816,15303,2228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678431,4742,229831,4448,161555,5029,101220,5174,55345,4124,3104,867,1886,1283,68276,4907,57194,4627,11082,2059,448600,5415,318207,7487,227244,7442,79893,6335,7101,1622,3969,1513,130393,7599,113607,7272,16786,2487,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,935471,5262,309582,5012,197849,5811,125440,4748,60761,3913,5710,1239,5938,2055,111733,6363,88393,6119,23340,3026,625889,5518,409645,7097,270707,8482,97016,6941,24457,3722,17465,3148,216244,7805,172632,7323,43612,4162,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1034342,6482,344904,5229,183237,7021,107492,6500,65286,5881,7069,1795,3390,1163,161667,7016,120763,6632,40904,4403,689438,7693,384137,9148,254638,10599,102412,7957,17054,3186,10033,2356,305301,10356,243619,8972,61682,6469,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,240802,2435,74035,2138,52858,2674,36926,2729,13122,1902,1470,617,1340,601,21177,2404,17017,2202,4160,874,166767,2879,111809,4403,83554,4298,20098,2452,5792,1681,2365,1045,54958,3839,46711,3582,8247,1470,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287559,5069,419914,5039,277843,8104,191091,7015,78375,6654,6326,1797,2051,1072,142071,6970,114307,5942,27764,4201,867645,7242,568444,10519,410618,9708,132496,9242,19656,3285,5674,1657,299201,9241,257954,9067,41247,4346,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1314811,5085,420216,5384,288756,6893,200571,6950,74104,6379,10294,2241,3787,1248,131460,6409,103369,6098,28091,4024,894595,6975,606653,10310,448077,10275,126867,6406,22128,2966,9581,2249,287942,9368,236330,9243,51612,5327,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2064224,7226,656743,5789,418259,7318,248617,7469,150366,7332,13567,1606,5709,1434,238484,6800,187118,6730,51366,4821,1407481,7276,926313,10539,619112,12221,244569,8533,44495,3927,18137,2684,481168,9852,392599,11053,88569,5852,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1242714,4595,413673,4953,309206,6595,220008,6830,78879,4862,8513,1478,1806,746,104467,5864,91681,5007,12786,2298,829041,5927,596016,7978,454652,8318,110396,5887,23785,3018,7183,2076,233025,8237,209942,7557,23083,2833,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,663686,5691,205303,4346,109584,4799,69312,4504,33002,3682,4324,1397,2946,1490,95719,5068,73816,4466,21903,2913,458383,6491,249296,8866,160665,6836,67909,6123,14384,3001,6338,1951,209087,8128,159674,8272,49413,4442,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1298541,7740,426166,6435,281765,6912,176037,5662,92154,5357,10337,2116,3237,1365,144401,7034,115339,6238,29062,3641,872375,7330,567852,10727,393103,11244,136625,7611,25543,3006,12581,2473,304523,10422,252287,10428,52236,5090,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,215546,2652,70386,2015,51722,2696,30095,2774,18788,2577,2296,857,543,295,18664,2658,14134,2327,4530,1141,145160,2794,104167,4347,72965,4370,24744,3252,5545,1439,913,551,40993,4365,33128,3779,7865,2006,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,453186,2757,153639,2356,110619,3682,78902,4437,28626,2857,2410,917,681,313,43020,2978,36297,2951,6723,1519,299547,2823,212601,5414,160625,5557,44733,3927,5326,1113,1917,772,86946,4801,74444,4756,12502,2462,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,643517,4512,210438,3759,129874,5136,68613,4678,52590,4907,6120,1943,2551,1100,80564,5146,64261,5015,16303,2810,433079,4730,276577,8952,170052,8034,86718,7181,12651,2326,7156,2141,156502,8500,132308,7920,24194,3437,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,243963,2525,74382,2398,52298,3165,33437,2877,17601,2818,924,466,336,364,22084,2695,18271,2298,3813,1163,169581,2936,119840,4166,85134,4392,27592,3233,5989,1533,1125,642,49741,4116,40819,3883,8922,2574,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1905857,5507,603651,5815,424279,8305,257891,8295,144961,7038,18277,3169,3150,1481,179372,8362,144379,7307,34993,5073,1302206,7435,904482,11477,607792,13433,244990,11533,38058,4517,13642,2787,397724,10342,341048,9944,56676,6281,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,453261,4267,142824,3509,77758,4409,40937,3717,30935,3586,4283,1946,1603,688,65066,4244,47385,3363,17681,2961,310437,4676,170230,7064,101301,6818,54195,5994,8148,1740,6586,1994,140207,7734,106101,7123,34106,5691,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3947433,10102,1321414,10023,869365,11166,531489,12647,290512,10145,33045,4229,14319,2971,452049,10585,346109,10889,105940,7924,2626019,10546,1680925,16296,1088788,16821,484441,12652,76161,6741,31535,4361,945094,15805,758457,16070,186637,11438,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2174450,8029,695029,6999,435177,9413,261073,8146,152680,6735,16751,2669,4673,1450,259852,8645,204710,8331,55142,4977,1479421,10273,940469,17620,612502,14992,264054,11985,43305,5380,20608,3700,538952,16915,447932,15234,91020,7856,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,164303,2363,60282,2333,42212,2525,30595,2584,10421,2002,850,517,346,243,18070,2567,15378,2394,2692,886,104021,2899,78400,2715,61201,2817,14598,2118,1925,682,676,365,25621,2644,22963,2609,2658,928,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2456222,8175,789287,7032,487145,8119,308087,8543,154487,7813,16539,2256,8032,1973,302142,8881,248230,9213,53912,4900,1666935,9374,1049210,15693,728236,14673,257178,8978,43856,4752,19940,3323,617725,18400,517791,17353,99934,6828,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,900289,4009,297631,4355,195271,5400,107216,4870,78283,4994,6031,1311,3741,1122,102360,3961,79349,3926,23011,2450,602658,4354,384052,6699,244783,7067,110420,6788,19174,2783,9675,1884,218606,6544,174130,6906,44476,4134,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,826077,5256,263036,4608,186624,6260,103351,5603,70856,5732,9575,2044,2842,1265,76412,6238,60985,5367,15427,2653,563041,5223,390831,9197,259559,9276,107070,7140,18783,3379,5419,1162,172210,8617,146408,8099,25802,3861,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2544345,8200,813557,7116,522037,9708,338172,9886,159679,8355,15328,2304,8858,2217,291520,9234,230719,9100,60801,5143,1730788,8909,1141171,13620,791349,14529,281924,13537,48228,5207,19670,3377,589617,14264,483677,13485,105940,8852,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,199390,1897,63538,2551,43252,3218,28931,3282,12527,2447,856,594,938,982,20286,2835,17341,2703,2945,1188,135852,2286,86193,4132,62196,3976,21228,3261,2317,934,452,465,49659,4009,39299,3656,10360,2514,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1031143,5882,328016,4946,192958,5564,115314,5405,68568,4777,5407,1298,3669,1663,135058,5186,106550,5365,28508,3146,703127,5700,421359,11194,285861,10708,113895,8925,15477,2597,6126,1322,281768,10456,235030,9739,46738,5612,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,199045,2520,69640,2307,47952,2971,34099,2922,12633,2115,759,389,461,291,21688,2363,17318,2514,4370,1010,129405,3104,88647,3446,68713,3639,16037,2632,3087,1147,810,425,40758,2890,33414,2931,7344,1863,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1407852,8104,456664,5082,284776,6527,169866,8461,102136,6363,8998,1836,3776,1227,171888,6586,132785,6572,39103,4259,951188,8673,600734,12202,391857,13676,168853,8466,26888,3502,13136,2277,350454,12319,284996,12449,65458,5912,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7012776,15960,2312580,16539,1496394,20483,766727,18168,670343,15471,41503,4352,17821,2688,816186,18708,614955,17471,201231,12460,4700196,20773,3117166,30626,1834416,28702,1122227,26231,109670,7797,50853,5548,1583030,27092,1317469,25064,265561,16122,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,893477,3895,293231,4131,243493,5247,115451,5802,119679,5356,5252,1482,3111,1092,49738,4697,38422,4511,11316,2111,600246,5105,476640,9188,277070,10794,187793,8780,8170,1853,3607,1068,123606,8435,105995,7748,17611,2920,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,112530,1307,36240,1405,26276,1726,18611,1620,6055,1288,1072,552,538,414,9964,1499,8427,1382,1537,641,76290,1450,52323,2247,38972,2600,9676,1765,3237,999,438,307,23967,2000,20549,1990,3418,1100,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1776740,7695,581876,6540,407329,7349,252763,8342,142732,7189,7535,1594,4299,1221,174547,7649,142522,7251,32025,3712,1194864,8327,827206,11378,576521,12715,213181,9100,24004,3260,13500,2674,367658,12015,310022,11304,57636,6222,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1576122,5442,527825,6111,389013,7728,215876,7272,155904,7012,10968,2047,6265,1425,138812,6015,108373,5851,30439,3352,1048297,7103,730515,12698,461811,13036,229022,9785,27648,3768,12034,2559,317782,11896,265411,11456,52371,6227,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,339045,3762,110648,2694,64600,3238,39350,3347,21054,2792,2043,686,2153,1110,46048,3078,29906,2653,16142,2441,228397,3914,150125,5628,94406,4576,41327,4545,8734,1816,5658,1564,78272,5018,56719,4092,21553,3278,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1223664,4339,387594,4005,262674,5313,184057,5208,69747,3833,6863,1283,2007,616,124920,4459,104652,4655,20268,2618,836070,4862,558685,8958,422960,10596,108952,6374,20801,2740,5972,1469,277385,9904,241080,9879,36305,3869,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131897,1738,42372,1796,30516,1923,18566,2070,11095,1685,543,579,312,338,11856,2004,9837,1802,2019,918,89525,2140,64096,3451,45339,3819,16694,2989,1707,895,356,409,25429,3014,22471,3189,2958,1513,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,626130,4040,175157,4484,57905,5492,38959,4708,14267,3088,2378,1246,2301,1403,117252,5806,67399,5173,49853,5034,450973,5597,179902,8276,105400,7893,45655,5170,10571,2567,18276,4281,271071,9306,181500,8102,89571,7305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
