GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,NAME,B27021_001MA,B27021_001EA,B27021_002EA,B27021_002MA,B27021_003EA,B27021_003MA,B27021_004MA,B27021_004EA,B27021_005MA,B27021_005EA,B27021_006MA,B27021_006EA,B27021_007EA,B27021_007MA,B27021_008EA,B27021_008MA,B27021_009MA,B27021_009EA,B27021_010MA,B27021_010EA,B27021_011MA,B27021_011EA,B27021_012MA,B27021_012EA,B27021_013EA,B27021_013MA,B27021_014EA,B27021_014MA,B27021_015MA,B27021_015EA,B27021_016EA,B27021_016MA,B27021_017MA,B27021_017EA,B27021_018EA,B27021_018MA,B27021_019EA,B27021_019MA,B27021_020MA,B27021_020EA,B27021_021EA,B27021_021MA,B27021_022MA,B27021_022EA,B27021_023MA,B27021_023EA,B27021_024MA,B27021_024EA,B27021_025EA,B27021_025MA,B27021_026MA,B27021_026EA,B27021_027MA,B27021_027EA,B27021_028MA,B27021_028EA,B27021_029MA,B27021_029EA,B27021_030EA,B27021_030MA,B27021_031MA,B27021_031EA,B27021_032MA,B27021_032EA,B27021_033MA,B27021_033EA,B27021_034EA,B27021_034MA,B27021_035MA,B27021_035EA,B27021_036EA,B27021_036MA,B27021_037MA,B27021_037EA,B27021_038MA,B27021_038EA,B27021_039EA,B27021_039MA,B27021_040MA,B27021_040EA,B27021_041EA,B27021_041MA,B27021_042MA,B27021_042EA,B27021_043MA,B27021_043EA,B27021_044MA,B27021_044EA,B27021_045MA,B27021_045EA,B27021_046EA,B27021_046MA,B27021_047EA,B27021_047MA,B27021_048MA,B27021_048EA,B27021_049MA,B27021_049EA,B27021_050MA,B27021_050EA,B27021_051EA,B27021_051MA,B27021_052EA,B27021_052MA,B27021_053EA,B27021_053MA,state
0400000US01,4793512,2005,3970163,16676,2725990,32085,2704527,32164,2541727,33551,2115506,33193,837569,18331,162800,9976,21463,3494,15062,2572,7299,1722,8829,2057,6401,2086,1244173,30819,278647,15957,251535,14308,209983,13304,129434,10678,103126,7357,41552,5664,27112,3699,18886,3107,12144,2155,7112,1804,8226,1852,965526,27179,929147,26497,804945,23840,388609,15356,491367,17219,124202,8166,36379,3631,24919,3007,14631,2236,11446,2175,11460,2026,823349,16659,635517,11939,549432,10638,502721,10614,355111,10209,291142,7593,46711,3339,86085,4878,71315,4307,58451,3942,21375,2234,14770,1954,187832,7938,155028,6859,123928,5725,40149,3690,32804,4147,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,588403,5734,428691,11754,421087,11755,379245,11188,304799,10711,125448,8088,41842,5251,7604,1720,6361,1513,3381,1053,3459,1112,1243,580,159712,10817,53938,6520,48130,5774,38832,5036,23752,3727,19961,3326,9298,1754,5808,1217,4379,1080,2046,637,2691,827,1429,547,105774,9553,93722,8294,76720,6951,39224,5092,46834,5513,17002,2912,12052,2443,9458,2254,4565,1446,5511,1700,2594,795,127775,6189,81293,3592,62177,3360,52093,2640,37417,2306,26537,2294,10084,1800,19116,2291,14994,1887,11794,1687,4904,973,4122,1118,46482,3762,36300,3541,25931,2555,12922,2481,10182,1784,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,5658474,22494,3976014,41588,3936322,41522,3614781,37999,2775489,37341,1373732,26870,321541,16076,39692,4991,33155,4347,17766,2634,18438,3650,6537,2068,1682460,37604,516312,24731,449912,21985,378320,19171,222265,14846,183786,13191,71592,8188,66400,6259,53401,5490,31701,4645,24371,2893,12999,2669,1166148,30327,1091756,28441,953565,25922,465725,18150,556373,20071,138191,9980,74392,5421,56564,4814,32235,3202,25982,3546,17828,2727,1249647,22177,897409,12589,708131,11535,652577,10921,449081,10236,364549,8571,55554,4111,189278,8174,166339,7287,129542,6040,55698,3516,22939,2935,352238,13394,304629,11623,227938,10369,102442,5928,47609,5058,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,2427508,14681,1737790,24365,1726164,24556,1621385,23719,1211395,25554,668890,17595,104779,7435,11626,2363,10119,2109,4456,1092,6705,1867,1507,722,689718,21010,180524,12367,160415,10997,137405,9880,77481,6843,71478,7148,23010,4040,20109,2641,16172,2569,8386,1847,8370,1809,3937,1272,509194,17139,480602,15382,440382,14808,183656,10566,291277,12660,40220,4160,28592,3337,20643,2609,11908,2328,9779,1642,7949,1660,521797,14932,397990,9781,335700,9000,312988,8356,195018,7070,196476,5822,22712,3148,62290,4253,52304,3573,39468,3211,18719,1989,9986,1979,123807,7056,106105,6154,75259,4684,37455,4070,17702,2852,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,32926951,43226,23512406,98072,23171830,97149,21835122,91729,16193679,79831,7768445,63297,1336708,29949,340576,12556,290962,10716,174764,7636,132769,8333,49614,4970,9414545,96592,2965192,70185,2605702,62797,2305661,57555,1328630,35150,1128177,35041,300041,14540,359490,14056,300414,11935,165425,9756,145351,7025,59076,4435,6449353,80979,5976870,73866,5501836,67467,2695988,45064,3199431,51099,475034,17245,472483,17943,373587,14103,217669,10605,173658,9813,98896,7191,6119884,43037,4081869,23824,3115780,24752,2947251,23288,2011418,20234,1598803,17267,168529,8682,966089,15296,876103,14459,706889,12262,251875,8888,89986,5305,2038015,30116,1819310,27342,1329837,22788,593242,14495,218705,9226,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,4397507,16193,3382949,30601,3345780,29535,3150059,29451,2546621,30564,979568,20788,195721,9847,37169,4290,31314,4243,20244,3596,12683,1966,5855,1688,1014558,25724,337635,17412,298628,15437,264273,14657,170355,12501,110219,7843,34355,5320,39007,4336,34086,3932,20313,2918,14674,2806,4921,1552,676923,22989,631675,21076,575012,19090,311590,15024,315040,14144,56663,5772,45248,3955,36547,3824,24951,3026,13231,2405,8701,1476,1116563,16140,768416,9996,575787,10688,534972,9766,384455,9075,273827,7017,40815,3754,192629,6439,170189,6271,142059,5472,38964,3064,22440,2462,348147,10670,303541,10052,241745,8981,74079,5097,44606,4851,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,2865734,12636,2095793,24383,2077296,23911,1992320,23126,1669198,23799,573352,16694,84976,9187,18497,2793,15259,2580,10933,2178,5331,1415,3238,1354,769941,24495,204046,13701,180447,12353,162707,11558,103351,8310,73374,8185,17740,3585,23599,3263,18201,2871,10706,1995,8090,1769,5398,1625,565895,20696,531987,19445,499883,19339,255274,12037,288873,14401,32104,4290,33908,4016,28332,3537,16551,2529,12279,2343,5576,1571,670788,12656,478475,8854,392394,9301,373634,8548,261835,7654,210561,6690,18760,2701,86081,5066,78866,4563,63953,4386,22114,2554,7215,1729,192313,7813,173524,6905,132167,5834,49505,3944,18789,3094,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,774531,8289,562256,14440,557344,14491,531862,14154,445441,16312,180138,7782,25482,4199,4912,1751,4371,1669,2576,1394,2305,1035,541,423,212275,13763,60943,8357,52674,6939,46388,6378,30284,4763,20155,4191,6286,2076,8269,2821,5610,1569,3834,1345,2000,770,2659,1865,151332,11622,143213,10672,136503,10163,82958,7562,69785,6615,6710,1721,8119,1906,7559,1843,5137,1542,2833,970,560,457,172728,8150,121651,5327,99009,4833,95319,4691,70363,4218,50450,3195,3690,896,22642,2678,21379,2708,18475,2641,5516,1074,1263,441,51077,4405,47025,3795,37938,3551,12106,1562,4052,1330,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,419457,7516,227187,9724,220822,9475,214924,9271,182103,9023,57549,5686,5898,2124,6365,2143,5566,1799,4071,1264,1758,976,799,619,192270,9645,40972,5995,37365,5626,33187,5056,18875,3609,17849,3469,4178,1899,3607,1103,2975,998,1709,833,1328,617,632,623,151298,9618,146222,9101,141406,8939,59632,6029,96278,7432,4816,1351,5076,1306,4802,1227,2645,870,2384,835,274,283,264351,7468,161283,4345,126387,4510,122098,4254,92449,4529,50001,3061,4289,1450,34896,2429,33740,2365,30841,2067,4435,1076,1156,611,103068,5172,99099,4744,86816,4491,15510,2037,3969,1826,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,16906306,37376,11607363,83174,11492766,82745,10326631,77930,7977092,75233,3891952,38703,1166135,37295,114597,8425,85448,6954,53691,5845,39021,4264,29149,4959,5298943,80705,1455789,47640,1281203,41490,1026515,35947,638328,26674,478980,22444,254688,15248,174586,11174,119307,8194,77904,6433,46417,5054,55279,6502,3843154,66634,3597687,61386,3035087,55211,1646868,39137,1620956,38838,562600,22549,245467,11359,164096,8370,111061,6719,60877,5486,81371,7137,3772398,37318,2739299,24391,2213438,22697,1983416,22449,1349675,17760,1166907,16050,230022,9497,525861,10331,442398,9858,354328,9514,145705,5849,83463,4622,1033099,23677,819659,18995,625863,15373,259221,10506,213440,11955,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
