GEO_ID,C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,NAME,C08528_001MA,C08528_001EA,C08528_002EA,C08528_002MA,C08528_003EA,C08528_003MA,C08528_004MA,C08528_004EA,C08528_005MA,C08528_005EA,C08528_006MA,C08528_006EA,C08528_007EA,C08528_007MA,C08528_008EA,C08528_008MA,C08528_009EA,C08528_009MA,C08528_010MA,C08528_010EA,C08528_011MA,C08528_011EA,C08528_012EA,C08528_012MA,C08528_013EA,C08528_013MA,C08528_014EA,C08528_014MA,C08528_015MA,C08528_015EA,C08528_016MA,C08528_016EA,C08528_017EA,C08528_017MA,C08528_018EA,C08528_018MA,C08528_019EA,C08528_019MA,C08528_020MA,C08528_020EA,C08528_021MA,C08528_021EA,C08528_022EA,C08528_022MA,C08528_023EA,C08528_023MA,C08528_024EA,C08528_024MA,C08528_025MA,C08528_025EA,C08528_026MA,C08528_026EA,C08528_027MA,C08528_027EA,C08528_028MA,C08528_028EA,C08528_029MA,C08528_029EA,C08528_030EA,C08528_030MA,state
0400000US01,1998361,17735,1590187,17374,302494,8643,102917,5733,2763,740,1714031,19366,1369512,18078,269487,7853,72959,4320,2073,706,167513,7476,135849,6742,21815,2348,9485,2096,364,261,7109,1483,5782,1339,1121,475,206,250,0,198,40836,4011,30723,3585,6745,1506,3229,836,139,165,68872,5117,48321,3854,3326,934,17038,2995,187,194,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,236680,5817,99565,4734,21309,2194,239,216,244976,6359,162499,6273,71909,4123,10527,1618,41,60,42156,4237,28490,3389,11991,2019,1675,623,0,198,6095,1567,4835,1411,1010,499,250,239,0,198,48582,3270,32686,3142,13184,1448,2676,717,36,40,15984,2030,8170,1477,1471,582,6181,960,162,198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,2456152,17122,417796,11129,180003,7397,4115,978,2342418,18961,1893974,18856,337657,10858,109197,5937,1590,517,335213,10743,271802,9995,41700,3171,20637,3038,1074,544,54740,5185,43749,4650,9388,1608,1517,699,86,142,131780,6031,105563,5621,19456,2253,6359,1256,402,254,193915,7427,141064,5810,9595,1678,42293,3728,963,664,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,1005045,13139,195749,6898,75477,4567,2946,857,1065999,12780,842473,11350,171615,6114,50476,4050,1435,585,126071,6447,99556,5738,18300,2508,7650,1571,565,343,3835,1032,2689,839,979,686,167,134,0,198,36156,4040,30092,3825,2557,670,3254,1222,253,301,47156,3936,30235,3249,2298,599,13930,1692,693,493,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,14290537,53522,2553514,28541,1453157,22818,30323,2714,13544216,56744,10723387,57617,1930817,25126,873806,15362,16206,1782,1840872,27432,1454936,25586,239218,8415,142655,6465,4063,876,918989,16819,748839,15914,122231,5734,47174,3366,745,428,930567,18808,726069,16507,141584,7210,59684,3946,3230,1078,1092887,19780,637306,13986,119664,7332,329838,10806,6079,1087,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,2288320,19903,412297,8564,171239,7094,5333,1264,2158675,16124,1739691,17778,320331,8521,96274,5406,2379,785,245867,8636,195514,7927,37410,3483,11497,2027,1446,722,91772,5885,76173,4980,13244,2132,2355,814,0,198,136772,6113,101931,5143,29116,2790,5343,955,382,217,244103,8996,175011,7519,12196,1890,55770,3566,1126,508,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,1398324,16670,224410,7875,113507,6253,2994,1054,1384005,15380,1113558,14633,193749,7490,75986,4673,712,390,139839,7585,115119,6853,14062,2055,9901,1782,757,489,53225,4477,47103,4340,4228,1185,1784,807,110,149,70992,4923,59839,4621,6942,1494,4002,1104,209,223,91174,4559,62705,3958,5429,1306,21834,2670,1206,727,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,356472,7935,61710,4275,18708,2296,677,597,361055,7691,295928,7643,52764,3820,11811,1654,552,569,31175,3436,24896,2843,5341,1711,938,388,0,198,8022,1567,6895,1517,1127,555,0,198,0,198,15088,2055,12790,1983,1741,606,446,306,111,178,22227,2459,15963,2057,737,472,5513,1291,14,25,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,529625,11033,286972,7081,27426,2598,322,233,358317,10218,228741,8972,116618,5282,12892,1551,66,111,72227,5042,42505,3889,28084,2646,1532,587,106,127,299423,7322,176838,6268,117753,4693,4832,1124,0,198,86711,4949,62247,3997,21138,1900,3326,1151,0,198,27667,2948,19294,2386,3379,977,4844,1225,150,190,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,7658268,39232,1087188,18202,540195,15407,14984,2248,7392830,40790,6118395,42074,923160,17322,342430,11509,8845,1876,846056,20556,697855,18511,94223,6315,51580,4559,2398,932,160963,8893,138401,8246,14679,2563,7601,1694,282,286,326280,13488,273826,11948,28891,3121,23025,3879,538,407,574506,15223,429791,14043,26235,2601,115559,6841,2921,963,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
