GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001MA,B17010_001EA,B17010_002MA,B17010_002EA,B17010_003MA,B17010_003EA,B17010_004MA,B17010_004EA,B17010_005MA,B17010_005EA,B17010_006MA,B17010_006EA,B17010_007EA,B17010_007MA,B17010_008EA,B17010_008MA,B17010_009EA,B17010_009MA,B17010_010MA,B17010_010EA,B17010_011MA,B17010_011EA,B17010_012EA,B17010_012MA,B17010_013EA,B17010_013MA,B17010_014EA,B17010_014MA,B17010_015MA,B17010_015EA,B17010_016MA,B17010_016EA,B17010_017EA,B17010_017MA,B17010_018EA,B17010_018MA,B17010_019EA,B17010_019MA,B17010_020MA,B17010_020EA,B17010_021MA,B17010_021EA,B17010_022EA,B17010_022MA,B17010_023EA,B17010_023MA,B17010_024EA,B17010_024MA,B17010_025MA,B17010_025EA,B17010_026MA,B17010_026EA,B17010_027EA,B17010_027MA,B17010_028EA,B17010_028MA,B17010_029EA,B17010_029MA,B17010_030MA,B17010_030EA,B17010_031MA,B17010_031EA,B17010_032MA,B17010_032EA,B17010_033EA,B17010_033MA,B17010_034EA,B17010_034MA,B17010_035MA,B17010_035EA,B17010_036MA,B17010_036EA,B17010_037MA,B17010_037EA,B17010_038MA,B17010_038EA,B17010_039MA,B17010_039EA,B17010_040MA,B17010_040EA,B17010_041MA,B17010_041EA,state
0400000US01,1203689,13513,154370,6386,46628,2879,25102,2488,3869,1044,7910,1493,13323,1921,21526,2124,107742,5689,12997,1904,8212,1533,1742,801,2809,1108,3661,899,4785,1196,94745,5195,80329,5041,14040,2396,19685,2334,46604,4221,14416,2096,1049319,13531,810346,11402,298545,7865,50831,3518,53765,3849,193949,6689,511801,9528,238973,8210,64559,3977,29637,2960,6020,1508,2837,851,20780,2522,34922,3262,174414,6972,95642,5764,13157,2081,11580,2184,70905,5334,78772,4966,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,12388,1464,5212,876,3352,846,417,280,1381,618,1554,579,1860,393,7176,1230,2056,670,1887,664,504,391,387,163,996,547,169,70,5120,1123,4532,1098,760,394,1502,612,2270,598,588,288,155013,3917,118613,4050,54704,3082,9953,1591,14397,2066,30354,2073,63909,2594,36400,2549,12946,1688,7851,1303,1224,537,974,391,5653,1148,5095,1155,23454,2079,14752,1921,2175,790,2222,724,10355,1720,8702,1290,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,176062,6641,74404,4198,42086,3275,5166,1153,14575,2087,22345,2528,32318,2436,101658,5296,21609,2410,15821,1862,3360,1000,4354,1479,8107,1318,5788,1427,80049,4515,69133,4299,11189,2171,21797,2549,36147,2927,10916,1429,1476263,14537,1132114,14104,430864,9350,74999,4395,85738,4950,270127,7969,701250,10893,344149,9644,116465,6113,62695,4741,13984,2325,8680,1345,40031,3744,53770,3782,227684,7610,130773,6183,20397,2536,21816,2270,88560,5519,96911,4893,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,87890,4894,31694,2922,19014,2407,2391,730,7086,1552,9537,1661,12680,1607,56196,3862,8966,1471,6282,1286,2047,812,1000,557,3235,983,2684,852,47230,3488,41245,3214,7905,1679,10777,2064,22563,2230,5985,1104,666809,11484,521158,9536,203183,6756,36242,3183,41929,3524,125012,5452,317975,6320,145651,6741,44835,3793,25834,2769,5933,1514,3374,1080,16527,1824,19001,2254,100816,5019,57321,3890,8461,2117,8677,1644,40183,3075,43495,3377,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,858067,15922,373259,9802,241754,7704,26782,2777,84888,4947,130084,6511,131505,5974,484808,12165,98151,5701,69985,4673,11104,1800,20304,2893,38577,3432,28166,3064,386657,9764,320644,9296,46465,3196,95619,5801,178560,6501,66013,4345,8052550,26039,6073706,28866,2745230,23272,484933,8652,539153,12533,1721144,19375,3328476,23108,1978844,20951,675061,15412,336428,10613,63826,4893,57560,4264,215042,8708,338633,10011,1303783,17677,658619,13906,86321,4988,93932,5678,478366,11115,645164,13492,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,91960,4848,38461,3259,22082,2576,3810,1245,6785,1687,11487,2007,16379,1901,53499,4065,9483,1794,6924,1653,1087,566,1492,798,4345,1338,2559,899,44016,3823,36042,3679,6896,1587,9936,1988,19210,2470,7974,1646,1274847,10110,1023853,11173,430876,7719,83100,4642,88097,5146,259679,6183,592977,8769,250994,6370,91058,4575,54091,3645,8982,1736,6831,1445,38278,3508,36967,3778,159936,5822,90192,4535,10617,1979,9145,1677,70430,4517,69744,3715,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,55756,4613,17623,1988,9434,1461,1908,820,2996,968,4530,914,8189,1513,38133,3858,5613,1375,4128,1124,835,543,919,637,2374,677,1485,680,32520,3518,26981,3282,3257,882,7387,1851,16337,2446,5539,1233,821537,8644,631938,8173,252444,5443,45767,3210,41493,3828,165184,5119,379494,6794,189599,7241,55704,3805,26959,2808,5334,1346,3037,921,18588,2182,28745,2981,133895,5727,71057,4132,10270,1543,7962,1641,52825,3840,62838,4508,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,21665,2390,9611,1790,4809,1195,580,433,1651,747,2578,734,4802,1220,12054,1765,2402,945,1549,669,413,367,352,332,784,429,853,684,9652,1519,7983,1356,1845,922,1860,760,4278,1310,1669,727,214130,5465,167336,5179,58673,3669,10180,1628,10458,1293,38035,3070,108663,4062,46794,3453,14114,1743,7460,1423,1069,681,1054,528,5337,1224,6654,1207,32680,3052,18573,2168,2296,843,2136,985,14141,1935,14107,1890,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,15929,1763,2406,868,1454,720,404,494,197,197,853,459,952,499,13523,1678,1628,658,1088,518,262,308,269,280,557,355,540,474,11895,1619,9108,1665,1273,594,2171,824,5664,1289,2787,796,103428,3668,68170,3209,27347,2124,9207,1254,5622,1354,12518,1498,40823,2567,35258,2731,8363,1370,3542,910,439,289,635,348,2468,782,4821,1195,26895,2298,12794,1763,1643,692,1666,661,9485,1541,14101,1978,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,499029,11818,213722,7908,101466,5662,14552,2084,35934,3503,50980,4544,112256,5709,285307,9019,50716,3727,35763,3472,6202,1449,9458,2159,20103,2981,14953,1853,234591,8437,193746,7688,28527,3022,52342,5233,112877,5266,40845,3619,4444477,28838,3374573,27825,1160958,19109,210981,7123,213210,9688,736767,15398,2213615,18880,1069904,19401,326912,10597,160381,8258,36036,3829,17660,2665,106685,6585,166531,7521,742992,15642,376368,10353,56446,4025,48284,4372,271638,9256,366624,10921,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
