GEO_ID,C17002_001E,C17002_001M,C17002_002E,C17002_002M,C17002_003E,C17002_003M,C17002_004E,C17002_004M,C17002_005E,C17002_005M,C17002_006E,C17002_006M,C17002_007E,C17002_007M,C17002_008E,C17002_008M,NAME,C17002_001EA,C17002_001MA,C17002_002EA,C17002_002MA,C17002_003EA,C17002_003MA,C17002_004MA,C17002_004EA,C17002_005MA,C17002_005EA,C17002_006EA,C17002_006MA,C17002_007EA,C17002_007MA,C17002_008EA,C17002_008MA,state
0400000US01,4752560,2493,352069,17765,450587,17118,261989,13920,218451,14840,353540,19640,131987,10977,2983937,29806,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720472,1555,41036,3678,38976,6217,24520,3221,27657,5144,40229,4802,15782,4867,532272,10137,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6856067,3981,468888,19143,550047,23794,338034,19075,325991,22360,481749,23962,188205,12524,4503153,35500,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2916321,2511,199669,12396,278696,11917,167089,12014,170569,11465,239415,15223,89164,8080,1771719,22091,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38793027,8845,2250522,45736,2909686,53914,1767695,50669,1632590,42751,2430939,54727,1012153,34540,26789442,96633,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5483104,3121,261234,12567,303078,15077,196673,13054,181796,13359,317068,16257,140574,10832,4082681,24863,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482584,1446,160256,10790,173872,11610,106362,10868,110132,9827,171065,12139,60788,8245,2700109,22849,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,934947,1486,64714,5519,62272,7641,39887,6889,31033,5970,50711,6674,17943,3377,668387,13331,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660642,544,59021,6123,50899,6200,25110,4700,14235,3082,29658,6369,11004,2805,470715,9283,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20569920,5871,1278075,38634,1611431,41671,1044925,35495,1012057,28503,1540087,34014,637921,25241,13445424,66623,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10154747,5504,684349,28168,833353,37311,513248,22582,487324,22461,699447,25991,293341,15299,6643685,52015,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1388550,1566,66658,6356,65891,6009,31676,4965,43353,6004,67484,7167,27499,4811,1085989,12916,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1686491,1808,92767,8711,123542,10612,80655,8582,88735,9437,129645,10146,58916,8907,1112231,18290,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12503720,3612,724307,22542,845446,28181,518305,25199,468545,23167,721282,27914,319134,15425,8906701,48366,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6463636,3761,402895,19196,468352,21594,285667,14121,279355,16381,425451,18750,172585,11745,4429331,35779,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3044685,1941,143191,8139,183445,10698,123250,8819,118916,8532,194357,10502,81264,6332,2200262,17545,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2827376,2621,152553,9904,183934,11453,123470,8443,124811,9804,190974,13004,75308,6978,1976326,19746,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4316917,3015,335188,15015,409051,15772,221288,13261,194827,10883,292682,13661,120291,9975,2743590,27586,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4553037,2611,420630,18563,478409,20189,265520,17397,231499,13341,315619,16792,132407,10495,2708953,26207,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
