GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001MA,B01001H_001EA,B01001H_002MA,B01001H_002EA,B01001H_003MA,B01001H_003EA,B01001H_004EA,B01001H_004MA,B01001H_005EA,B01001H_005MA,B01001H_006EA,B01001H_006MA,B01001H_007MA,B01001H_007EA,B01001H_008MA,B01001H_008EA,B01001H_009EA,B01001H_009MA,B01001H_010EA,B01001H_010MA,B01001H_011EA,B01001H_011MA,B01001H_012MA,B01001H_012EA,B01001H_013MA,B01001H_013EA,B01001H_014EA,B01001H_014MA,B01001H_015EA,B01001H_015MA,B01001H_016EA,B01001H_016MA,B01001H_017EA,B01001H_017MA,B01001H_018MA,B01001H_018EA,B01001H_019MA,B01001H_019EA,B01001H_020EA,B01001H_020MA,B01001H_021EA,B01001H_021MA,B01001H_022EA,B01001H_022MA,B01001H_023MA,B01001H_023EA,B01001H_024MA,B01001H_024EA,B01001H_025MA,B01001H_025EA,B01001H_026EA,B01001H_026MA,B01001H_027EA,B01001H_027MA,B01001H_028EA,B01001H_028MA,B01001H_029MA,B01001H_029EA,B01001H_030MA,B01001H_030EA,B01001H_031EA,B01001H_031MA,state
0400000US13,5487048,4003,2700651,3942,144516,2243,152144,4783,164841,4846,103140,2135,73324,3715,172013,3551,178345,2254,166045,1968,334112,2917,390136,1454,378705,377,281769,822,125320,2648,36241,2703,2786397,3472,134935,2407,142811,5396,157619,5396,98946,2088,69275,3585,159042,3528,174685,2417,167212,1704,338982,1845,394330,1610,400036,541,317644,654,163951,3308,66929,3306,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310584,971,168403,913,7505,407,5493,931,6308,832,2465,559,2992,425,13856,453,13914,415,12823,363,22381,389,20572,401,25390,98,23490,187,9165,473,2049,476,142181,1022,6813,422,6988,866,4225,632,2255,397,2488,467,7398,450,10920,262,11123,126,17911,316,16220,395,22946,491,20672,103,9021,743,3201,725,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1407302,1540,703211,1520,43882,677,45955,2906,51627,2861,29565,798,19480,1347,43985,1598,44700,624,44103,839,88576,1115,82669,603,92478,167,72637,282,32988,1343,10566,1378,704091,1315,41260,664,43634,2614,48035,2608,28324,801,17470,1256,39847,1317,45209,767,43022,390,86493,724,83884,639,96901,422,75887,398,36069,1809,18056,1829,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7834272,4560,3851196,2810,202839,886,196855,5250,223771,5176,137617,665,91065,1940,237122,1967,255406,943,254115,874,475180,876,538840,643,583707,498,395574,457,188183,3224,70922,3228,3983076,2837,191313,1192,195955,5320,205238,5348,130108,751,84709,1793,226603,1903,246750,1359,249357,636,469633,1008,541912,609,607668,638,441695,200,253610,4221,138525,4266,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5278785,2647,2598481,2377,153412,962,151845,4715,167575,4665,102851,1198,71291,2257,178633,2257,170311,956,159361,395,314713,589,352235,327,368914,315,252333,432,117129,2174,37878,2161,2680304,1955,143160,1281,150350,4145,152680,4056,97290,1169,65100,2340,171568,2644,170058,1462,158569,642,316656,669,354574,282,385045,375,283049,117,151866,3638,80339,3593,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2701250,1762,1335237,1376,78104,785,78274,3243,85328,3210,51116,1011,39489,1758,92316,1662,81901,900,81910,867,159202,705,169670,341,193015,111,134101,301,65990,1744,24821,1690,1366013,1548,74769,782,75293,3200,80884,3194,47503,968,36096,1606,88261,1625,79909,816,80082,216,156838,468,168311,546,197745,311,144282,152,86168,2291,49872,2290,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2210739,1447,1093235,1791,64588,672,68872,2934,67151,2973,42821,1180,30558,1607,76340,1453,69279,662,69094,551,132972,713,135146,534,155421,314,109342,589,50585,1631,21066,1569,1117504,1613,62646,780,66119,2475,63172,2565,38613,1145,27268,1515,70159,1484,66203,1087,69042,380,131430,761,135977,733,163733,200,117787,161,66227,2205,39128,2198,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3769995,2657,1851255,3125,111936,1218,112892,3554,112833,3540,72169,1843,52720,2661,121423,3074,125130,1284,112012,951,231225,892,252334,780,255702,359,183707,191,83012,1848,24160,1856,1918740,2575,102688,1303,104187,4043,109608,4057,67386,1809,49177,2480,115243,2500,123205,1160,113296,1020,234619,1119,259189,461,275354,347,207055,129,110866,3017,46867,2996,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2739086,3010,1350814,2115,77524,1340,79561,4010,82884,3816,49808,1247,33059,2354,86613,2625,91318,1578,89817,1503,171750,1728,177446,1590,191150,312,137011,605,63313,1843,19560,1799,1388272,2645,73583,1440,78148,3561,74238,3565,46921,1240,33353,2490,75342,2288,93890,1529,91760,1338,167361,1336,180288,1079,201283,307,151139,481,83023,2449,37943,2454,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1247090,798,609680,693,28953,370,32383,1963,32222,1972,21376,233,16236,733,33827,770,36787,368,35774,375,69056,501,86329,554,98655,119,74287,175,31571,1484,12224,1487,637410,549,28007,368,29897,1861,31046,1870,20045,272,16059,1148,32192,1221,35824,334,36103,46,71214,284,90323,273,105120,227,80139,29,39174,1681,22267,1680,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3066146,3413,1502973,2341,75390,771,74578,3387,85761,3380,53995,617,36657,1162,91210,1234,98563,563,98830,406,173127,832,215052,333,233870,383,161268,354,78114,1901,26558,1907,1563173,1801,71607,598,73370,2926,79643,2975,49659,622,33537,1349,88269,1251,95167,631,97317,424,176626,647,222471,441,244650,427,178873,248,99132,3001,52852,2982,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4906564,8048,2376883,4012,106285,1060,109653,4517,130941,4624,82419,607,67076,1767,158935,1720,160666,1368,156946,1486,271235,1413,347100,1035,368748,827,254172,356,114861,2733,47846,2794,2529681,4934,99187,1529,106887,3814,122195,3679,77952,699,69919,898,158936,1181,159542,1038,157046,1197,280048,1198,362473,1548,393678,776,290442,801,155387,3729,95989,3696,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7476534,2419,3696168,1420,192138,755,198603,4593,216206,4615,139478,481,95759,1127,249298,1097,240750,452,219128,537,425124,592,512831,356,565613,266,395799,155,180780,2796,64661,2797,3780366,1798,183631,691,188810,4590,206071,4692,131738,616,91385,1082,234655,1375,228231,681,212560,627,421348,665,515377,376,587534,292,429586,221,231287,3648,118153,3660,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4455056,1687,2211489,1058,124989,277,126832,2848,129908,2851,79753,594,52274,886,134816,1102,140352,767,147154,531,274851,439,300407,413,334811,272,221319,97,104666,2043,39357,2045,2243567,1048,117524,615,119113,3309,125359,3316,75455,498,52628,1436,130744,1550,131906,680,143146,265,266170,477,299840,391,341193,225,236882,180,130746,3057,72861,3030,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1688447,1580,828551,2661,43700,1886,48365,2990,55098,2917,32277,1729,26711,2629,53857,2840,47905,2189,47867,2606,101309,2641,110337,1674,115419,513,90071,821,43760,1483,11875,1415,859896,2553,42891,1408,46802,3371,49922,3475,30244,1862,22500,2184,48738,2364,51684,1759,45750,1607,107026,1900,109170,1566,120985,622,101468,809,57934,2275,24782,2233,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4854821,3376,2391157,2948,138933,1194,138169,4559,148759,4221,91360,1585,63172,2717,151329,2636,160001,2097,156143,1071,290878,1775,312866,1168,342058,283,240197,689,120839,2662,36453,2463,2463664,2411,128024,1252,130386,4095,141960,4350,84928,1569,59167,2105,147640,2005,156970,944,153394,789,289524,1060,316410,1076,360256,312,269019,665,149989,3749,75997,3747,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,906221,1147,456769,1110,24783,441,25153,2106,26355,2113,15605,780,10067,939,33270,1016,28777,636,28422,220,54669,427,54798,606,68270,238,54363,10,24317,1192,7920,1189,449452,1199,23728,417,24833,1823,23897,1828,14855,750,11110,1344,27175,1308,26955,886,27059,426,52031,784,53850,638,71088,189,53340,273,27335,1372,12196,1422,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1517634,920,752339,1193,46263,565,46951,2310,47223,2360,28118,725,19691,1019,51031,1071,48899,738,49217,540,92722,482,92775,370,106521,29,74038,104,36389,1260,12501,1265,765295,1125,43215,584,44080,2127,45600,2095,26567,715,19264,949,48089,1240,46762,801,48220,310,90067,407,92461,316,109366,154,79919,54,44862,1641,26823,1639,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1462301,2767,745661,2029,33137,821,34218,1910,34377,1996,21173,962,11774,583,35589,956,48082,1095,49739,538,92304,625,107980,713,117820,64,100149,125,47131,1453,12188,1421,716640,2029,31411,912,30900,2246,33049,2136,19960,795,9873,549,33092,820,45995,753,45248,1053,86652,1278,97996,753,115231,291,101234,212,47224,1980,18775,2039,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1212790,1395,598915,1159,27913,367,29812,2043,33407,2050,22137,358,16176,803,39650,869,37460,238,35314,343,66275,421,88866,329,97774,260,66014,119,26871,1390,11246,1386,613875,781,26065,345,26029,1633,34286,1713,20323,359,16304,920,37980,913,34683,96,34525,16,67329,213,91521,44,101180,129,70323,192,34594,1685,18733,1686,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4939479,3396,2408758,2123,114980,416,117736,4288,144796,4273,90948,275,56128,575,142102,918,141599,480,137390,561,269850,616,359070,199,390469,502,263368,244,129457,2550,50865,2594,2530721,2044,108698,548,122478,4145,127698,4047,86444,213,51705,350,136157,923,132955,448,135183,509,272602,644,371341,434,406551,414,299368,286,177660,4575,101881,4586,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,780688,1081,385987,1861,16746,1083,15016,1589,18289,1446,10023,1034,9321,1401,20961,1360,22488,931,22022,993,41817,1570,48105,1746,65542,581,60135,697,26891,1386,8631,1380,394701,1866,14302,942,14265,1500,18301,1723,10616,1196,7464,973,18539,1053,20047,844,22289,1129,41267,1457,45764,1493,71797,519,64058,791,31552,1703,14440,1498,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10936578,5673,5354641,3391,269490,655,269924,6312,291142,6428,182478,753,134676,1265,339788,1377,375332,476,361026,830,623843,715,744780,850,803879,875,568163,427,271125,4521,118995,4617,5581937,3032,256036,679,261798,5740,270943,5607,174837,527,131391,1976,331448,2184,373043,791,356691,596,618291,639,752011,1219,832425,1152,638408,624,367587,6219,217028,6265,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6472902,2943,3163051,3739,156209,2333,162333,4911,182154,5026,113586,1916,80818,2941,210731,3282,207917,2014,191473,1634,384083,1925,453979,1629,453057,507,353305,499,163397,2636,50009,2597,3309851,3481,147807,2190,160224,4733,167347,4431,107908,1883,77287,2876,183792,2847,208543,1587,195768,1508,395424,1959,464270,1142,492175,345,401988,429,211854,3370,95464,3349,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,637291,1322,325283,981,20434,303,17974,1424,19699,1458,10083,678,9568,929,27480,898,26018,375,23328,226,39125,407,37167,196,44717,72,29505,9,13820,992,6365,992,312008,1084,19595,271,18800,1486,17043,1535,10036,688,8697,748,24347,768,21444,447,19897,411,36138,601,33777,484,43442,145,29109,35,19711,1053,9972,1051,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9204374,3074,4516816,2779,250575,1006,248876,5702,279841,5568,174284,1358,117387,1851,288064,1985,299482,974,279476,748,538829,863,619204,365,667468,366,460899,378,214630,3348,77801,3354,4687558,2416,237592,1070,238100,5505,263904,5441,166392,1304,111875,1547,278496,1667,292207,515,275721,507,540011,627,628468,652,701964,359,516724,117,290556,4190,145548,4127,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2576937,2060,1269147,1692,71831,523,72622,3062,73418,3079,45155,983,30632,1146,80822,1316,85126,844,82907,553,157715,959,163456,461,181637,70,134406,269,67752,1865,21668,1882,1307790,1437,66074,572,67598,2845,71819,2862,42544,839,29434,1444,73248,1593,85062,745,82801,806,155383,973,164861,459,192943,150,150572,57,87854,2164,37597,2151,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3132752,1902,1543829,1436,75736,434,76223,2854,83296,2798,49367,746,32376,803,89702,927,105774,766,105694,333,203103,549,201767,376,225743,251,185859,274,83189,2174,26000,2165,1588923,1435,72881,523,74287,3357,75492,3355,47286,893,32864,1244,85327,1283,103389,650,104049,782,199232,818,201337,223,244733,305,202990,158,98142,2624,46914,2658,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
