GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001EA,C25122_001MA,C25122_002EA,C25122_002MA,C25122_003EA,C25122_003MA,C25122_004MA,C25122_004EA,C25122_005MA,C25122_005EA,C25122_006EA,C25122_006MA,C25122_007EA,C25122_007MA,C25122_008EA,C25122_008MA,C25122_009MA,C25122_009EA,C25122_010MA,C25122_010EA,C25122_011MA,C25122_011EA,C25122_012EA,C25122_012MA,C25122_013EA,C25122_013MA,C25122_014MA,C25122_014EA,C25122_015MA,C25122_015EA,C25122_016EA,C25122_016MA,C25122_017EA,C25122_017MA,C25122_018EA,C25122_018MA,C25122_019MA,C25122_019EA,C25122_020MA,C25122_020EA,C25122_021EA,C25122_021MA,C25122_022MA,C25122_022EA,C25122_023EA,C25122_023MA,C25122_024EA,C25122_024MA,C25122_025MA,C25122_025EA,C25122_026MA,C25122_026EA,C25122_027EA,C25122_027MA,C25122_028EA,C25122_028MA,C25122_029EA,C25122_029MA,C25122_030MA,C25122_030EA,C25122_031MA,C25122_031EA,state
0400000US01,588466,10414,100278,5241,35920,2875,39873,3523,11876,2120,12609,1665,119705,5465,34430,2778,61225,4501,10068,1686,13982,1924,125867,5868,15124,1973,79626,4416,16907,2234,14210,2116,84611,5652,6095,1139,51836,4128,17886,3054,8794,1567,79275,4233,3574,1042,42174,3310,25828,2570,7699,1583,78730,4856,1920,697,26863,2555,43961,4161,5986,1344,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91397,3639,5956,1352,894,363,2436,1027,1560,583,1066,470,8225,1396,2263,771,3332,841,1951,579,679,255,16342,2067,1051,535,6810,1402,7494,1652,987,432,12642,1710,531,283,4799,1112,6448,1413,864,405,19786,2132,324,264,4006,1107,13945,1885,1511,629,28446,2201,207,135,3119,883,23226,2386,1894,457,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,900651,12842,99582,5566,17817,2034,43989,4158,25932,2678,11844,1873,119178,5587,16593,2178,63280,3838,31980,3368,7325,1308,178270,6507,8600,1535,97347,4918,65128,4376,7195,1101,153996,5946,5392,1187,71387,4231,71251,4933,5966,1433,167126,6808,4096,1202,54634,4483,103406,6042,4990,1190,182499,6619,2806,679,27911,2801,148008,6010,3774,904,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,400683,9039,58268,3460,21287,2404,26393,2646,3983,1032,6605,1443,75719,4526,24532,2152,38998,3728,4606,1475,7583,1230,98243,4394,13949,2210,67510,3761,8286,1565,8498,1471,61603,4910,5085,1225,43595,4157,8573,1502,4350,1017,59118,4415,3801,929,34456,3489,16061,2509,4800,1025,47732,4014,1777,831,21602,2882,20967,2770,3386,975,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5880007,28546,447352,12837,70484,4367,114944,5095,231569,9321,30355,2941,721784,12785,143278,6100,243588,8271,306294,8195,28624,2792,941234,14062,37925,3455,274613,8709,596944,11470,31752,2829,802126,13612,14945,2150,169066,6498,592416,11797,25699,2556,1043714,14644,12039,1822,137779,7789,867614,14073,26282,2493,1923797,21366,11432,2116,95288,5452,1777203,19755,39874,2567,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,744383,11664,66035,4491,16421,1886,19111,2127,25354,3093,5149,1141,82939,5054,16479,1905,32285,2605,30489,3434,3686,750,129911,6111,7090,1478,51278,3604,66684,4702,4859,1053,126377,5630,3959,1222,35345,3024,82515,4576,4558,1122,148168,6363,1582,658,30420,3174,112186,5737,3980,1042,190953,6720,1485,554,17099,1992,168207,6634,4162,1179,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,458528,7656,48161,4198,15204,2331,12928,1762,17572,2161,2457,870,63952,4671,16917,2131,21265,2500,23567,2747,2203,743,87558,4369,5939,1329,35085,2542,43908,3786,2626,616,72697,3826,3442,1049,23997,2403,41319,3345,3939,1279,79575,4584,1237,551,19125,2350,55492,4097,3721,1182,106585,5275,2040,747,13083,2354,87175,4888,4287,937,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,103989,4386,13861,1852,2649,884,4098,954,6398,1586,716,334,12919,1766,3629,1007,5210,1177,3411,942,669,367,23068,2781,1098,548,10488,1595,10560,2124,922,723,13914,2076,415,276,4964,1127,8037,1680,498,231,17629,2764,336,365,5023,1393,11804,2018,466,273,22598,2658,246,265,2811,801,18809,2317,732,503,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162670,3861,22788,2885,8012,1783,3259,1007,10533,1687,984,555,18322,2049,4583,969,3571,1012,9292,1816,876,453,19461,2105,1719,707,6295,1243,10940,1693,507,346,14677,1979,784,454,3439,964,9985,1636,469,217,22853,2484,485,364,2829,1088,19195,2175,344,258,64569,3493,402,224,3338,1082,59889,3105,940,372,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2679777,21534,301575,9736,54264,4201,112107,5662,109702,6642,25502,3411,361049,9782,48965,4202,162592,6292,129093,6527,20399,2396,555173,12626,22514,2859,241016,8736,269164,10231,22479,2715,453783,12129,7290,1177,153349,6896,278167,9990,14977,2218,491630,11831,6588,1481,117665,6396,352665,10225,14712,2017,516567,12991,4250,1288,58402,4827,437734,13004,16181,2342,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
