GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,NAME,C24040_001MA,C24040_001EA,C24040_002EA,C24040_002MA,C24040_003EA,C24040_003MA,C24040_004EA,C24040_004MA,C24040_005MA,C24040_005EA,C24040_006MA,C24040_006EA,C24040_007EA,C24040_007MA,C24040_008MA,C24040_008EA,C24040_009EA,C24040_009MA,C24040_010EA,C24040_010MA,C24040_011MA,C24040_011EA,C24040_012MA,C24040_012EA,C24040_013EA,C24040_013MA,C24040_014EA,C24040_014MA,C24040_015EA,C24040_015MA,C24040_016MA,C24040_016EA,C24040_017MA,C24040_017EA,C24040_018EA,C24040_018MA,C24040_019MA,C24040_019EA,C24040_020EA,C24040_020MA,C24040_021EA,C24040_021MA,C24040_022MA,C24040_022EA,C24040_023MA,C24040_023EA,C24040_024MA,C24040_024EA,C24040_025EA,C24040_025MA,C24040_026EA,C24040_026MA,C24040_027MA,C24040_027EA,C24040_028MA,C24040_028EA,C24040_029MA,C24040_029EA,C24040_030EA,C24040_030MA,C24040_031EA,C24040_031MA,C24040_032EA,C24040_032MA,C24040_033MA,C24040_033EA,C24040_034MA,C24040_034EA,C24040_035EA,C24040_035MA,C24040_036EA,C24040_036MA,C24040_037EA,C24040_037MA,C24040_038MA,C24040_038EA,C24040_039MA,C24040_039EA,C24040_040MA,C24040_040EA,C24040_041MA,C24040_041EA,C24040_042EA,C24040_042MA,C24040_043EA,C24040_043MA,C24040_044EA,C24040_044MA,C24040_045MA,C24040_045EA,C24040_046MA,C24040_046EA,C24040_047EA,C24040_047MA,C24040_048EA,C24040_048MA,C24040_049EA,C24040_049MA,C24040_050MA,C24040_050EA,C24040_051MA,C24040_051EA,C24040_052MA,C24040_052EA,C24040_053EA,C24040_053MA,C24040_054EA,C24040_054MA,C24040_055MA,C24040_055EA,state
0400000US01,1506938,16760,846717,9670,20151,2158,13889,2112,6262,1326,101059,6267,190949,6564,31743,3231,83476,4414,73302,4659,51924,4382,21378,2351,12727,2041,37082,3310,23526,2574,13556,2251,91873,5802,56052,4331,419,243,35402,3529,74898,4906,36251,3885,38647,3365,39192,3640,9994,1840,29198,3392,36711,3622,53554,3891,660221,12580,2130,714,1754,685,376,210,10966,2071,66276,4880,10591,1872,69833,5059,19440,2271,13043,1930,6397,1244,11316,1826,57213,4594,46454,4144,10759,1747,51302,3907,33722,2883,304,198,17276,2279,245883,7616,80593,3907,165290,7191,39516,4775,5041,1346,34475,4483,28948,3064,46807,3631,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229641,5785,130378,5173,7747,1281,1901,509,5846,1186,14262,2027,6017,1352,3307,995,13851,2473,14970,2319,12357,2222,2613,678,3074,907,3488,868,1759,692,1729,559,10465,1581,6754,1188,183,149,3528,1005,18324,2210,6740,1200,11584,1866,8826,2088,1282,764,7544,2043,5837,1074,20210,2581,99263,2882,1748,527,598,278,1150,469,2040,765,1855,557,1216,752,10187,1591,5624,1409,5225,1437,399,267,2183,816,5229,1114,3554,888,1675,606,7478,1622,5667,1450,566,441,1245,536,36312,2502,10300,1616,26012,2066,8132,1524,1328,588,6804,1455,4154,1092,13105,1943,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2207883,16736,1265968,10959,25329,2756,15495,2343,9834,1569,155385,7688,129871,6170,47039,4095,141510,6406,98552,5030,77906,4273,20646,2434,25757,2997,106242,4928,76006,4499,30236,2408,174960,7446,89746,5022,1972,773,83242,5412,139297,6876,58593,4533,80704,5122,92294,5786,24956,2964,67338,5102,48802,4182,80930,4783,941915,14176,5790,1311,4099,1111,1691,654,14977,2061,52836,3877,14710,2567,95681,5016,31883,3014,26214,2663,5669,1344,14311,1995,111005,4877,86972,5055,24033,2328,106724,5216,62539,3846,1370,616,42815,3987,322450,9364,109144,6179,213306,7935,75059,5245,16448,2233,58611,4692,41526,3654,54963,4336,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,955211,12685,527589,8564,23850,2773,18808,2331,5042,1454,59900,4198,107801,5465,19799,2370,64818,3848,49240,3567,38595,3266,10645,1587,9938,1918,24403,2894,16156,1943,8247,2068,41667,3750,23349,2874,1269,593,17049,2479,54905,3914,25274,2569,29631,3119,24052,2464,4958,1005,19094,2223,20565,2396,26651,2820,427622,9178,2201,636,2089,654,112,127,5430,1242,44928,3231,8728,1716,50228,3212,15815,2406,12604,2166,3211,979,5861,1508,30136,3210,24919,2877,5217,1346,28498,2659,16673,2029,804,522,11021,1980,170827,6539,58645,3404,112182,6341,23917,2755,3269,879,20648,2753,15394,2640,25659,2476,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12795143,47133,7537236,31442,195167,7307,177296,6876,17871,2368,820185,14677,1020705,16931,294836,9247,689768,14530,602539,11567,502390,11043,100149,5441,267419,8759,443949,11638,279723,9331,164226,7186,1194895,18400,770913,13523,8867,1686,415115,12045,758397,13735,316574,10588,441823,11776,550462,12968,161776,6813,388686,12331,321485,10223,377429,9666,5257907,33095,51793,4541,49628,4496,2165,611,76977,3974,421201,10061,130247,6604,478159,11819,182517,6497,155110,6447,27407,2484,141173,5546,456667,10363,320701,9188,135966,5519,675823,13486,487385,12044,7342,1140,181096,6570,1670932,24190,545661,12688,1125271,21395,402801,11154,103740,5719,299061,9624,258972,8725,310645,8815,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2041217,15562,1191498,11998,39580,3588,20947,2285,18633,2309,174860,7127,125018,6456,41360,2975,109406,5886,81819,4572,66244,4174,15575,1960,39767,3032,87233,4574,60846,3871,26387,2528,178587,6048,130707,4957,1734,574,46146,3771,108000,4787,53640,3140,54360,4206,90109,5228,24228,2354,65881,4597,43857,3880,71902,3706,849719,10819,9874,1637,5481,1411,4393,940,18968,2360,42920,3252,14920,2116,80129,4799,22411,2291,17636,1940,4775,1081,20912,2067,83774,4778,60108,3930,23666,2221,111690,4793,77896,4027,1701,621,32093,2709,282893,7556,103464,4290,179429,6790,67903,4435,15177,2035,52726,3905,38492,3173,54833,3628,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1232355,14670,692968,9141,2986,972,2479,886,507,522,70495,4565,119726,5268,25578,2676,64086,4831,42666,3214,32286,2787,10380,1645,19509,2353,70275,4291,57577,3920,12698,1810,90859,4792,59253,3682,1371,450,30235,3225,86223,4790,38239,2930,47984,3524,39735,4102,14340,2177,25395,3225,25576,2749,35254,3144,539387,10776,1801,680,1449,521,352,362,7856,1568,42914,3261,8402,1519,42601,4029,14192,2297,11700,2149,2492,748,11279,1675,61436,3947,53750,3909,7686,1260,56808,4058,39187,3339,1206,544,16415,2102,215622,5970,72005,3295,143617,5891,26644,3332,9603,2211,17041,2124,27422,2590,22410,2349,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,313402,7199,171179,4547,2563,1029,2462,1028,101,102,22230,2555,20941,2503,5365,1035,16994,2295,16616,2377,13415,1984,3201,1041,2950,957,17375,1790,14605,1656,2770,1097,19849,2396,13371,1778,0,198,6478,1368,18208,1983,6675,1166,11533,1755,10214,2008,2648,940,7566,1728,7222,1387,10652,1647,142223,4670,1087,461,1087,461,0,198,2728,995,9194,1697,2323,804,11623,1825,3772,845,3100,695,672,425,1633,784,20921,2278,18688,2267,2233,701,10964,1625,7711,1169,41,67,3212,971,53690,3576,16781,1918,36909,3167,8350,1627,1849,727,6501,1494,3769,924,12169,2023,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,287039,6047,144156,3759,161,222,161,222,0,208,5895,1854,2143,725,984,400,4407,1175,5341,1561,4939,1484,402,244,6023,1299,13395,2505,8344,1948,5051,1418,37382,2470,33332,2328,0,208,4050,1030,15283,2083,9240,1673,6043,1193,12175,1921,2385,724,9790,1772,10766,1679,30201,2586,142883,4330,85,105,55,90,30,50,310,224,1699,985,827,455,3706,936,3010,1072,2515,1009,495,340,4397,968,9370,1641,5764,1332,3606,1019,33411,3089,28486,2820,91,150,4834,1187,27794,3175,12684,2353,15110,2314,9222,1573,2992,793,6230,1385,18433,2057,30619,2724,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6739568,37919,3757884,27023,48330,4373,43535,4176,4795,1185,515252,14817,294846,9517,141463,8468,412954,11676,313505,11451,261352,9234,52153,4921,81826,5715,280033,9293,174485,7812,105548,6133,544447,14375,295645,11640,3935,1166,244867,10865,386203,10547,147009,7069,239194,8292,372882,14148,107070,7174,265812,12513,165894,8646,200249,9456,2981684,21527,14207,2743,13181,2474,1026,606,56762,4285,110216,5299,55174,4369,333300,9713,94410,5397,79566,5072,14844,1948,45763,4711,306777,10717,217122,10053,89655,4977,361889,10940,217723,7943,3656,884,140510,7664,1023031,19854,313761,10250,709270,18167,284377,11119,68419,5709,215958,9749,142002,6566,153776,7120,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
