GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,NAME,C08124_001EA,C08124_001MA,C08124_002EA,C08124_002MA,C08124_003EA,C08124_003MA,C08124_004MA,C08124_004EA,C08124_005MA,C08124_005EA,C08124_006MA,C08124_006EA,C08124_007EA,C08124_007MA,C08124_008EA,C08124_008MA,C08124_009MA,C08124_009EA,C08124_010MA,C08124_010EA,C08124_011MA,C08124_011EA,C08124_012EA,C08124_012MA,C08124_013EA,C08124_013MA,C08124_014MA,C08124_014EA,C08124_015MA,C08124_015EA,C08124_016MA,C08124_016EA,C08124_017MA,C08124_017EA,C08124_018EA,C08124_018MA,C08124_019EA,C08124_019MA,C08124_020EA,C08124_020MA,C08124_021EA,C08124_021MA,C08124_022MA,C08124_022EA,C08124_023EA,C08124_023MA,C08124_024MA,C08124_024EA,C08124_025MA,C08124_025EA,C08124_026MA,C08124_026EA,C08124_027MA,C08124_027EA,C08124_028MA,C08124_028EA,C08124_029EA,C08124_029MA,C08124_030EA,C08124_030MA,C08124_031EA,C08124_031MA,C08124_032MA,C08124_032EA,C08124_033MA,C08124_033EA,C08124_034MA,C08124_034EA,C08124_035MA,C08124_035EA,C08124_036MA,C08124_036EA,C08124_037MA,C08124_037EA,C08124_038MA,C08124_038EA,C08124_039EA,C08124_039MA,C08124_040EA,C08124_040MA,C08124_041EA,C08124_041MA,C08124_042MA,C08124_042EA,state
0400000US13,4782581,26117,1775452,24275,787693,17248,1118651,17559,423459,13616,649098,17416,28228,2608,3765494,28187,1425812,22650,598453,15028,896825,16917,308441,11479,516780,17282,19183,2276,472742,13703,128017,7235,97934,5879,87495,6152,80673,6502,76996,5437,1627,636,102295,7160,31237,4022,28698,3100,23028,3114,4686,1494,14178,2557,468,426,165588,8333,43559,4459,41317,4672,36880,3635,13429,2657,27065,3663,3338,877,276462,9732,146827,6550,21291,3067,74423,4815,16230,3108,14079,2015,3612,1269,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,703939,7810,233011,6414,159350,6886,165709,7006,67717,4688,52199,3246,25953,2506,475638,8015,158663,5473,103677,5649,108371,4910,52599,3948,37238,2967,15090,1873,93324,5482,31410,3334,19694,2660,24730,2492,8221,1769,6533,1275,2736,910,43263,3269,9017,1374,17165,2662,12430,1962,1047,503,3237,1001,367,400,61070,4617,17836,2501,14928,2321,12607,2276,4694,1057,3880,974,7125,1362,30644,2673,16085,1802,3886,920,7571,1266,1156,490,1311,588,635,401,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,773999,10081,267084,8141,132022,5631,172533,7989,98118,4449,102604,6246,1638,747,612010,10878,208569,7440,102841,5335,139026,6978,78266,4738,81909,6311,1399,752,78853,4534,23025,2489,13600,2060,15136,1993,13712,2166,13357,2219,23,37,4859,1065,1595,563,1172,466,1145,616,356,221,469,320,122,30,34271,2806,11383,1678,7906,1620,6800,1387,3764,914,4324,1159,94,89,44006,3786,22512,3016,6503,1518,10426,1643,2020,562,2545,1183,0,201,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6129046,25518,2319936,22193,1057687,16066,1433036,19596,445744,10191,863006,15134,9637,1805,4476740,24100,1642348,17745,739681,12216,1067751,14810,361560,8600,661663,12860,3737,1148,476743,14276,124352,5827,106442,5743,97621,5286,46658,4387,101376,6928,294,240,588347,12393,286053,8215,104500,6619,140239,7291,12791,1918,44660,3994,104,122,289004,9122,114371,5556,64742,4260,59264,3565,11089,1734,36409,2958,3129,1697,298212,9371,152812,6167,42322,3383,68161,5310,13646,1864,18898,2456,2373,1222,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3126324,19561,1077725,17636,506173,12059,696010,12309,271221,8399,573137,13917,2058,637,2577077,20992,896719,16439,403949,11282,580978,11912,221324,7602,472217,13610,1890,601,273274,9697,71598,4440,47937,3964,52795,3853,32160,3501,68724,4336,60,70,29104,2905,8569,1469,8631,1590,5711,1184,1591,724,4602,1162,0,197,112960,6111,34254,2648,28950,3059,22344,2453,7685,1688,19619,2776,108,137,133909,5688,66585,4168,16706,2193,34182,3429,8461,1758,7975,1510,0,197,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1597499,9307,569463,8969,256938,7737,362237,8948,158008,5302,250076,7630,777,559,1300546,11377,467900,8300,195377,6985,302097,8478,130973,5008,203423,6897,776,559,127722,6330,34000,2834,23602,2201,25276,2404,14891,2021,29953,2915,0,163,13667,1766,4897,1117,2871,948,2640,785,156,137,3103,779,0,163,73859,3833,21656,2058,22662,2372,14360,1797,5919,1049,9261,1451,1,4,81705,4337,41010,3149,12426,1473,17864,2129,6069,1171,4336,895,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1431057,8730,553663,9190,231902,8274,314815,7642,134193,5394,188879,6925,7605,1506,1179785,9578,463404,9271,179931,6746,263563,6856,108598,5165,157539,6110,6750,1453,124688,6220,39322,3107,24944,2849,23338,2327,16528,2345,20354,2630,202,170,6101,1342,2051,874,1172,525,1100,582,528,364,1250,726,0,177,52768,3057,15654,1855,14685,1779,9663,1453,5395,1236,6718,1598,653,377,67715,3897,33232,2731,11170,1592,17151,2469,3144,766,3018,785,0,177,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1948608,13560,653741,11790,315366,9215,461865,9693,176361,7056,332758,9771,8517,1695,1597996,13828,543612,10884,245023,8299,386670,8059,143883,6425,272758,8153,6050,1338,182526,7333,48542,3462,36096,3730,37460,2619,22278,2521,37474,4140,676,519,20508,2766,4956,1366,6449,1457,4509,1131,721,483,3873,1075,0,195,70738,4175,18573,2426,18220,2311,14598,1827,4763,1171,12855,2149,1729,920,76840,5192,38058,3488,9578,1565,18628,2112,4716,1360,5798,1814,62,108,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2003496,18402,668287,13234,380284,13211,471781,12978,228297,8114,247724,10034,7123,1562,1657080,19059,566430,12440,299000,11489,397696,11948,175420,6883,212566,10011,5968,1347,184808,9396,48744,3868,39585,4119,37753,3874,38456,3903,19508,2689,762,642,21422,3007,3361,914,8160,1884,5399,1266,2036,948,2424,910,42,67,73292,5464,18841,2381,22905,2987,13367,1900,8596,2002,9232,2146,351,394,66894,4158,30911,2899,10634,2049,17566,2368,3789,1069,3994,1074,0,214,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,657960,7348,241761,6414,119698,5558,151795,6299,70395,3918,73932,4248,379,201,516861,9042,192143,5617,90417,5228,121076,5457,55264,3665,57705,3919,256,204,61644,3915,18373,2129,12747,1793,12445,1763,8821,1488,9258,1651,0,175,3819,953,727,387,1093,570,1008,467,231,214,760,423,0,175,36663,3676,10368,1689,10004,1547,8520,1694,3396,993,4271,1081,104,114,38973,3086,20150,2011,5437,1236,8746,1320,2683,743,1938,564,19,33,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3061440,14044,1403379,17081,510527,11134,644851,12325,239350,7791,248746,8542,14587,2467,2257654,17828,1059852,15928,347189,9691,468724,11646,181164,7250,189315,8570,11410,2191,278721,9898,96761,5267,58192,4251,59121,4108,37274,3259,26172,3160,1201,568,259404,8653,117647,5742,55076,3986,59471,4325,9201,1840,17517,2596,492,356,115982,5943,41098,3322,31296,3167,26500,2376,5722,1216,10008,1893,1358,647,149679,6644,88021,5032,18774,2309,31035,2945,5989,1625,5734,1545,126,165,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3526167,17582,1630747,16114,617950,13261,730969,13108,240664,9397,303420,9781,2417,698,2469684,20286,1122016,14558,412271,10012,514223,11544,187416,8340,232032,7586,1726,626,255099,10065,88091,5288,57540,4983,50530,4015,28108,3658,30698,3711,132,161,366993,9650,195719,7027,71939,5185,75362,4216,9021,1927,14909,2567,43,72,248047,7956,117349,5490,51410,4061,50165,3832,9495,1811,19469,2726,159,213,186344,7454,107572,4439,24790,2994,40689,3560,6624,1529,6312,1628,357,271,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4560646,19707,1679422,17142,795669,13596,1003661,13504,357224,8836,722784,12872,1886,645,3760333,20616,1421503,15618,617472,11398,834191,12257,291235,7609,594324,12648,1608,617,397111,11645,109098,5343,86293,5257,77343,4698,42841,3625,81492,4530,44,60,58769,4645,10974,1567,18278,2393,13745,1971,2796,864,12976,2233,0,170,153418,5529,45283,2856,43427,2815,33242,2958,8871,1772,22458,2131,137,117,191015,6427,92564,3808,30199,2773,45140,2920,11481,1677,11534,1929,97,111,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2908771,11921,1191943,13725,475408,10254,637901,10731,233246,5792,369349,8679,924,410,2269447,14781,937409,12829,344373,9017,499816,9620,189739,5501,297321,8155,789,375,237068,7334,78378,4321,44802,3547,49479,3473,25881,2762,38475,2967,53,82,106880,5363,44728,3740,23411,2579,25376,2090,2421,778,10884,1483,60,96,124307,5054,44534,2825,33039,2219,25222,2586,6519,1327,14971,1949,22,37,171069,6475,86894,4446,29783,2728,38008,2780,8686,1259,7698,1391,0,153,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1214929,13583,397914,10566,212564,8766,273671,7780,128039,6874,198244,8109,4497,788,1038393,14112,343674,9872,179020,8404,238996,7856,105497,6388,169528,7376,1678,632,110724,6502,32086,3080,21299,2654,20785,2585,16112,2253,20442,3022,0,217,3718,1217,580,485,1347,710,309,211,194,217,1197,635,91,140,34259,3386,8838,1650,6736,1414,6258,1597,4310,1352,5389,1414,2728,634,27835,3390,12736,1977,4162,1262,7323,1879,1926,756,1688,628,0,217,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2881692,17530,1063935,14821,503621,12760,660725,13894,251106,7924,396273,10728,6032,1554,2367511,20171,884811,13347,396353,11632,549409,12064,206968,7272,326710,9003,3260,901,242764,9080,75022,4599,50056,3841,49998,3867,28169,2829,39396,3873,123,119,36897,4063,7469,1394,13282,2243,8677,1921,1078,665,6094,1410,297,361,88963,5551,25194,2543,26909,3459,15334,2062,6407,1139,13677,1940,1442,1172,145557,6430,71439,4512,17021,2102,37307,3355,8484,1826,10396,2363,910,558,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,508613,6858,179838,5797,99368,5284,116508,5365,59947,3514,52481,3322,471,255,388996,7954,135136,5851,72472,5408,94507,5134,45375,3328,41111,2727,395,242,45362,3808,14910,2049,10665,1643,8655,1483,6335,1167,4721,1185,76,73,3997,1019,670,420,1047,545,830,626,562,355,888,363,0,174,37016,2520,12022,1457,11180,1906,5993,1152,4020,945,3801,952,0,174,33242,2771,17100,1868,4004,1017,6523,1188,3655,990,1960,741,0,174,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
