GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002EA,B09010_002MA,B09010_003EA,B09010_003MA,B09010_004MA,B09010_004EA,B09010_005MA,B09010_005EA,B09010_006MA,B09010_006EA,B09010_007EA,B09010_007MA,B09010_008EA,B09010_008MA,B09010_009MA,B09010_009EA,B09010_010MA,B09010_010EA,B09010_011EA,B09010_011MA,B09010_012EA,B09010_012MA,B09010_013EA,B09010_013MA,state
0400000US13,2510161,3248,671328,22755,664226,22794,226449,13763,50058,6823,387719,20537,7102,2247,1838833,22406,1828789,22633,1351845,23218,123340,11731,353604,15125,10044,2500,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303653,1108,70424,5929,70156,5936,32373,4501,8570,2440,29213,4995,268,233,233229,6159,232305,6171,177931,6006,18004,3065,36370,4017,924,484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,442536,1360,90418,8187,89980,8174,49483,6482,6266,1969,34231,4901,438,367,352118,8299,350856,8325,287502,9459,26125,5054,37229,4310,1262,803,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2890464,2426,756170,22010,749922,21654,278564,15559,82168,7857,389190,16054,6248,1730,2134294,21786,2121313,22046,1656263,20284,142265,8695,322785,12877,12981,2920,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1567263,2772,343330,16740,337290,16373,120912,11294,32563,4462,183815,10718,6040,1720,1223933,16558,1213125,16464,902310,17000,102088,7077,208727,10990,10808,1991,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,727027,2736,150896,8137,148751,8183,61523,6587,18523,3132,68705,4956,2145,996,576131,8106,572291,8124,455625,9078,45478,4815,71188,6369,3840,1119,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,710321,2730,124207,8507,122988,8462,49778,6124,12954,3128,60256,6626,1219,925,586114,8599,581141,8658,454541,9743,43619,3993,82981,6565,4973,1564,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1011218,3349,282300,12968,277061,12607,114265,8083,26853,4486,135943,8887,5239,1753,728918,12584,722698,12538,548262,10903,55604,5643,118832,8348,6220,1874,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107369,2035,392489,12900,388285,13433,113640,9010,33856,5596,240789,11941,4204,2209,714880,12942,709636,12977,504439,12663,56634,5911,148563,8428,5244,2003,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,252679,1121,58906,4883,57857,4816,26344,3537,8503,2247,23010,3010,1049,473,193773,5042,192434,5044,148554,5718,16669,2638,27211,3131,1339,641,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1344798,1104,285989,12204,283779,12129,99229,9883,26732,4726,157818,10234,2210,1209,1058809,12165,1053684,12244,798415,14662,70713,6796,184556,10835,5125,1298,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1364881,1092,285392,11798,284432,11836,92326,7528,22319,3501,169787,9819,960,480,1079489,12167,1072881,11787,840759,13916,61448,6891,170674,9593,6608,1804,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2169986,2455,564530,14204,555951,14029,209438,10297,65141,7104,281372,10263,8579,2102,1605456,14318,1593645,14267,1206226,13678,129886,7071,257533,10314,11811,2177,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1293283,2130,219770,10149,217036,10174,96398,7352,22234,3193,98404,7958,2734,853,1073513,10159,1065433,10261,836311,10822,81478,5774,147644,8440,8080,1762,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,711206,1734,250093,8676,248878,8690,70627,6914,21802,4476,156449,8393,1215,778,461113,8715,457310,8573,328655,9453,33030,4425,95625,7689,3803,1696,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1381027,4611,331231,12986,323766,12573,116884,7696,34533,4796,172349,10134,7465,2974,1049796,12759,1042932,13256,787595,14134,74244,6166,181093,9172,6864,1717,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228197,1414,48380,4961,47907,4968,25743,4391,5611,1744,16553,2891,473,569,179817,4861,179243,4834,142319,5182,13873,3074,23051,3209,574,360,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,472399,1349,88910,6215,87789,6188,33881,3865,9593,2954,44315,4973,1121,759,383489,6235,380575,6613,301879,7015,26643,2906,52053,5033,2914,1236,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,682699,882,183835,9009,181546,9080,69617,7668,24689,4630,87240,7863,2289,1070,498864,9080,493810,9498,358640,11904,44505,5795,90665,7755,5054,1551,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,257414,1259,46646,5450,45976,5474,18888,3952,7034,1929,20054,3880,670,507,210768,5220,208620,5280,164663,5929,18049,3423,25908,3340,2148,815,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1972892,1334,379375,12240,377957,12395,162120,10724,31751,4620,184086,10841,1418,1037,1593517,12285,1588026,12251,1229862,13873,97484,6724,260680,12600,5491,1522,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488386,2031,182598,11128,182105,11023,68809,7262,28657,5115,84639,8384,493,544,305788,10825,302373,10623,211366,9604,29045,4747,61962,7113,3415,1602,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4128798,3252,1102559,24742,1092052,24950,430231,16551,90726,9959,571095,21425,10507,3065,3026239,24323,3006864,24602,2250434,19247,211861,8636,544569,17474,19375,3059,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2296418,3621,596225,18910,589959,18356,212240,13698,64562,7115,313157,15403,6266,2037,1700193,18645,1691262,18391,1258491,20504,126469,10445,306302,14541,8931,1901,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,172686,1497,25679,3913,25422,3889,10877,3415,2822,1196,11723,2082,257,286,147007,3931,146116,4170,115000,4415,11801,2258,19315,3059,891,721,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2596822,2663,692580,17182,681183,17280,217749,12157,63602,6035,399832,16859,11397,2771,1904242,16663,1888871,16836,1410360,19528,159091,10042,319420,11917,15371,2726,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,959059,1659,256398,8696,254414,8674,96783,7067,28158,3707,129473,6080,1984,636,702661,8531,697591,8520,525758,8871,53701,4104,118132,7124,5070,1138,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,870725,2187,238835,13091,235754,13125,111809,9219,27036,4682,96909,9702,3081,1231,631890,12723,627540,12791,498695,12278,43250,4646,85595,6750,4350,1190,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2654629,2379,690897,17989,685810,18078,235141,14640,73266,7412,377403,16494,5087,1358,1963732,17753,1952525,17966,1516064,17355,141942,10071,294519,14131,11207,3052,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,206165,768,56905,5062,56571,5055,22071,4266,4271,1899,30229,4319,334,324,149260,5149,148281,5097,113758,5583,9242,2314,25281,3560,979,708,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1098484,2280,319317,11922,316947,11735,106515,8552,27350,4774,183082,10934,2370,1150,779167,11827,775212,11872,563673,11794,52675,6493,158864,10423,3955,1457,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,211042,1263,48729,4137,48000,3881,18432,3616,3592,979,25976,3239,729,816,162313,4134,160526,4180,125742,3968,13328,2269,21456,2576,1787,917,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1504948,3436,423687,14559,419854,14703,163778,11933,38406,5359,217670,9823,3833,1398,1081261,14429,1075776,14607,797466,14577,88493,8836,189817,11620,5485,1943,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7352043,5045,1993142,40638,1980104,40831,876106,28254,168887,10771,935111,33557,13038,4614,5358901,40516,5332756,40431,4081247,44547,343849,14516,907660,22858,26145,4406,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,922915,1138,130660,8958,130097,8883,71996,6005,9572,2443,48529,6359,563,368,792255,8774,789957,8607,673934,10205,41714,5997,74309,7442,2298,979,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,117424,1065,24646,2919,24339,2880,11154,2517,2913,1353,10272,2105,307,291,92778,2782,92397,2773,71153,3172,7651,1643,13593,2036,381,258,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1863065,3579,346697,14165,342106,14496,117612,9360,31218,4919,193276,11123,4591,1406,1516368,13965,1508270,14285,1184421,15364,93086,6758,230763,11272,8098,1807,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1643320,2023,382574,15829,378726,15675,168945,11965,45876,6171,163905,11366,3848,1293,1260746,15994,1252589,16316,1002582,17665,87590,6672,162417,9791,8157,1740,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,371786,1640,127715,6590,126251,6581,51641,4922,20496,3406,54114,5414,1464,981,244071,6484,241070,6460,187852,6039,17755,2453,35463,3928,3001,1147,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1278523,2225,277547,11304,273329,11285,98197,6843,33680,4445,141452,8725,4218,968,1000976,10953,992381,10909,755324,12396,84999,5394,152058,8737,8595,1497,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,137500,981,17945,3136,17925,3126,8212,1971,1184,720,8529,2410,20,50,119555,3263,118503,3303,90254,4317,10297,2842,17952,2965,1052,634,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,654424,370,323628,12085,322748,11936,77682,7750,40393,4985,204673,10177,880,827,330796,12059,330571,12095,189845,9197,39630,5675,101096,8391,225,283,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
