GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002MA,B19101_002EA,B19101_003MA,B19101_003EA,B19101_004EA,B19101_004MA,B19101_005MA,B19101_005EA,B19101_006EA,B19101_006MA,B19101_007EA,B19101_007MA,B19101_008MA,B19101_008EA,B19101_009MA,B19101_009EA,B19101_010EA,B19101_010MA,B19101_011EA,B19101_011MA,B19101_012EA,B19101_012MA,B19101_013MA,B19101_013EA,B19101_014MA,B19101_014EA,B19101_015EA,B19101_015MA,B19101_016MA,B19101_016EA,B19101_017EA,B19101_017MA,state
0400000US13,2525783,17938,110712,6300,67859,4836,90764,5612,110386,6839,101959,6049,114440,5876,108707,6807,111729,7275,97122,5202,193518,7943,274326,8978,355218,8880,254293,7984,167446,7463,177863,6000,189441,6129,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,11833,1862,5088,1171,6595,1242,6378,1223,8138,1308,7385,1141,8122,1662,11346,1575,10022,1486,20304,2290,29728,2172,52341,3603,42672,2667,29790,2888,37088,2848,33506,2390,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,12548,1743,10510,1751,10147,1638,15069,2259,20448,2418,22448,2456,19599,2098,20163,2135,20174,2302,40085,3450,55981,4169,65927,4047,41910,3277,24363,2722,21804,2690,18598,1986,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,116857,6087,67397,4040,85771,4531,99812,5219,96821,4635,119096,5330,111335,4831,111491,5670,111890,4779,230100,7202,312286,8273,446940,9913,349143,8548,238949,6822,277553,6959,308102,7181,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,65298,4483,41105,3047,46064,3255,61489,4550,59881,4047,74596,4021,74380,4257,76974,4161,65736,3571,149956,5755,200810,6401,265445,7612,180484,6435,106796,4772,103002,4328,88086,5030,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,19687,1959,14857,1686,21715,2260,25369,2205,25226,2573,29482,2329,34027,2641,34426,2241,32383,2879,63359,3533,96273,3893,136732,4317,100943,4385,58297,3132,56289,3119,45549,3120,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,22746,2329,15801,1775,16558,2160,22604,2493,28849,2423,29895,2260,31756,2644,31657,1963,32584,2772,65736,3340,85975,3825,114649,4877,86026,4626,52817,3034,48578,2920,47418,2926,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,63559,4593,37963,2872,44371,3770,51345,3917,50308,3416,54185,3634,53964,4204,51042,3129,47600,2924,95176,4131,122800,5948,162420,5982,110524,4418,69809,3987,59757,3458,55005,3155,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,72541,4933,40380,4174,51324,3783,58962,3835,56597,4209,50619,4099,44594,3526,51295,3264,44328,3623,77974,4140,115155,5289,138586,6071,110818,4926,64786,4098,65806,3876,63480,3715,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,8297,1336,7368,1235,8786,1390,9063,1212,14345,1811,15120,1636,13223,1422,15300,1655,12414,1481,27449,2363,40898,3055,55855,3137,38344,3021,23749,2583,21539,2096,18356,2178,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,41027,3489,23249,2219,28544,2783,29272,2837,38224,3381,44967,3330,43916,3525,46015,4097,41186,3498,80779,4374,129529,5360,200571,6951,184167,5800,133597,5808,184808,5441,219979,5619,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,56111,3948,32964,3062,37334,4050,38700,3184,41754,3953,52373,4143,45224,3469,48453,4165,45457,3432,85388,4498,138625,6734,212409,8006,193874,8031,151295,4497,203844,7124,268409,7871,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,102253,4251,64826,4383,74617,4288,90583,4140,93727,4637,105918,4279,110601,5454,109211,5138,108967,4521,211503,6322,281941,7890,381371,6552,274645,7718,167032,5467,176456,5165,164352,5836,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,28993,2590,22419,2429,26069,2655,31994,2264,38086,3006,44263,2557,44356,2718,52083,2779,48395,3219,101438,4346,148018,4597,219711,5061,188235,5863,122183,4474,135026,4400,137473,5351,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,45214,3493,30332,3089,33882,3192,37164,3457,34674,3116,36115,3373,35535,3245,32435,2932,33782,2868,63302,3817,80903,4399,100618,5207,61147,4233,33979,3212,31662,2700,25707,2571,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,54242,3509,41605,3387,48589,3490,60897,4555,59828,4499,69602,4607,68597,4513,67349,3639,69646,4432,129562,6302,176814,5791,232965,6177,161040,5518,101905,4792,95414,4418,89205,3933,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,8740,1530,5305,1208,7341,1478,10101,1196,11884,1812,12662,1590,10751,1552,10771,1312,11523,1439,23218,2159,30698,2586,42256,2846,30644,2272,17406,1897,16711,1601,12715,1624,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,13213,1802,8760,1577,10798,1587,15157,1722,15451,1751,19000,1807,21053,2027,20559,1819,19074,1923,39153,2661,59846,3579,82722,4126,59557,3248,35809,2193,35297,2531,29540,2047,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,28147,3151,14437,1963,18200,2342,25723,2608,25386,2677,34303,3053,31055,2330,30469,2533,27568,2517,64597,4327,82732,4741,108228,5107,76462,4037,44900,2769,46202,3316,42040,2740,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,7941,1627,5113,1302,5523,1156,9383,1984,8263,1723,11109,1722,9138,1604,10643,1441,10852,1716,22802,2436,37197,2850,53118,3243,45012,3415,34938,2819,38430,2734,36751,2358,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,65628,4660,41016,3645,50879,4103,60378,4285,59037,3673,70927,5018,61892,5201,66727,4389,62994,3977,127087,6299,187041,7814,290753,7988,258466,8283,198349,8882,261370,7403,372687,8637,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,31602,3668,17335,2148,20578,2346,22614,2633,25153,2356,23828,2425,24349,2619,20891,1984,18767,2341,39256,3409,51581,3865,62163,4236,48146,3486,24527,2001,25950,2575,22352,1957,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,195476,7588,129147,5694,139501,5094,164294,6012,158097,5743,168094,7467,166407,6644,169393,7508,151062,6384,309184,9940,426469,10776,604505,12685,481385,11650,342220,8608,437879,9669,576895,9883,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2590180,17902,110380,5689,70879,4934,89305,4406,112469,5690,112084,5870,117386,6648,114075,6099,123034,6037,107239,5292,214822,6371,286777,8906,373419,9074,254632,8212,162924,7308,167832,5893,172923,6304,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,190217,4208,6367,1041,2977,653,3496,779,5565,1064,5183,1061,5717,1074,5957,987,5784,955,5981,1265,13169,1492,23384,2098,35050,3031,25938,2164,16296,1767,15657,1609,13696,2047,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2951170,15802,121535,5554,82064,4990,89310,5328,104477,4990,116831,5077,130293,6459,123068,5449,131408,5007,122873,5634,235841,7342,338739,8840,455839,9602,325613,7415,201675,6460,194286,7090,177318,5776,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,964144,7994,44851,2611,30347,2713,34823,2497,41204,2633,46520,2864,49945,2610,44159,2994,47198,3377,42952,2510,85384,3845,108337,4330,142243,4704,92896,3870,53035,3137,53406,2985,46844,2459,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1010975,11385,36527,3040,20918,2664,27266,3215,34325,3354,35447,2959,42882,3516,40227,3325,40497,3489,41144,3391,81248,4415,116671,5956,155131,5834,115227,5134,70123,3456,78118,3599,75224,3204,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3177289,15474,107530,5170,71234,4507,82092,4004,103185,5047,110837,5535,124863,5372,119341,5464,125038,5344,119049,4710,244949,6505,358285,8774,494944,9819,354257,8488,238216,5578,255489,7610,267980,6059,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,251811,6010,6378,1411,5804,1369,8009,1643,8311,1578,8076,1560,8419,1366,9372,1564,8098,1562,7048,1510,16939,2101,24836,2638,38228,2929,32116,2827,23029,2370,24500,2319,22648,2027,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253260,14383,61975,4273,34677,3217,44924,2653,58557,4430,57766,4287,62572,4327,56166,3694,59954,3763,56016,4722,104366,4828,141401,5180,177343,6639,123596,5141,70645,4876,73250,4402,70052,3511,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213402,3931,7711,1353,4298,919,6704,1233,8526,1398,6988,1180,7545,1171,7275,1204,7404,1261,8498,1096,16045,1706,28409,2553,38463,2878,25999,2061,15453,1535,12713,1416,11371,1400,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1707488,14892,72089,4589,52493,4160,63540,4398,73890,4748,75491,4731,83681,4554,80489,4502,78905,4259,73709,5064,151440,5612,197802,7215,241814,7656,167555,6607,97369,4391,96831,4792,100390,4694,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6696061,22045,292058,10070,179150,8076,231333,8657,266942,8606,274189,9912,295431,10753,274713,8224,284278,9466,262375,9248,512927,12712,697358,14237,910744,17707,689868,13353,461304,13224,504560,12930,558831,11085,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723175,7738,17571,2247,12913,1690,14621,2297,17100,2193,21615,2500,25832,2525,25892,2819,29761,2669,25897,2795,56952,3527,95547,4239,122926,5128,96595,4462,54570,3355,55669,3646,49714,3197,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153648,3466,3996,1001,2874,740,4841,1127,5936,1083,5758,1280,6531,1302,5399,1020,5833,1105,5542,885,11918,1593,18757,1941,25466,2095,17878,1524,12330,1243,9524,1231,11065,1357,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2091237,14871,64771,5098,37423,3316,47749,3205,61027,4161,60218,4036,69862,4474,68795,4204,69102,4854,70686,3896,143582,5447,205752,7705,297735,7875,240247,7468,166029,5718,218607,6717,269652,7728,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1833793,15146,54780,4377,35192,3001,39025,2751,47666,3600,49837,3883,56614,3796,58809,3504,63944,4716,65200,3975,132998,4999,192645,8037,275058,8014,222171,7436,154363,6351,182220,6582,203271,4885,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461542,6702,27320,3036,18719,2199,22880,2631,23052,2481,22281,2282,23171,2489,23383,2582,22281,2065,18882,2053,42306,2916,53248,3565,62476,3445,41230,3166,22140,2078,20839,2375,17334,2119,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1478375,11053,39172,2901,32189,2567,36418,2889,47090,2993,48504,2830,57200,3031,58695,3502,63369,3501,59383,3209,117242,4269,174587,5173,250698,6782,180882,6011,110649,4294,110902,4143,91395,3998,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145719,3619,5409,1463,2529,875,3284,1057,3731,1156,4108,1073,7115,1612,5546,1109,5617,1118,5799,1325,12299,1531,17576,2062,24218,2274,20556,2197,11207,1553,9826,1472,6899,1151,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,805573,12009,190837,7513,79625,4555,82678,4454,72504,4880,54805,3785,48648,4045,38077,3415,38454,3518,32504,3796,49570,4063,42605,3780,36650,3425,15484,2103,9266,1857,5758,1167,8108,1476,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
