GEO_ID,B24041_001E,B24041_001M,B24041_002E,B24041_002M,B24041_003E,B24041_003M,B24041_004E,B24041_004M,B24041_005E,B24041_005M,B24041_006E,B24041_006M,B24041_007E,B24041_007M,B24041_008E,B24041_008M,B24041_009E,B24041_009M,B24041_010E,B24041_010M,B24041_011E,B24041_011M,B24041_012E,B24041_012M,B24041_013E,B24041_013M,B24041_014E,B24041_014M,B24041_015E,B24041_015M,B24041_016E,B24041_016M,B24041_017E,B24041_017M,B24041_018E,B24041_018M,B24041_019E,B24041_019M,B24041_020E,B24041_020M,B24041_021E,B24041_021M,B24041_022E,B24041_022M,B24041_023E,B24041_023M,B24041_024E,B24041_024M,B24041_025E,B24041_025M,B24041_026E,B24041_026M,B24041_027E,B24041_027M,NAME,B24041_001EA,B24041_001MA,B24041_002EA,B24041_002MA,B24041_003MA,B24041_003EA,B24041_004EA,B24041_004MA,B24041_005EA,B24041_005MA,B24041_006EA,B24041_006MA,B24041_007EA,B24041_007MA,B24041_008MA,B24041_008EA,B24041_009MA,B24041_009EA,B24041_010EA,B24041_010MA,B24041_011EA,B24041_011MA,B24041_012EA,B24041_012MA,B24041_013EA,B24041_013MA,B24041_014MA,B24041_014EA,B24041_015EA,B24041_015MA,B24041_016EA,B24041_016MA,B24041_017EA,B24041_017MA,B24041_018EA,B24041_018MA,B24041_019MA,B24041_019EA,B24041_020MA,B24041_020EA,B24041_021EA,B24041_021MA,B24041_022EA,B24041_022MA,B24041_023EA,B24041_023MA,B24041_024EA,B24041_024MA,B24041_025MA,B24041_025EA,B24041_026EA,B24041_026MA,B24041_027EA,B24041_027MA,state
0400000US01,41407,323,46138,5519,39936,4708,58721,5158,40192,1400,42014,1025,45620,2858,30216,1048,51987,969,50221,1685,68767,6008,51037,2605,46718,2721,50006,4799,41766,3058,51346,929,67425,4995,80094,34076,30967,1122,41826,752,47007,1156,37950,1790,23050,1582,31181,3194,21799,830,35486,1749,51977,1203,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,53433,2576,92300,8347,51689,7702,102179,12764,60642,6456,40844,10318,55361,16387,40090,4144,58333,4784,53780,5500,91144,3695,66846,15745,54402,13093,60855,19159,51720,6253,66147,6637,77038,7233,75502,40107,51213,11119,54176,3819,59351,4023,51339,3922,30542,2456,26916,29262,30584,2480,41765,6246,65444,2386,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,42461,409,41179,2462,33246,4370,60220,6758,40928,606,53185,3374,48944,2008,33056,1451,50075,1754,44509,3663,70523,5135,51905,3045,52001,782,53288,2713,48464,3564,48263,2571,67263,4151,61900,19361,31484,830,42345,775,42055,664,42883,1954,27537,1095,35038,2595,25970,747,35268,1240,51774,1266,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39192,815,40899,3012,36442,3995,56983,5765,38045,2358,37101,665,42545,3844,32195,1095,50976,1759,49424,2729,60989,2678,45834,5725,42566,2166,45001,2863,37632,3681,45782,4466,60656,4067,90729,18392,30340,2304,40450,724,42691,2021,37173,1896,22716,1043,33871,5863,21982,732,32436,4865,42377,1568,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50943,125,31008,482,30058,823,71352,7125,47387,761,52815,1235,49548,1909,36600,393,50397,497,44225,1525,88234,4346,81454,1168,65920,959,71630,907,53442,2896,67495,1370,90298,908,89718,10389,35492,487,52338,279,60588,456,49420,863,31437,315,41423,736,29225,829,35162,808,70325,948,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50670,264,51964,4308,35362,1937,76488,2978,46104,1345,59184,3086,51486,1235,36554,809,57642,2493,52326,2216,74295,5215,68328,3902,61208,1132,64518,3692,52926,2997,66665,1544,81538,1217,74573,14065,37409,2277,47855,917,47887,1175,47821,1379,31077,646,40300,2319,28876,1724,40451,935,61948,1038,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,58880,1427,44512,6963,43486,9773,55208,168712,52252,1071,68386,2396,60075,6379,40518,1418,55021,3831,48755,3951,86149,5175,70514,6993,85219,3537,90652,3537,56461,8245,67416,3664,81666,2044,100006,25204,41605,4604,56861,1044,64359,2917,51501,1051,35705,1427,41788,5046,32348,2360,43272,3020,71670,2849,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50914,763,40855,11288,40815,12266,41198,19099,46773,4627,60108,5977,48064,9961,35252,4724,56152,5207,50923,3266,89688,18435,53382,9844,66151,6064,67765,5477,55991,23969,61473,4711,77548,7857,-666666666,-222222222,38762,6919,55152,3638,58128,3567,52445,4470,32456,4607,40415,6842,31376,3064,37000,4370,49205,4192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,70725,855,62250,70478,77750,109850,-666666666,-222222222,46195,7564,65727,23047,61294,13416,31618,1286,46740,4604,45649,4560,91390,38500,81608,7189,72953,12731,91009,21310,65130,7561,85025,5987,92494,6701,-666666666,-222222222,45779,12699,61292,1324,68234,6388,54381,6285,41532,2743,57444,7161,36320,4752,61684,2533,95726,6394,District of Columbia,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40450,145,30078,2397,27327,2600,65491,9454,37278,710,45572,1066,46306,1342,31462,262,43737,2243,41376,737,60301,2212,51351,1084,50407,568,52423,1738,41522,750,45666,764,61689,811,65593,3321,30802,464,41700,289,42202,320,41221,482,27888,821,35169,2162,26362,413,31156,544,50122,906,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
