GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001EA,C17016_001MA,C17016_002EA,C17016_002MA,C17016_003MA,C17016_003EA,C17016_004EA,C17016_004MA,C17016_005EA,C17016_005MA,C17016_006EA,C17016_006MA,C17016_007EA,C17016_007MA,C17016_008EA,C17016_008MA,C17016_009EA,C17016_009MA,state
0400000US01,1203689,13513,154370,6386,26467,2987,44350,4336,83553,4880,1049319,13531,573815,11882,146260,6395,329244,6880,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,12388,1464,1460,805,5529,1039,5399,913,155013,3917,82917,3863,37081,2595,35015,2785,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,176062,6641,35022,3712,51028,3432,90012,4811,1476263,14537,782655,13591,244934,6212,448674,8153,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,87890,4894,17888,2371,24375,2673,45627,3652,666809,11484,368471,8202,96397,4836,201941,5408,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,858067,15922,156389,6176,284308,8503,417370,12473,8052550,26039,4496679,25222,1570571,16714,1985300,19867,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,91960,4848,16164,2072,33174,2969,42622,3880,1274847,10110,726560,10751,253291,6271,294996,7505,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,55756,4613,4284,915,22268,2540,29204,3404,821537,8644,461235,9148,168691,6237,191611,4788,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,21665,2390,3747,1081,5534,1064,12384,2050,214130,5465,118565,4406,33065,2843,62500,3075,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,15929,1763,1191,461,4656,1185,10082,1365,103428,3668,66095,3316,16704,2002,20629,2447,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,499029,11818,89699,5553,145900,6617,263430,9516,4444477,28838,2311821,23781,729550,13681,1403106,16091,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2525783,17938,279748,11291,62583,5524,82441,5693,134724,7560,2246035,17534,1346152,15875,345656,10347,554227,9892,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,23547,2448,2573,877,6750,1342,14224,2035,296789,5140,166184,4851,47880,3128,82725,3141,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,36225,3347,7089,1372,13911,2237,15225,2113,383549,7091,196107,6835,83360,4593,104082,4617,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,277866,10016,49844,3447,106708,6534,121314,6293,2805677,18153,1610845,15967,508684,9928,686148,8492,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,153371,6313,28913,2850,52665,3969,71793,5210,1506731,12719,877798,12327,260326,7633,368607,7591,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,53223,3390,11204,1467,20614,2523,21405,2111,741391,7660,449837,6919,129630,4740,161924,3747,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,58235,3251,13205,1804,21429,1864,23601,2030,675414,7801,415137,6543,113120,4873,147157,4616,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,145997,5304,20599,2588,45531,3088,79867,4283,983831,12470,539902,11055,162399,5556,281530,6885,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,36206,3237,43306,4051,83769,5229,943964,13522,526300,11183,149278,5662,268386,6884,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,1720,578,8061,1445,11138,1520,309187,6042,162111,5284,63001,3935,84075,3523,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,14685,2110,32556,3143,44539,3102,1378050,13235,856254,12884,235857,6231,285939,6141,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,11085,1822,42382,3548,66227,4209,1532520,14082,865809,13256,318436,7687,348275,8128,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,37128,2940,89064,4221,118468,4907,2273343,14494,1213343,12324,418191,8576,641809,8626,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,80450,4362,12710,1662,33412,2956,34328,2986,1308292,10634,759571,9272,273229,6196,275492,5229,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
