GEO_ID,C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,C27016_042E,C27016_042M,C27016_043E,C27016_043M,C27016_044E,C27016_044M,C27016_045E,C27016_045M,C27016_046E,C27016_046M,C27016_047E,C27016_047M,C27016_048E,C27016_048M,C27016_049E,C27016_049M,C27016_050E,C27016_050M,C27016_051E,C27016_051M,NAME,C27016_001MA,C27016_001EA,C27016_002EA,C27016_002MA,C27016_003MA,C27016_003EA,C27016_004EA,C27016_004MA,C27016_005EA,C27016_005MA,C27016_006EA,C27016_006MA,C27016_007EA,C27016_007MA,C27016_008MA,C27016_008EA,C27016_009EA,C27016_009MA,C27016_010EA,C27016_010MA,C27016_011EA,C27016_011MA,C27016_012MA,C27016_012EA,C27016_013MA,C27016_013EA,C27016_014MA,C27016_014EA,C27016_015EA,C27016_015MA,C27016_016MA,C27016_016EA,C27016_017EA,C27016_017MA,C27016_018EA,C27016_018MA,C27016_019EA,C27016_019MA,C27016_020EA,C27016_020MA,C27016_021MA,C27016_021EA,C27016_022MA,C27016_022EA,C27016_023MA,C27016_023EA,C27016_024EA,C27016_024MA,C27016_025EA,C27016_025MA,C27016_026MA,C27016_026EA,C27016_027MA,C27016_027EA,C27016_028EA,C27016_028MA,C27016_029EA,C27016_029MA,C27016_030EA,C27016_030MA,C27016_031MA,C27016_031EA,C27016_032MA,C27016_032EA,C27016_033EA,C27016_033MA,C27016_034MA,C27016_034EA,C27016_035EA,C27016_035MA,C27016_036EA,C27016_036MA,C27016_037EA,C27016_037MA,C27016_038EA,C27016_038MA,C27016_039MA,C27016_039EA,C27016_040MA,C27016_040EA,C27016_041EA,C27016_041MA,C27016_042EA,C27016_042MA,C27016_043EA,C27016_043MA,C27016_044MA,C27016_044EA,C27016_045MA,C27016_045EA,C27016_046EA,C27016_046MA,C27016_047EA,C27016_047MA,C27016_048EA,C27016_048MA,C27016_049EA,C27016_049MA,C27016_050MA,C27016_050EA,C27016_051EA,C27016_051MA,state
0400000US01,4740475,3228,802563,24860,279379,13571,266957,13721,12422,2195,445307,14814,304900,11970,140407,8888,77877,3958,76266,3767,1611,735,378637,14343,110180,8092,106761,7923,3419,1142,197844,8802,140914,7437,56930,5607,70613,3831,70565,3827,48,78,585858,23319,149928,9876,145096,9960,4832,2139,329720,14510,261888,12971,67832,5434,106210,5831,106012,5839,198,200,1463369,26625,337863,10599,328425,11029,9438,2257,864383,19131,765751,17925,98632,7625,261123,7803,260451,7757,672,464,1510048,26531,265239,9494,261146,9342,4093,1721,977716,17819,933468,18103,44248,4819,267093,7379,266537,7391,556,392,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,709548,2461,79877,7298,28747,4836,26838,4725,1909,483,45087,3592,32951,3319,12136,1843,6043,1250,5958,1271,85,65,36094,3770,11335,1881,9484,1791,1851,1016,19685,2315,15631,2215,4054,1091,5074,968,5074,968,0,153,70491,8169,23794,4185,20924,3689,2870,1237,39543,4649,27970,3704,11573,2094,7154,1341,7070,1327,84,89,210501,11380,62584,5327,56286,5203,6298,1539,127409,7323,98275,6362,29134,3513,20508,1913,20203,1873,305,178,312585,10102,62466,4515,57303,4400,5163,2401,207386,6796,186399,6637,20987,2868,42733,2083,42225,2120,508,399,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6841639,4503,1018856,28416,347782,15390,314381,14855,33401,5465,563551,16638,443750,14613,119801,8140,107523,5692,103969,5576,3554,1056,502119,23796,173317,14354,155723,13722,17594,3520,248838,11719,187956,8661,60882,5659,79964,4361,79573,4331,391,393,830041,26751,243943,13488,217257,12876,26686,3933,449056,14937,346937,13487,102119,6659,137042,6635,134769,6529,2273,856,2148130,37256,519315,16179,480922,15457,38393,4687,1242171,23892,1057863,21128,184308,10426,386644,8194,384437,8185,2207,847,2342493,27747,400901,12952,388387,12737,12514,2910,1463743,18582,1380077,17987,83666,6884,477849,8852,476703,8772,1146,471,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2911683,3113,478365,17030,164749,9766,157428,9904,7321,2013,264804,9875,218229,8843,46575,4615,48812,3074,48543,3053,269,234,257369,11686,77745,6465,73123,6454,4622,1797,135076,6386,110788,5790,24288,3867,44548,3404,44548,3404,0,201,408229,20098,120508,9065,114386,8931,6122,1781,217466,12207,180619,10878,36847,3597,70255,4293,69950,4357,305,278,939827,25798,226578,9297,215294,8748,11284,2634,544814,17201,481506,17033,63308,5319,168435,6346,168005,6386,430,305,827893,21404,144652,7284,141832,7109,2820,1172,534972,14288,510276,13957,24696,3541,148269,5712,148026,5642,243,205,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38718989,10195,5158143,71932,1704731,36747,1630350,34051,74381,7859,2902538,40434,2387778,36373,514760,16964,550874,13483,536606,13253,14268,2287,2604901,59622,839521,27516,809078,26594,30443,4755,1371477,33081,1122903,29340,248574,11352,393903,12900,388824,12752,5079,1438,4228576,75019,1220179,34659,1177962,34179,42217,3527,2446273,46510,2006719,39096,439554,19178,562124,12341,555143,12648,6981,1661,10752391,84937,2577434,33914,2482604,32589,94830,7767,6686243,56379,5879163,49978,807080,19756,1488714,19508,1472685,19720,16029,2322,15974978,82433,3032419,30064,2984111,30984,48308,5102,10528096,57530,10105092,55502,423004,13632,2414463,22472,2399246,22105,15217,2132,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5458913,4153,564050,17234,157750,10029,146968,9725,10782,2751,347372,10385,287886,9419,59486,5489,58928,3825,57407,3593,1521,874,290488,14205,95451,8508,90591,8217,4860,1692,149350,7199,121120,6730,28230,3668,45687,3370,44972,3308,715,581,541913,17662,161744,9223,151380,9231,10364,2452,311688,10711,251241,10143,60447,4859,68481,4234,68121,4283,360,314,1614894,25510,407787,11592,387973,11649,19814,3282,973834,16924,843441,16616,130393,7976,233273,6222,231161,6303,2112,997,2447568,25802,480721,12221,469641,12073,11080,2242,1614445,18257,1543286,17600,71159,5137,352402,6814,351419,6664,983,504,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3477454,1756,333979,18738,98901,9524,94944,9717,3957,1378,194035,10328,166601,9916,27434,3944,41043,3435,39862,3355,1181,705,159933,12657,52485,6286,50485,6259,2000,978,79066,6275,65385,4947,13681,3206,28382,3139,28232,3124,150,237,287625,15786,82265,7263,79784,7200,2481,1278,155721,9368,130421,8243,25300,3284,49639,3317,49473,3298,166,222,905221,26360,201462,10519,193332,10025,8130,2247,531645,17782,471805,15901,59840,5855,172114,5921,170891,5779,1223,783,1790696,26263,338524,7774,332168,7754,6356,1385,1163864,18684,1127426,18511,36438,4355,288308,6310,286985,6363,1323,712,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,932232,1691,126849,9339,37416,5005,36019,4872,1397,822,75075,5229,66822,4881,8253,1945,14358,2192,14030,2130,328,337,56744,7438,17785,3888,17321,3843,464,319,29233,4260,25991,4086,3242,1015,9726,1443,9470,1437,256,312,82462,9013,25212,4440,24099,4098,1113,1059,44547,4819,37044,4194,7503,1855,12703,1777,12654,1774,49,82,262277,13759,61369,6241,57957,5827,3412,1650,150197,8908,133571,7917,16626,3087,50711,2971,50374,2950,337,330,403900,12779,68242,5071,67741,5060,501,308,254025,9101,247695,9175,6330,1533,81633,3601,81001,3587,632,545,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,658491,842,109920,7135,32581,3750,32581,3750,0,208,65780,4635,61614,4244,4166,1630,11559,1914,11472,1908,87,121,32301,5132,8863,2660,8863,2660,0,208,17857,2520,16115,2422,1742,888,5581,1443,5575,1442,6,14,47575,6660,12950,2801,12882,2778,68,122,28463,4277,25082,4028,3381,1620,6162,1297,6162,1297,0,208,121938,8490,21189,3975,20381,3925,808,847,85364,5277,77764,5041,7600,2154,15385,1938,15074,1943,311,337,346757,8689,51002,3378,50424,3371,578,406,252958,6317,246018,6148,6940,2052,42797,2226,42711,2248,86,138,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20530378,6648,2888572,57812,884458,26572,808090,26251,76368,7243,1580591,31816,1039483,25855,541108,16877,423523,12827,408775,12994,14748,2519,1557012,41118,443114,17249,399940,16734,43174,6096,794589,24861,529344,18776,265245,12940,319309,10484,315206,10261,4103,1485,2671457,44200,667752,20228,608287,19554,59465,6972,1482756,29076,1073793,23664,408963,15919,520949,15920,514677,15663,6272,1790,6524962,66860,1306698,25257,1209844,24068,96854,7903,3884834,45408,3133473,39712,751361,20011,1333430,18719,1319168,19018,14262,2909,6888375,58637,1062894,19770,1022102,18642,40792,6176,4275949,42396,3943226,43468,332723,14267,1549532,16408,1539589,16522,9943,2347,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
