GEO_ID,B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,NAME,B05009_001MA,B05009_001EA,B05009_002MA,B05009_002EA,B05009_003EA,B05009_003MA,B05009_004EA,B05009_004MA,B05009_005EA,B05009_005MA,B05009_006MA,B05009_006EA,B05009_007MA,B05009_007EA,B05009_008EA,B05009_008MA,B05009_009EA,B05009_009MA,B05009_010EA,B05009_010MA,B05009_011EA,B05009_011MA,B05009_012MA,B05009_012EA,B05009_013MA,B05009_013EA,B05009_014MA,B05009_014EA,B05009_015MA,B05009_015EA,B05009_016EA,B05009_016MA,B05009_017MA,B05009_017EA,B05009_018MA,B05009_018EA,B05009_019MA,B05009_019EA,B05009_020MA,B05009_020EA,B05009_021EA,B05009_021MA,B05009_022EA,B05009_022MA,B05009_023MA,B05009_023EA,B05009_024MA,B05009_024EA,B05009_025MA,B05009_025EA,B05009_026MA,B05009_026EA,B05009_027EA,B05009_027MA,B05009_028MA,B05009_028EA,B05009_029MA,B05009_029EA,B05009_030MA,B05009_030EA,B05009_031MA,B05009_031EA,B05009_032EA,B05009_032MA,B05009_033EA,B05009_033MA,B05009_034MA,B05009_034EA,B05009_035MA,B05009_035EA,B05009_036MA,B05009_036EA,B05009_037MA,B05009_037EA,state
0400000US01,1018842,5129,323597,5669,192552,6684,190599,6683,1953,810,173253,6211,10735,2196,9944,2057,791,558,8564,1971,8370,1920,194,312,131045,6756,130602,6707,443,310,124829,6386,6216,1602,5937,1560,279,235,695245,6538,427605,11070,418373,10634,9232,1723,382078,10139,32420,4059,25696,3763,6724,1514,13107,2238,12777,2227,330,198,267640,11601,264962,11346,2678,1278,253363,10975,14277,2598,11927,2447,2350,1157,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,172645,2126,60763,2408,45026,2575,44483,2656,543,423,37935,2568,4035,988,3583,1134,452,410,3056,1080,3056,1080,0,153,15737,1733,15708,1738,29,42,14527,1617,1210,611,1181,615,29,42,111882,2460,78365,3420,75656,3219,2709,880,66764,3231,6373,1486,4109,1130,2264,890,5228,1512,5075,1462,153,141,33517,3273,32557,3310,960,722,29909,2864,3608,1441,2648,1268,960,722,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1532662,7662,488517,5188,296773,7637,291362,7461,5411,1240,205774,6941,48946,4650,44182,4297,4764,1225,42053,4866,41465,4906,588,412,191744,6513,189062,6530,2682,1125,158104,6934,33640,4331,30958,3991,2682,1125,1044145,7472,663547,14395,635812,13879,27735,3699,432645,11740,138427,9014,114969,8041,23458,3449,92475,7765,89479,7735,2996,1478,380598,14038,372695,14323,7903,1752,294774,14017,85824,7610,78258,7443,7566,1725,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,663663,4415,215615,4637,134360,4758,133902,4775,458,330,113583,4581,12530,2530,12072,2522,458,330,8247,2004,8247,2004,0,201,81255,5296,80586,5209,669,507,76304,5214,4951,1501,4426,1375,525,439,448048,4671,285903,7349,279987,7116,5916,1663,248153,7209,27506,3113,23262,3080,4244,1380,10244,2262,9777,2246,467,495,162145,7581,161353,7636,792,531,150152,6956,11993,3250,11295,3160,698,527,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8636131,16233,2824448,12078,1865171,19141,1820156,19442,45015,3992,925151,17230,580125,14953,537590,14497,42535,3717,359895,12614,358211,12495,1684,930,959277,16970,939705,17375,19572,2887,695343,14913,263934,11934,246366,11645,17568,2704,5811683,15977,3900777,31784,3671009,31603,229768,9377,1696279,26387,1562955,25167,1353238,23545,209717,9092,641543,18287,627645,18113,13898,2107,1910906,29005,1822560,28809,88346,7090,1181480,21823,729426,21420,645862,19860,83564,6903,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1202723,5307,384808,4649,287363,6998,282421,7291,4942,1348,225274,7474,33257,3874,29022,3554,4235,1212,28832,3579,28369,3520,463,453,97445,6393,94962,6229,2483,1153,80319,6243,17126,3072,15345,2821,1781,800,817915,5762,577661,9936,552145,10761,25516,3625,422996,10250,92355,6212,73202,5878,19153,3514,62310,5827,61119,5786,1191,533,240254,9595,233025,9448,7229,1921,196350,8918,43904,5124,37775,4980,6129,1878,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,714184,3142,210300,3312,144444,4538,141438,4632,3006,926,98018,4307,25924,2650,22956,2537,2968,924,20502,2687,20502,2687,0,207,65856,3746,64682,3820,1174,713,52905,4181,12951,2465,11842,2345,1109,706,503884,3797,330640,7026,313209,7171,17431,2951,229703,7335,65017,4659,51401,4382,13616,2841,35920,4236,34469,4048,1451,805,173244,6814,165644,6755,7600,2189,138410,6554,34834,4639,27690,3665,7144,2226,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,189011,2931,61245,2350,37445,2987,36675,2958,770,546,26117,2699,8810,1995,8049,2014,761,546,2518,1042,2518,1042,0,198,23800,2723,23728,2722,72,127,21020,2682,2780,1078,2708,1056,72,127,127766,3162,80906,4407,77730,4419,3176,1010,56710,3322,18132,2235,15666,2175,2466,905,6064,2040,5951,2026,113,187,46860,4438,44870,4211,1990,1529,40220,4028,6640,2295,4650,1532,1990,1529,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,115684,2794,48988,1959,28486,2576,27210,2539,1276,577,17032,1879,5932,1697,4656,1595,1276,577,5522,1607,5522,1607,0,208,20502,2404,20085,2479,417,536,17675,2001,2827,1379,2410,1450,417,536,66696,2450,28588,2233,27223,2124,1365,550,15471,1825,7540,1752,6566,1701,974,495,5577,1488,5409,1479,168,204,38108,2847,37158,2912,950,556,33373,2675,4735,1474,3873,1394,862,549,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3980211,12944,1287270,10058,782923,15108,756836,15046,26087,3775,469212,12225,194496,10016,169395,9192,25101,3779,119215,7087,118532,7098,683,458,504347,15218,494826,14974,9521,2185,383777,12733,120570,8727,111952,8649,8618,2230,2692941,13600,1646170,23254,1510246,19999,135924,9232,970869,20971,454785,16438,333028,13765,121757,8642,220516,10759,211080,10264,9436,2754,1046771,22464,984608,22224,62163,6025,765103,20600,281668,13524,222695,12717,58973,5894,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
