GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001EA,B25091_001MA,B25091_002MA,B25091_002EA,B25091_003EA,B25091_003MA,B25091_004EA,B25091_004MA,B25091_005MA,B25091_005EA,B25091_006EA,B25091_006MA,B25091_007EA,B25091_007MA,B25091_008EA,B25091_008MA,B25091_009EA,B25091_009MA,B25091_010EA,B25091_010MA,B25091_011MA,B25091_011EA,B25091_012MA,B25091_012EA,B25091_013EA,B25091_013MA,B25091_014EA,B25091_014MA,B25091_015EA,B25091_015MA,B25091_016MA,B25091_016EA,B25091_017MA,B25091_017EA,B25091_018MA,B25091_018EA,B25091_019EA,B25091_019MA,B25091_020EA,B25091_020MA,B25091_021EA,B25091_021MA,B25091_022MA,B25091_022EA,B25091_023MA,B25091_023EA,state
0400000US01,1253199,12678,706185,12254,72517,4472,150493,6295,157598,5832,100584,4580,57795,3759,40712,3611,24881,2641,34787,3490,62159,3930,4659,1194,547014,10244,283150,7851,96990,4916,53723,3891,31710,2386,20513,1911,11616,1721,8857,1594,10105,1501,20990,2264,9360,1488,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,102297,3493,6615,1279,15835,1661,21461,1996,18619,1688,9559,1274,8090,1402,4834,1034,6481,1221,10416,1442,387,194,57047,2852,25642,1800,10489,1147,6923,1243,3347,889,2592,622,1638,482,1749,763,1179,467,2953,700,535,233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,1064351,11053,89005,4836,185814,5676,211181,6672,165840,6216,105813,5483,73286,4372,45926,3972,62052,4459,115756,5013,9678,1775,587970,9396,301784,6081,100863,3926,56544,3359,32074,2472,20058,2099,14216,2007,8842,1099,12076,1601,28992,2601,12521,1730,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,416168,10084,44446,3234,99554,4835,89301,5034,59398,4122,32892,2975,21812,2753,14700,2250,16601,1644,34565,2679,2899,925,336231,7826,171547,6003,66352,3969,31936,2645,21519,1899,11760,1610,7032,1483,4142,1024,5462,888,12682,1739,3799,936,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,5026144,24796,261720,7486,588050,11708,831286,11371,783500,13764,614269,12791,440386,10836,305411,8435,375387,9417,798500,12190,27635,2790,2098946,18787,951714,14930,350571,8463,208198,6221,135599,5347,95498,5197,62353,3462,47226,3643,63022,4235,152972,6671,31793,2537,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,994409,10836,68272,4326,169524,5435,212307,6869,161226,5049,108606,4856,74205,3946,43803,3123,51526,4054,99655,5324,5285,1446,400415,7760,208643,5422,70760,3630,35697,2462,21538,1948,14090,1837,7648,1040,6736,1561,8835,1606,20491,2149,5977,1290,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,611242,8820,41582,2902,88503,3881,117830,4951,103141,5112,69569,4103,45657,3537,31392,3065,37816,2828,73506,3770,2246,819,286992,5911,86768,4158,59462,3393,37714,2697,24500,2307,17100,2015,11122,1415,8350,1404,13285,1783,25772,2471,2919,793,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,164071,5348,13533,1714,28742,2306,32090,2714,25102,2635,16873,2042,11035,1519,7461,1536,7750,1592,18929,2384,2556,952,89877,3601,47296,2867,12780,1821,7950,1179,4651,1018,3036,932,2698,841,1733,678,2204,736,5497,1225,2032,863,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,90270,3334,8854,1290,15120,1583,18034,1706,13536,1668,10129,1809,5937,1063,3215,778,3145,738,11689,1504,611,305,28535,2032,15397,1922,4835,953,2391,696,1419,608,1381,614,442,280,273,243,226,176,1991,722,180,173,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,2850011,25547,196076,6672,434698,11440,528607,12714,433484,10565,300426,8906,209505,8691,138374,5700,185157,7260,397606,9402,26078,2823,2160176,20634,903509,14791,397321,10882,238720,7462,149537,6207,96281,4451,69663,4465,50119,4116,64284,4377,149466,5868,41276,2897,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
