GEO_ID,C24060_001E,C24060_001M,C24060_002E,C24060_002M,C24060_003E,C24060_003M,C24060_004E,C24060_004M,C24060_005E,C24060_005M,C24060_006E,C24060_006M,C24060_007E,C24060_007M,C24060_008E,C24060_008M,C24060_009E,C24060_009M,C24060_010E,C24060_010M,C24060_011E,C24060_011M,C24060_012E,C24060_012M,C24060_013E,C24060_013M,C24060_014E,C24060_014M,C24060_015E,C24060_015M,C24060_016E,C24060_016M,C24060_017E,C24060_017M,C24060_018E,C24060_018M,C24060_019E,C24060_019M,C24060_020E,C24060_020M,C24060_021E,C24060_021M,C24060_022E,C24060_022M,C24060_023E,C24060_023M,C24060_024E,C24060_024M,C24060_025E,C24060_025M,C24060_026E,C24060_026M,C24060_027E,C24060_027M,C24060_028E,C24060_028M,C24060_029E,C24060_029M,C24060_030E,C24060_030M,C24060_031E,C24060_031M,C24060_032E,C24060_032M,C24060_033E,C24060_033M,C24060_034E,C24060_034M,C24060_035E,C24060_035M,C24060_036E,C24060_036M,NAME,C24060_001MA,C24060_001EA,C24060_002EA,C24060_002MA,C24060_003MA,C24060_003EA,C24060_004EA,C24060_004MA,C24060_005EA,C24060_005MA,C24060_006EA,C24060_006MA,C24060_007EA,C24060_007MA,C24060_008MA,C24060_008EA,C24060_009EA,C24060_009MA,C24060_010EA,C24060_010MA,C24060_011EA,C24060_011MA,C24060_012MA,C24060_012EA,C24060_013MA,C24060_013EA,C24060_014MA,C24060_014EA,C24060_015EA,C24060_015MA,C24060_016MA,C24060_016EA,C24060_017EA,C24060_017MA,C24060_018MA,C24060_018EA,C24060_019MA,C24060_019EA,C24060_020EA,C24060_020MA,C24060_021MA,C24060_021EA,C24060_022EA,C24060_022MA,C24060_023EA,C24060_023MA,C24060_024MA,C24060_024EA,C24060_025MA,C24060_025EA,C24060_026MA,C24060_026EA,C24060_027MA,C24060_027EA,C24060_028EA,C24060_028MA,C24060_029MA,C24060_029EA,C24060_030MA,C24060_030EA,C24060_031MA,C24060_031EA,C24060_032MA,C24060_032EA,C24060_033EA,C24060_033MA,C24060_034MA,C24060_034EA,C24060_035EA,C24060_035MA,C24060_036EA,C24060_036MA,state
0400000US01,2065885,17766,718943,13801,345383,9694,481396,10746,193792,6582,326371,11813,1446391,16295,398455,11182,235773,8875,378268,8881,146292,5570,287603,10980,67664,4153,31252,2570,7804,1586,17036,2501,7422,1545,4150,1195,138907,6655,89596,5188,18624,2718,21840,2260,2879,975,5968,1328,302070,9273,165971,7528,53378,4050,47655,3131,15182,2090,19884,2599,110853,5920,33669,3367,29804,2868,16597,2667,22017,2957,8766,1748,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344982,5496,128922,5582,59915,3879,80166,4243,38802,3295,37177,3324,193129,5488,47488,3807,34741,3334,53815,3788,26620,2583,30465,3289,10780,1653,5451,1156,529,310,2171,658,1968,646,661,321,32942,2904,20226,2316,5497,1231,4728,912,1371,587,1120,661,86175,4028,47171,3327,14588,1927,16310,2119,4436,968,3670,839,21956,2174,8586,1500,4560,1044,3142,842,4407,1008,1261,422,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3125954,17075,1129565,17792,601147,11652,815061,15892,279197,11141,300984,10920,2207220,18521,675152,13682,410264,10161,655512,15288,210767,9467,255525,10626,119367,5965,60440,3691,11515,1987,28269,3156,12579,2297,6564,1359,197702,8511,124093,6047,31781,3417,29844,2975,4296,1629,7688,1473,411081,11467,217399,9669,92959,5368,66725,4219,18028,2226,15970,1966,190584,7675,52481,3786,54628,4308,34711,3381,33527,3501,15237,1958,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1296881,12974,440727,10322,220112,8277,296139,9367,130184,5858,209719,7154,883153,12344,229357,8341,141400,6620,230620,8547,94931,5035,186845,6786,43004,4108,18279,2294,5023,1477,11959,2260,5527,1397,2216,679,95277,5918,60582,4437,14757,2185,14394,2160,2013,916,3531,846,195461,6713,108631,5185,36405,2966,29710,2918,8696,1390,12019,1704,79986,4607,23878,2370,22527,2565,9456,1657,19017,2296,5108,1174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18757501,47615,7267883,43002,3492353,32915,4220459,34139,1704929,21558,2071877,24910,12845764,48009,4198429,35577,2294010,25844,3251626,32208,1324009,18213,1777690,22455,684467,14696,369131,9157,76199,5209,146783,6806,51244,3727,41110,3788,1183916,19891,789023,16429,143127,7130,191763,7617,21459,2121,38544,3155,2507387,28523,1360235,19346,580134,15055,387704,10826,87510,4542,91804,5609,1535967,23428,551065,11789,398883,11580,242583,9407,220707,9726,122729,6310,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2899926,17053,1216391,14744,492327,12265,649479,13849,273143,8332,268586,10109,1957295,17104,684964,12247,345311,10510,495286,11288,204841,7996,226893,9390,153355,5684,84693,4278,12216,1786,30949,2799,18020,2607,7477,1370,221226,6917,149515,6073,26777,3327,33801,2639,5559,1344,5574,1145,386861,8835,224625,7936,68769,4005,60844,4600,16571,2014,16052,2333,181189,7212,72594,4348,39254,3959,28599,2676,28152,2802,12590,2062,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1805023,15003,787111,13579,327199,12201,393387,10576,132982,6848,164344,7326,1217298,15780,454928,11169,219805,10053,309751,10128,90643,4819,142171,6489,64084,3549,35329,2721,8705,1828,9715,1563,6459,1171,3876,1004,174193,7911,116694,5436,25653,3235,24299,2605,2443,801,5104,1300,226240,8492,133940,7120,43491,3518,33224,3241,9043,1439,6542,1287,123208,6856,46220,3826,29545,3131,16398,2208,24394,3224,6651,1642,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,436376,6831,177418,6347,69096,4671,102606,5429,36868,3341,50388,3685,302731,7574,104388,5237,48270,3646,78653,4908,28783,3123,42637,3791,17865,2590,8531,1355,1655,590,3901,1299,2840,833,938,779,36011,2768,23265,2186,5754,1377,5341,1184,265,258,1386,610,59900,4124,34413,3345,9357,1958,10771,1675,2071,586,3288,1143,19869,2209,6821,1410,4060,872,3940,970,2909,779,2139,917,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,378780,6053,239891,5944,54442,3931,60355,4052,10127,2231,13965,2251,178591,5943,90972,4099,36149,3251,35670,3041,6204,1943,9596,1955,11329,1700,7628,1232,1706,660,1364,664,71,83,560,307,76453,5212,59727,4350,6139,1941,9407,1617,306,370,874,480,94564,4396,70627,3966,7792,1494,12405,1520,2007,1044,1733,650,17843,2370,10937,1857,2656,876,1509,692,1539,767,1202,547,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9488742,34438,3344713,31148,1903911,30524,2457048,26843,893173,18420,889897,18141,6701927,38220,1970080,28673,1368953,27771,1967157,24693,663952,17426,731785,16522,554866,13925,257545,8547,64675,5332,125847,6748,72905,5079,33894,3368,580226,14943,376872,11062,74344,5075,95461,6242,14233,2621,19316,2598,1072972,18945,578222,13136,218767,9376,176243,8127,45866,3991,53874,4869,578751,15854,161994,7425,177172,8561,92340,5233,96217,6291,51028,4547,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
