GEO_ID,C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,NAME,C23002A_001EA,C23002A_001MA,C23002A_002MA,C23002A_002EA,C23002A_003MA,C23002A_003EA,C23002A_004EA,C23002A_004MA,C23002A_005EA,C23002A_005MA,C23002A_006EA,C23002A_006MA,C23002A_007MA,C23002A_007EA,C23002A_008MA,C23002A_008EA,C23002A_009EA,C23002A_009MA,C23002A_010EA,C23002A_010MA,C23002A_011EA,C23002A_011MA,C23002A_012MA,C23002A_012EA,C23002A_013MA,C23002A_013EA,C23002A_014EA,C23002A_014MA,C23002A_015EA,C23002A_015MA,C23002A_016EA,C23002A_016MA,C23002A_017MA,C23002A_017EA,C23002A_018MA,C23002A_018EA,C23002A_019EA,C23002A_019MA,C23002A_020EA,C23002A_020MA,C23002A_021EA,C23002A_021MA,C23002A_022MA,C23002A_022EA,C23002A_023MA,C23002A_023EA,C23002A_024EA,C23002A_024MA,C23002A_025EA,C23002A_025MA,C23002A_026EA,C23002A_026MA,C23002A_027MA,C23002A_027EA,state
0400000US13,4953189,12491,2430096,8010,1975119,7904,1585813,9681,30951,2595,1554862,9922,1492352,10734,62510,4428,389306,8284,454977,1600,100421,3677,97283,3660,3138,701,354556,3910,2523093,7690,1961222,7480,1313768,10996,2641,825,1311127,10840,1247603,11513,63524,4448,647454,11013,561871,1639,75157,3673,73583,3629,1574,524,486714,4020,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,306280,3468,166587,2309,130126,2383,111249,2376,27135,1871,84114,2734,80230,2834,3884,1033,18877,1819,36461,491,9638,1217,9582,1238,56,91,26823,1300,139693,1911,105564,1884,74323,2472,2612,633,71711,2481,67966,2633,3745,986,31241,2454,34129,369,8152,1139,7828,1141,324,212,25977,1181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1206898,5475,599625,3129,480457,2980,380742,6014,2767,909,377975,5975,360511,6000,17464,2551,99715,5460,119168,962,22418,2065,21847,2002,571,329,96750,2319,607273,3559,473975,3314,325140,6170,716,593,324424,6106,311563,6475,12861,2073,148835,5419,133298,944,19825,1973,19293,1954,532,288,113473,2185,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7454518,19224,3654961,12015,2961316,11583,2420312,13735,10088,1784,2410224,13858,2284937,14230,125287,6261,541004,10661,693645,2198,159648,4646,155146,4519,4502,1121,533997,4864,3799557,10177,2919034,9743,2137142,13015,2311,818,2134831,13174,2044928,13052,89903,5293,781892,12243,880523,2286,132985,4811,128937,4768,4048,767,747538,4962,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4491185,6385,2194417,4285,1780444,4277,1420932,9098,2734,852,1418198,8974,1356242,9964,61956,4042,359512,8320,413973,1219,91831,3823,90359,3744,1472,630,322142,3862,2296768,4900,1774951,4801,1262929,10983,188,233,1262741,10978,1212560,10900,50181,2971,512022,11079,521817,1333,73517,3599,72459,3569,1058,420,448300,3521,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2281356,4271,1120964,2621,894620,2507,746586,5277,1551,691,745035,5459,718881,5335,26154,2747,148034,4815,226344,567,54955,2303,54172,2266,783,274,171389,2423,1160392,2655,877311,2517,685355,4754,34,41,685321,4756,663157,5389,22164,1886,191956,5054,283081,712,43456,2653,42766,2685,690,279,239625,2698,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1954718,5872,960761,3728,774836,3612,644414,6000,12310,1412,632104,5981,607449,6320,24655,2558,130422,4956,185925,785,48876,2216,48163,2245,713,389,137049,2162,993957,3480,764823,3516,566785,6168,584,281,566201,6152,544797,6427,21404,2171,198038,5690,229134,935,36908,2069,36442,2073,466,264,192226,2278,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3134432,5370,1524175,3608,1231002,3742,910365,7664,9935,1134,900430,7712,851958,8253,48472,3656,320637,7653,293173,635,56675,3289,55100,3295,1575,595,236498,3432,1610257,3420,1243057,3354,820016,8991,1005,371,819011,8963,779611,9187,39400,3368,423041,8717,367200,655,45387,2899,44011,2744,1376,608,321813,3066,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2354275,6152,1154140,3763,928416,3689,712487,6329,9286,1459,703201,6433,665638,6684,37563,3511,215929,6818,225724,721,53590,3278,52355,3209,1235,509,172134,3354,1200135,4329,920128,4313,602946,8467,1391,650,601555,8432,575599,8832,25956,2714,317182,7536,280007,890,37481,2597,36201,2479,1280,558,242526,2869,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1062740,2061,516223,1458,397031,1402,312188,3933,991,440,311197,4029,296719,4482,14478,1821,84843,3970,119192,525,28041,2004,27304,2003,737,335,91151,1995,546517,1427,404267,1462,304599,4270,294,251,304305,4238,292911,4480,11394,1774,99668,4163,142250,281,26106,2174,25150,2045,956,513,116144,2190,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2752987,8816,1342329,5657,1070124,5469,889508,6849,16390,2217,873118,6724,836022,7248,37096,2887,180616,5691,272205,1040,77424,2890,74752,2979,2672,800,194781,2783,1410658,4426,1070100,4384,806351,7922,2634,878,803717,8036,770622,8197,33095,2839,263749,7114,340558,1268,58648,2966,57604,2965,1044,360,281910,3251,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4530289,12598,2173720,7619,1744429,7257,1425311,10444,3457,820,1421854,10400,1355930,11047,65924,4229,319118,9348,429291,1244,119363,3518,114517,3658,4846,1045,309928,3724,2356569,7268,1796750,7001,1358876,8904,205,142,1358671,8917,1307855,9224,50816,3541,437874,8255,559819,1780,107070,4382,103925,4318,3145,1006,452749,4551,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6431934,6730,3161292,4251,2509986,4203,1988674,9828,3034,835,1985640,9857,1884947,10067,100693,4785,521312,9679,651306,1013,123508,3563,119590,3516,3918,691,527798,3653,3270642,4697,2481123,4602,1758736,11257,365,241,1758371,11236,1683891,11372,74480,4055,722387,11192,789519,1061,94464,4063,91981,3908,2483,622,695055,4160,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3764819,6038,1857877,3950,1489772,3870,1271408,7189,1398,552,1270010,7314,1225559,7747,44451,2885,218364,6743,368105,775,85136,2972,83481,2964,1655,415,282969,3075,1906942,3668,1463051,3674,1177525,7314,309,157,1177216,7277,1145379,7844,31837,2493,285526,6700,443891,680,69833,2560,68262,2488,1571,509,374058,2467,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1414572,4456,688173,3029,541324,2966,405220,5881,6285,983,398935,6020,377301,6430,21634,2969,136104,6106,146849,887,32444,2628,32021,2680,423,333,114405,2805,726399,2618,540141,2628,343971,6434,985,449,342986,6496,322986,6694,20000,2567,196170,6214,186258,944,26064,2242,25372,2274,692,545,160194,2265,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4074928,6342,1987991,4807,1585154,4700,1260694,8611,9919,1665,1250775,8656,1198506,9340,52269,3671,324460,8577,402837,1052,85299,3600,82997,3543,2302,685,317538,3551,2086937,3630,1586456,3473,1145989,8935,1258,534,1144731,8944,1101260,9358,43471,3684,440467,9165,500481,969,71439,3679,70130,3615,1309,402,429042,3837,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,764191,2383,384278,1783,296846,1710,240859,3588,1849,427,239010,3601,231365,4063,7645,1425,55987,3170,87432,438,20449,1691,20167,1708,282,185,66983,1731,379913,1543,286404,1497,213626,3608,58,60,213568,3610,207915,3765,5653,987,72778,3336,93509,522,14836,1438,14477,1415,359,201,78673,1451,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1329729,3388,657113,2488,530219,2539,456920,3531,3208,768,453712,3470,440375,3839,13337,1845,73299,3377,126894,740,35804,1938,35548,1899,256,156,91090,1935,672616,2091,517475,2045,408108,4039,524,327,407584,4017,395386,4121,12198,1787,109367,4125,155141,603,28467,1991,28239,1991,228,154,126674,1958,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1586633,12549,808814,6957,635835,6581,513888,6464,5164,1124,508724,6355,484479,6401,24245,2666,121947,4929,172979,1613,35217,2306,33134,2213,2083,685,137762,2778,777819,7532,593971,7278,411429,7982,802,388,410627,7955,389197,8086,21430,2527,182542,5428,183848,1603,29576,2418,28559,2402,1017,418,154272,2404,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1048012,2674,513543,2119,408545,2089,342389,3553,1711,929,340678,3714,326619,4036,14059,1969,66156,3981,104998,466,27095,1737,26483,1776,612,299,77903,1758,534469,1584,409411,1585,317863,3770,43,71,317820,3771,307169,4047,10651,1977,91548,3861,125058,672,23111,1832,22299,1821,812,418,101947,1780,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5020771,16789,2433122,10215,1948982,9772,1598035,10157,5441,1163,1592594,10196,1518366,10552,74228,4480,350947,9042,484140,2116,130832,4536,124314,4497,6518,1094,353308,4601,2587649,9269,1951744,8723,1425155,11049,970,556,1424185,10997,1359520,11274,64665,4276,526589,10409,635905,2413,104321,4871,101065,4837,3256,772,531584,5481,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1274354,8681,623091,4902,487582,4994,352099,7062,6376,1154,345723,7175,322872,7430,22851,3274,135483,6970,135509,1444,27013,2272,26057,2258,956,465,108496,2466,651263,5400,490316,5052,317901,7851,628,461,317273,7864,299848,7728,17425,2423,172415,7595,160947,1613,21910,1779,21255,1734,655,399,139037,2338,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10425348,27063,5073110,16175,4041487,15272,3209609,15477,16688,1818,3192921,15473,3041264,16135,151657,6648,831878,12396,1031623,3709,251198,5923,243140,5668,8058,1362,780425,6512,5352238,14792,4023609,13748,2910555,14696,1327,564,2909228,14774,2788741,14457,120487,5515,1113054,12977,1328629,4810,214350,6125,207980,6357,6370,1296,1114279,7392,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5817872,11839,2830439,7002,2254038,6976,1797149,11935,67154,3312,1729995,11890,1657509,12135,72486,5326,456889,9378,576401,1490,127529,4874,124397,4951,3132,786,448872,5012,2987433,7849,2264437,7941,1574390,12047,5473,1089,1568917,12143,1499184,12528,69733,4578,690047,12843,722996,1614,95380,3865,92863,3747,2517,747,627616,4119,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,529374,2014,271152,1626,221281,1631,192270,2507,4735,1144,187535,2998,181938,2906,5597,1260,29011,2429,49871,157,14297,1221,14190,1220,107,110,35574,1247,258222,1217,199257,1229,159687,2642,990,512,158697,2768,155465,2727,3232,942,39570,2348,58965,140,10233,1100,10016,1138,217,207,48732,1109,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7764010,6913,3773780,4864,3012845,4824,2396485,10554,7104,1267,2389381,10549,2275125,11439,114256,5108,616360,10505,760935,940,163263,4597,159490,4543,3773,956,597672,4717,3990230,4540,3027524,4175,2192770,12803,1182,517,2191588,12777,2103694,14121,87894,4721,834754,12337,962706,1395,130198,4732,126426,4773,3772,862,832508,5001,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2292664,5137,1122688,3236,894576,3239,694568,6457,9529,1662,685039,6559,651637,6450,33402,2482,200008,6013,228112,710,52169,2312,50864,2278,1305,518,175943,2202,1169976,3421,888936,3366,595781,6853,1952,536,593829,6884,567852,6973,25977,2334,293155,6922,281040,824,40805,2531,40244,2573,561,293,240235,2592,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2894517,9266,1422150,5954,1119139,6217,885513,7655,1813,794,883700,7857,835275,8264,48425,3702,233626,7394,303011,1232,59140,3380,56722,3410,2418,731,243871,3606,1472367,5168,1115145,4902,791282,8766,685,425,790597,8746,753599,8843,36998,3666,323863,8211,357222,1260,49341,2953,48140,2889,1201,431,307881,3369,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8616188,11392,4184819,7144,3286553,7115,2633516,11669,5039,1025,2628477,11538,2504662,12517,123815,5495,653037,10429,898266,1297,203315,5425,196509,5355,6806,1382,694951,5477,4431369,7205,3284216,7107,2377722,12407,461,311,2377261,12329,2273670,11637,103591,5679,906494,14026,1147153,1529,167901,4757,163745,4834,4156,942,979252,5136,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,732494,5078,350798,2991,280110,2762,228420,3835,2320,656,226100,3782,212637,4271,13463,2138,51690,3358,70688,817,18180,1828,17858,1809,322,215,52508,1858,381696,3208,288585,3090,213818,3774,563,329,213255,3792,203439,4061,9816,1906,74767,3751,93111,621,15053,1729,14791,1716,262,172,78058,1665,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2793678,6898,1358395,4800,1052594,4576,826988,7084,19835,2094,807153,6989,769506,7623,37647,3556,225606,6980,305801,1176,65699,3440,64833,3440,866,432,240102,3659,1435283,4710,1069001,4549,726912,8625,4466,1399,722446,8753,688238,8540,34208,3751,342089,8867,366282,1170,45827,3269,45036,3157,791,362,320455,3397,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,592420,1818,296462,1418,234255,1464,201189,2706,2497,838,198692,2756,192515,3115,6177,1390,33066,2554,62207,275,17113,1483,16911,1494,202,174,45094,1506,295958,1433,224041,1457,178261,2696,88,99,178173,2705,174470,2650,3703,918,45780,2719,71917,128,13994,1331,13659,1364,335,374,57923,1347,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
