GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001MA,B12002I_001EA,B12002I_002EA,B12002I_002MA,B12002I_003EA,B12002I_003MA,B12002I_004MA,B12002I_004EA,B12002I_005EA,B12002I_005MA,B12002I_006MA,B12002I_006EA,B12002I_007EA,B12002I_007MA,B12002I_008EA,B12002I_008MA,B12002I_009MA,B12002I_009EA,B12002I_010MA,B12002I_010EA,B12002I_011MA,B12002I_011EA,B12002I_012MA,B12002I_012EA,B12002I_013EA,B12002I_013MA,state
0400000US29,176876,2882,90236,2636,40710,3300,40540,2578,1806,813,970,468,6210,1212,86640,2548,32778,2372,39485,2696,2350,882,4236,992,7791,1405,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26558,1053,13596,1165,6356,1057,5854,1037,355,321,197,179,834,420,12962,1080,5034,1211,6393,951,376,294,199,161,960,426,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,138342,1326,74007,1482,31202,2172,34764,2347,1811,780,820,481,5410,1289,64335,1350,24712,1989,30222,2257,1781,711,1465,558,6155,1265,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,629458,705,319415,996,142987,4061,140456,4478,7588,1482,2740,812,25644,3001,310043,1145,116897,3927,131272,4285,12624,2029,13800,1824,35450,3188,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,36691,1057,18495,1233,7569,1283,8715,1135,568,512,66,91,1577,689,18196,974,7376,1177,7879,1303,344,296,822,527,1775,685,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1389459,605,693230,652,313061,6436,303286,7962,18769,2764,10233,2000,47881,3969,696229,602,273856,7574,279082,7409,29842,2792,35304,2897,78145,4940,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,774032,1325,382223,1673,170188,4161,154213,5516,7084,1865,9083,1544,41655,3538,391809,1156,148469,4845,150102,6247,10510,2132,29088,2926,53640,3987,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2940470,1912,1438464,1959,732988,11080,553696,10303,41093,4598,21582,2333,89105,5661,1502006,1802,652563,10343,513228,10112,78885,5181,98808,5429,158522,6854,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,647702,4100,334604,4298,148798,5667,159386,6135,8454,1820,2088,782,15878,2553,313098,3063,117676,5162,145409,5222,12643,2173,7579,1674,29791,3444,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18940,942,10847,1237,6066,1217,4253,884,28,53,54,62,446,325,8093,930,3032,744,4336,745,70,116,257,222,398,267,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,302542,1962,154879,2174,73704,2887,60694,3041,3937,1134,1880,617,14664,1984,147663,2237,63126,2957,56917,2936,5243,1117,5720,1210,16657,1995,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,277692,1364,146512,1712,64850,3094,64201,2996,3288,802,1864,516,12309,1818,131180,1766,46925,2255,60736,2542,5718,1087,6464,949,11337,1555,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,380216,1350,198081,1666,94506,4074,84308,3543,4216,1367,2170,904,12881,2174,182135,1473,74943,3551,79760,3548,5917,1533,5841,1123,15674,2328,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,666292,1714,337592,2204,176255,4912,122433,4985,7114,1384,4916,1504,26874,2483,328700,2002,155313,4990,110431,4279,16619,2680,13309,1606,33028,3506,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,120157,863,59352,866,29762,2426,23900,2211,1497,798,681,609,3512,1201,60805,844,28857,2098,20554,2223,1601,819,3380,989,6413,1337,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,198200,2324,107320,3031,50181,3776,47196,3380,2375,1112,1286,671,6282,1433,90880,2250,31920,3157,43379,2954,3681,1090,4409,1133,7491,1658,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21167,1302,12663,1516,5429,1215,4001,876,384,352,63,110,2786,1224,8504,1036,3596,921,3316,840,599,458,175,199,818,456,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,237968,2990,128103,2767,52218,3704,65049,3852,2490,787,1259,557,7087,1817,109865,2673,38818,2966,56505,2831,3758,1012,2983,914,7801,1386,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8102428,3441,4061058,3129,1699679,15876,1884084,17391,99864,5847,72470,4671,304961,9620,4041370,3791,1431104,15875,1833600,19818,174977,9017,222007,7164,379682,11075,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,297340,1234,152319,1239,66174,3066,69659,3355,3226,1108,1623,725,11637,2254,145021,1304,54010,2773,67384,3134,5976,1372,4424,1095,13227,1492,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8876,971,4013,870,2034,684,1393,380,98,126,144,211,344,262,4863,629,2442,639,1783,519,45,80,165,155,428,239,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,572718,3197,294142,2975,126290,5047,141951,4766,7107,1630,2612,932,16182,2232,278576,2648,100471,4322,132647,5382,12674,2096,9934,2001,22850,2278,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,643000,999,333244,1477,155505,4634,141446,5435,6565,1779,2833,1022,26895,3588,309756,1569,123719,3868,135652,4615,10823,1875,9816,1798,29746,3418,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,16870,1648,8494,1117,3878,809,2824,681,357,302,47,88,1388,626,8376,1249,3615,1006,3355,651,143,122,662,414,601,425,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,269685,1405,139582,1814,68613,2667,56244,2977,2100,859,2033,826,10592,1797,130103,1931,57155,2744,52737,2562,3889,1029,3581,696,12741,1887,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,40028,935,21403,1360,8329,1339,10152,1695,423,505,498,350,2001,766,18625,1143,5774,1067,8255,1286,755,427,1082,673,2759,908,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2784829,4608,1300045,4268,578409,11425,492560,10876,29419,3311,48036,3477,151621,6530,1484784,3710,547932,11509,493192,12034,43612,4425,166456,5886,233592,9078,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
