GEO_ID,B12002H_001E,B12002H_001M,B12002H_002E,B12002H_002M,B12002H_003E,B12002H_003M,B12002H_004E,B12002H_004M,B12002H_005E,B12002H_005M,B12002H_006E,B12002H_006M,B12002H_007E,B12002H_007M,B12002H_008E,B12002H_008M,B12002H_009E,B12002H_009M,B12002H_010E,B12002H_010M,B12002H_011E,B12002H_011M,B12002H_012E,B12002H_012M,B12002H_013E,B12002H_013M,NAME,B12002H_001MA,B12002H_001EA,B12002H_002EA,B12002H_002MA,B12002H_003EA,B12002H_003MA,B12002H_004EA,B12002H_004MA,B12002H_005EA,B12002H_005MA,B12002H_006MA,B12002H_006EA,B12002H_007MA,B12002H_007EA,B12002H_008MA,B12002H_008EA,B12002H_009EA,B12002H_009MA,B12002H_010EA,B12002H_010MA,B12002H_011MA,B12002H_011EA,B12002H_012MA,B12002H_012EA,B12002H_013MA,B12002H_013EA,state
0400000US01,2672227,2278,1292408,1590,360370,7107,717780,10427,14666,2019,44337,3153,155255,6289,1379819,1785,294658,5975,725372,9684,23904,2150,152127,4849,183758,6504,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,372235,696,199037,572,62638,3106,105002,4240,2108,735,4627,838,24662,2632,173198,435,41595,2609,93247,3180,3087,821,10103,1361,25166,2132,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3313724,3365,1629980,1658,480511,7975,875574,8874,19326,2850,50681,3759,203888,7190,1683744,2053,383561,7065,846029,11253,23129,2548,170627,5918,260398,7851,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1807315,1739,880717,1612,231961,6256,479842,9428,17035,2646,33490,3121,118389,5465,926598,1471,178651,4843,485001,10070,21954,2605,101362,3782,139630,6189,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12712301,6892,6332426,3298,2151916,13853,3283120,20282,79752,4869,176344,5348,641294,13077,6379875,5207,1680296,17292,3065035,22462,99056,5655,626076,9002,909412,15276,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3233592,2336,1615115,1879,530166,7700,854266,10396,14578,2482,35464,2658,180641,6396,1618477,1239,407882,7092,845803,10396,17842,2452,118441,3901,228509,6928,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2069604,2264,1000729,1289,331057,5087,531080,6640,8628,1799,30298,2363,99666,4204,1068875,1239,288324,6269,522615,8864,9224,1630,110622,4395,138090,5688,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,515456,630,247387,356,75934,2789,136799,3664,2322,1028,7905,1350,24427,2651,268069,404,66947,3067,134304,4543,4505,1319,27709,2148,34604,2426,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228693,723,114087,354,62708,2088,44115,2363,855,417,1023,500,5386,908,114606,486,60409,2113,42041,2173,745,375,3217,826,8194,1304,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9856227,6837,4802578,4112,1398072,14961,2533821,19562,63852,4608,200458,7938,606375,13826,5053649,3994,1102716,14588,2467249,17878,81430,5663,633800,12212,768454,14071,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4590182,3233,2239150,3085,647276,11215,1259664,12639,29031,3352,60375,3983,242804,8531,2351032,2960,523032,9210,1251448,14869,38817,3343,226726,7102,311009,8728,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,273252,995,149097,686,45894,2939,81373,3629,1676,613,3493,798,16661,2079,124155,692,26333,2012,69652,2519,924,384,10230,1285,17016,1997,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1132909,1285,561747,1190,159643,5148,311460,5826,4934,1214,16909,2220,68801,4932,571162,1070,126757,5034,311777,7238,5418,1318,51131,3102,76079,5009,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6618301,3445,3227731,2351,1060661,10357,1738669,12319,27581,2825,94422,4527,306398,6765,3390570,1938,882995,10167,1726370,14386,38496,2650,346433,7127,396276,8005,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4359763,1797,2125649,1780,665963,8263,1124539,10375,20594,2440,64830,3558,249723,7339,2234114,1407,542058,8570,1141947,11565,27564,2788,212083,5723,310462,8138,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2228598,1772,1093531,1390,341279,5208,598969,6787,9638,1742,30427,2297,113218,4723,1135067,1322,273736,5220,604479,7800,12343,1689,112100,3665,132409,5501,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1818191,1298,892624,1418,265957,5522,495963,6588,8866,1635,27964,2025,93874,3946,925567,1302,207205,4657,495210,6447,9992,1666,91753,3264,121407,5043,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3115851,2190,1513594,2680,442942,7776,810020,10164,25295,2749,49149,2839,186188,6416,1602257,1958,364881,7340,806894,11313,34003,3111,164014,5185,232465,7830,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2273148,2428,1110845,1403,349091,7957,583377,9598,18207,2238,37446,2921,122724,5559,1162303,2098,281924,6972,585069,9361,23897,2958,122624,4975,148789,6601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1064582,718,516122,575,161091,4065,266229,6202,3407,978,16435,1801,68960,3929,548460,411,135504,3826,269804,6426,5514,1319,51934,3151,85704,4702,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2605797,2411,1267244,1677,395679,6671,701128,8200,20289,2185,38964,2607,111184,4613,1338553,1279,338470,5862,695152,8093,17992,1663,133796,4036,153143,5268,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4231416,6311,2030004,3288,738914,9482,1042966,12069,22187,2633,56227,3726,169710,7477,2201412,3758,677201,7992,1028371,11454,29370,2882,211571,6397,254899,8092,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6291075,1843,3089221,852,986871,8060,1646828,12554,26242,2484,92826,4177,336454,7940,3201854,1408,816447,6904,1645369,12709,32115,2429,299619,5637,408304,9425,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3711331,1450,1829760,1005,584714,6750,1014252,8669,13180,1589,43197,2372,174417,4995,1881571,918,490924,6187,1005063,9278,14416,1662,152440,3939,218728,5750,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1401669,1894,681388,1880,194106,5725,370597,7700,11567,1916,21901,2190,83217,4901,720281,1906,154366,4872,373750,8594,15296,2754,86548,4193,90321,5781,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4028590,2173,1965296,2111,593446,8689,1049102,12818,26667,3165,60139,3700,235942,8179,2063294,1716,491573,7384,1039957,13155,34847,2878,211772,6043,285145,8123,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,757472,1073,380478,876,117838,3532,202796,5458,3008,921,10391,1279,46445,3496,376994,1085,87493,3523,202638,6161,3562,977,32791,2389,50510,3613,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1244302,805,611902,995,185157,3787,345003,5631,4324,862,16560,1335,60858,3738,632400,797,153179,3445,344088,5141,6260,1229,58307,2335,70566,3266,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1265209,1988,643929,1438,192165,5772,317520,7074,8821,1699,22776,2265,102647,4308,621280,1306,137785,4256,303509,6846,11232,1834,61366,2971,107388,5038,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1035278,1079,507783,972,159638,4045,270894,5128,6379,1314,13698,1773,57174,3509,527495,461,137468,3284,265237,5734,6114,1473,44722,2906,73954,4223,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4203093,2615,2031246,1575,663143,8604,1124218,10983,18448,2158,65844,3823,159593,6885,2171847,1507,565634,7939,1120422,12016,27053,2856,236161,6378,222577,6675,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,683769,1732,335936,1564,97124,4089,173799,5314,4281,1130,11985,1564,48747,3741,347833,1434,73006,3877,171190,5004,4599,1228,37999,2922,61039,3344,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9317245,5323,4524085,3035,1620522,12897,2330313,15585,68957,4047,134234,5029,370059,8943,4793160,2952,1427724,13947,2287421,16943,84724,4920,483489,9233,509802,9895,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5496828,2171,2662355,2617,766497,9800,1497254,14227,52455,4304,80356,3952,265793,8175,2834473,2254,638987,9698,1490321,13913,65049,4869,284427,6581,355689,9118,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,523746,783,267176,720,90914,3526,144015,4209,1617,631,6440,973,24190,2163,256570,895,63268,2836,141761,4091,1497,494,25294,1629,24750,2348,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7685486,2286,3737524,2014,1197367,11088,1957722,12805,48340,3533,119924,4906,414171,10288,3947962,1849,1007865,9916,1971921,13606,57311,4212,396681,7633,514184,11038,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
