GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001MA,B08101_001EA,B08101_002MA,B08101_002EA,B08101_003MA,B08101_003EA,B08101_004MA,B08101_004EA,B08101_005EA,B08101_005MA,B08101_006MA,B08101_006EA,B08101_007MA,B08101_007EA,B08101_008MA,B08101_008EA,B08101_009MA,B08101_009EA,B08101_010EA,B08101_010MA,B08101_011MA,B08101_011EA,B08101_012MA,B08101_012EA,B08101_013MA,B08101_013EA,B08101_014EA,B08101_014MA,B08101_015MA,B08101_015EA,B08101_016MA,B08101_016EA,B08101_017MA,B08101_017EA,B08101_018MA,B08101_018EA,B08101_019EA,B08101_019MA,B08101_020MA,B08101_020EA,B08101_021MA,B08101_021EA,B08101_022MA,B08101_022EA,B08101_023MA,B08101_023EA,B08101_024MA,B08101_024EA,B08101_025EA,B08101_025MA,B08101_026EA,B08101_026MA,B08101_027MA,B08101_027EA,B08101_028MA,B08101_028EA,B08101_029MA,B08101_029EA,B08101_030EA,B08101_030MA,B08101_031MA,B08101_031EA,B08101_032EA,B08101_032MA,B08101_033MA,B08101_033EA,B08101_034EA,B08101_034MA,B08101_035EA,B08101_035MA,B08101_036EA,B08101_036MA,B08101_037MA,B08101_037EA,B08101_038EA,B08101_038MA,B08101_039EA,B08101_039MA,B08101_040EA,B08101_040MA,B08101_041EA,B08101_041MA,B08101_042MA,B08101_042EA,B08101_043EA,B08101_043MA,B08101_044EA,B08101_044MA,B08101_045EA,B08101_045MA,B08101_046MA,B08101_046EA,B08101_047EA,B08101_047MA,B08101_048MA,B08101_048EA,B08101_049EA,B08101_049MA,B08101_050MA,B08101_050EA,B08101_051MA,B08101_051EA,B08101_052MA,B08101_052EA,B08101_053MA,B08101_053EA,B08101_054EA,B08101_054MA,B08101_055MA,B08101_055EA,B08101_056MA,B08101_056EA,state
0400000US01,2041619,17993,71439,4273,203623,6075,877911,10383,444882,6432,190155,6671,140615,5965,112994,4502,1748949,19969,56257,3899,168273,6370,751009,11557,389942,6745,164761,5917,121304,5734,97403,4098,173508,7679,9518,1743,23322,2832,81129,5227,31783,3150,12871,1518,8477,1332,6408,1080,7234,1504,174,215,1282,712,3113,996,1414,570,591,359,275,240,385,240,23594,3529,2421,812,6792,2548,7218,1743,2461,761,2048,868,1172,435,1482,584,19462,2821,1127,664,1596,709,8789,1687,4094,1117,1645,655,1387,515,824,421,68872,5117,1942,977,2358,591,26653,3017,15188,2085,8239,1647,8000,1422,6492,1148,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351282,6043,13381,1988,38211,2550,159825,3836,65587,2666,32490,2188,24493,2223,17295,1838,243466,6186,8743,1590,26406,2788,112479,3605,46620,2270,21308,1782,16475,1998,11435,1538,41554,4193,2167,676,5285,1468,20640,2682,5858,1212,3609,1083,2403,607,1592,593,5827,1561,201,297,822,583,2663,885,602,364,1121,647,65,57,353,167,25829,2365,976,387,4034,1080,9651,1425,5397,1003,2372,528,2117,830,1282,440,18622,1701,971,455,1313,463,8407,1202,3617,761,2256,662,1248,466,810,390,15984,2030,323,228,351,204,5985,1362,3493,1026,1824,550,2185,692,1823,524,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3086150,17384,123792,6166,322330,7025,1359740,9425,627237,7394,281245,6646,202189,5975,169617,5769,2362162,18831,82410,5493,238771,6872,1052478,10645,487169,8068,222862,6408,153392,5439,125080,4841,339590,10803,20393,2233,46486,3728,159693,7850,63994,4511,22836,1968,13786,1966,12402,1866,55495,5174,3251,806,8070,1832,25068,3763,8727,1740,4075,913,4072,1232,2232,631,61420,4149,10452,1600,10290,1614,22912,2930,7390,1280,2513,638,4393,1233,3470,909,73568,5031,3709,1079,10718,1917,31469,3442,12772,1942,5726,1143,4970,1089,4204,1097,193915,7427,3577,985,7995,1548,68120,4567,47185,3170,23233,2542,21576,1857,22229,2479,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1281666,13086,49878,4018,129591,5316,550799,9523,270669,5290,120974,4774,87376,4054,72379,3927,1068253,12584,36055,3243,106274,5249,456774,9273,229342,5500,105055,4756,76213,3887,58540,3275,126414,6651,9534,2124,15138,2196,61628,4403,22913,2928,7814,1389,5114,997,4273,965,3788,1046,101,139,451,465,1482,606,1014,562,439,361,15,26,286,165,23112,3075,3108,1021,4303,1101,8673,2160,3135,1016,1314,549,832,393,1747,729,12943,2357,498,377,1655,747,4992,1214,3097,1080,1425,597,812,488,464,277,47156,3936,582,278,1770,668,17250,2961,11168,1864,4927,983,4390,1086,7069,1575,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18320629,48194,481524,9899,1735321,17706,8445622,29833,3831304,17158,1680475,18020,1207359,14334,939024,13834,13541563,56126,284683,8771,1230786,18572,6312268,35698,2879818,16964,1272585,17241,896171,14311,665252,11421,1837270,27936,79989,4634,206444,8401,852584,17486,386844,10715,146709,5945,99342,4958,65358,3890,919579,16698,29173,3005,105624,6104,461373,11388,159891,5981,70468,4499,54387,3344,38663,2582,473375,12939,48129,3288,92296,6471,190833,8911,66125,4606,28426,2862,24619,2305,22947,2391,455955,12634,22226,2503,55748,4291,226941,9171,77308,4831,33947,3143,21103,2295,18682,2254,1092887,19780,17324,3394,44423,3087,401623,11746,261318,8975,128340,6328,111737,5251,128122,5696,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2886978,17103,113882,4844,279087,6296,1310420,9412,571231,6769,264604,6261,195995,5992,151759,5170,2161670,15648,75053,3950,199991,6169,986299,9824,434476,7293,207435,6048,150179,4840,108237,4759,246847,8470,19422,2423,30364,3563,119490,6224,42794,3300,15957,1978,11039,1874,7781,1135,92878,5937,3792,1126,12537,2158,44396,3670,15768,2123,8121,1584,4924,1282,3340,878,77250,4817,7811,1309,19220,2405,27835,3189,9459,1558,4970,1097,3965,867,3990,994,64230,3878,4016,1162,7941,1458,30964,3276,11850,1678,3581,779,3446,738,2432,907,244103,8996,3788,1059,9034,1952,101436,5887,56884,4090,24540,2164,22442,2411,25979,2437,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1778000,14686,60614,3581,161085,4707,684648,6889,403311,5144,199334,6026,147474,5030,121534,5653,1391813,14671,35160,2562,115395,4858,540790,7876,322110,5783,163151,5731,118540,4729,96667,4859,139660,7956,9787,1862,15728,2082,57603,4860,29698,3146,12280,2016,8835,1652,5729,1103,83460,4978,4278,1468,9158,2024,34484,3556,18621,2014,7304,1203,5835,1178,3780,939,49471,4116,6317,1398,12031,1779,16991,2231,6614,1339,2752,847,2581,786,2185,926,22422,3214,2087,763,2847,1245,9337,2096,3767,1217,1691,625,1236,507,1457,551,91174,4559,2985,743,5926,1278,25443,2640,22501,1929,12156,1402,10447,1503,11716,1619,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430780,6838,13211,1707,35174,2785,179337,4054,95885,2940,44385,3086,33892,2690,28896,2229,353445,7749,9806,1606,26618,2589,150690,4274,79108,3173,35811,2610,27379,2341,24033,1987,30680,3402,1708,509,3169,1005,13599,2321,6050,1025,2609,942,2135,850,1410,663,9598,1594,233,170,871,440,3989,1029,2304,851,1078,470,655,353,468,270,9566,1521,799,390,2162,788,3136,931,895,542,1122,550,832,411,620,357,5264,1415,426,336,1274,836,1981,892,763,426,368,257,287,228,165,135,22227,2459,239,194,1080,595,5942,1494,6765,1322,3397,913,2604,925,2200,625,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,375380,6102,5877,1159,31427,2124,220513,3264,55786,2165,22341,2337,17492,1716,21944,1956,129051,5201,785,387,6000,1097,71416,4131,23925,2036,10125,1310,7501,1169,9299,1355,19495,2415,382,262,1929,881,11824,2032,1975,813,1969,1002,734,385,682,375,122643,5311,1401,523,11239,1580,76946,4088,15185,1827,6626,1354,5089,1066,6157,1213,47625,3750,2051,760,6715,1328,29030,2794,5463,1149,1159,487,1582,570,1625,596,28899,3336,282,269,2683,801,19573,2755,3947,978,985,415,544,322,885,473,27667,2948,976,454,2861,1428,11724,1846,5291,1178,1477,593,2042,555,3296,939,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9355081,35950,265018,9288,832701,12770,3973319,21721,2066642,15500,951887,16138,677630,13816,587884,12527,7423934,39897,180443,7459,642977,12950,3183958,22050,1651961,16536,762662,14306,549647,14332,452286,11109,850429,21057,45465,4045,97324,6429,381309,13997,179081,7768,73497,4605,41506,3703,32247,2983,162401,8778,8916,1893,19977,3614,65913,5911,34751,3446,14046,2134,10230,1749,8568,1720,132386,8683,12965,2434,20955,3438,47120,4674,22465,2600,11889,2561,7168,1342,9824,1511,211425,10124,10448,2010,29215,3965,87208,6606,38476,3478,20077,2469,13295,1903,12706,2059,574506,15223,6781,1370,22253,3026,207811,9045,139908,7250,69716,5774,55784,4561,72253,4324,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
