GEO_ID,B20005I_001E,B20005I_001M,B20005I_002E,B20005I_002M,B20005I_003E,B20005I_003M,B20005I_004E,B20005I_004M,B20005I_005E,B20005I_005M,B20005I_006E,B20005I_006M,B20005I_007E,B20005I_007M,B20005I_008E,B20005I_008M,B20005I_009E,B20005I_009M,B20005I_010E,B20005I_010M,B20005I_011E,B20005I_011M,B20005I_012E,B20005I_012M,B20005I_013E,B20005I_013M,B20005I_014E,B20005I_014M,B20005I_015E,B20005I_015M,B20005I_016E,B20005I_016M,B20005I_017E,B20005I_017M,B20005I_018E,B20005I_018M,B20005I_019E,B20005I_019M,B20005I_020E,B20005I_020M,B20005I_021E,B20005I_021M,B20005I_022E,B20005I_022M,B20005I_023E,B20005I_023M,B20005I_024E,B20005I_024M,B20005I_025E,B20005I_025M,B20005I_026E,B20005I_026M,B20005I_027E,B20005I_027M,B20005I_028E,B20005I_028M,B20005I_029E,B20005I_029M,B20005I_030E,B20005I_030M,B20005I_031E,B20005I_031M,B20005I_032E,B20005I_032M,B20005I_033E,B20005I_033M,B20005I_034E,B20005I_034M,B20005I_035E,B20005I_035M,B20005I_036E,B20005I_036M,B20005I_037E,B20005I_037M,B20005I_038E,B20005I_038M,B20005I_039E,B20005I_039M,B20005I_040E,B20005I_040M,B20005I_041E,B20005I_041M,B20005I_042E,B20005I_042M,B20005I_043E,B20005I_043M,B20005I_044E,B20005I_044M,B20005I_045E,B20005I_045M,B20005I_046E,B20005I_046M,B20005I_047E,B20005I_047M,B20005I_048E,B20005I_048M,B20005I_049E,B20005I_049M,B20005I_050E,B20005I_050M,B20005I_051E,B20005I_051M,B20005I_052E,B20005I_052M,B20005I_053E,B20005I_053M,B20005I_054E,B20005I_054M,B20005I_055E,B20005I_055M,B20005I_056E,B20005I_056M,B20005I_057E,B20005I_057M,B20005I_058E,B20005I_058M,B20005I_059E,B20005I_059M,B20005I_060E,B20005I_060M,B20005I_061E,B20005I_061M,B20005I_062E,B20005I_062M,B20005I_063E,B20005I_063M,B20005I_064E,B20005I_064M,B20005I_065E,B20005I_065M,B20005I_066E,B20005I_066M,B20005I_067E,B20005I_067M,B20005I_068E,B20005I_068M,B20005I_069E,B20005I_069M,B20005I_070E,B20005I_070M,B20005I_071E,B20005I_071M,B20005I_072E,B20005I_072M,B20005I_073E,B20005I_073M,B20005I_074E,B20005I_074M,B20005I_075E,B20005I_075M,B20005I_076E,B20005I_076M,B20005I_077E,B20005I_077M,B20005I_078E,B20005I_078M,B20005I_079E,B20005I_079M,B20005I_080E,B20005I_080M,B20005I_081E,B20005I_081M,B20005I_082E,B20005I_082M,B20005I_083E,B20005I_083M,B20005I_084E,B20005I_084M,B20005I_085E,B20005I_085M,B20005I_086E,B20005I_086M,B20005I_087E,B20005I_087M,B20005I_088E,B20005I_088M,B20005I_089E,B20005I_089M,B20005I_090E,B20005I_090M,B20005I_091E,B20005I_091M,B20005I_092E,B20005I_092M,B20005I_093E,B20005I_093M,B20005I_094E,B20005I_094M,B20005I_095E,B20005I_095M,NAME,B20005I_001EA,B20005I_001MA,B20005I_002EA,B20005I_002MA,B20005I_003EA,B20005I_003MA,B20005I_004MA,B20005I_004EA,B20005I_005MA,B20005I_005EA,B20005I_006MA,B20005I_006EA,B20005I_007EA,B20005I_007MA,B20005I_008MA,B20005I_008EA,B20005I_009EA,B20005I_009MA,B20005I_010MA,B20005I_010EA,B20005I_011MA,B20005I_011EA,B20005I_012EA,B20005I_012MA,B20005I_013MA,B20005I_013EA,B20005I_014EA,B20005I_014MA,B20005I_015MA,B20005I_015EA,B20005I_016MA,B20005I_016EA,B20005I_017MA,B20005I_017EA,B20005I_018EA,B20005I_018MA,B20005I_019MA,B20005I_019EA,B20005I_020EA,B20005I_020MA,B20005I_021MA,B20005I_021EA,B20005I_022MA,B20005I_022EA,B20005I_023EA,B20005I_023MA,B20005I_024EA,B20005I_024MA,B20005I_025EA,B20005I_025MA,B20005I_026EA,B20005I_026MA,B20005I_027MA,B20005I_027EA,B20005I_028MA,B20005I_028EA,B20005I_029EA,B20005I_029MA,B20005I_030EA,B20005I_030MA,B20005I_031EA,B20005I_031MA,B20005I_032MA,B20005I_032EA,B20005I_033MA,B20005I_033EA,B20005I_034EA,B20005I_034MA,B20005I_035EA,B20005I_035MA,B20005I_036EA,B20005I_036MA,B20005I_037EA,B20005I_037MA,B20005I_038MA,B20005I_038EA,B20005I_039MA,B20005I_039EA,B20005I_040EA,B20005I_040MA,B20005I_041EA,B20005I_041MA,B20005I_042EA,B20005I_042MA,B20005I_043MA,B20005I_043EA,B20005I_044MA,B20005I_044EA,B20005I_045EA,B20005I_045MA,B20005I_046EA,B20005I_046MA,B20005I_047EA,B20005I_047MA,B20005I_048MA,B20005I_048EA,B20005I_049MA,B20005I_049EA,B20005I_050EA,B20005I_050MA,B20005I_051EA,B20005I_051MA,B20005I_052EA,B20005I_052MA,B20005I_053EA,B20005I_053MA,B20005I_054MA,B20005I_054EA,B20005I_055MA,B20005I_055EA,B20005I_056EA,B20005I_056MA,B20005I_057EA,B20005I_057MA,B20005I_058EA,B20005I_058MA,B20005I_059MA,B20005I_059EA,B20005I_060MA,B20005I_060EA,B20005I_061EA,B20005I_061MA,B20005I_062EA,B20005I_062MA,B20005I_063EA,B20005I_063MA,B20005I_064EA,B20005I_064MA,B20005I_065MA,B20005I_065EA,B20005I_066MA,B20005I_066EA,B20005I_067EA,B20005I_067MA,B20005I_068EA,B20005I_068MA,B20005I_069EA,B20005I_069MA,B20005I_070EA,B20005I_070MA,B20005I_071MA,B20005I_071EA,B20005I_072EA,B20005I_072MA,B20005I_073EA,B20005I_073MA,B20005I_074EA,B20005I_074MA,B20005I_075MA,B20005I_075EA,B20005I_076MA,B20005I_076EA,B20005I_077MA,B20005I_077EA,B20005I_078EA,B20005I_078MA,B20005I_079EA,B20005I_079MA,B20005I_080MA,B20005I_080EA,B20005I_081EA,B20005I_081MA,B20005I_082MA,B20005I_082EA,B20005I_083EA,B20005I_083MA,B20005I_084EA,B20005I_084MA,B20005I_085MA,B20005I_085EA,B20005I_086MA,B20005I_086EA,B20005I_087MA,B20005I_087EA,B20005I_088MA,B20005I_088EA,B20005I_089EA,B20005I_089MA,B20005I_090EA,B20005I_090MA,B20005I_091MA,B20005I_091EA,B20005I_092EA,B20005I_092MA,B20005I_093MA,B20005I_093EA,B20005I_094EA,B20005I_094MA,B20005I_095EA,B20005I_095MA,state
0400000US01,125755,1954,66710,2120,39467,2357,0,200,39467,2357,0,200,0,200,276,351,141,163,796,433,1748,1026,2714,958,1650,1092,4777,1244,2783,1013,4318,1694,3311,1169,2519,1063,2643,958,2339,873,1537,581,1723,821,840,609,2142,983,3210,1115,27243,2694,13229,2182,14014,2255,2244,840,1135,563,2012,786,383,254,2346,1041,696,468,646,422,958,544,796,428,120,221,311,246,805,509,184,289,118,189,393,617,30,51,62,83,231,286,351,298,193,252,59045,2355,17936,2437,0,200,17936,2437,0,200,0,200,129,161,363,305,1161,705,825,510,1667,1086,698,489,2331,955,596,389,1727,752,1621,681,1056,544,514,423,1139,677,1788,878,318,227,726,427,645,501,632,428,41109,2498,28051,2413,13058,2144,2199,754,1861,1011,1410,449,1070,488,1919,721,1242,794,1694,1110,256,311,121,145,157,209,111,113,395,367,0,200,409,510,10,20,125,165,25,49,0,200,54,65,0,200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,35874,541,18590,572,10794,1165,0,153,10794,1165,0,153,0,153,31,56,0,153,34,47,404,400,969,432,249,253,211,180,543,461,845,651,568,425,938,642,826,517,569,467,402,281,959,597,742,442,1530,685,974,457,7796,1307,3317,1018,4479,980,700,616,196,268,662,457,212,254,88,84,169,207,293,219,128,169,127,184,27,46,107,124,654,471,61,109,407,285,59,57,251,271,42,56,53,100,136,167,107,113,17284,593,6401,1099,0,153,6401,1099,0,153,0,153,22,46,0,153,0,153,136,226,0,153,206,229,478,417,447,482,969,734,180,145,725,499,874,467,736,411,231,190,371,382,282,202,307,245,437,306,10883,1265,5151,1317,5732,993,855,414,577,402,565,340,104,130,189,175,130,116,731,385,263,240,676,408,110,172,18,32,496,290,0,153,151,178,0,153,27,45,340,343,229,354,36,65,235,265,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560553,2730,780866,1975,419208,7277,0,208,419208,7277,959,597,1454,798,3578,996,3133,1164,11392,2028,6374,1322,16663,2416,14487,2297,37912,3621,18328,2527,45136,4134,49919,4619,38055,3761,34970,3427,22484,2717,25439,3127,29625,3671,14764,2213,23557,2744,20979,2464,361658,7365,190585,5880,171073,6452,25125,2825,15160,2212,18387,2394,11403,1741,24329,2402,9639,2081,15299,2171,7717,1776,10804,1780,3805,1014,9098,1937,5554,1283,3950,1167,2778,800,1817,919,1053,486,1192,617,1316,574,817,493,1830,671,779687,2095,285472,7525,0,208,285472,7525,459,371,274,250,3693,1089,3302,1050,8873,1767,6879,1515,13986,2196,13179,2202,33363,3441,18177,3049,33639,2989,37224,3000,26630,2943,18651,2473,12434,2231,13696,2051,15761,1986,9694,1463,9151,1445,6407,1280,494215,7677,304032,8702,190183,6003,32149,3414,20561,2565,22286,2840,15690,1933,27647,2865,12264,2098,14219,2297,6576,1626,8999,1556,3793,871,6947,1652,5458,1266,4390,1247,2475,839,1380,753,2312,981,1294,726,371,307,432,251,940,439,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,143793,1579,75240,1887,47537,2356,0,201,47537,2356,453,333,58,79,261,271,341,333,754,491,1003,643,2873,1091,1433,594,4767,1224,3363,1209,6874,1579,6570,1458,3614,1158,4131,1135,2258,1122,2012,901,2580,1050,284,285,1889,915,2019,1225,27703,2147,14533,1743,13170,1717,1135,544,1179,656,1397,757,1564,883,1822,714,905,494,1350,703,215,211,1278,689,919,726,93,160,656,417,38,50,73,129,94,157,180,200,44,63,92,118,55,97,81,115,68553,2008,26060,2198,0,201,26060,2198,57,100,36,69,178,161,380,415,785,415,350,260,1689,895,1760,780,5480,1636,1989,947,3866,955,3230,1274,1268,611,836,414,971,782,1375,705,297,256,838,504,375,350,300,227,42493,2918,25102,2495,17391,2101,2246,739,2308,791,1879,738,2165,888,1442,628,1363,701,1401,707,988,638,565,427,598,496,842,627,347,360,203,200,189,211,54,102,261,393,366,425,0,201,98,153,76,105,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11284723,7924,5654659,5191,2986475,20842,276,281,2986199,20808,4454,1120,4484,948,15745,2285,17081,3130,62790,5165,44477,3921,104893,5961,97678,5567,240665,8687,135409,6851,302364,10246,313710,10535,245288,8300,236838,9032,165691,7338,166025,7447,230407,7764,154146,7062,220793,7140,223261,8434,2668184,21823,1395750,14718,1272434,19570,135925,5611,110497,6167,122212,6029,92543,5361,150013,7430,73835,4983,110766,6194,65927,4463,89304,6071,33940,3017,68433,5272,55387,4524,32444,3196,25864,2181,16857,2599,19409,2437,18993,2131,12006,2005,19404,1881,18675,2444,5630064,5016,1827798,15663,0,210,1827798,15663,1615,718,5623,1207,15728,1867,16813,2152,66058,4722,47483,3675,93211,5377,82732,5340,175299,7831,91400,5585,189712,8619,187269,6454,148456,6754,141897,6457,94443,5329,89997,4782,113699,5498,72435,3948,107517,5590,86411,4838,3802266,16403,2278816,20308,1523450,17777,188677,6950,151949,6444,183366,8503,135504,6665,210690,7689,92135,4913,129258,5490,60902,4013,89258,5089,36634,3222,59908,3583,48058,3688,25160,2517,22971,2625,14801,1977,14262,2004,16368,2206,11666,2057,18506,2810,13377,2085,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,857653,2264,432540,2110,242157,5571,0,200,242157,5571,259,232,462,310,799,551,1890,1055,5207,1114,3683,1039,8031,1598,4281,1318,14435,2482,10666,1966,22362,2983,28897,3301,20910,2403,22423,2742,15504,2348,17631,2619,20117,2760,14287,2379,14231,1705,16082,2543,190383,5807,92350,4833,98033,4931,14843,1933,9495,1334,11015,2064,6450,1585,9714,1758,3995,1005,5850,1603,3195,1004,7196,1659,3838,1043,6088,1491,4533,1032,2074,860,2297,789,1183,636,1530,605,1341,745,831,464,1354,660,1211,746,425113,1849,163294,4710,89,107,163205,4707,364,333,278,263,1822,830,1379,714,5173,1251,3294,1086,6221,1454,6369,1395,14048,2455,6836,1432,18317,2460,20928,2671,18933,2617,15043,2201,9706,1940,8160,1449,9603,1571,6190,1473,6841,1430,3700,883,261819,4899,151934,4929,109885,4766,19183,2413,14758,1989,11498,1670,9521,1634,13517,1999,7632,1441,6430,1533,2391,867,5677,1159,2264,608,3510,1067,4089,1198,2233,771,1175,497,1614,743,1025,458,1418,506,750,339,509,311,691,455,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,417972,1499,207357,1082,98604,3413,0,207,98604,3413,357,373,28,56,307,256,338,281,1184,437,533,372,2108,812,2927,1388,6868,1887,4018,991,9885,1874,9903,1863,8017,1634,8128,1632,5867,1745,7741,1727,8101,1548,4817,1189,7854,1263,9623,1852,108753,3654,55577,3194,53176,3878,7228,1424,6481,1524,5342,1321,1523,579,6144,1519,1979,884,6010,1469,2103,1018,3057,1286,2991,949,3534,1208,1833,808,692,436,637,311,626,380,600,383,634,528,745,512,654,810,363,251,210615,1301,68129,4234,0,207,68129,4234,32,54,0,207,153,132,98,158,803,550,614,445,1113,530,2007,868,6156,1468,4025,1306,8308,1647,9235,1844,6385,1350,5030,1204,4554,1251,3947,1117,4464,1178,2858,1044,3941,1168,4406,1373,142486,4460,79033,4194,63453,3808,8739,1889,5180,1012,6487,1445,5783,1593,7703,1384,5018,1444,6425,1625,3304,1241,4373,1113,733,427,2983,1092,2528,1113,692,462,921,394,206,204,435,315,856,501,345,326,316,235,426,439,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,60984,423,31461,323,17893,1735,0,198,17893,1735,0,198,0,198,208,261,0,198,213,197,51,71,752,822,492,359,1641,761,783,510,2911,1486,887,627,1787,748,1782,978,962,447,503,344,1163,647,2403,1172,735,465,620,418,13568,1694,6964,1445,6604,1282,1335,622,552,376,544,357,111,121,414,357,409,307,113,95,284,271,759,689,395,473,503,426,307,388,80,93,18,34,0,198,188,240,0,198,360,494,88,131,144,152,29523,441,9207,1538,0,198,9207,1538,0,198,0,198,37,60,0,198,173,290,0,198,362,312,0,198,658,461,526,487,690,421,2190,864,1009,694,522,363,284,295,247,226,733,437,293,208,976,586,507,330,20316,1675,14705,1824,5611,1344,930,464,953,506,164,147,644,460,712,424,64,107,500,446,488,494,342,382,62,66,494,363,0,198,0,198,121,145,0,198,37,60,0,198,0,198,44,74,56,94,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,57026,590,28938,496,18575,1100,0,208,18575,1100,0,208,0,208,68,112,181,217,0,208,289,316,71,119,498,448,944,770,185,192,1219,625,1497,910,1278,606,969,651,672,562,2399,1026,917,484,1347,699,1556,684,4485,1131,10363,1264,5275,1080,5088,1098,313,225,464,329,299,237,74,97,635,633,0,208,127,206,265,230,170,180,57,109,433,373,411,353,411,348,102,119,0,208,301,245,499,255,264,248,213,209,50,85,28088,421,12428,1412,0,208,12428,1412,5,12,0,208,101,132,0,208,122,143,121,193,395,497,293,277,472,343,56,77,682,454,897,376,479,320,794,614,1114,561,445,314,782,428,880,593,1353,551,3437,837,15660,1506,7665,1334,7995,1580,990,487,744,506,1230,657,267,247,548,429,198,195,143,189,698,476,160,194,284,233,647,521,164,191,41,68,158,160,475,438,74,123,235,216,317,291,124,139,498,436,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4208756,3993,2056631,3400,1109029,13164,145,169,1108884,13146,1066,454,2274,992,4693,1433,7440,1843,31860,3924,18445,3395,52079,5444,46344,6281,97998,7223,54475,5228,119863,8078,114877,7455,88988,6644,88643,6898,50866,4487,65119,5568,62614,4108,43550,4691,67519,4418,90171,5006,947602,13210,548119,11150,399483,10638,46381,4364,31503,3451,41997,4968,27365,3401,44093,4093,25060,3196,33923,4140,18121,3151,26034,3315,10881,2265,27343,3486,15198,2324,9940,1832,9466,2051,6832,2074,3780,1076,5922,1392,3490,1273,3257,977,8897,1662,2152125,3573,790619,13769,0,226,790619,13769,437,294,1287,772,10021,1932,6680,1700,33393,4482,20925,2859,51429,5138,46576,5485,78160,5652,42013,4333,83141,5431,83726,6396,60149,4158,56931,5456,35189,3946,40664,3769,38083,3862,31574,3534,37563,3160,32678,3002,1361506,14374,875827,13308,485679,12041,64233,4578,44877,3823,56144,4831,45085,5004,69715,5490,28852,3590,40996,5078,19819,2883,24984,3355,14667,2472,17606,2420,16193,2594,8828,1828,9092,1729,4875,1242,5709,1662,3753,1022,2283,960,4875,1271,3093,846,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
