GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,C16008_021E,C16008_021M,C16008_022E,C16008_022M,C16008_023E,C16008_023M,NAME,C16008_001EA,C16008_001MA,C16008_002MA,C16008_002EA,C16008_003MA,C16008_003EA,C16008_004MA,C16008_004EA,C16008_005EA,C16008_005MA,C16008_006EA,C16008_006MA,C16008_007EA,C16008_007MA,C16008_008EA,C16008_008MA,C16008_009MA,C16008_009EA,C16008_010EA,C16008_010MA,C16008_011EA,C16008_011MA,C16008_012EA,C16008_012MA,C16008_013EA,C16008_013MA,C16008_014MA,C16008_014EA,C16008_015MA,C16008_015EA,C16008_016EA,C16008_016MA,C16008_017EA,C16008_017MA,C16008_018EA,C16008_018MA,C16008_019EA,C16008_019MA,C16008_020MA,C16008_020EA,C16008_021EA,C16008_021MA,C16008_022EA,C16008_022MA,C16008_023EA,C16008_023MA,state
0400000US01,4585850,2856,4485382,6838,797133,3675,748653,4492,48480,3833,39831,3784,8649,1605,3688249,5643,3587971,7420,100278,5426,77577,4795,22701,2735,100468,6227,8031,1884,651,435,7380,1767,3972,1239,3408,1390,92437,5659,14176,2338,78261,5433,25651,3169,52610,4777,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,660305,3996,128652,1629,113493,2743,15159,2221,12256,2233,2903,1778,531653,3005,460445,4561,71208,4208,53529,3618,17679,2228,26571,3837,3610,1306,676,668,2934,1131,1902,869,1032,693,22961,3005,2808,1074,20153,2819,8382,1680,11771,2293,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,6063581,15226,1167875,3841,841084,10182,326791,10179,292048,9983,34743,3695,4895706,14005,3874316,19202,1021390,16763,776858,14555,244532,8686,517648,15287,29812,3744,5154,1811,24658,3345,16852,2615,7806,2284,487836,13679,57738,4056,430098,13058,142316,6498,287782,11077,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,2723684,5503,515790,2946,469780,4163,46010,4553,38123,4317,7887,1920,2207894,4945,2122734,5273,85160,6121,59881,4817,25279,3373,93955,4996,6003,1463,831,520,5172,1361,2144,888,3028,1181,87952,4560,14303,2711,73649,4841,21461,2653,52188,4262,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,31968146,42523,6317691,12103,3666860,27299,2650831,24016,2247835,26845,402996,14338,25650455,39934,16526703,47662,9123752,46379,6147138,39062,2976614,28278,5108082,42089,279270,10256,23910,2677,255360,10531,146437,7493,108923,6420,4828812,39920,379101,11110,4449711,38752,1318026,21056,3131685,29135,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,4962874,10960,905437,4997,737697,6957,167740,7312,146962,7363,20778,2364,4057437,9372,3606156,12797,451281,12260,343644,10405,107637,5919,311687,10398,24329,3901,2100,876,22229,3686,13507,3079,8722,2021,287358,9178,37741,3402,249617,9578,95652,5979,153965,7716,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,3151470,10899,539803,3523,432356,6738,107447,6650,95779,6459,11668,2113,2611667,9339,2162784,10311,448883,12082,296347,11318,152536,6850,254520,10939,20281,3212,5133,1543,15148,2688,10057,2193,5091,1566,234239,9518,41280,4261,192959,9387,67932,5304,125027,7568,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,855930,4484,145931,1713,123551,2756,22380,2310,20542,2129,1838,759,709999,4015,651151,5372,58848,4159,44144,4052,14704,2028,51102,4470,3475,1625,504,347,2971,1596,2777,1601,194,158,47627,3933,5618,1363,42009,3762,19156,2941,22853,2821,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,587640,5402,77126,964,63280,1816,13846,1707,11187,1953,2659,1426,510514,4960,457485,5299,53029,3747,40839,2759,12190,2192,61267,5386,2407,947,396,362,2011,954,1028,607,983,582,58860,4950,13608,2443,45252,4386,20306,2923,24946,3486,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,17918880,33664,2903930,10214,2142833,15555,761097,15128,671492,16103,89605,7536,15014950,31938,11534010,34223,3480940,32680,2289348,29951,1191592,22538,1936198,34006,167528,9871,19348,3180,148180,9974,81409,6653,66771,6607,1768670,31469,270685,11723,1497985,29366,425871,14763,1072114,26075,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9774156,5384,9178477,17818,1815862,7312,1558462,10635,257400,9051,216647,9283,40753,4443,7362615,15328,6761389,14875,601226,16074,435516,14294,165710,7908,595679,17352,43680,5162,5219,1658,38461,4789,22018,3940,16443,2918,551999,15053,72868,6624,479131,13807,168378,8619,310753,11287,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1337965,223,1235134,8651,209586,1537,179824,3884,29762,3444,21936,2883,7826,1944,1025548,7912,802180,11721,223368,8602,139074,6537,84294,4990,102831,8668,6838,1500,413,393,6425,1370,3056,980,3369,1007,95993,7839,10668,1554,85325,7684,28196,3909,57129,5961,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
