GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001EA,C25074_001MA,C25074_002EA,C25074_002MA,C25074_003EA,C25074_003MA,C25074_004EA,C25074_004MA,C25074_005MA,C25074_005EA,C25074_006EA,C25074_006MA,C25074_007EA,C25074_007MA,C25074_008EA,C25074_008MA,C25074_009MA,C25074_009EA,C25074_010EA,C25074_010MA,C25074_011EA,C25074_011MA,C25074_012EA,C25074_012MA,C25074_013MA,C25074_013EA,C25074_014MA,C25074_014EA,C25074_015EA,C25074_015MA,C25074_016EA,C25074_016MA,C25074_017EA,C25074_017MA,C25074_018MA,C25074_018EA,C25074_019MA,C25074_019EA,C25074_020MA,C25074_020EA,C25074_021EA,C25074_021MA,C25074_022EA,C25074_022MA,C25074_023MA,C25074_023EA,C25074_024MA,C25074_024EA,C25074_025EA,C25074_025MA,state
0400000US13,1390152,18759,166095,6489,10314,1805,103538,5854,52243,3772,198604,8616,23007,2567,163984,7904,11613,1740,285555,9663,66357,4819,206242,8823,12956,1502,229684,9875,120010,6993,98323,6377,11351,1966,239692,10465,192516,9612,38279,4113,8897,1534,270522,10862,256326,10728,6401,1391,7795,1752,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,190000,4482,18607,2208,2156,1012,12391,1614,4060,1261,15956,1978,1843,659,12684,1910,1429,609,24951,2608,2654,758,20135,2470,2162,575,24891,2645,5576,1032,17957,2314,1358,531,35079,3335,13752,1871,18987,2505,2340,962,70516,3286,50667,3654,16076,1964,3773,989,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,189642,6433,23434,3095,1317,655,15517,2392,6600,1566,28224,2837,3661,1155,22388,2531,2175,740,46129,3788,14203,2397,28705,3057,3221,1041,33890,3453,21860,2892,10152,1938,1878,684,30825,2841,26886,2749,2235,944,1704,615,27140,3148,25677,3130,157,243,1306,535,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1626440,15529,222827,8464,13881,2174,149658,6094,59288,4632,243849,8361,33763,2659,197762,7704,12324,1811,302796,9295,67359,4122,224031,8381,11406,1709,225973,7880,119141,6396,98336,5715,8496,1285,275713,8527,213851,7295,52919,3617,8943,1324,355282,9890,330269,9194,11917,1589,13096,1979,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,791799,11302,110967,4385,6672,1295,70181,4339,34114,3176,136006,5212,16994,1528,109458,4782,9554,1811,178314,7205,54764,4339,114572,6112,8978,1557,127661,5974,94380,4933,28053,2985,5228,1105,130995,5934,118363,5246,6741,1183,5891,1283,107856,5483,100846,5507,1241,627,5769,1175,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,357143,7725,40482,2824,2682,745,28072,2539,9728,1427,63965,4551,8434,1213,52051,4044,3480,871,77684,4173,28917,2570,45031,3113,3736,831,62702,4263,48108,3583,10781,1770,3813,846,62886,3884,56564,3847,2192,698,4130,905,49424,3787,45481,3697,490,351,3453,603,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,385475,6561,43702,3951,2182,556,31119,3095,10401,2096,61939,3682,9194,1401,49017,3335,3728,750,83323,4887,26953,2683,52873,4292,3497,790,72199,3790,50672,3290,18075,2198,3452,815,64181,3645,55821,3518,5378,1457,2982,614,60131,4209,55977,4260,1445,637,2709,712,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,578366,9268,96646,4857,7337,1393,60550,4533,28759,2552,106001,5888,18468,2408,76503,4448,11030,1648,123849,5259,49068,4133,63087,3755,11694,1659,93672,4887,68941,4162,18275,2534,6456,1229,84406,4950,75526,4754,3092,863,5788,1387,73792,3954,68830,4060,439,312,4523,1172,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,604894,11475,110358,5583,4621,1276,71775,5083,33962,2700,119156,5535,11664,1845,94804,5006,12688,1665,134571,6464,30593,3164,88806,5526,15172,2109,82480,4927,50207,3851,23447,2784,8826,1484,84572,5291,68100,5044,7467,1601,9005,1468,73757,5513,66169,5041,1249,749,6339,1294,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,145150,5231,20200,2553,3195,972,12489,1846,4516,1170,30818,2572,7048,1270,20881,2082,2889,666,26127,2655,8298,1644,15825,1920,2004,652,23719,2365,15607,2228,6467,1162,1645,565,25159,2611,21163,2422,2471,699,1525,691,19127,2222,17486,2110,442,321,1199,474,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,734843,11524,70629,4741,7533,1574,48592,3742,14504,2474,76550,3804,11615,1512,61252,3621,3683,1181,114708,5124,14784,2003,95391,4448,4533,1114,108763,6270,28557,3463,77134,5061,3072,888,136898,6710,80605,5110,51819,3984,4474,970,227295,7240,205797,6890,15190,2202,6308,1144,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,981439,10805,115595,5202,9702,1687,78723,4272,27170,3179,153209,6474,35955,3039,111201,6027,6053,1231,158620,6822,37304,3746,116910,6384,4406,912,121952,5995,44095,3912,73846,4395,4011,976,154250,5945,97799,5718,52514,3934,3937,967,277813,7455,247564,7048,23476,2263,6773,1298,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1126645,12484,162017,6498,11692,1649,110706,5592,39619,2979,196238,6447,25938,2519,159933,6201,10367,1423,240618,7349,68144,4689,161891,5470,10583,1576,182998,6649,124270,5252,50656,3984,8072,1196,179135,7377,156040,6814,16065,1972,7030,1198,165639,6176,154954,5745,3752,905,6933,1066,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,614617,8292,63567,3418,6425,1169,47712,3292,9430,1286,93388,4298,18389,1935,71185,3947,3814,874,123870,5158,29983,2509,88278,3970,5609,960,100282,4941,56534,3903,39739,3216,4009,1009,111332,4536,89145,3943,18475,2190,3712,728,122178,4996,114901,4770,3055,860,4222,885,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,343925,10085,66343,4558,5581,1565,38232,3743,22530,2589,68910,4559,10548,1853,48569,4203,9793,1739,73431,4701,25695,2499,39076,3586,8660,1578,49920,4166,33535,3346,11328,2445,5057,1252,47258,3350,40975,3202,1155,534,5128,1362,38063,3601,33791,3313,20,31,4252,1131,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,788265,11974,97895,5035,5173,1031,69517,4706,23205,2343,131024,6070,19819,2322,101760,5283,9445,1360,179131,7014,61005,3942,107558,6046,10568,1614,129752,6503,88751,5047,33108,3290,7893,1450,136094,6151,119942,5622,9981,1786,6171,1302,114369,5378,106302,4972,1633,687,6434,1525,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,130506,4275,15535,2268,1730,811,10975,1754,2830,836,21062,2358,3076,832,16090,2280,1896,473,32082,2835,11788,1783,18207,2148,2087,543,21188,2319,14068,1893,5894,1383,1226,423,21648,2207,18814,2147,1182,604,1652,522,18991,2398,16287,2138,173,140,2531,720,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,254404,6618,26065,2212,1336,431,18295,1875,6434,1339,35599,2768,6684,1278,26434,2205,2481,727,54678,3416,18568,1859,33350,2814,2760,669,46440,3172,31140,3060,12273,1617,3027,758,50288,3545,44702,3407,2874,797,2712,635,41334,2768,38176,2731,513,254,2645,719,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,475304,8814,49256,4298,1517,648,33627,3125,14112,2183,53201,3824,2372,821,49198,3832,1631,636,91559,5423,13769,1820,75175,4895,2615,561,78019,4434,36634,3023,39999,3442,1386,495,95650,4814,77270,4103,16131,2370,2249,785,107619,5722,103820,5636,1928,682,1871,844,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,159663,4888,14871,2240,1394,544,11091,2043,2386,708,20702,2137,3992,960,15183,1984,1527,745,32934,3416,5357,1224,26834,2943,743,380,22724,2556,9478,1648,12555,1852,691,470,29624,2469,24235,2243,4436,969,953,466,38808,3103,36824,2977,953,397,1031,443,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1164869,11609,125019,6477,10844,1773,84401,5234,29774,2984,140811,6178,20556,2252,115653,5416,4602,1116,185003,6688,18541,2027,160143,6412,6319,1328,156825,7027,37548,3552,114556,6079,4721,1067,206909,8916,128182,6158,73852,5422,4875,1316,350302,10242,318653,9703,22545,2498,9104,1401,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,246255,6801,39975,3037,2422,840,24771,2628,12782,1902,38662,3513,2851,831,32011,3244,3800,939,57191,4334,18098,2649,34356,3103,4737,1160,37525,3552,23733,2606,11452,2190,2340,626,37978,3952,31665,3770,3497,902,2816,777,34924,2608,31995,2432,448,303,2481,859,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3374299,21042,427469,10769,20559,2280,313947,10148,92963,5203,474841,11341,69519,4659,387468,10287,17854,2229,556053,13141,101686,6207,432087,11421,22280,2422,432462,11196,160901,7298,257588,9278,13973,1755,527520,13718,311018,9937,198927,8272,17575,2224,955954,16259,843201,14589,87850,5865,24903,2597,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1368453,16087,173382,6962,9558,1540,111039,5956,52785,4662,221135,7070,28265,2942,174268,6754,18602,2535,297750,10584,82707,5435,197843,8012,17200,1942,229102,8330,144907,6701,73780,5037,10415,1500,224462,8052,193814,7088,19793,2541,10855,1895,222622,7780,209899,7624,2867,845,9856,1526,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,115752,3667,12950,1862,518,224,9699,1616,2733,743,16044,2091,2493,712,12764,1852,787,332,25921,2557,10530,1486,13613,1935,1778,583,17089,2298,12498,1878,3641,1005,950,411,19736,2422,15720,2202,2564,858,1452,365,24012,2976,22040,2881,126,143,1846,600,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1597011,16099,235773,8698,23136,2972,159578,7335,53059,4168,273319,8059,37155,3052,221310,7229,14854,1943,348000,9854,123285,6756,209823,7682,14892,1809,250524,7530,187358,6036,50963,3991,12203,1798,259020,8485,235197,8338,12594,2021,11229,1719,230375,7187,218582,7323,2899,822,8894,1518,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,507881,7566,67645,3695,4127,1091,43519,3137,19999,2033,87742,4244,10359,1352,69003,3532,8380,1152,115040,4764,36059,2333,68891,4253,10090,1377,82071,4404,56889,3621,19053,2190,6129,1042,83111,4164,73121,3856,4744,1071,5246,962,72272,4311,66225,4075,414,213,5633,1157,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,596620,10301,66379,4256,3570,874,47503,3785,15306,1860,82773,4252,8299,1431,70464,4118,4010,1063,117063,6577,19001,2307,92751,5755,5311,1190,90864,4686,40278,3695,47619,3761,2967,819,112218,5331,83419,4688,25726,2745,3073,910,127323,5372,117586,5262,6048,1344,3689,1057,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1587734,16243,251372,8394,18297,2183,145237,5563,87838,5142,255708,7337,41846,2982,195994,7207,17868,1965,313835,9775,81923,4455,213298,7495,18614,1936,234269,8207,143468,6371,78020,4774,12781,1763,254922,7879,208834,7024,34767,2953,11321,1380,277628,7988,258180,7498,8153,1547,11295,1570,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,160025,4702,19846,2736,2995,988,12381,2155,4470,1258,30568,2845,8479,1795,20974,2431,1115,569,30168,2874,8165,1790,21147,2459,856,477,22192,2730,11684,1964,9750,1862,758,408,24608,2352,20370,2258,3319,922,919,429,32643,3284,30431,3252,1262,711,950,438,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,595430,11967,88136,4982,3571,1146,57099,4654,27466,3084,94374,5733,9388,2083,74501,5019,10485,1874,139502,6127,35766,3669,93840,5441,9896,1809,91271,5249,56434,3824,29202,3002,5635,1302,97804,5970,82591,5530,9991,2217,5222,1307,84343,5383,75858,5043,2415,897,6070,1267,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,111168,3817,12976,1366,936,428,9595,1344,2445,713,20135,2267,3954,978,15136,1916,1045,399,28030,2926,12689,1708,13784,2324,1557,647,15861,1914,12420,1768,2639,909,802,293,18173,2253,16290,2135,782,350,1101,445,15993,1819,14594,1779,79,93,1320,414,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,894865,13978,118091,6342,9327,1740,71663,4680,37101,3827,150833,7214,20474,2595,116745,6747,13614,1801,191037,7072,56558,4330,119622,5976,14857,2086,147412,7329,97252,6346,39772,3281,10388,1954,155185,6911,131967,5953,16576,2623,6642,1346,132307,7061,123758,6666,1727,723,6822,1344,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3659691,28117,419038,12072,18078,2621,275958,9112,125002,7497,466121,12211,38396,3425,397562,11347,30163,3073,731768,15448,127391,6223,570497,14621,33880,3528,586152,11787,312057,9740,253628,10076,20467,2473,679631,15757,541627,14057,113845,6806,24159,2732,776981,15554,729269,15273,18752,2557,28960,3112,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,293885,6727,26831,3203,1860,748,16382,2217,8589,1700,35207,2841,3766,996,29763,2750,1678,646,58848,3934,13875,1818,43112,3238,1861,484,50075,3694,26150,2629,22537,2903,1388,584,61990,4207,50601,3784,9420,1672,1969,670,60934,3741,57764,3677,1424,533,1746,649,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,78224,3675,7386,1366,401,205,5717,1218,1268,564,14231,1835,2805,844,10493,1574,933,428,17512,1994,4096,1064,12370,1685,1046,450,11667,1716,5831,1212,5223,1133,613,283,15316,2148,12016,2046,2531,773,769,313,12112,1628,10680,1530,379,241,1053,426,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1043463,11870,107788,5510,6908,1612,74207,4696,26673,2965,125352,5819,17224,2261,97620,4923,10508,1776,171501,6150,34250,3154,126263,5333,10988,1800,152292,6757,65796,4159,79305,5032,7191,1360,183707,5840,116533,4779,60071,3849,7103,1324,302823,7296,275790,6778,18703,2223,8330,1459,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1056828,14219,101505,6565,9600,1488,68474,4737,23431,3130,119674,6168,16068,2569,96898,5296,6708,1355,175650,7444,27492,3112,141189,6796,6969,1274,160675,7314,64103,4122,88338,5568,8234,1804,198236,7942,129320,6618,63623,4670,5293,1378,301088,9991,274203,9355,19192,2702,7693,1201,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
