GEO_ID,C17001B_001E,C17001B_001M,C17001B_002E,C17001B_002M,C17001B_003E,C17001B_003M,C17001B_004E,C17001B_004M,C17001B_005E,C17001B_005M,C17001B_006E,C17001B_006M,C17001B_007E,C17001B_007M,C17001B_008E,C17001B_008M,C17001B_009E,C17001B_009M,C17001B_010E,C17001B_010M,C17001B_011E,C17001B_011M,C17001B_012E,C17001B_012M,C17001B_013E,C17001B_013M,C17001B_014E,C17001B_014M,C17001B_015E,C17001B_015M,C17001B_016E,C17001B_016M,C17001B_017E,C17001B_017M,C17001B_018E,C17001B_018M,C17001B_019E,C17001B_019M,NAME,C17001B_001MA,C17001B_001EA,C17001B_002EA,C17001B_002MA,C17001B_003EA,C17001B_003MA,C17001B_004EA,C17001B_004MA,C17001B_005MA,C17001B_005EA,C17001B_006MA,C17001B_006EA,C17001B_007EA,C17001B_007MA,C17001B_008EA,C17001B_008MA,C17001B_009EA,C17001B_009MA,C17001B_010MA,C17001B_010EA,C17001B_011MA,C17001B_011EA,C17001B_012EA,C17001B_012MA,C17001B_013EA,C17001B_013MA,C17001B_014EA,C17001B_014MA,C17001B_015EA,C17001B_015MA,C17001B_016MA,C17001B_016EA,C17001B_017EA,C17001B_017MA,C17001B_018EA,C17001B_018MA,C17001B_019EA,C17001B_019MA,state
0400000US01,1257686,7317,343405,15195,147116,7371,69095,4619,69048,5048,8973,1271,196289,9584,61961,4720,115734,6449,18594,1969,914281,14847,432754,7644,96438,5178,285186,4568,51130,1716,481527,9409,91219,4873,318725,6390,71583,2245,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20488,1931,2493,1221,855,491,71,123,741,462,43,75,1638,963,426,473,1212,731,0,153,17995,2081,10717,986,1376,645,8152,838,1189,385,7278,1612,1764,835,5078,1118,436,280,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,290451,6866,62897,8246,28675,3900,9916,2313,17250,2675,1509,492,34222,5317,11255,2745,20832,3195,2135,744,227554,8560,119682,4905,28920,3050,79707,3582,11055,853,107872,4646,25973,2459,69361,3134,12538,1073,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,436253,5277,120298,8817,52175,4744,21602,2966,26625,2590,3948,1077,68123,5518,22136,3245,38691,3001,7296,1194,315955,9096,151477,5236,40924,3291,94694,3279,15859,1617,164478,5574,37231,3681,107458,3490,19789,997,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2175485,19672,453847,19929,204454,10797,67422,6100,122773,7083,14259,1980,249393,13045,66704,6368,156386,7974,26303,2707,1721638,20932,848678,13078,175126,6348,572439,9068,101113,2277,872960,12746,160479,6938,579144,7620,133337,2959,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,218979,6236,33564,5138,16863,3375,5410,1979,10039,2256,1414,641,16701,2787,3916,1695,11811,1768,974,475,185415,7485,97156,4426,23974,2448,65687,3035,7495,706,88259,4351,22603,2775,55668,2519,9988,731,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,363242,7238,56921,8189,26944,3838,9054,2528,16291,2197,1599,547,29977,5235,9424,2537,17256,3376,3297,820,306321,8948,143228,4826,36423,2898,93105,3530,13700,806,163093,5989,36103,3019,106733,4009,20257,1063,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,199431,3646,41382,5859,16564,2863,6261,1803,9507,1861,796,374,24818,4017,7289,1898,14393,2543,3136,1004,158049,6812,74693,3066,17728,1955,47783,2203,9182,551,83356,4719,17183,2500,55479,2871,10694,986,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,305419,3559,78737,6627,32165,2993,12559,1996,16036,2113,3570,996,46572,5101,14631,2521,26447,3311,5494,1115,226682,7183,104909,3238,21200,2085,70848,2391,12861,1073,121773,5381,18768,2514,79153,3388,23852,1171,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3272357,19352,716219,30311,320259,15906,137684,10072,155005,9354,27570,3126,395960,17500,134180,7886,224060,11208,37720,3332,2556138,35557,1213545,18790,291591,10904,801030,11639,120924,3710,1342593,20890,295255,10631,877505,13583,169833,3918,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
