GEO_ID,C08126_001E,C08126_001M,C08126_002E,C08126_002M,C08126_003E,C08126_003M,C08126_004E,C08126_004M,C08126_005E,C08126_005M,C08126_006E,C08126_006M,C08126_007E,C08126_007M,C08126_008E,C08126_008M,C08126_009E,C08126_009M,C08126_010E,C08126_010M,C08126_011E,C08126_011M,C08126_012E,C08126_012M,C08126_013E,C08126_013M,C08126_014E,C08126_014M,C08126_015E,C08126_015M,C08126_016E,C08126_016M,C08126_017E,C08126_017M,C08126_018E,C08126_018M,C08126_019E,C08126_019M,C08126_020E,C08126_020M,C08126_021E,C08126_021M,C08126_022E,C08126_022M,C08126_023E,C08126_023M,C08126_024E,C08126_024M,C08126_025E,C08126_025M,C08126_026E,C08126_026M,C08126_027E,C08126_027M,C08126_028E,C08126_028M,C08126_029E,C08126_029M,C08126_030E,C08126_030M,C08126_031E,C08126_031M,C08126_032E,C08126_032M,C08126_033E,C08126_033M,C08126_034E,C08126_034M,C08126_035E,C08126_035M,C08126_036E,C08126_036M,C08126_037E,C08126_037M,C08126_038E,C08126_038M,C08126_039E,C08126_039M,C08126_040E,C08126_040M,C08126_041E,C08126_041M,C08126_042E,C08126_042M,C08126_043E,C08126_043M,C08126_044E,C08126_044M,C08126_045E,C08126_045M,C08126_046E,C08126_046M,C08126_047E,C08126_047M,C08126_048E,C08126_048M,C08126_049E,C08126_049M,C08126_050E,C08126_050M,C08126_051E,C08126_051M,C08126_052E,C08126_052M,C08126_053E,C08126_053M,C08126_054E,C08126_054M,C08126_055E,C08126_055M,C08126_056E,C08126_056M,C08126_057E,C08126_057M,C08126_058E,C08126_058M,C08126_059E,C08126_059M,C08126_060E,C08126_060M,C08126_061E,C08126_061M,C08126_062E,C08126_062M,C08126_063E,C08126_063M,C08126_064E,C08126_064M,C08126_065E,C08126_065M,C08126_066E,C08126_066M,C08126_067E,C08126_067M,C08126_068E,C08126_068M,C08126_069E,C08126_069M,C08126_070E,C08126_070M,C08126_071E,C08126_071M,C08126_072E,C08126_072M,C08126_073E,C08126_073M,C08126_074E,C08126_074M,C08126_075E,C08126_075M,C08126_076E,C08126_076M,C08126_077E,C08126_077M,C08126_078E,C08126_078M,C08126_079E,C08126_079M,C08126_080E,C08126_080M,C08126_081E,C08126_081M,C08126_082E,C08126_082M,C08126_083E,C08126_083M,C08126_084E,C08126_084M,NAME,C08126_001MA,C08126_001EA,C08126_002MA,C08126_002EA,C08126_003MA,C08126_003EA,C08126_004MA,C08126_004EA,C08126_005MA,C08126_005EA,C08126_006MA,C08126_006EA,C08126_007MA,C08126_007EA,C08126_008MA,C08126_008EA,C08126_009EA,C08126_009MA,C08126_010EA,C08126_010MA,C08126_011MA,C08126_011EA,C08126_012MA,C08126_012EA,C08126_013MA,C08126_013EA,C08126_014EA,C08126_014MA,C08126_015EA,C08126_015MA,C08126_016EA,C08126_016MA,C08126_017MA,C08126_017EA,C08126_018MA,C08126_018EA,C08126_019MA,C08126_019EA,C08126_020EA,C08126_020MA,C08126_021EA,C08126_021MA,C08126_022MA,C08126_022EA,C08126_023MA,C08126_023EA,C08126_024MA,C08126_024EA,C08126_025EA,C08126_025MA,C08126_026EA,C08126_026MA,C08126_027MA,C08126_027EA,C08126_028MA,C08126_028EA,C08126_029MA,C08126_029EA,C08126_030MA,C08126_030EA,C08126_031EA,C08126_031MA,C08126_032EA,C08126_032MA,C08126_033EA,C08126_033MA,C08126_034EA,C08126_034MA,C08126_035MA,C08126_035EA,C08126_036EA,C08126_036MA,C08126_037MA,C08126_037EA,C08126_038MA,C08126_038EA,C08126_039MA,C08126_039EA,C08126_040MA,C08126_040EA,C08126_041MA,C08126_041EA,C08126_042EA,C08126_042MA,C08126_043EA,C08126_043MA,C08126_044EA,C08126_044MA,C08126_045MA,C08126_045EA,C08126_046MA,C08126_046EA,C08126_047MA,C08126_047EA,C08126_048MA,C08126_048EA,C08126_049MA,C08126_049EA,C08126_050MA,C08126_050EA,C08126_051MA,C08126_051EA,C08126_052EA,C08126_052MA,C08126_053EA,C08126_053MA,C08126_054EA,C08126_054MA,C08126_055MA,C08126_055EA,C08126_056MA,C08126_056EA,C08126_057MA,C08126_057EA,C08126_058EA,C08126_058MA,C08126_059EA,C08126_059MA,C08126_060EA,C08126_060MA,C08126_061MA,C08126_061EA,C08126_062MA,C08126_062EA,C08126_063MA,C08126_063EA,C08126_064EA,C08126_064MA,C08126_065EA,C08126_065MA,C08126_066MA,C08126_066EA,C08126_067MA,C08126_067EA,C08126_068MA,C08126_068EA,C08126_069EA,C08126_069MA,C08126_070EA,C08126_070MA,C08126_071EA,C08126_071MA,C08126_072MA,C08126_072EA,C08126_073MA,C08126_073EA,C08126_074MA,C08126_074EA,C08126_075EA,C08126_075MA,C08126_076EA,C08126_076MA,C08126_077EA,C08126_077MA,C08126_078EA,C08126_078MA,C08126_079EA,C08126_079MA,C08126_080EA,C08126_080MA,C08126_081EA,C08126_081MA,C08126_082MA,C08126_082EA,C08126_083MA,C08126_083EA,C08126_084MA,C08126_084EA,state
0400000US01,2041619,17993,28552,2699,137410,7544,288913,9605,49482,4346,241403,7412,110512,6234,141675,5823,191855,8119,452101,12623,176092,7345,102223,6407,108380,5670,13021,1990,1748949,19969,22461,2673,110009,7152,249001,8963,44026,4032,211450,7544,97697,5704,122137,5452,155176,7102,395913,11477,143427,7753,85537,5728,100442,5271,11673,1976,173508,7679,3286,1150,21733,3160,29850,4274,1647,734,18047,2277,5785,1186,8677,1739,14782,2135,34436,2891,19674,3093,9065,1652,6097,1271,429,438,7234,1504,0,200,419,414,977,545,180,218,1299,640,265,230,144,133,771,442,1353,604,1194,606,323,409,309,235,0,200,43056,4195,1044,512,1687,565,3729,1077,739,472,3763,1126,3433,937,1362,639,4446,1143,10783,2396,7920,1685,2858,916,373,221,919,590,68872,5117,1761,593,3562,1115,5356,1267,2890,892,6844,1632,3332,1195,9355,1723,16680,2417,9616,1668,3877,1328,4440,1198,1159,609,0,200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351282,6043,14646,1741,23965,2554,12126,2086,5922,1492,39648,3803,27885,3037,17963,2120,25050,2419,82963,4067,31404,3319,14656,2062,38445,3547,16609,2173,243466,6186,6988,1151,18037,2268,4230,1025,4741,1411,29235,3273,19571,2196,13041,1789,16977,2240,58521,3241,19867,2675,10333,1670,29761,3139,12164,2227,41554,4193,1321,632,3186,1070,2828,1217,244,209,4589,1744,2555,702,2223,963,1552,666,11249,2041,3964,1317,1300,602,4430,1118,2113,922,5827,1561,408,339,45,47,610,500,17,37,668,403,825,741,78,96,284,213,1129,680,1308,686,43,38,303,227,109,157,44451,3204,5187,833,1586,581,3296,1025,537,258,4013,937,3895,1789,1759,685,3199,821,8793,1149,4828,1141,1364,532,3784,540,2210,975,15984,2030,742,425,1111,482,1162,702,383,286,1143,437,1039,421,862,414,3038,902,3271,846,1437,743,1616,645,167,75,13,23,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3086150,17384,38577,3256,216327,9157,211279,9166,72186,5540,378494,11785,166091,6987,313337,8580,380803,11996,660732,13339,334102,12221,148072,8011,147879,6968,18271,2142,2362162,18831,28688,3012,157541,7346,168927,8295,55433,4882,294606,9725,135028,6252,235618,7618,269365,9996,523719,11772,242063,10549,110890,6487,124899,6230,15385,2103,339590,10803,4684,1176,39228,3555,22296,2697,5989,1085,42251,4431,15271,1979,26034,2606,43690,4385,64903,4501,43602,3861,17784,3541,12578,1608,1280,653,55495,5174,1322,954,2056,815,2463,1105,978,530,6639,1421,2783,842,4194,1182,6273,1228,11972,2116,11239,2266,2357,878,2936,789,283,216,134988,6006,2072,802,5543,1428,6237,1322,2282,796,19465,2511,6953,1484,10778,1694,13562,1985,29928,3049,27105,3227,5766,1271,4284,1298,1013,369,193915,7427,1811,983,11959,2347,11356,1926,7504,1467,15533,2288,6056,1572,36713,3489,47913,3518,30210,2873,10093,1809,11275,2142,3182,949,310,308,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1281666,13086,34407,3269,82927,5276,169937,7035,32063,3201,170323,6744,74892,4606,87160,6384,97315,5008,311254,9298,100931,5870,57024,4539,58053,4380,5380,1352,1068253,12584,26604,2731,67694,4558,143476,6013,27731,2683,147238,6438,64600,4108,73783,5634,71760,4667,263756,8918,81806,5197,42653,3828,52609,3962,4543,1341,126414,6651,3229,860,10483,1920,18850,2408,2353,1016,14477,2159,5195,1244,5448,1405,12668,1998,31058,3431,12325,2092,5984,1472,3833,1160,511,349,3788,1046,16,30,0,201,389,344,107,142,475,407,25,50,115,128,106,113,1744,861,262,242,511,382,38,63,0,201,36055,3923,1510,561,2126,1024,4273,1345,397,297,4033,931,2758,970,1747,812,1823,732,7925,1273,5361,1349,3182,1320,735,464,185,151,47156,3936,3048,1144,2624,1014,2949,723,1475,800,4100,1008,2314,763,6067,1453,10958,2217,6771,1574,1177,466,4694,1501,838,449,141,108,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18320629,48194,394418,13601,1159510,17884,1660162,21666,504224,13743,1919785,25062,982549,13739,1648516,23099,2456654,26493,3806310,32063,1898342,27757,968849,17806,794278,16297,127032,5378,13541563,56126,260589,8717,880215,15781,1296451,20139,390682,11311,1448473,20901,795920,14157,1177676,20768,1644512,20474,2909532,28747,1352795,21936,699452,16432,610180,12944,75086,5380,1837270,27936,77912,7636,164119,9226,182195,6892,50165,4030,189436,7037,86119,4936,121012,6719,222449,9986,355197,11184,202049,9564,108797,5833,68602,4699,9218,1282,919579,16698,4249,1059,30611,4135,63662,4579,14221,2081,99025,5707,33114,3191,105295,4569,183326,7118,153666,7814,132048,7420,46499,2848,49500,3975,4363,1106,929330,18716,34257,3922,31739,3221,55622,4392,16740,2317,110208,7210,32986,3188,74405,5028,134249,7579,189851,7402,143860,7723,51243,4679,26813,2788,27357,3727,1092887,19780,17411,2779,52826,4382,62232,3990,32416,3477,72643,4639,34410,4478,170128,7205,272118,8413,198064,8596,67590,5048,62858,3806,39183,3259,11008,3068,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2886978,17103,63802,4593,238736,8577,197248,8116,64863,4305,299897,9328,132819,5490,283429,10009,397500,9440,587268,11060,308731,9742,138451,6020,139542,5586,34692,3155,2161670,15648,43191,3650,180513,7157,155309,7231,51185,3679,229857,8045,104031,5269,206656,8476,263554,8272,460862,10882,223484,7852,107838,5103,111762,5020,23428,3166,246847,8470,8349,1730,31708,3887,16469,2504,4276,1173,27245,3105,9785,1713,14916,1996,27917,3134,47519,3126,33893,3693,10459,1848,10610,1771,3701,1067,92878,5937,1442,457,3800,1068,4351,1255,1511,736,9999,2186,4340,1407,9144,1408,16153,2128,15620,1904,17283,2373,2917,870,6229,1560,89,103,141480,5875,4248,1004,6129,1400,6679,1598,1824,551,16824,2336,7557,1543,12117,1834,19095,2524,27229,2375,21638,2848,5070,987,5656,1134,7414,1072,244103,8996,6572,1569,16586,2617,14440,1821,6067,1129,15972,2378,7106,1533,40596,3602,70781,4153,36038,2873,12433,1861,12167,1641,5285,1281,60,91,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1778000,14686,6877,1344,105338,5627,187218,6473,39114,3719,188701,7974,74959,4927,195675,7614,203026,7622,468214,10453,149413,7668,85227,5019,65323,4337,8915,1281,1391813,14671,4200,1141,82634,5129,156276,5539,32042,3258,144283,7020,62923,4224,143066,6369,142332,6131,384843,9744,110008,6376,66775,4414,57642,4283,4789,1162,139660,7956,1096,609,14208,2358,16837,2695,2260,956,18027,2315,5211,1463,8183,1554,15056,2297,31549,3371,15961,2345,6873,1330,3767,1178,632,405,83460,4978,166,196,3074,1068,3972,900,1860,647,11785,2184,1795,744,19499,1962,13417,1632,15838,2145,7531,1649,2760,858,1566,584,197,235,71893,4999,385,319,1277,556,3769,1134,869,622,8484,1810,2137,852,6686,1278,7126,1586,23667,2601,11288,2228,3701,1043,987,386,1517,972,91174,4559,1030,465,4145,1287,6364,1210,2083,753,6122,1371,2893,1066,18241,2022,25095,2643,12317,1563,4625,1222,5118,1246,1361,504,1780,957,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430780,6838,4931,1401,30250,3133,33572,3340,9872,1575,50842,3992,24981,2712,51303,3696,40179,3415,101625,4885,37232,3037,17377,2087,25536,3068,3080,967,353445,7749,3130,908,26059,2971,26321,2709,8263,1522,43303,3860,22414,2751,40333,3429,30305,2949,84633,4613,29884,2961,13163,1779,23048,3036,2589,887,30680,3402,577,476,2096,711,4129,1731,792,566,3195,843,1421,772,3190,741,1784,649,7878,1861,2862,751,1278,892,1193,461,285,258,9598,1594,0,198,246,296,389,259,48,81,1057,582,205,222,1892,671,1445,630,2774,950,804,498,221,208,517,290,0,198,14830,1922,502,578,310,226,580,351,148,178,1573,709,439,326,1410,622,1621,640,3159,831,2891,920,1532,771,459,390,206,245,22227,2459,722,589,1539,807,2153,588,621,351,1714,1032,502,480,4478,1141,5024,1091,3181,926,791,426,1183,548,319,254,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,375380,6102,487,468,9453,2071,4852,1277,1973,600,16163,1982,11355,2021,38177,3595,87468,4366,63486,4416,34717,3356,36968,3391,66877,3636,3404,611,129051,5201,85,105,4881,1246,1958,699,1141,551,5983,1417,6610,1448,13587,1818,26368,2795,28289,3148,8030,1446,9419,1621,21025,2342,1675,555,19495,2415,0,208,783,527,387,363,136,169,1246,546,943,1068,864,329,3421,1064,3584,895,1530,702,1943,727,4303,1042,355,297,122643,5311,120,209,2448,1391,756,422,309,245,5458,1164,2679,891,9759,1948,30462,2772,15003,1686,14406,2148,14139,2099,26774,2585,330,248,76524,4218,241,347,540,362,445,328,119,155,3127,1124,594,379,10905,1674,18533,2050,12599,1936,7424,1349,8844,1515,12109,1397,1044,594,27667,2948,41,69,801,657,1306,752,268,292,349,255,529,536,3062,747,8684,1363,4011,1152,3327,1726,2623,848,2666,926,0,208,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9355081,35950,90919,6944,713223,17253,469185,11353,240957,10975,1200242,20191,517034,14427,881165,16407,1220750,20823,1935221,25900,1149154,22991,500479,15744,384817,13480,51935,3189,7423934,39897,59760,5296,537136,14473,380605,11060,190058,9986,974758,17448,427521,12683,698663,15018,893974,19437,1620068,23442,878790,20026,389966,12220,332397,11207,40238,3249,850429,21057,12171,2140,103698,7439,39322,4326,17863,2705,110252,8348,38183,4417,52256,3769,108897,8586,169341,7356,121102,7677,45621,4730,27520,3177,4203,1100,162401,8778,4900,1515,10563,2312,4812,1330,1633,736,24293,3496,6508,1485,8400,1929,19416,3354,27626,3365,39628,4657,10100,1766,4378,1387,144,170,343811,13927,6202,2087,22039,3688,14207,2117,7151,1647,49131,4200,22557,2857,24957,2598,37423,4650,46522,3471,78530,6694,20185,3525,9548,1977,5359,1238,574506,15223,7886,1588,39787,3668,30239,3151,24252,3148,41808,3914,22265,2932,96889,5771,161040,7748,71664,5285,31104,3381,34607,3217,10974,2125,1991,556,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
