GEO_ID,B25097_001E,B25097_001M,B25097_002E,B25097_002M,B25097_003E,B25097_003M,NAME,B25097_001EA,B25097_001MA,B25097_002EA,B25097_002MA,B25097_003EA,B25097_003MA,state
0400000US01,141300,1758,158000,1972,111900,2950,Alabama,null,null,null,null,null,null,01
0400000US02,273100,5087,286900,6229,236700,10117,Alaska,null,null,null,null,null,null,02
0400000US04,223400,1876,238800,1994,182900,3552,Arizona,null,null,null,null,null,null,04
0400000US05,128500,1841,142800,2239,105600,2403,Arkansas,null,null,null,null,null,null,05
0400000US06,509400,2199,529000,2636,466300,3518,California,null,null,null,null,null,null,06
0400000US08,348900,2122,357700,2610,319800,6002,Colorado,null,null,null,null,null,null,08
0400000US09,273100,2088,277900,2392,263100,4901,Connecticut,null,null,null,null,null,null,09
0400000US10,252800,5052,258900,5821,240100,8618,Delaware,null,null,null,null,null,null,10
0400000US11,607200,19159,609900,20156,595400,52840,District of Columbia,null,null,null,null,null,null,11
0400000US12,214000,1255,232100,1579,182900,2348,Florida,null,null,null,null,null,null,12
0400000US13,173700,1013,191100,1900,144600,3117,Georgia,null,null,null,null,null,null,13
0400000US15,617400,9241,628300,10073,595200,17442,Hawaii,null,null,null,null,null,null,15
0400000US16,207100,3368,214200,4340,192500,5648,Idaho,null,null,null,null,null,null,16
0400000US17,195300,1257,208800,1844,172400,1778,Illinois,null,null,null,null,null,null,17
0400000US18,141100,1049,148000,1218,122700,1985,Indiana,null,null,null,null,null,null,18
0400000US19,149100,1674,157900,1749,129400,3206,Iowa,null,null,null,null,null,null,19
0400000US20,150600,1802,165300,2093,122300,2817,Kansas,null,null,null,null,null,null,20
0400000US21,141000,1619,155600,2250,112100,2485,Kentucky,null,null,null,null,null,null,21
0400000US22,162500,1272,179700,3069,135000,3814,Louisiana,null,null,null,null,null,null,22
0400000US23,191200,3252,201200,4523,169700,3669,Maine,null,null,null,null,null,null,23
0400000US24,312500,2817,323400,3420,282800,4603,Maryland,null,null,null,null,null,null,24
0400000US25,385400,2465,391500,3614,371300,4345,Massachusetts,null,null,null,null,null,null,25
0400000US26,155700,757,168100,1028,129200,2035,Michigan,null,null,null,null,null,null,26
0400000US27,224000,1281,232700,1775,203200,2707,Minnesota,null,null,null,null,null,null,27
0400000US28,120200,1849,143400,3170,95200,3864,Mississippi,null,null,null,null,null,null,28
0400000US29,156700,1203,165600,1336,137100,2983,Missouri,null,null,null,null,null,null,29
0400000US30,231300,3808,248100,4986,198300,7708,Montana,null,null,null,null,null,null,30
0400000US31,155800,1954,165800,2502,136400,3433,Nebraska,null,null,null,null,null,null,31
0400000US32,258200,3014,266000,3031,236100,6628,Nevada,null,null,null,null,null,null,32
0400000US33,263600,3064,270200,3613,247000,7346,New Hampshire,null,null,null,null,null,null,33
0400000US34,334900,1880,341300,2593,320800,4033,New Jersey,null,null,null,null,null,null,34
0400000US35,171300,2181,189300,3375,145800,6009,New Mexico,null,null,null,null,null,null,35
0400000US36,314500,2313,331500,2820,283100,5131,New York,null,null,null,null,null,null,36
0400000US37,171200,1016,190300,1822,139900,1916,North Carolina,null,null,null,null,null,null,37
0400000US38,194700,5102,221700,7091,161700,4476,North Dakota,null,null,null,null,null,null,38
0400000US39,144200,1015,153500,1252,124900,1609,Ohio,null,null,null,null,null,null,39
0400000US40,137400,1523,152200,1831,113100,2177,Oklahoma,null,null,null,null,null,null,40
0400000US41,319200,3313,332400,3711,284700,6303,Oregon,null,null,null,null,null,null,41
0400000US42,181200,1167,198800,1618,158500,1227,Pennsylvania,null,null,null,null,null,null,42
0400000US44,257800,5409,259500,6911,253300,10267,Rhode Island,null,null,null,null,null,null,44
0400000US45,161800,1398,181400,3359,127500,3705,South Carolina,null,null,null,null,null,null,45
0400000US46,167600,2519,185000,4453,142200,8001,South Dakota,null,null,null,null,null,null,46
0400000US47,167500,1112,178400,2466,152000,2026,Tennessee,null,null,null,null,null,null,47
0400000US48,172200,747,198500,1360,134600,1716,Texas,null,null,null,null,null,null,48
0400000US49,275100,2649,279100,3203,262300,6567,Utah,null,null,null,null,null,null,49
0400000US50,226300,3464,233200,4846,211000,8854,Vermont,null,null,null,null,null,null,50
0400000US51,273400,2310,297000,2871,219700,4062,Virginia,null,null,null,null,null,null,51
0400000US53,339000,2463,352100,2972,305600,6370,Washington,null,null,null,null,null,null,53
0400000US54,119800,2297,147900,3556,93700,3398,West Virginia,null,null,null,null,null,null,54
0400000US55,178900,1377,186100,1685,168400,1498,Wisconsin,null,null,null,null,null,null,55
0400000US56,214300,5510,226800,6485,190700,8639,Wyoming,null,null,null,null,null,null,56
0400000US72,109800,1476,130200,2015,94600,1681,Puerto Rico,null,null,null,null,null,null,72
