GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001MA,B25100_001EA,B25100_002MA,B25100_002EA,B25100_003EA,B25100_003MA,B25100_004MA,B25100_004EA,B25100_005EA,B25100_005MA,B25100_006MA,B25100_006EA,B25100_007MA,B25100_007EA,B25100_008EA,B25100_008MA,B25100_009MA,B25100_009EA,B25100_010MA,B25100_010EA,B25100_011MA,B25100_011EA,B25100_012MA,B25100_012EA,B25100_013MA,B25100_013EA,state
0400000US01,1253199,12678,706185,12254,322003,8950,176205,6161,79444,4734,123874,6670,4659,1194,547014,10244,232667,7566,90840,4158,53993,3295,160154,5984,9360,1488,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,102297,3493,30160,2534,31079,2474,14863,1662,25808,2200,387,194,57047,2852,19560,1986,9124,1152,6108,990,21720,1829,535,233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,1064351,11053,283041,7545,282374,7382,167800,6685,321458,8861,9678,1775,587970,9396,186168,6058,92274,4445,68398,3963,228609,5469,12521,1730,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,416168,10084,212581,7833,93508,5391,42067,3263,65113,3810,2899,925,336231,7826,148354,5891,57277,3117,33559,2435,93242,3944,3799,936,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,5026144,24796,450555,9664,785523,12489,845698,15092,2916733,23262,27635,2790,2098946,18787,296433,8491,189712,6204,197999,5705,1383009,14609,31793,2537,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,994409,10836,146634,5670,239809,6473,205440,6860,397241,8637,5285,1446,400415,7760,72645,3606,54521,2977,49297,3001,217975,5647,5977,1290,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,611242,8820,212896,6035,162920,6311,84815,5404,148365,5093,2246,819,286992,5911,70702,3517,53159,3428,37652,2851,122560,4515,2919,793,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,164071,5348,43146,3453,43447,3150,26608,2334,48314,3559,2556,952,89877,3601,23151,2142,12725,1552,8929,1045,43040,2798,2032,863,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,90270,3334,9912,1655,18653,1594,17277,1882,43817,2558,611,305,28535,2032,3171,791,2798,813,2902,782,19484,1808,180,173,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,2850011,25547,800044,14603,708324,13856,430458,11392,885107,14464,26078,2823,2160176,20634,625643,13042,343783,10242,262908,7435,886566,13575,41276,2897,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2354922,19925,1529558,18602,613379,13200,391150,10112,198901,6851,315358,11010,10770,2243,825364,11595,319005,7802,137582,6388,94533,5152,257888,8397,16356,2020,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
