GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001EA,C25121_001MA,C25121_002EA,C25121_002MA,C25121_003MA,C25121_003EA,C25121_004MA,C25121_004EA,C25121_005EA,C25121_005MA,C25121_006EA,C25121_006MA,C25121_007EA,C25121_007MA,C25121_008MA,C25121_008EA,C25121_009MA,C25121_009EA,C25121_010EA,C25121_010MA,C25121_011EA,C25121_011MA,C25121_012EA,C25121_012MA,C25121_013EA,C25121_013MA,C25121_014MA,C25121_014EA,C25121_015EA,C25121_015MA,C25121_016EA,C25121_016MA,C25121_017EA,C25121_017MA,C25121_018EA,C25121_018MA,C25121_019MA,C25121_019EA,C25121_020MA,C25121_020EA,C25121_021EA,C25121_021MA,C25121_022EA,C25121_022MA,C25121_023EA,C25121_023MA,C25121_024MA,C25121_024EA,C25121_025MA,C25121_025EA,C25121_026EA,C25121_026MA,C25121_027EA,C25121_027MA,C25121_028EA,C25121_028MA,C25121_029EA,C25121_029MA,C25121_030MA,C25121_030EA,C25121_031MA,C25121_031EA,state
0400000US01,1253199,12678,58708,3909,21478,2698,13234,1658,13862,1659,10134,1509,113761,5223,40128,3083,30394,3026,29720,2650,13519,2068,177833,6465,52058,3374,46125,3184,53582,4175,26068,2510,165380,6245,37293,3283,40421,3544,60616,4280,27050,2342,245908,7356,35396,3150,44791,3261,105719,5224,60002,3853,491609,9618,27040,2531,41735,3042,171389,6776,251445,6115,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,5059,932,1275,352,416,222,974,334,2394,728,6377,941,1874,586,627,171,1542,350,2334,627,12903,1562,2364,731,971,285,3055,608,6513,1240,13940,1817,2301,920,624,238,4097,983,6918,1336,26798,2595,2550,803,1161,504,5916,1093,17171,2096,94267,3206,2911,797,1256,319,12993,1737,77107,3136,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,72282,4648,18375,1865,7310,1441,20435,2327,26162,2753,104841,4732,26462,2203,14055,1907,34235,3135,30089,2219,196531,7110,33882,2850,22777,2242,71390,3975,68482,4323,204168,6571,24078,2338,18293,1894,83967,4531,77830,4265,309843,8908,22103,2401,22465,2564,106482,5424,158793,6122,764656,9965,19988,2174,21109,2244,150581,5811,572978,9103,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,35966,2990,13394,1561,8995,1511,9257,1634,4320,986,67515,3864,25899,2433,17630,1834,17499,2113,6487,1347,112286,5160,31953,2608,31148,2977,35056,2353,14129,2215,109380,5270,22643,2268,29169,2703,39476,2825,18092,2177,150827,6145,22508,2561,33418,2628,66399,4139,28502,2356,276425,6874,15175,1950,30935,2929,111238,5335,119077,4866,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,211835,6736,17923,2086,8569,1518,23207,2378,162136,5981,321045,8309,37849,3305,18179,1898,47339,3497,217678,6984,593335,11118,45806,3479,24208,2912,81457,3806,441864,9893,613819,11860,32599,3132,19366,2367,82118,6031,479736,10461,1031796,15074,34721,2638,24769,2676,96849,4627,875457,14809,4353260,22805,52592,3636,29289,2700,128243,6339,4143136,21445,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,44099,3345,4981,1026,2566,664,8064,1424,28488,2490,59270,3439,8125,1230,4495,1030,12396,1489,34254,2779,115895,4910,12726,1622,8381,1188,27135,2895,67653,3896,141493,5742,9265,1500,6850,1232,31226,2989,94152,4713,235186,7162,9331,1608,6503,1303,40548,2971,178804,6209,798881,9132,10273,1598,5939,1102,46287,3394,736382,9061,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,18440,1960,923,390,1193,521,5732,963,10592,1625,30449,2813,2063,572,2341,692,11077,1644,14968,2030,64830,3765,3005,748,4717,960,22886,2622,34222,2786,78407,4109,3151,795,4047,1083,30263,2715,40946,3127,139866,5135,3225,806,4904,998,54102,3682,77635,3706,566242,7811,6791,1205,7765,1412,100747,4866,450939,7042,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,11827,1959,1418,539,977,456,3009,987,6423,1469,14613,2284,1976,880,853,457,5508,1255,6276,1230,25326,2225,3081,834,1489,493,7361,1152,13395,1972,27541,2658,2709,799,1172,574,9536,1594,14124,2052,46401,3055,2563,795,1568,523,13188,1545,29082,2517,128240,4681,2984,708,1280,460,18754,2111,105222,3860,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,3166,830,125,152,45,74,209,154,2787,782,3904,813,90,105,32,54,206,199,3576,794,6525,1218,0,208,172,222,402,381,5951,1091,5209,1058,44,72,0,208,51,86,5114,1068,13468,1719,385,524,0,208,418,258,12665,1612,86533,3283,965,381,785,486,1103,464,83680,3039,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,229153,8217,46589,3228,32913,2923,64879,4879,84772,5289,391758,9962,84874,4999,71106,4389,118027,5943,117751,5340,666412,13502,111210,5866,108550,5646,224225,7301,222427,8705,668011,13435,78234,4723,88931,5316,242094,8288,258752,7386,924490,12815,71913,4289,86622,4823,324157,8232,441798,10177,2130363,19913,59343,4494,80344,4456,433547,10479,1557129,18260,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
