GEO_ID,C16002_001E,C16002_001M,C16002_002E,C16002_002M,C16002_003E,C16002_003M,C16002_004E,C16002_004M,C16002_005E,C16002_005M,C16002_006E,C16002_006M,C16002_007E,C16002_007M,C16002_008E,C16002_008M,C16002_009E,C16002_009M,C16002_010E,C16002_010M,C16002_011E,C16002_011M,C16002_012E,C16002_012M,C16002_013E,C16002_013M,C16002_014E,C16002_014M,NAME,C16002_001MA,C16002_001EA,C16002_002EA,C16002_002MA,C16002_003EA,C16002_003MA,C16002_004EA,C16002_004MA,C16002_005MA,C16002_005EA,C16002_006MA,C16002_006EA,C16002_007MA,C16002_007EA,C16002_008EA,C16002_008MA,C16002_009EA,C16002_009MA,C16002_010MA,C16002_010EA,C16002_011MA,C16002_011EA,C16002_012MA,C16002_012EA,C16002_013EA,C16002_013MA,C16002_014EA,C16002_014MA,state
0400000US27,2162211,7968,1905280,9887,75644,2607,13992,1733,61652,2942,54835,3212,5418,892,49417,3166,69056,2900,15048,1839,54008,2827,57396,3790,16669,2519,40727,3523,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091980,9693,1047823,9582,23874,2263,4093,968,19781,2234,8997,1428,1133,612,7864,1293,7402,1178,1940,758,5462,1058,3884,846,139,146,3745,823,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2385135,13054,2214303,12211,69148,3682,11071,1848,58077,3694,51692,3373,5881,1195,45811,3410,36284,2421,8230,1505,28054,2213,13708,2012,3292,1191,10416,1747,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,423091,4068,399501,4480,10057,1365,1030,626,9027,1254,6498,1026,265,200,6233,1007,3129,860,533,626,2596,716,3906,665,70,81,3836,664,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,754490,4583,664795,4902,57088,2724,14964,2127,42124,2655,14763,1582,1742,669,13021,1437,12029,1323,4026,1042,8003,1174,5815,1172,2131,948,3684,944,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1094613,6821,757719,7333,210151,5113,43914,3122,166237,5007,37365,2938,4583,1285,32782,2875,75739,3131,12829,1818,62910,3242,13639,1830,2055,678,11584,1775,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,528700,4349,476668,5218,13288,1928,2383,805,10905,1862,26728,2639,2336,733,24392,2504,8316,1371,1387,501,6929,1290,3700,1161,837,571,2863,942,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3218798,8951,2166885,11671,516527,7496,137303,5745,379224,7313,306199,7013,50036,4169,256163,6635,171759,5085,35479,2968,136280,4691,57428,4538,8087,1614,49341,4073,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767705,6614,472474,6946,234267,6431,36354,3233,197913,5935,10632,1666,999,551,9633,1464,9074,1339,1556,619,7518,1256,41258,2173,3568,744,37690,2155,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7304332,18884,5010196,20099,1084485,11091,287470,8192,797015,12230,696389,10489,146739,6337,549650,10161,378739,7073,142087,5504,236652,6892,134523,5990,20850,2679,113673,5329,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3955069,14774,3494018,16312,274001,6013,65556,4270,208445,6396,88740,4552,9207,1985,79533,4281,71509,3809,14344,1913,57165,3375,26801,2774,4779,1065,22022,2570,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,316306,3300,292606,3783,7364,1009,1024,540,6340,966,7821,1139,469,240,7352,1073,3806,954,620,442,3186,989,4709,1442,471,402,4238,1370,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4667192,13650,4290169,16578,126284,4570,22681,2435,103603,4530,141049,5597,18564,2109,122485,5216,63653,3122,12826,1805,50827,2978,46037,3796,8787,1758,37250,3397,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1470364,5913,1319131,6061,95246,3035,19819,2168,75427,3235,18553,2097,1188,514,17365,1939,23419,1846,5285,937,18134,2023,14015,1458,1154,536,12861,1422,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1603635,8695,1362071,10431,126247,4196,20381,2726,105866,4649,51864,3572,4213,1014,47651,3407,51734,2872,12368,1665,39366,2786,11719,2051,2385,921,9334,1870,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5008751,12653,4397150,13520,262981,6298,60927,4530,202054,6820,206547,5763,30753,2849,175794,5192,102826,3900,27647,2204,75179,3731,39247,3665,8239,1827,31008,3128,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,408748,4427,308783,4628,47471,2527,17355,2207,30116,2436,38612,2752,5568,1110,33044,2777,10689,1309,2206,866,8483,1210,3193,1040,582,516,2611,923,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1905100,10277,1756756,9781,88835,3969,17028,2478,71807,4258,34163,2947,3496,924,30667,2741,21165,2185,4625,1041,16540,1920,4181,1114,426,319,3755,1067,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,344260,3147,320240,3423,8597,1231,2233,873,6364,1218,6172,1274,325,181,5847,1226,2771,694,253,189,2518,660,6480,1050,1004,641,5476,924,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2588655,10916,2403080,10533,98677,4109,23968,2544,74709,4108,38090,3004,3850,1187,34240,2793,31182,2607,7406,1430,23776,2433,17626,2704,5648,1554,11978,2170,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9623874,22217,6145442,23629,2784007,15918,632768,13686,2151239,19889,274797,9299,29988,3643,244809,8727,311800,8420,73752,5234,238048,7275,107828,6217,20390,2882,87438,5984,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,975448,5045,790595,6721,110892,4142,15438,2308,95454,4479,34151,2797,2988,914,31163,2665,30727,2465,4444,1223,26283,2249,9083,1243,865,379,8218,1206,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256629,3631,238265,3515,3582,661,140,180,3442,657,12083,1719,567,302,11516,1637,1897,599,582,371,1315,456,802,509,44,81,758,490,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3120880,13665,2591074,13816,209542,5198,41292,3677,168250,5054,139954,4981,11897,1948,128057,4616,126660,4640,25094,2574,101566,4402,53650,3304,6940,1720,46710,2990,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2840377,11168,2271624,12874,218348,4995,43719,3686,174629,5298,131345,6000,16845,2204,114500,5612,186129,5983,40197,3069,145932,5849,32931,3227,7118,1506,25813,2922,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,715308,7000,692856,6595,8815,1271,973,478,7842,1170,7899,1534,1158,758,6741,1285,3683,907,599,299,3084,870,2055,657,282,267,1773,624,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2350293,7563,2136813,8521,105659,3453,20905,2331,84754,3248,59210,3391,6041,1035,53169,3290,36716,2232,6839,1239,29877,2284,11895,1990,2080,764,9815,1745,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,225796,3968,203754,3936,14022,1550,2715,1149,11307,1508,3865,806,57,105,3808,806,2515,739,444,272,2071,703,1640,456,71,123,1569,444,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1191305,10722,56767,3180,1131749,11618,811687,11423,320062,8439,2317,797,529,323,1788,736,472,415,347,382,125,177,0,262,0,262,0,262,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
