GEO_ID,B17025_001E,B17025_001M,B17025_002E,B17025_002M,B17025_003E,B17025_003M,B17025_004E,B17025_004M,B17025_005E,B17025_005M,B17025_006E,B17025_006M,B17025_007E,B17025_007M,B17025_008E,B17025_008M,B17025_009E,B17025_009M,B17025_010E,B17025_010M,B17025_011E,B17025_011M,B17025_012E,B17025_012M,B17025_013E,B17025_013M,B17025_014E,B17025_014M,B17025_015E,B17025_015M,NAME,B17025_001EA,B17025_001MA,B17025_002EA,B17025_002MA,B17025_003MA,B17025_003EA,B17025_004MA,B17025_004EA,B17025_005MA,B17025_005EA,B17025_006MA,B17025_006EA,B17025_007MA,B17025_007EA,B17025_008MA,B17025_008EA,B17025_009MA,B17025_009EA,B17025_010MA,B17025_010EA,B17025_011EA,B17025_011MA,B17025_012EA,B17025_012MA,B17025_013MA,B17025_013EA,B17025_014MA,B17025_014EA,B17025_015MA,B17025_015EA,state
0400000US01,4752560,2493,802656,24897,764886,24427,761372,24654,3514,1170,37770,4930,6994,1606,30776,4865,3949904,24843,3821720,23968,3781449,24916,40271,3695,128184,7645,59557,4923,68627,5671,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720472,1555,80012,7303,72866,6069,71853,5982,1013,628,7146,2826,1678,815,5468,2646,640460,7366,590003,7414,571922,7248,18081,2959,50457,4141,29223,2351,21234,3486,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6856067,3981,1018935,28419,849296,22797,838871,22490,10425,2058,169639,10031,47336,4285,122303,8923,5837132,28204,5096828,28367,5006604,29829,90224,6748,740304,16280,350428,11229,389876,13847,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2916321,2511,478365,17030,455856,16051,452250,16145,3606,1377,22509,3362,5372,1836,17137,2958,2437956,17140,2322788,16767,2302371,17451,20417,3153,115168,5401,38947,3825,76221,5428,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38793027,8845,5160208,71947,3629757,54919,3569329,53999,60428,4798,1530451,30106,527184,15016,1003267,25382,33632819,72987,24603040,71797,24120881,70424,482159,13363,9029779,48265,4939544,39196,4090235,40526,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5483104,3121,564312,17223,490653,15973,481965,15991,8688,2221,73659,7037,19890,2882,53769,6442,4918792,17310,4448093,21459,4369234,21694,78859,4987,470699,13712,212421,8255,258278,10877,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482584,1446,334128,18741,276145,16200,240282,14676,35863,4544,57983,5784,17130,2414,40853,5176,3148456,18868,2682881,20389,2590758,18050,92123,7547,465575,12613,252260,10078,213315,10725,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,934947,1486,126986,9341,111323,8316,108575,8247,2748,1036,15663,3233,5282,1860,10381,2178,807961,9034,726634,9116,714738,9082,11896,2324,81327,5478,40361,3547,40966,4311,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660642,544,109920,7135,96411,6903,94998,6831,1413,660,13509,2611,4689,1552,8820,1957,550722,7081,465467,8608,452641,8652,12826,2594,85255,5564,33060,2790,52195,5341,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20569920,5871,2889506,57828,2180172,48723,2055375,46969,124797,12072,709334,22445,280891,12126,428443,18507,17680414,58572,14047243,53588,13394433,53960,652810,24329,3633171,36266,2122045,26061,1511126,29162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10154747,5504,1517702,49244,1354613,43226,1341007,42545,13606,3001,163089,12062,41805,4296,121284,11274,8637045,50110,7752611,45550,7629403,45003,123208,7529,884434,21066,418410,13624,466024,17763,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1388550,1566,132549,8537,108035,8296,104587,8204,3448,1067,24514,3162,11902,1992,12612,2416,1256001,8849,1019494,11149,981003,11164,38491,3657,236507,10320,147028,6776,89479,8647,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1686491,1808,216309,12513,196751,11821,194665,11599,2086,1060,19558,4651,5214,2163,14344,3382,1470182,12450,1389604,13307,1375204,14013,14400,2625,80578,6536,34530,3933,46048,5214,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12503720,3612,1569753,35647,1326566,29626,1307442,29130,19124,3237,243187,13046,81212,6469,161975,10422,10933967,35966,9362193,38766,9237431,38908,124762,6645,1571774,19580,834194,17271,737580,14191,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6463636,3761,871247,27337,807269,25165,802523,25031,4746,1283,63978,7120,13158,2397,50820,6549,5592389,27299,5315209,27415,5276676,27863,38533,4353,277180,11048,120486,6480,156694,8481,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3044685,1941,326636,11546,298170,11061,295722,11007,2448,734,28466,3426,5747,1141,22719,3278,2718049,11516,2584487,11985,2568324,12047,16163,1800,133562,6068,58635,4593,74927,4765,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2827376,2621,336487,14398,305105,12473,302371,12302,2734,1118,31382,4674,6275,1602,25107,4324,2490889,14577,2324758,14838,2303336,14734,21422,2471,166131,6963,73929,4854,92202,5867,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4316917,3015,744239,20861,707818,20000,704111,20000,3707,1286,36421,5265,10804,2777,25617,3801,3572678,20783,3443065,21381,3415177,21605,27888,2776,129613,7334,58390,4945,71223,5637,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4553037,2611,899039,27219,857251,25970,854213,26084,3038,1067,41788,5054,8636,2011,33152,4392,3653998,27455,3509494,28265,3481038,28340,28456,3187,144504,8002,64902,4881,79602,6463,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1301216,1023,144012,7961,136615,7737,134965,7795,1650,820,7397,1673,3882,1099,3515,1278,1157204,8039,1120938,7720,1107493,7821,13445,2129,36266,2868,21838,2397,14428,2363,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5915309,2385,549171,21371,461241,19939,456634,19992,4607,1169,87930,7526,32102,4531,55828,5073,5366138,21752,4533556,22816,4450766,22202,82790,5210,832582,17849,452052,12333,380530,16103,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6622444,3515,692201,22499,536670,16200,483334,15635,53336,5308,155531,11741,59873,5300,95658,8928,5930243,22390,4960981,24130,4815202,23384,145779,7686,969262,19851,538763,12706,430499,16531,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9730205,4206,1377766,28586,1263648,26860,1247113,26260,16535,2738,114118,9513,46379,4381,67739,8153,8352439,29207,7774311,28042,7716206,27893,58105,3839,578128,15126,308230,9644,269898,10963,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5450582,2783,517476,15252,431666,13097,427039,12992,4627,1553,85810,7988,35151,4689,50659,6999,4933106,15199,4541125,15291,4505695,15294,35430,2851,391981,10511,216768,9028,175213,8474,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
